<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0233.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0233.txt </filename>
<title>자연과 씨름하는  사람들 : 지구촌의 이색풍속도 '중국대륙편'</title>
<author>김능화  </author>
<date>1993  </date>
<publisher>간경도감  </publisher>
<kdc>380.912  </kdc>
<ddc>390.09517  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
한반도의	한반도/nq+의/jcm
끝내	끝내/mag
죽지않는	죽/pvg+지/ecx+않/px+는/etm
불사조와	불사조/ncn+와/jct
같은	같/paa+은/etm
존재이다	존재/ncn+이/jp+다/ef
"	"/sl
검은	검/paa+은/etm
도깨비는	도깨비/ncn+는/jxc
매이사의	매이사/nq+의/jcm
술수에	술수/ncn+에/jca
속아넘어가	속/pvg+아/ecx+넘/px+어/ecx+가/px+아/ecs
비로소	비로소/mag
자기생명의	자기/npp+생명/ncn+의/jcm
비밀을	비밀/ncn+을/jco
모두	모두/mag
털어놓았다	털/pvg+어/ecx+놓/px+았/ep+다/ef
.	./sf
"	"/sl
그럼	그렇/pad+ㅁ/etn
당신의	당신/npp+의/jcm
생명은	생명/ncn+은/jxc
영원불멸의	영원불멸/ncpa+의/jcm
것이란	것/nbn+이/jp+란/etm
말인가요	말/ncn+이/jp+ㄴ가/ef+요/jxf
"	"/sr
매이사가	매이사/nq+가/jcs
속삭이듯	속삭이/pvg+듯/ecs
물었다	묻/pvg+었/ep+다/ef
.	./sf
"	"/sl
물론이지	물론/ncn+이/jp+지/ef
,	,/sp
하지만	하지만/maj
나를	나/npp+를/jco
꼭	꼭/mag
죽게	죽/pvg+게/ecx
하려면	하/px+려면/ecs
나만	나/npp+만/jxc
알고	알/pvg+고/ecx
있는	있/px+는/etm
비밀이	비밀/ncn+이/jcs
또	또/maj
있지	있/pvg+지/ef
..."	./sf+./sf+./sf+"/sl
"	"/sl
내가	내/npp+가/jcs
알면	알/pvg+면/ecs
안되는	안되/paa+는/etm
비밀이겠지요	비밀/ncn+이/jp+겠/ep+지/ef+요/jxf
"	"/sr
매이사가	매이사/nq+가/jcs
자신을	자신/ncn+을/jco
믿을	믿/pvg+을/etm
수	수/nbn
없느냐는	없/paa+느냐/ef+는/etm
듯이	듯/nbn+이/jcs
은근히	은근히/mag
검은	검/paa+은/etm
도깨비와의	도깨비/ncn+와/jct+의/jcm
정곡을	정곡/ncn+을/jco
찔렀다	찌르/pvg+었/ep+다/ef
.	./sf
"	"/sl
아니야	아니/paa+야/ef
.	./sf
둘	둘/nnc
사이에	사이/ncn+에/jca
무슨	무슨/mmd
비밀이	비밀/ncn+이/jcs
있겠느냐	있/paa+겠/ep+느냐/ef
?	?/sf
모두	모두/mag
털어	털/pvg+어/ecx
놓을	놓/px+을/etm
테니	터/nbn+이/jp+니/ecs
들어보라	듣/pvg+어/ecx+보/px+라/ef
"	"/sr
도깨비왕은	도깨비왕/ncn+은/jxc
매이사의	매이사/nq+의/jcm
환심을	환심/ncn+을/jco
사고자	사/pvg+고자/ecs
순순히	순순히/mag
자신의	자신/ncn+의/jcm
죽음의	죽음/ncn+의/jcm
비밀에	비밀/ncn+에/jca
관해	관하/pvg+어/ecx
설명했다	설명/ncpa+하/xsv+었/ep+다/ef
.	./sf
그	그/mmd
비밀이란	비밀/ncn+이/jp+란/etm
자신의	자신/ncn+의/jcm
생명이	생명/ncn+이/jcs
숨겨져	숨기/pvg+어/ecx+지/px+어/ecx
있는	있/px+는/etm
깊은	깊/paa+은/etm
호수를	호수/ncn+를/jco
말라붙게	마르/pvg+아/ecs+붙/pvg+게/ecx
해야	하/px+어야/ecx
하는데	하/px+는데/ecs
이를	이/npd+를/jco
위해서	위하/pvg+어서/ecs
창고	창고/ncn
속	속/ncn
금고에	금고/ncn+에/jca
보관되어	보관/ncpa+되/xsv+어/ecx
있는	있/px+는/etm
독약수를	독/ncn+약수/ncn+를/jco
가져다가	가져다/pvg+가/ecs
호수속에	호수/ncn+속/ncn+에/jca
집어넣어야만	집/pvg+어/ecs+넣/pvg+어야만/ecs
한다는	하/pvg+ㄴ다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그	그/npd
호수가	호수/ncn+가/jcs
말라	마르/pvg+아/ecx
버린다고	버리/px+ㄴ다고/ecs
해도	하/pvg+어도/ecs
나머지	나머지/ncn
세	세/nnc
군데가	군데/nbn+가/jcs
더	더/mag
있다고	있/pvg+다/ef+고/jcr
했다	하/px+었/ep+다/ef
.	./sf
또	또/maj
샘여의	샘여/ncn+의/jcm
나무를	나무/ncn+를/jco
죽게	죽/pvg+게/ecx
하려면	하/px+려면/ecs
창고	창고/ncn
속	속/ncn
지하에	지하/ncn+에/jca
숨겨둔	숨기/pvg+어/ecx+두/px+ㄴ/etm
금도끼로	금도끼/ncn+로/jca
연달아	연달/pvg+아/ecx
세	세/nnc
번을	번/nbu+을/jco
쳐야만	치/pvg+어야만/ecs
그	그/npd
나무를	나무/ncn+를/jco
죽일	죽이/pvg+ㄹ/etm
수	수/nbn
있으며	있/paa+으며/ecs
세번째로	세/nno+번째/nbu+로/jca
거구의	거구/ncn+의/jcm
들소가	들소/ncn+가/jcs
가지고	가지/pvg+고/ecx
있는	있/px+는/etm
도깨비와의	도깨비/ncn+와/jct+의/jcm
생명은	생명/ncn+은/jxc
들소의	들소/ncn+의/jcm
빠ㅜ소게	빠ㅜ소/ncn+게/jca
숨겨져	숨기/pvg+어/ecx+지/px+어/ecx
있는데	있/px+는데/ecs
자신이	자신/ncn+이/jcs
간직하고	간직/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
궁시	궁시/ncn
(	(/sl
弓矢	弓矢/ncn
)	)/sr
가	가/jcs
아니고는	아니/paa+고는/ecc
다른	다르/paa+ㄴ/etm
어떤	어떻/pad+ㄴ/etm
것으로도	것/nbn+으로/jca+도/jxc
명중	명중/ncn
시킬	시키/pvg+ㄹ/etm
수	수/nbn
었다는	었/paa+다/ef+는/jxc
것이다	것/nbn+이/jp+다/ef
.	./sf
그리고	그리고/maj
마지막으로	마지막/ncn+으로/jca
도깨비와의	도깨비/ncn+와/jct+의/jcm
이마	이마/ncn
가운데	가운데/ncn
박혀	박히/pvg+어/ecx
있는	있/px+는/etm
금빛	금빛/ncn
수정어	수정어/ncn
(	(/sl
水晶魚	水晶魚/ncn
)	)/sr
는	는/jxc
잠잘	잠자/pvg+ㄹ/etm
떼	떼/nbn
빛을	빛/ncn+을/jco
내는데	내/pvg+는데/ecs
바로	바로/mag
그때	그/npd+때/ncn
활을	활/ncn+을/jco
쏘아	쏘/pvg+아/ecs
명중시키지	명중/ncpa+시키/xsv+지/ecx
않으면	않/px+으면/ecs
결코	결코/mag
죽일	죽이/pvg+ㄹ/etm
수	수/nbn
없다는	없/paa+다/ef+는/etm
것이었다	것/nbn+이/jp+었/ep+다/ef
.	./sf
"	"/sl
나는	나/npp+는/jxc
번개	번개/ncn
같은	같/paa+은/etm
존재이기에	존재/ncn+이/jp+기/etn+에/jca
어떤	어떻/pad+ㄴ/etm
명궁사라도	명/xp+궁사/ncn+라도/jxc
나를	나/npp+를/jco
감히	감히/mag
죽일	죽이/pvg+ㄹ/etm
수	수/nbn
없다	없/paa+다/ef
"	"/sr
도깨비왕은	도깨비왕/ncn+은/jxc
설명을	설명/ncn+을/jco
끝내고는	끝내/pvg+고는/ecc
으쓱해져서	으쓱/ncpa+하/xsv+어/ecx+지/px+어서/ecs
매이사에게	매이사/nq+에게/jca
호언장담하는	호언장담/ncpa+하/xsv+는/etm
것이었다	것/nbn+이/jp+었/ep+다/ef
.	./sf
검은	검/paa+은/etm
도깨비왕의	도깨비/ncn+왕/ncn+의/jcm
생명에	생명/ncn+에/jca
대한	대하/pvg+ㄴ/etm
비밀을	비밀/ncn+을/jco
전부	전부/ncn
알게	알/pvg+게/ecx
된	되/px+ㄴ/etm
매이사는	매이사/nq+는/jxc
다음	다음/ncn
날	날/ncn
아침	아침/ncn
도깨비	도깨비/ncn
왕이	왕/ncn+이/jcs
부하들을	부하/ncn+들/xsn+을/jco
이끌고	이끌/pvg+고/ecc
생명의	생명/ncn+의/jcm
호수를	호수/ncn+를/jco
돌아보러	돌/pvg+아/ecx+보/px+러/ecs
나간	나가/pvg+ㄴ/etm
사이	사이/ncn
케살로	케살/nq+로/jca
하여금	하여금/mag
집	집/ncn
부근에	부근/ncn+에/jca
굴을	굴/ncn+을/jco
파서	파/pvg+서/ecs
숨도록	숨/pvg+도록/ecs
하고는	하/pvg+고는/ecc
도깨비왕의	도깨비/ncn+왕/ncn+의/jcm
비밀	비밀/ncn
전모를	전모/ncn+를/jco
알려주었다	알리/pvg+어/ecx+주/px+었/ep+다/ef
.	./sf
밤	밤/ncn
늦게	늦/paa+게/ecc
술을	술/ncn+을/jco
만취	만취/ncn
된	되/pvg+ㄴ/etm
채	채/nbn
돌아온	돌/pvg+아/ecx+오/px+ㄴ/etm
도깨비왕은	도깨비/ncn+왕/ncn+은/jxc
이상한	이상/ncpa+하/xsv+ㄴ/etm
낌새를	낌새/ncn+를/jco
느꼈다	느끼/pvg+었/ep+다/ef
.	./sf
"	"/sl
혹시	혹시/mag
케상이	케상/nq+이/jcs
부근에	부근/ncn+에/jca
와	오/pvg+아/ecx
있는	있/px+는/etm
것이	것/nbn+이/jcs
아닌가	아니/paa+ㄴ가/ef
"	"/sr
그는	그/npp+는/jxc
매이사에게	매이사/nq+에게/jca
눈을	눈/ncn+을/jco
부릅뜨며	부릅뜨/pvg+며/ecc
추궁하듯	추궁/ncpa+하/xsv+듯/ecs
말했다	말/ncpa+하/xsv+었/ep+다/ef
.	./sf
매이사는	매이사/nq+는/jxc
등골이	등골/ncn+이/jcs
오싹했다	오싹/ncps+하/xsm+었/ep+다/ef
.	./sf
그러나	그러나/maj
매이사가	매이사/nq+가/jcs
묵묵부답	묵묵부답/ncn
,	,/sp
대수롭지	대수롭/px+지/ecx
않은	않/px+은/etm
반응을	반응/ncn+을/jco
보이자	보이/pvg+자/ecs
도깨비왕은	도깨비/ncn+왕/ncn+은/jxc
안심하고	안심/ncpa+하/xsv+고/ecc
잠자리에	잠/ncn+자리/ncn+에/jca
들었다	들/pvg+었/ep+다/ef
.	./sf
매이사는	매이사/nq+는/jxc
이때	이/npd+때/ncn
황급히	황급히/mag
케살에게	케살/nq+에게/jca
달려가	달리/pvg+어/ecx+가/px+아/ecs
독약수를	독약/ncn+수/xsn+를/jco
건네	건네/pvg+어/ecx
주었다	주/px+었/ep+다/ef
.	./sf
케살은	케살/nq+은/jxc
약삭빠른	약삭빠르/paa+ㄴ/etm
여우에게	여우/ncn+에게/jca
다시	다시/mag
독약수를	독약/ncn+수/xsn+를/jco
가지고	가지/pvg+고/ecc
재빨리	재빨리/mag
호수로	호수/ncn+로/jca
가도록	가/pvg+도록/ecs
명령했다	명령/ncpa+하/xsv+었/ep+다/ef
.	./sf
명령을	명령/ncn+을/jco
받은	받/pvg+은/etm
여우가	여우/ncn+가/jcs
호수에	호수/ncn+에/jca
독약수를	독약/ncn+수/xsn+를/jco
집어넣으려는	집/pvg+어/ecs+넣/pvg+으려는/etm
순간	순간/ncn
,	,/sp
호수에	호수/ncn+에/jca
사는	살/pvg+는/etm
거북이가	거북이/ncn+가/jcs
물가로	물가/ncn+로/jca
달려나와	달리/pvg+어/ecx+나오/px+아/ecs
"	"/sl
여우님	여우/ncn+님/xsn
!	!/sf
제발	제발/maj
무고한	무고/ncpa+하/xsv+ㄴ/etm
고기들을	고기/ncn+들/xsn+을/jco
살려	살리/pvg+어/ecs
주세요	주시/pvg+어/ef+요/jxf
.	./sf
지금	지금/ncn
곧	곧/maj
개천으로	개천/ncn+으로/jca
이동할	이동/ncpa+하/xsv+ㄹ/etm
테니	터/nbn+이/jp+니/ecs
잠시만	잠시/ncn+만/jxc
기다려	기다리/pvg+어/ecx
주시지요	주/px+시/ep+지/ef+요/jxf
"	"/sr
라며	라/ef+며/ecc
애원했다	애원/ncpa+하/xsv+었/ep+다/ef
.	./sf
여우는	여우/ncn+는/jxc
잠시	잠시/mag
기다려	기다리/pvg+어/ecs
물고기들이	물고기/ncn+들/xsn+이/jcs
개천을	개천/ncn+을/jco
이동한	이동/ncpa+하/xsv+ㄴ/etm
것을	것/nbn+을/jco
확인하고	확인/ncpa+하/xsv+고/ecc
곧	곧/mag
독약수를	독약/ncn+수/xsn+를/jco
호수에	호수/ncn+에/jca
집어	집/pvg+어/ecx
넣었다	넣/pvg+었/ep+다/ef
.	./sf
그러나	그러나/maj
호수는	호수/ncn+는/jxc
이내	이내/mag
말라붙어	마르/pvg+아/ecx+붙/px+어/ecx
버렸다	버리/px+었/ep+다/ef
.	./sf
먼동이	먼동/ncn+이/jcs
뜰	뜨/pvg+ㄹ/etm
무렵	무렵/nbn
도깨비왕은	도깨비왕/ncn+은/jxc
여느	여느/mma
때와는	때/ncn+와/jct+는/jxc
다리	다리/ncn
일찍	일찍/mag
일어나서	일어나/pvg+서/ecs
집	집/ncn
주변을	주변/ncn+을/jco
살핀	살피/pvg+ㄴ/etm
후	후/ncn
생명의	생명/ncn+의/jcm
나무를	나무/ncn+를/jco
보러	보/pvg+러/ecs
가기	가/pvg+기/etn
위해	위하/pvg+어/ecx
총총	총총/mag
걸음으로	걸음/ncn+으로/jca
나갔다	나가/pvg+았/ep+다/ef
.	./sf
이	이/npd
순간	순간/ncn
매이사는	매이사/nq+는/jxc
두근거리는	두근거리/pvg+는/etm
가슴을	가슴/ncn+을/jco
억누르며	억누르/pvg+며/ecc
금고에서	금고/ncn+에서/jca
금도끼를	금도끼/ncn+를/jco
가져다	가지/pvg+어다/ecs
세살에게	세살/nq+에게/jca
건네	건네/pvg+어/ecx
주었다	주/px+었/ep+다/ef
.	./sf
케샹은	케샹/nq+은/jxc
비호같이	비호/ncn+같/paa+이/xsa
달려가	달리/pvg+어/ecx+가/px+아/ecs
단숨에	단숨에/mag
생명의	생명/ncn+의/jcm
나무를	나무/ncn+를/jco
없애	없애/pvg+어/ecx
버렸다	버리/px+었/ep+다/ef
.	./sf
집에	집/ncn+에/jca
돌아온	돌/pvg+아/ecx+오/px+ㄴ/etm
도깨비왕은	도깨비/ncn+왕/ncn+은/jxc
아무래도	아무렇/pad+어도/ecs
이상한	이상/ncps+하/xsm+ㄴ/etm
듯	듯/nbn
매이사를	매이사/nq+를/jco
의심하며	의심/ncpa+하/xsv+며/ecc
날카로운	날카롭/paa+ㄴ/etm
눈초리로	눈초리/ncn+로/jca
그녀를	그녀/npp+를/jco
노려	노리/pvg+어/ecx
봤다	보/px+았/ep+다/ef
.	./sf
그러나	그러나/maj
매이사는	매이사/nq+는/jxc
시치미를	시치미/ncn+를/jco
떼며	떼/pvg+며/ecc
"	"/sr
무엇을	무엇/npd+을/jco
걱정하십니까	걱정/ncpa+하/xsv+시/ep+ㅂ니까/ef
.	./sf
당신의	당신/npp+의/jcm
생명은	생명/ncn+은/jxc
아직도	아직도/mag
들소와	들소/ncn+와/jcj
수정어	수정어/ncn
속에	속/ncn+에/jca
아무도	아무/npd+도/jxc
모르게	모르/pvg+게/ecx
숨겨져	숨기/pvg+어/ecx+지/px+어/ecx
있지	있/px+지/ecx
않습니까	않/px+습니까/ef
"	"/sr
라며	라/ef+며/ecs
능청을	능청/ncn+을/jco
떨었다	떨/pvg+었/ep+다/ef
.	./sf
"	"/sr
응	응/ii
!	!/sf
그렇군	그렇/pad+군/ef
.	./sf
당신의	당신/npp+의/jcm
말을	말/ncn+을/jco
듣고보니	듣/pvg+고/ecx+보/px+니/ecs
별	별/ncn
걱정할	걱정/ncpa+하/xsv+ㄹ/etm
필요	필요/ncn
없군	없/paa+군/ef
"	"/sl
도깨비와은	도깨비왕/ncn+은/jxc
매이사가	매이사/nq+가/jcs
모처럼	모/ncn+처럼/jca
손수	손수/mag
따라주는	따르/pvg+아/ecx+주/px+는/etm
술잔을	술잔/ncn+을/jco
들고	들/pvg+고/ecc
너무	너무/mag
흥감해	흥감/ncpa+하/xsv+어/ecx
긴장감이	긴장/ncn+감/xsn+이/jcs
풀린	풀리/pvg+ㄴ/etm
듯	듯/nbn
그만	그만/mag
깊은	깊/paa+은/etm
잠에	잠/ncn+에/jca
빠졌다	빠지/pvg+었/ep+다/ef
.	./sf
또다시	또다시/mag
매이사는	매이사/nq+는/jxc
창고	창고/ncn
지하실에	지하/ncn+실/xsn+에/jca
숨겨둔	숨기/pvg+어/ecx+두/px+ㄴ/etm
궁시를	궁시/ncn+를/jco
겨우	겨우/mag
찾아내	찾/pvg+아/ecx+내/px+어/ecs
담너머로	담너머/ncn+로/jca
케샬은	케샬/nq+은/jxc
밤눈이	밤눈/ncn+이/jcs
밝은	밝/paa+은/etm
호랑이	호랑이/ncn
여우를	여우/ncn+를/jco
데리고	데리/pvg+고/ecc
들소를	들소/ncn+를/jco
찾아	찾/pvg+아/ecx
나섰다	나서/px+었/ep+다/ef
.	./sf
산골짜기와	산골짜기/ncn+와/jcj
들판을	들판/ncn+을/jco
헤맨	헤매/pvg+ㄴ/etm
끝에	끝/ncn+에/jca
드디어	드디어/mag
계곡에서	계곡/ncn+에서/jca
들소를	들소/ncn+를/jco
발견	발견/ncn
활시위를	활/ncn+시위/ncn+를/jco
힘껏	힘껏/mag
당겼으나	당기/pvg+었/ep+으나/ecs
계속	계속/mag
,	,/sp
빗나갔다	빗나가/pvg+았/ep+다/ef
.	./sf
당황한	당황하/pvg+ㄴ/etm
케살은	케살/nq+은/jxc
식은	식/ncn+은/jxc
땀을	땀/ncn+을/jco
닦으며	닦/pvg+으며/ecs
반대쪽	반대/ncn+쪽/nbn
계곡에	계곡/ncn+에/jca
호랑이를	호랑이/ncn+를/jco
시켜	시키/pvg+어/ecs
길목을	길목/ncn+을/jco
지키도록	지키/pvg+도록/ecs
한	하/pvg+ㄴ/etm
후	후/ncn
재차	재차/mag
연발로	연발/ncn+로/jca
쏘아	쏘/pvg+아/ecs
명중시키는	명중/ncn+시키/pvg+는/etm
데	데/nbn
성공했다	성공/ncpa+하/xsv+었/ep+다/ef
.	./sf
이제	이제/mag
도깨비왕과의	도깨비/ncn+왕/ncn+과/jcj+의/jcm
최후	최후/ncn
결투의	결투/ncn+의/jcm
순간이	순간/ncn+이/jcs
다가왔다	다가오/pvg+았/ep+다/ef
.	./sf
케량이	케량/nq+이/jcs
부하동물들의	부하/ncn+동물/ncn+들/xsn+의/jcm
호위를	호위/ncn+를/jco
받으며	받/pvg+으며/ecs
대문을	대문/ncn+을/jco
박차고	박차/pvg+고/ecx
들어갔다	들/pvg+어/ecx+가/px+았/ep+다/ef
.	./sf
혈투를	혈투/ncn+를/jco
거듭한	거듭하/pvg+ㄴ/etm
끝에	끝/ncn+에/jca
마침내	마침내/mag
수정어를	수정어/ncn+를/jco
파괴해	파괴/ncpa+하/xsv+어/ecx
버렸다	버리/px+었/ep+다/ef
.	./sf
매이사가	매이사/nq+가/jcs
환호를	환호/ncn+를/jco
지르며	지르/pvg+며/ecc
기뻐하는	기쁘/paa+어/ecx+하/px+는/etm
순간	순간/ncn
두사람은	두/nnc+사람/ncn+은/jxc
선녀들의	선녀/ncn+들/xsn+의/jcm
축복을	축복/ncn+을/jco
받으며	받/pvg+으며/ecs
천국에	천국/ncn+에/jca
있는	있/paa+는/etm
백범천왕	백범천왕/nq
곁으로	곁/ncn+으로/jca
다시	다시/mag
전생했다	전생/ncpa+하/xsv+었/ep+다/ef
.	./sf
푸랑족	푸랑족/nq
(	(/sl
郞族	郞族/nq
)	)/sr
의	의/jcm
창세신화	창세/ncn+신화/ncn
(	(/sl
倉世神話	倉世神話/ncn
)	)/sr
중국의	중국/nq+의/jcm
한족	한족/nq
사회는	사회/ncn+는/jxc
물론	물론/mag
소수민족	소수/ncn+민족/ncn
사회에는	사회/ncn+에/jca+는/jxc
갖가지	갖가지/ncn
해괴한	해괴/ncps+하/xsm+ㄴ/etm
신화	신화/ncn
,	,/sp
전설이	전설/ncn+이/jcs
수없이	수없/paa+이/xsa
전해지고	전하/pvg+어/ecx+지/px+고/ecx
있다	있/px+다/ef
.	./sf
이	이/npd
가운데서도	가운데/ncn+서도/jxc
체계적으로	체계/ncn+적/xsn+으로/jca
구전되고	구전/ncpa+되/xsv+고/ecx
있는	있/px+는/etm
것만도	것/nbn+만/jxc+도/jxc
수천행	수천행/ncn
(	(/sl
行	行/ncn
)	)/sr
에	에/jca
달한다	달하/pvg+ㄴ다/ef
.	./sf
이미	이미/mag
몇가지	몇가/pvg+지/ecx
소개한	소개/ncpa+하/xsv+ㄴ/etm
바	바/nbn
있으나	있/px+으나/ecs
중국인세계를	중국/nq+인/xsn+세계/ncn+를/jco
이해하는데	이해/ncpa+하/xsv+는데/ecs
좀	좀/mag
더	더/mag
도움이	도움/ncn+이/jcs
될	되/pvg+ㄹ/etm
것	것/nbn
같아	같/paa+아/ecs
몇가지를	몇가지/ncn+를/jco
더	더/mag
소개한다	소개/ncpa+하/xsv+ㄴ다/ef
.	./sf
이번에는	이번/ncn+에/jca+는/jxc
세계신화	세계/ncn+신화/ncn
전설집에	전설/ncn+집/xsn+에/jca
수록	수록/ncn
돼	되/pvg+어/ecx
있는	있/px+는/etm
푸랑족의	푸랑족/nq+의/jcm
창세신화를	창세/ncn+신화/ncn+를/jco
소개한다	소개/ncpa+하/xsv+ㄴ다/ef
.	./sf
하늘도	하늘/ncn+도/jxc
땅도	땅/ncn+도/jxc
없고	없/paa+고/ecc
더욱이	더욱이/mag
초목도	초목/ncn+도/jxc
사람도	사람/ncn+도/jxc
짐숭도	짐숭/ncn+도/jxc
존재하지	존재/ncpa+하/xsv+지/ecx
않았던	않/px+았/ep+던/etm
시절	시절/ncn
...	./sf+./sf+./sf
검푸른	검푸르/paa+ㄴ/etm
바닥에	바닥/ncn+에/jca
괴인	괴이/pvg+ㄴ/etm
구름뭉치와	구름/ncn+뭉치/ncn+와/jcj
안개만이	안개/ncn+만/jxc+이/jcs
자욱히	자욱히/mag
덮고	덮/pvg+고/ecx
있는	있/px+는/etm
이	이/mmd
세상에	세상/ncn+에/jca
구매이야라고	구매이야/nq+라/ef+고/jcr
불리는	불리/pvg+는/etm
창조신이	창조/ncn+신/ncn+이/jcs
12	12/nnc
명의	명/nbu+의/jcm
자신	자신/ncn
(	(/sl
子神	子神/ncn
)	)/sr
을	을/jco
동반하고	동반/ncpa+하/xsv+고/ecc
홀연히	홀연히/mag
나타났다	나타나/pvg+았/ep+다/ef
.	./sf
구매이야는	구매이야/nq+는/jxc
이	이/npd
세상에	세상/ncn+에/jca
오자마자	오/pvg+자마자/ecs
천지를	천지/ncn+를/jco
개벽하고	개벽/ncpa+하/xsv+고/ecc
인류와	인류/ncn+와/jcj
만물을	만물/ncn+을/jco
창조하려는	창조/ncpa+하/xsv+려는/etm
마음먹었다	마음먹/pvg+었/ep+다/ef
.	./sf
그는	그/npp+는/jxc
재료를	재료/ncn+를/jco
찾아	찾/pvg+아/ecs
이곳	이곳/npd
저곳으로	저곳/ncn+으로/jca
사방을	사방/ncn+을/jco
헤맨	헤매/pvg+ㄴ/etm
끝에	끝/ncn+에/jca
구름과	구름/ncn+과/jcj
안개를	안개/ncn+를/jco
번갈아	번갈아/mag
타고	타/pvg+고/ecc
끝없는	끝없/paa+는/etm
우주를	우주/ncn+를/jco
방황하고	방황/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
157604500 < </sl
리	리/nq
>	>/sr
라고	라고/jcr
하는	하/pvg+는/etm
거대한	거대/ncpa+하/xsv+ㄴ/etm
동물을	동물/ncn+을/jco
발견했다	발견/ncpa+하/xsv+었/ep+다/ef
.	./sf
구매이야는	구매이야/nq+는/jxc
재빨리	재빨리/mag
그	그/npd
동물을	동물/ncn+을/jco
사로잡아	사로잡/pvg+아/ecs
가죽을	가죽/ncn+을/jco
벗겨	벗기/pvg+어/ecx
하늘을	하늘/ncn+을/etm
만들고	만들/pvg+고/ecc
아름다운	아름답/paa+ㄴ/etm
구름을	구름/ncn+을/jco
의상으로	의상/ncn+으로/jca
하늘을	하/pvg+ㄹ/etm
장식했다	장식/ncpa+하/xsv+었/ep+다/ef
.	./sf
그	그/npd
동물의	동물/ncn+의/jcm
두	두/nnc
눈을	눈/ncn+을/jco
뽑아서는	뽑/pvg+아서는/ecs
하늘에	하늘/ncn+에/jca
붙여	붙이/pvg+어/ecs
반짝이는	반짝/ncn+이/jp+는/etm
별을	별/ncn+을/jco
만들었다	만들/pvg+었/ep+다/ef
.	./sf
또	또/maj
고기덩어리로는	고기/ncn+덩어리/ncn+로/jca+는/jxc
땅을	땅/ncn+을/jco
만들고	만들/pvg+고/ecc
뼈로는	뼈/ncn+로/jca+는/jxc
암석을	암석/ncn+을/jco
,	,/sp
피로는	피로/ncn+는/jxc
물을	물/ncn+을/jco
만들었으며	만들/pvg+었/ep+으며/ecs
털로는	털/ncn+로/jca+는/jxc
갖종	갖종/ncn
나무와	나무/ncn+와/jcj
풀	풀/ncn
꽃	꽃/ncn
등을	등/ncn+을/jco
만들었다	만들/pvg+었/ep+다/ef
.	./sf
그리고	그리고/maj
그	그/npd
동물의	동물/ncn+의/jcm
뇌를	뇌/ncn+를/jco
가지고는	가지/pvg+고는/ecc
사람을	사람/ncn+을/jco
만들었으며	만들/pvg+었/ep+으며/ecs
골수	골수/ncn
(	(/sl
骨髓	骨髓/ncn
)	)/sr
로는	로/jca+는/jxc
갖가지	갖가지/ncn
새와	새/ncn+와/jcj
짐승	짐승/ncn
물고기	물고기/ncn
벌레	벌레/ncn
등을	등/ncn+을/jco
만들었다	만들/pvg+었/ep+다/ef
.	./sf
그런	그렇/pad+ㄴ/etm
후에	후/ncn+에/jca
창조신	창조/ncn+신/ncn
구매이야는	구매이야/nq+는/jxc
혹시	혹시/mag
하늘이	하늘/ncn+이/jcs
무너져	무너지/pvg+어/ecx
내리지	내리/pvg+지/ecx
않을까	않/px+을까/ef
하는	하/pvg+는/etm
한가지	한가지/ncn
걱정이	걱정/ncn+이/jcs
머리를	머리/nbn+를/jco
떠나지	떠나/pvg+지/ecx
않았다	않/px+았/ep+다/ef
.	./sf
또한	또한/maj
대지가	대지/ncn+가/jcs
언제	언제/mag
뒤집힐지도	뒤집히/pvg+ㄹ지도/ecs
모를	모르/pvg+ㄹ/etm
일이라며	일/ncn+이/jp+라며/ecs
근심에	근심/ncn+에/jca
싸였다	싸이/pvg+었/ep+다/ef
.	./sf
어느날	어느날/maj
그는	그/npp+는/jxc
밤잠을	밤잠/ncn+을/jco
설치며	설치/pvg+며/ecc
궁리한	궁리/ncpa+하/xsv+ㄴ/etm
끝에	끝/ncn+에/jca
기발한	기발/ncpa+하/xsv+ㄴ/etm
방법을	방법/ncn+을/jco
생각해냈다	생각/ncpa+하/xsv+어/ecx+내/px+었/ep+다/ef
.	./sf
157615200 < </sl
리	리/nq
>	>/sr
라는	라/ef+는/etm
동물의	동물/ncn+의/jcm
네	네/nnc
다리를	다리/ncn+를/jco
잘라	자르/pvg+아/ecs
동서남북으로	동서남북/ncn+으로/jca
네	네/nnc
곳에	곳/ncn+에/jca
기둥을	기둥/ncn+을/jco
세워	세우/pvg+어/ecx
하늘을	하늘/ncn+을/jco
떠받치게	떠받치/pvg+게/ecx
하고	하/px+고/ecc
강에서	강/ncn+에서/jca
거대한	거대/ncpa+하/xsv+ㄴ/etm
거북이를	거북이/ncn+를/jco
붙잡아와서는	붙잡/pvg+아/ecx+오/px+아서는/ecs
재지를	재지/ncn+를/jco
등에	등/ncn+에/jca
지고	지/pvg+고/ecx
