<tdmsfile>

<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 97-kaist_corpus_97_social_pos_ac.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_social97_ac.txt </filename>
<title> 한국어 관계구문의 통사와 의미구조 </title>
<author> 신효필 </author>
<date> 1994 </date>
<publisher>서울대학교  </publisher>
<kdc>TD715.8  </kdc>
<ddc>TD495.75 </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>

논제명	논제/ncn+명/ncn
구별되기	구별/ncpa+되/xsv+기/etn
때문에	때문/nbn+에/jca
별도의	별도/ncn+의/jcm
구성으로	구성/ncn+으로/jca
파악되어야	파악/ncpa+되/xsv+어야/ecx
한다	하/px+ㄴ다/ef
.	./sf
3	3/nno
.	./sf
3	3/nno
.	./sf
2	2/nno
.	./sf
2	2/nno
.	./sf
동시성과	동시/ncn+성/xsn+과/jcj
대용표현	대용/ncn+표현/ncn
머리어가	머리/ncn+어/xsn+가/jcs
내재된	내재/ncpa+되/xsv+ㄴ/etm
관계구문이	관계/ncn+구문/ncn+이/jcs
보문	보문/ncn
또는	또는/maj
동격구성과	동격/ncn+구성/ncn+과/jcj
구별된다면	구별/ncpa+되/xsv+ㄴ다/ef+면/ecs
,	,/sp
이	이/mmd
머리어가	머리/ncn+어/xsn+가/jcs
내재된	내재/ncpa+되/xsv+ㄴ/etm
구성	구성/ncn
내에서도	내/ncn+에서/jca+도/jxc
그	그/mmd
특징에	특징/ncn+에/jca
따라	따르/pvg+아/ecs
다시	다시/mag
하위유형으로	하위/ncn+유형/ncn+으로/jca
구분될	구분/ncpa+되/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
우선	우선/mag
이	이/mmd
구성의	구성/ncn+의/jcm
중요한	중요/ncps+하/xsm+ㄴ/etm
특징	특징/ncn
중의	중/ncn+의/jcm
하나는	하나/nnc+는/jxc
관계절에	관계/ncn+절/ncn+에/jca
의해	의하/pvg+어/ecs
명시되는	명시/ncpa+되/xsv+는/etm
상황과	상황/ncn+과/jcj
상위문에	상위/ncn+문/xsn+에/jca
의해	의하/pvg+어/ecs
행해지는	행하/pvg+어/ecx+지/px+는/etm
동작이	동작/ncn+이/jcs
'	'/sl
동시성	동시/ncn+성/xsn
(	(/sl
simultaneity	simultaneity/f
)'	)/sr+'/sl
이	이/jcs
있어야	있/paa+어야/ecx
하며	하/px+며/ecs
,	,/sp
따라서	따라서/maj
서술어의	서술어/ncn+의/jcm
활용형이	활용/ncn+형/xsn+이/jcs
,	,/sp
즉	즉/maj
관형어미가	관형/ncn+어미/ncn+가/jcs
동시성을	동시/ncn+성/xsn+을/jco
명시할	명시/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
'	'/sr
는	는/jxc
'	'/sl
에	에/jca
한정되고	한정/ncpa+되/xsv+고/ecc
다른	다르/paa+ㄴ/etm
활용형이	활용/ncn+형/xsn+이/jcs
올	오/pvg+ㄹ/etm
수	수/nbn
없는	없/paa+는/etm
경우가	경우/ncn+가/jcs
많다는	많/paa+다/ef+는/etm
점이다	점/ncn+이/jp+다/ef
.	./sf
(	(/sl
42	42/nno
)	)/sr
a	a/f
.	./sf
철수는	철수/nq+는/jxc
어머니가	어머니/ncn+가/jcs
청소하는	청소/ncpa+하/xsv+는/etm
것을	것/nbn+을/jco
거들었다	거들/pvg+었/ep+다/ef
.	./sf
a	a/f
'.	'/sl+./sf
*	*/sy
철수는	철수/nq+는/jxc
어머니가	어머니/ncn+가/jcs
청소한	청소/ncpa+하/xsv+ㄴ/etm
/	//sp
할	하/pvg+ㄹ/etm
것을	것/nbn+을/jco
거들었다	거들/pvg+었/ep+다/ef
.	./sf
b	b/f
.	./sf
나는	나/npp+는/jxc
철수가	철수/nq+가/jcs
싸우는	싸우/pvg+는/etm
것을	것/nbn+을/jco
말렸다	말리/pvg+었/ep+다/ef
.	./sf
b	b/f
'.	'/sl+./sf
*	*/sy
나는	나/paa+는/etm
철수가	철수/nq+가/jcs
싸운	싸우/pvg+ㄴ/etm
/	//sp
싸울	싸우/pvg+ㄹ/etm
것을	것/nbn+을/jco
말렸다	말리/pvg+었/ep+다/ef
.	./sf
c	c/f
.	./sf
형사는	형사/ncn+는/jxc
범인이	범인/ncn+이/jcs
다방에서	다방/ncn+에서/jca
나오는	나오/pvg+는/etm
것을	것/nbn+을/jco
붙잡았다	붙잡/pvg+았/ep+다/ef
.	./sf
c	c/f
'.	'/sl+./sf
형사는	형사/ncn+는/jxc
범인이	범인/ncn+이/jcs
다방에서	다방/ncn+에서/jca
?	?/sf
나온	나오/pvg+ㄴ/etm
/*	//sp+*/sy
나올	나오/pvg+ㄹ/etm
것을	것/nbn+을/jco
붙잡았다	붙잡/pvg+았/ep+다/ef
.	./sf
위의	위/ncn+의/jcm
예에서	예/ncn+에서/jca
관계	관계/ncn
표지가	표지/ncn+가/jcs
'	'/sr
는	는/jxc
'	'/sl
인	이/jp+ㄴ/etm
경우는	경우/ncn+는/jxc
허용되지만	허용/ncpa+되/xsv+지만/ecs
일반적으로	일반/ncn+적/xsn+으로/jca
시제가	시제/ncn+가/jcs
차이가	차이/ncn+가/jcs
나는	나/pvg+는/etm
'	'/sr
은	은/jxc
/	//sp
을	을/jco
'	'/sl
구성은	구성/ncn+은/jxc
허용되지	허용/ncpa+되/xsv+지/ecx
않는다	않/px+는다/ef
.	./sf
이렇게	이렇게/mag
'-	'/sl+-/sd
는	는/jxc
'	'/sr
과	과/jcj
'	'/sl
것	것/nbn
'	'/sr
이	이/jcs
함께	함께/mag
나타나는	나타나/pvg+는/etm
까닭은	까닭/ncn+은/jxc
Kuroda	Kuroda/f
(	(/sl
1976	1976/nno
)	)/sr
에서	에서/jca
언급된	언급/ncpa+되/xsv+ㄴ/etm
대로	대로/nbn
관계절의	관계/ncn+절/ncn+의/jcm
상황과	상황/ncn+과/jcj
상위절	상위/ncn+절/ncn
동사에	동사/ncn+에/jca
의해	의하/pvg+어/ecs
나타나는	나타나/pvg+는/etm
상황이	상황/ncn+이/jcs
'	'/sl
동시적	동시/ncn+적/xsn
(	(/sl
simultaneous	simultaneous/f
)'	)/sr+'/sl
이어야만	이/jp+어야/ecx+만/jxc
하기	하/pvg+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
즉	즉/maj
'	'/sl
청소를	청소/ncn+를/jco
거들고	거들/pvg+고/ecc
',	'/sl+,/sp
'	'/sl
싸우는	싸우/pvg+는/etm
것을	것/nbn+을/jco
말리고	말리/pvg+고/ecc
',	'/sl+,/sp
'	'/sl
범인이	범인/ncn+이/jcs
다방에서	다방/ncn+에서/jca
나오는	나오/pvg+는/etm
것을	것/nbn+을/jco
붙잡은	붙잡/pvg+은/etm
것	것/nbn
'	'/sr
은	은/jxc
동시적인	동시/ncn+적/xsn+이/jp+ㄴ/etm
일이어야	일/ncn+이/jp+어야/ecx
하며	하/px+며/ecs
,	,/sp
따라서	따라서/maj
시제에	시제/ncn+에/jca
있어	있/paa+어/ecs
차이가	차이/ncn+가/jcs
나는	나/pvg+는/etm
a	a/f
',	'/sl+,/sp
b	b/f
',	'/sl+,/sp
c	c/f
'	'/sr
는	는/jxc
부적격한	부적격/ncpa+하/xsv+ㄴ/etm
것으로	것/nbn+으로/jca
판단된다	판단/ncpa+되/xsv+ㄴ다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
속성은	속성/ncn+은/jxc
비슷한	비슷/ncps+하/xsm+ㄴ/etm
구조를	구조/ncn+를/jco
갖는	갖/pvg+는/etm
보문구조에서	보문/ncn+구조/ncn+에서/jca
다음과	다음/ncn+과/jct
같이	같/paa+이/xsa
과거	과거/ncn
시제를	시제/ncn+를/jco
갖는	갖/pvg+는/etm
관형구성이	관형/ncn+구성/ncn+이/jcs
자유롭게	자유/ncps+롭/xsm+게/ecs
쓰일	쓰이/pvg+ㄹ/etm
수	수/nbn
있다는	있/paa+다/ef+는/etm
점	점/ncn
에서도	에서/jca+도/jxc
차이가	차이/ncn+가/jcs
난다	나/pvg+ㄴ다/ef
.	./sf
(	(/sl
43	43/nno
)	)/sr
a	a/f
.	./sf
나는	나/npp+는/jxc
순희가	순희/nq+가/jcs
거짓말	거짓말/ncn
한	하/pvg+ㄴ/etm
것을	것/nbn+을/jco
알았다	알/pvg+았/ep+다/ef
.	./sf
(	(/sl
것	것/nbn
=	=/sy
사실	사실/ncn
)	)/sr
위와	위/ncn+와/jct
같이	같/paa+이/xsa
머리어가	머리/ncn+어/xsn+가/jcs
내재되어	내재/ncpa+되/xsv+어/ecx
있는	있/px+는/etm
한국어	한국어/nq
관계구성의	관계/ncn+구성/ncn+의/jcm
경우	경우/ncn
동시성과	동시/ncn+성/xsn+과/jct
관련하여	관련/ncpa+하/xsv+어/ecs
관계문의	관계/ncn+문/xsn+의/jcm
동사의	동사/ncn+의/jcm
활용어미는	활용/ncn+어미/ncn+는/jxc
동시성이	동시/ncn+성/xsn+이/jcs
있는	있/paa+는/etm
'-	'/sl+-/sd
는	는/jxc
'	'/sl
이어야	이/jp+어야/ecx
한다	하/px+ㄴ다/ef
.	./sf
그러나	그러나/maj
그렇지	그렇/pad+지/ecx
않은	않/px+은/etm
경우도	경우/ncn+도/jxc
있다	있/paa+다/ef
.	./sf
(	(/sl
44	44/nno
)	)/sr
a	a/f
.	./sf
철수는	철수/nq+는/jxc
그	그/mmd
접시가	접시/ncn+가/jcs
깨진	깨/pvg+어/ecx+지/px+ㄴ/etm
것을	것/nbn+을/jco
치웠다	치우/pvg+었/ep+다/ef
.	./sf
b	b/f
.	./sf
철수는	철수/nq+는/jxc
영희가	영희/nq+가/jcs
극장에서	극장/ncn+에서/jca
막	막/mag
(	(/sl
나오는	나오/pvg+는/etm
/	//sp
나온	나오/pvg+ㄴ/etm
)	)/sr
것을	것/nbn+을/jco
만났다	만나/pvg+았/ep+다/ef
.	./sf
c	c/f
.	./sf
강감찬	강감찬/nq
장군은	장군/ncn+은/jxc
적군이	적군/ncn+이/jcs
쳐들어	쳐들/pvg+어/ecs
(	(/sl
오는	오/pvg+는/etm
/	//sp
온	오/pvg+ㄴ/etm
)	)/sr
것을	것/nbn+을/jco
무찔렀다	무찌르/pvg+었/ep+다/ef
.	./sf
이렇게	이렇게/mag
'	'/sr
는	는/jxc
'	'/sl
외에	외/ncn+에/jca
'	'/sr
은	은/jxc
',	'/sl+,/sp
더	더/mag
나아가	나아가/pvg+아/ecs
'	'/sr
을	을/jco
'	'/sl
구성	구성/ncn
{{	{/sl+{/sl
'	'/sr
는	는/jxc
'	'/sl
외에	외/ncn+에/jca
대부분이	대부분/ncn+이/jcc
'	'/sr
은	은/jxc
'	'/sl
구성이나	구성/ncn+이나/jcj
제한된	제한/ncpa+되/xsv+ㄴ/etm
범위에서의	범위/ncn+에서/jca+의/jcm
'	'/sr
을	을/jco
'	'/sl
구성이	구성/ncn+이/jcs
허용되는	허용/ncpa+되/xsv+는/etm
경우도	경우/ncn+도/jxc
있다	있/paa+다/ef
.	./sf
i	i/f
.	./sf
접시가	접시/ncn+가/jcs
깨질	깨/pvg+어/ecx+지/px+ㄹ/etm
것들을	것/nbn+들/xsn+을/jco
따로	따로/mag
치워	치우/pvg+어/ecx
두어라	두/px+어라/ef
.	./sf
}}	}/sr+}/sr
도	도/ncn
상위문의	상위/ncn+문/ncn+의/jcm
서술어에	서술어/ncn+에/jca
따라	따르/pvg+아/ecs
허용되는	허용/ncpa+되/xsv+는/etm
경우가	경우/ncn+가/jcs
있다	있/paa+다/ef
.	./sf
이	이/mmd
'-	'/sl+-/sd
는것	는/etm+것/nbn
'	'/sl
구성과	구성/ncn+과/jcj
'-	'/sl+-/sd
은것	은/etm+것/nbn
'{{	'/sl+{/sl+{/sl
여기서	여기/npd+서/jca
말하는	말/ncpa+하/xsv+는/etm
'-	'/sl+-/sd
는것	는/etm+것/nbn
'	'/sl
구성과	구성/ncn+과/jcj
'	'/scn
은것	은/etm+것/nbn
'	'/sl
구성이란	구성/ncn+이/jp+란/jxc
관형어미와	관형/ncn+어미/ncn+와/jct
'	'/sr
것	것/nbn
'	'/sr
이	이/jcs
결합된	결합/ncpa+되/xsv+ㄴ/etm
구조를	구조/ncn+를/jco
나타내는	나타내/pvg+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이	이/mmd
두	두/nnc
구조를	구조/ncn+를/jco
붙여	붙이/pvg+어/ecs
쓰는	쓰/pvg+는/etm
것은	것/nbn+은/jxc
주제조사	주제/ncn+조사/ncn
'	'/sr
는	는/jxc
'	'/sr
과	과/jcj
이	이/mmd
구를	구/ncn+를/jco
다시	다시/mag
대용하는	대용/ncpa+하/xsv+는/etm
'	'/sr
것	것/nbn
'	'/sr
으로	으로/jca
나타나는	나타나/pvg+는/etm
'	'/sr
는	는/etm
것	것/nbn
'	'/sl
구조와	구조/ncn+와/jcj
구별하기	구별/ncpa+하/xsv+기/etn
위해서이다	위하/pvg+어서/ecs+이/jp+다/ef
.	./sf
주제조사는	주제/ncn+조사/ncn+는/jxc
다시	다시/mag
더	더/mag
구별하기	구별/ncpa+하/xsv+기/etn
위해	위하/pvg+어/ecs
고딕체로	고딕/ncn+체/xsn+로/jca
표시하였다	표시/ncpa+하/xsv+었/ep+다/ef
.	./sf
}}	}/sr+}/sr
구성은	구성/ncn+은/jxc
여러	여러/mma
차이가	차이/ncn+가/jcs
있다	있/paa+다/ef
.	./sf
우선	우선/mag
위	위/ncn
예에서도	예/ncn+에서/jca+도/jxc
보듯이	보/pvg+듯이/ecs
'-	'/sl+-/sd
은것	은/etm+것/nbn
'	'/sl
구성은	구성/ncn+은/jxc
머리어가	머리/ncn+어/xsn+가/jcs
내재된	내재/ncpa+되/xsv+ㄴ/etm
관계구성의	관계/ncn+구성/ncn+의/jcm
중요	중요/ncn
특징	특징/ncn
중의	중/ncn+의/jcm
하나인	하나/nnc+이/jp+ㄴ/etm
동시적인	동시/ncn+적/xsn+이/jp+ㄴ/etm
특성이	특성/ncn+이/jcs
나타나지	나타나/pvg+나/px+지/ecx
않는다	않/px+는다/ef
.	./sf
또	또/maj
다른	다르/paa+ㄴ/etm
중요한	중요/ncps+하/xsm+ㄴ/etm
차이는	차이/ncn+는/jxc
동시성으로	동시/ncn+성/xsn+으로/jca
특징지워지는	특징/ncn+지우/pvg+어/ecx+지/px+는/etm
'-	'/sl+-/sd
는것	는/etm+것/nbn
'	'/sr
과	과/jct
달리	달리/mag
'-	'/sl+-/sd
은것	은/etm+것/nbn
'	'/sl
구성은	구성/ncn+은/jxc
'	'/sr
것	것/nbn
'	'/sr
이	이/jcs
독립된	독립/ncpa+되/xsv+ㄴ/etm
명사일	명사/ncn+이/jp+ㄹ/etm
경우	경우/ncn
대용표현을	대용/ncn+표현/ncn+을/jco
형성하는	형성/ncpa+하/xsv+는/etm
경우가	경우/ncn+가/jcs
많다는	많/paa+다/ef+는/etm
점이다	점/ncn+이/jp+다/ef
.	./sf
이	이/mmd
예를	예/ncn+를/jco
살펴보면	살피/pvg+어/ecs+보/pvg+면/ecs
다음과	다음/ncn+과/jct
같다	같/paa+다/ef
.	./sf
(	(/sl
45	45/nno
)	)/sr
a	a/f
.	./sf
나는	나/npp+는/jxc
신문이	신문/ncn+이/jcs
방금	방금/mag
배달된	배달/ncpa+되/xsv+ㄴ/etm
것	것/nbn
/*	//sp+*/sy
되는	되/pvg+는/etm
것을	것/nbn+을/jco
샀다	사/pvg+았/ep+다/ef
.	./sf
b	b/f
.	./sf
철수가	철수/nq+가/jcs
생선을	생선/ncn+을/jco
익히지도	익히/pvg+지/ecx+도/jxc
않은	않/px+은/etm
것	것/nbn
/*	//sp+*/sy
않는	않/px+는/etm
것을	것/nbn+을/jco
먹었다	먹/pvg+었/ep+다/ef
.	./sf
c	c/f
.	./sf
사과는	사과/ncn+는/jxc
대구에서	대구/nq+에서/jca
나는	나/pvg+는/etm
/	//sp
난	나/pvg+ㄴ/etm
것이	것/nbn+이/jcs
좋다	좋/paa+다/ef
.	./sf
위의	위/ncn+의/jcm
예에서	예/ncn+에서/jca
보듯이	보/pvg+듯이/ecs
관계절에	관계/ncn+절/ncn+에/jca
내재된	내재/ncpa+되/xsv+ㄴ/etm
핵심명사를	핵심/ncn+명사/ncn+를/jco
다시	다시/mag
받는	받/pvg+는/etm
따라서	따라서/maj
대용적인	대용/ncn+적/xsn+이/jp+ㄴ/etm
기능이	기능/ncn+이/jcs
강한	강하/pvg+ㄴ/etm
표현은	표현/ncn+은/jxc
일반적으로	일반/ncn+적/xsn+으로/jca
동시성과	동시/ncn+성/xsn+과/jct
관련된	관련/ncpa+되/xsv+ㄴ/etm
'-	'/sl+-/sd
는것	는/etm+것/nbn
'	'/sr
보다는	보다/jca+는/etm
'-	'/sl+-/sd
은것	은/etm+것/nbn
'	'/sl
구조로	구조/ncn+로/jca
나타나며	나타나/pvg+며/ecs
c	c/f
와	와/jcj
같이	같/paa+이/xsa
두	두/nnc
구성이	구성/ncn+이/jcs
다	다/mag
허용되는	허용/ncpa+되/xsv+는/etm
경우도	경우/ncn+도/jxc
있다	있/paa+다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
사실은	사실/ncn+은/jxc
머리어가	머리/ncn+어/xsn+가/jcs
내재된	내재/ncpa+되/xsv+ㄴ/etm
관계구성	관계/ncn+구성/ncn
내에서도	내/ncn+에서/jca+도/jxc
관형어미에	관형/ncn+어미/ncn+에/jca
따라	따르/pvg+아/ecs
더	더/mag
그	그/mmd
기능이	기능/ncn+이/jcs
구분될	구분/ncpa+되/xsv+ㄹ/etm
필요가	필요/ncn+가/jcs
있고	있/paa+고/ecs
더	더/mag
나아가	나아가/pvg+아/ecs
명사화소	명사화소/ncn
(	(/sl
nominalizer	nominalizer/f
)	)/sr
로	로/jca
분류한	분류/ncpa+하/xsv+ㄴ/etm
'	'/sr
것	것/nbn
'	'/sr
의	의/jcm
기능을	기능/ncn+을/jco
더	더/mag
고찰해	고찰/ncpa+하/xsv+어/ecx
볼	보/px+ㄹ/etm
필요가	필요/ncn+가/jcs
있음을	있/paa+음/etn+을/jco
나타낸다	나타내/pvg+ㄴ다/ef
.	./sf
우선	우선/mag
이	이/mmd
'-	'/sl+-/sd
는것	는/etm+것/nbn
'	'/sr
과	과/jcj
'-	'/sl+-/sd
은것	은/etm+것/nbn
'	'/sr
이	이/jcs
차이가	차이/ncn+가/jcs
있고	있/paa+고/ecs
'-	'/sl+-/sd
는것	는/etm+것/nbn
'	'/sr
은	은/jxc
동시성으로	동시/ncn+성/xsn+으로/jca
,	,/sp
'-	'/sl+-/sd
은것	은/etm+것/nbn
'	'/sr
은	은/jxc
대용으로	대용/ncn+으로/jca
특징지워진다고	특징/ncn+지우/pvg+어/ecx+지/px+ㄴ다/ef+고/ecs
하면	하/pvg+면/ecs
이	이/mmd
대용표현에서는	대용/ncn+표현/ncn+에서/jca+는/jxc
내재된	내재/ncpa+되/xsv+ㄴ/etm
핵심명사가	핵심/ncn+명사/ncn+가/jcs
주제조사	주제/ncn+조사/ncn
'	'/sr
는	는/jxc
'	'/sl
으로	으로/jca
명시될	명시/ncpa+되/xsv+ㄹ/etm
수	수/nbn
있고	있/paa+고/ecs
앞에서	앞/ncn+에서/jca
언급된	언급/ncpa+되/xsv+ㄴ/etm
주제	주제/ncn
구를	구/ncn+를/jco
다시	다시/mag
형식명사	형식/ncn+명사/ncn
'	'/sr
것	것/nbn
'	'/sr
이	이/jcs
대용할	대용/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있게	있/paa+게/ecx
된다	되/px+ㄴ다/ef
.	./sf
(	(/sl
46	46/nno
)	)/sr
a	a/f
.	./sf
나는	나/npp+는/jxc
신문은	신문/ncn+은/jxc
방금	방금/mag
배달된	배달/ncpa+되/xsv+ㄴ/etm
것을	것/nbn+을/jco
샀다	사/pvg+았/ep+다/ef
.	./sf
b	b/f
.	./sf
철수가	철수/nq+가/jcs
생선은	생선/ncn+은/jxc
익히지도	익히/pvg+지/ecx+도/jxc
않은	않/px+ㄴ/etm
것을	것/nbn+을/jco
먹었다	먹/pvg+었/ep+다/ef
.	./sf
c	c/f
.	./sf
?	?/sf
나는	나/npp+는/jxc
철수는	철수/nq+는/jxc
싸우는	싸우/pvg+는/etm
것을	것/nbn+을/jco
말렸다	말리/pvg+었/ep+다/ef
.	./sf
d	d/f
.	./sf
?	?/sf
철수는	철수/nq+는/jxc
어머니는	어머니/ncn+는/jxc
청소하는	청소/ncpa+하/xsv+는/etm
것을	것/nbn+을/jco
거들었다	거들/pvg+었/ep+다/ef
.	./sf
이	이/mmd
예는	예/ncn+는/jxc
대용의	대용/ncn+의/jcm
'	'/sl
은것	은/etm+것/nbn
'	'/sl
표현과	표현/ncn+과/jcj
동시성의	동시/ncn+성/xsn+의/jcm
'-	'/sl+-/sd
는것	는/etm+것/nbn
'	'/sl
표현은	표현/ncn+은/jxc
형식명사의	형식/ncn+명사/ncn+의/jcm
내재된	내재/ncpa+되/xsv+ㄴ/etm
핵심명사의	핵심/ncn+명사/ncn+의/jcm
대용정도에	대용/ncn+정도/ncn+에/jca
차이가	차이/ncn+가/jcs
있음을	있/paa+음/etn+을/jco
보여주고	보이/pvg+어/ecx+주/px+고/ecs
더	더/mag
나아가	나아가/pvg+아/ecs
동시성과	동시/ncn+성/xsn+과/jct
관련된	관련/ncpa+되/xsv+ㄴ/etm
머리어가	머리/ncn+어/xsn+가/jcs
내재된	내재/ncpa+되/xsv+ㄴ/etm
관계	관계/ncn
구성은	구성/ncn+은/jxc
단순히	단순/ncn+히/xsa
내재된	내재/ncpa+되/xsv+ㄴ/etm
핵심명사가	핵심/ncn+명사/ncn+가/jcs
'	'/sl
것	것/nbn
'	'/sl
위치에	위치/ncn+에/jca
위치하는	위치/ncpa+하/xsv+는/etm
전형적인	전형/ncn+적/xsn+이/jp+ㄴ/etm
관계구성과	관계/ncn+구성/ncn+과/jcj
평행한	평행/ncpa+하/xsv+ㄴ/etm
관계만이	관계/ncn+만/jxc+이/jcs
아니라는	아니/paa+라/ef+는/etm
것을	것/nbn+을/jco
암시한다	암시/ncpa+하/xsv+ㄴ다/ef
.	./sf
이렇게	이렇게/mag
'	'/sl
은것	은/etm+것/nbn
'	'/sr
으로	으로/jca
나타나는	나타나/pvg+는/etm
구성은	구성/ncn+은/jxc
'	'/sl
는것	는/etm+것/nbn
'	'/sl
구성과	구성/ncn+과/jcj
마찬가지로	마찬가지/ncn+로/jca
'	'/sr
것	것/nbn
'	'/sr
자리에	자리/ncn+에/jca
내재된	내재/ncpa+되/xsv+ㄴ/etm
핵심	핵심/ncn
명사를	명사/ncn+를/jco
위치시켜	위치/ncpa+시키/xsv+어/ecs
기본적인	기본/ncn+적/xsn+이/jp+ㄴ/etm
관계구성을	관계/ncn+구성/ncn+을/jco
형성할	형성/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
점에서는	점/ncn+에서/jca+는/jxc
동일하다	동일/ncpa+하/xsv+다/ef
.	./sf
그러나	그러나/maj
이	이/mmd
두	두/nnc
구성사이에는	구성/ncn+사이/ncn+에/jca+는/jxc
몇	몇/nnc
가지	가지/nbu
차이점이	차이/ncn+점/xsn+이/jcs
나타나는데	나타나/pvg+는데/ecs
대표적인	대표/ncn+적/xsn+이/jp+ㄴ/etm
것이	것/nbn+이/jcs
'	'/sl
대용성의	대용/ncn+성/xsn+의/jcm
정도	정도/ncn
'	'/sl
이다	이/jp+다/ef
.	./sf
'	'/sl
것	것/nbn
'	'/sr
을	을/jco
명사화소로	명사화소/ncn+로/jca
보든	보/pvg+든/ecs
,	,/sp
별도의	별도/ncn+의/jcm
독립적인	독립/ncn+적/xsn+이/jp+ㄴ/etm
명사로	명사/ncn+로/jca
보든지	보/pvg+든지/ecs
간에	간/ncn+에/jca
,	,/sp
'	'/sr
것	것/nbn
'	'/sr
이	이/jcs
지니는	지니/pvg+는/etm
기능	기능/ncn
중의	중/ncn+의/jcm
하나인	하나/nnc+이/jp+ㄴ/etm
이	이/mmd
대용의	대용/ncn+의/jcm
기능은	기능/ncn+은/jxc
이	이/mmd
두	두/nnc
구성에서	구성/ncn+에서/jca
다르게	다르/paa+게/ecs
나타난다	나타나/pvg+ㄴ다/ef
.	./sf
동시성보다는	동시/ncn+성/xsn+보다/jca+는/jxc
대용에	대용/ncn+에/jca
가까운	가깝/paa+ㄴ/etm
경우	경우/ncn
상당	상당/ncn
부분은	부분/ncn+은/jxc
관계절에	관계/ncn+절/ncn+에/jca
내재된	내재/ncpa+되/xsv+ㄴ/etm
핵심명사가	핵심/ncn+명사/ncn+가/jcs
사물일	사물/ncn+이/jp+ㄹ/etm
경우이다	경우/ncn+이/jp+다/ef
.	./sf
이런	이런/mmd
경우는	경우/ncn+는/jxc
다음과	다음/ncn+과/jct
같이	같/paa+이/xsa
복수	복수/ncn
접미사	접미사/ncn
'	'/sl
들	들/xsn
'	'/sr
이	이/jcs
붙을	붙/pvg+을/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
(	(/sl
47	47/nno
)	)/sr
a	a/f
.	./sf
철수는	철수/nq+는/jxc
접시가	접시/ncn+가/jcs
깨진	깨/pvg+어/ecx+지/px+ㄴ/etm
것들을	것/nbn+들/xsn+을/jco
치웠다	치우/pvg+었/ep+다/ef
.	./sf
위의	위/ncn+의/jcm
예는	예/ncn+는/jxc
관형어미	관형/ncn+어미/ncn
'	'/sr
는	는/jxc
'	'/sr
은	은/jxc
허용되지	허용/ncpa+되/xsv+지/ecx
않고	않/px+고/ecx
'	'/sr
은	은/jxc
'	'/sr
만	만/jxc
허용되는	허용/ncpa+되/xsv+는/etm
경우이다	경우/ncn+이/jp+다/ef
.	./sf
일반적으로	일반/ncn+적/xsn+으로/jca
'	'/sl
들	들/xsn
'	'/sr
은	은/jxc
선행	선행/ncn
성분이	성분/ncn+이/jcs
지시성이	지시/ncn+성/xsn+이/jcs
희박할	희박/ncps+하/xsm+ㄹ/etm
때는	때/ncn+는/jxc
부착되기	부착/ncpa+되/xsv+기/etn
어렵다	어렵/paa+다/ef
.	./sf
이때	이/mmd+때/ncn
'	'/sr
것	것/nbn
'	'/sr
은	은/jxc
지시성이	지시/ncn+성/xsn+이/jcs
아주	아주/mag
강하여	강하/paa+어/ecs
,	,/sp
관계절	관계/ncn+절/ncn
내의	내/npp+의/jcm
명사구	명사/ncn+구/ncn
'	'/sl
접시	접시/ncn
'	'/sr
를	를/jco
거의	거의/mag
완전하게	완전/ncps+하/xsm+게/ecs
대용할	대용/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
경우라고	경우/ncn+라고/jcr
할	하/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
따라서	따르/pvg+아서/ecs
다음에서처럼	다음/ncn+에서/jca+처럼/jca
복수접미사가	복수/ncn+접미사/ncn+가/jcs
허용되고	허용/ncpa+되/xsv+고/ecx
'	'/sr
것	것/nbn
'	'/sr
과	과/jcj
접시들이	접시/ncn+들/xsn+이/jcs
자유로이	자유/ncps+롭/xsm+이/xsa
교체되어도	교체/ncpa+되/xsv+어도/ecx
의미의	의미/ncn+의/jcm
차이가	차이/ncn+가/jcs
없다	없/paa+다/ef
.	./sf
(	(/sl
48	48/nno
)	)/sr
a	a/f
.	./sf
철수는	철수/nq+는/jxc
그	그/mmd
접시가	접시/ncn+가/jcs
깨진	깨/pvg+어/ecx+지/px+ㄴ/etm
것들을	것/nbn+들/xsn+을/jco
치웠다	치우/pvg+었/ep+다/ef
.	./sf
b	b/f
.	./sf
철수는	철수/nq+는/jxc
