<tdmsfile>
<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0006.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0006.txt </filename>
<title>허공의 몸을 찾아서 </title>
<author>석지명  </author>
<date>1993  </date>
<publisher>불교시대사  </publisher>
<kdc>223  </kdc>
<ddc>294.38  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
법구경은	법구경/nq+은/jxc
소유와	소유/ncn+와/jcj
집착이	집착/ncn+이/jcs
가져다	가지/pvg+어다/ecs
주는	주/px+는/etm
작은	작/paa+은/etm
기쁨을	기쁨/ncn+을/jco
말하고	말/ncpa+하/xsv+고/ecc
부처님은	부처/ncn+님/xsn+은/jxc
소유와	소유/ncn+와/jcj
집착이	집착/ncn+이/jcs
결과적으로	결과/ncn+적/xsn+으로/jca
가져올	가지/pvg+어/ecs+오/pvg+ㄹ/etm
근심과	근심/ncn+과/jcj
가져올	가지/pvg+어/ecs+오/pvg+ㄹ/etm
근심과	근심/ncn+과/jcj
실망을	실망/ncn+을/jco
말한다	말/ncpa+하/xsv+ㄴ다/ef
.	./sf
출가수행자들은	출가/ncn+수행/ncn+자/xsn+들/xsn+은/jxc
무소유와	무/xp+소유/ncn+와/j처
가르침에	가르치/pvg+ㅁ/etn+에/jca
대해서	대하/pvg+어서/ecs
아무런	아무렇/pad+ㄴ/etm
해석이	해석/ncn+이/jcs
필요	필요/ncn
없이	없/paa+이/xsa
그대로	그대로/mag
실천해야	실천/ncpa+하/xsv+어야/ecs
할	하/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
출가수행자가	출가/ncn+수행/ncn+자/xsn+가/jcs
여기에	여기/npd+에/jca
해석을	해석/ncn+을/jco
붙이면	붙이/pvg+면/ecs
무소유를	무/xp+소유/ncn+를/jco
범하는	범하/pvg+는/etm
데	데/nbn
대한	대하/pvg+ㄴ/etm
자기합리화가	자기/ncn+합리/ncn+화/xsn+가/jcc
될	되/pvg+ㄹ/etm
수	수/nbn
있기	있/pvg+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
그러나	그러나/maj
속세에서	속세/ncn+에서/jca
직장을	직장/ncn+을/jco
가지고	가지/pvg+고/ecc
생활하는	생활/ncpa+하/xsv+는/etm
사람들은	사람/ncn+들/xsn+은/jxc
어떻게	어떻/pad+게/jca
무소유의	무/xp+소유/ncn+의/jcm
생활을	생활/ncn+을/jco
해야	하/pvg+어야/ecs
하느냐가	하/pvg+느냐/ef+가/jcs
문제이다	문제/ncn+이/jp+다/ef
.	./sf
이	이/mmd
문제는	문제/ncn+는/jxc
앞에서	앞/ncn+에서/jca
살펴본	살피/pvg+어/ecx+보/px+ㄴ/etm
대로	대로/jxc
현대의	현대/ncn+의/jcm
우리가	우리/npp+가/jcs
국가	국가/ncn
.	./sf
사회	사회/ncn
.	./sf
가정이라는	가정/ncn+이/jp+라/ef+는/etm
조직	조직/ncn
속에	속/ncn+에/jca
살면서	살/pvg+면서/ecs
남을	남/ncn+을/jco
돕고	돕/pvg+고/ecc
남의	남/ncn+의/jcm
도움을	도움/ncn+을/jco
받으면서도	받/pvg+으면서/ecs+도/jxc
어떻게	어떻/pad+게/jca
하면	하/pvg+면/ecs
누구에	누구/npd+에/jca
의해서도	의하/pvg+어서/ecs+도/jxc
고용되지	고용/ncpa+되/xsv+지/ecs
않는	않/px+는/etm
자유인이	자유/ncn+인/xsn+이/jcs
될	되/pvg+ㄹ/etm
수	수/nbn
있느냐와	있/pvg+느냐/ef+와/jct
관계가	관계/ncn+가/jcs
있다	있/paa+다/ef
.	./sf
소유와	소유/ncn+와/jcj
지박으로부터의	지박/ncn+으로부터/jca+의/jcm
자유가	자유/ncn+가/jcs
가지고	가지/pvg+고/ecx
있는	있/px+는/etm
것을	것/nbn+을/jco
모두	모두/mag
내다버리라는	내/pvg+어다/ecs+버리/pvg+라/ef+는/etm
뜻은	뜻/ncn+은/jxc
아닐	아니/paa+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
일도	일/ncn+도/jxc
않고	않/px+고/ecc
놀면서	놀/pvg+면서/ecs
소비만	소비/ncn+만/jxc
하라는	하/pvg+라/ef+는/etm
뜻도	뜻/ncn+도/jxc
아닐	아니/paa+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
소유하기는	소유/ncpa+하/xsv+기/etn+는/jxc
하되	하/pvg+되/ecs
거기에	거기/npd+에/jca
집착하지	집착/ncpa+하/xsv+지/ecx
말고	말/px+고/ecc
나보다	나/npp+보다/jca
더	더/mag
필요한	필요/ncps+하/xsm+ㄴ/etm
이에게	이/npp+에게/jca
줄	주/pvg+ㄹ/etm
수도	수/nbn+도/jxc
있어야	있/px+어야/ecs
한다는	하/pvg+ㄴ다/ef+는/etm
뜻일	뜻/ncn+이/jp+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
또	또/maj
무상한	무상/ncps+하/xsm+ㄴ/etm
세월의	세월/ncn+의/jcm
변화가	변화/ncn+가/jcs
내가	내/npp+가/jcs
가진	가지/pvg+ㄴ/etm
것을	것/nbn+을/jco
다	다/mag
앗아간다고	앗/pvg+아/ecx+가/px+ㄴ다/ef+고/ecs
하더라도	하/pvg+더라도/ecs
,	,/sp
지금	지금/ncn
가지고	가지/pvg+고/ecx
있는	있/px+는/etm
것이	것/nbn+이/jcs
없어도	없/paa+어도/ecs
가지고	가지/pvg+고/ecc
있는	있/px+는/etm
것이	것/nbn+이/jcc
없어도	없/paa+어도/ecs
가지고	가지/pvg+고/ecx
있을	있/px+을/etm
때와	때/ncn+와/jct
다름없이	다름/ncn+없/paa+이/xsa
평화롭고	평화/ncps+롭/xsm+고/ecc
든든하게	든든하/paa+게/ecs
살	살/pvg+ㄹ/etm
수	수/nbn
있어야	있/pvg+어야/ecs
한다는	하/pvg+ㄴ다/ef+는/etm
의미일	의미/ncn+이/jp+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
내가	내/npp+가/jcs
가진	가지/pvg+ㄴ/etm
것은	것/nbn+은/jxc
본래	본래/ncn
내	나/npp+의/jcm
것이	것/nbn+이/jcs
아니었고	아니/paa+었/ep+고/ecc
머지않아	머지않아/mag
나에게서	나/npp+에게서/jca
떠날	떠나/pvg+ㄹ/etm
것이라고	것/nbn+이/jp+라고/ecs
확실하게	확실하/paa+게/ecs
깨닫는	깨닫/pvg+는/etm
이가	이/npp+가/jcs
있다면	있/paa+다면/ecs
그에게는	그/npp+에게/jca+는/jxc
소유와	소유/ncn+와/jcj
무소유가	무/xp+소유/ncn+가/jcs
아무런	아무렇/pad+ㄴ/etm
차이가	차이/ncn+가/jcs
없을	없/paa+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
열심히	열심히/mag
일해서	일/ncpa+하/xsv+어서/ecs
재물을	재물/ncn+을/jco
모아야	모으/pvg+아야/ecs
하지만	하지만/mag
그것을	그것/npd+을/jco
남에게	남/ncn+에게/jca
줄	주/pvg+ㄹ/etm
수도	수/nbn+도/jxc
있고	있/px+고/ecc
그것	그것/npd
없이도	없/paa+이/xsa+도/jxc
잘살	잘/mag+살/pvg+ㄹ/etm
수	수/nbn
있다는	있/paa+다/ef+는/etm
각오가	각오/ncn+가/jcs
필요한	필요/ncps+하/xsm+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
내가	내/npp+가/jcs
가진	가지/pvg+ㄴ/etm
금덩이를	금/ncn+덩이/ncn+를/jco
아들이	아들/ncn+이/jcs
가진다고	가지/pvg+ㄴ다/ef+고/ecs
해서	하/pvg+어서/ecs
크게	크/paa+게/ecs
억울할	억울하/paa+ㄹ/etm
일이	일/ncn+이/jcc
아니다	아니/paa+다/ef
.	./sf
아들이	아들/ncn+이/jcs
가진	가지/pvg+ㄴ/etm
금덩이를	금/ncn+덩이/ncn+를/jco
아들의	아들/ncn+의/jcm
부인	부인/ncn
즉	즉/mag
며느리가	며느리/ncn+가/jcs
가진다고	가지/pvg+ㄴ다/ef+고/ecs
해도	하/pvg+어도/ecs
좋다	좋/paa+다/ef
.	./sf
며느리가	며느리/ncn+가/jcs
가진	가지/pvg+ㄴ/etm
금덩이를	금/ncn+덩이/ncn+를/jco
며느리의	며느리/ncn+의/jcm
남동생이나	남동생/ncn+이나/jxc
며느리	며느리/ncn
남동생의	남동생/ncn+의/jcm
부인이나	부인/ncn+이나/jxc
며느리	며느리/ncn
남동생	남동생/ncn
부인의	부인/ncn+의/jcm
이모부	이모부/ncn
,	,/sp
또는	또는/maj
그	그/npd
이모부의	이모부/ncn+의/jcm
사돈의	사돈/ncn+의/jcm
팔촌인이나	팔촌/ncn+인/xsn+이나/jcj
며느리	며느리/ncn
남동생	남동생/ncn
부인의	부인/ncn+의/jcm
이모부	이모부/ncn
,	,/sp
또는	또는/maj
그	그/mmd
이모부의	이모부/ncn+의/jcm
사돈의	사돈/ncn+의/jcm
팔촌이	팔촌/ncn+이/jcs
가진다고	가지/pvg+ㄴ다/ef+고/ecs
해도	하/pvg+어도/ecs
속상하지	속/ncn+상하/pvg+지/ecx
않을	않/px+을/etm
수	수/nbn
있어야	있/pvg+어야/ecs
한다	하/pvg+ㄴ다/ef
.	./sf
부처님은	부처/ncn+님/xsn+은/jxc
지금	지금/ncn
금덩이가	금덩이/ncn+가/jcs
누구의	누구/npp+의/jcm
품에	품/ncn+에/jca
있느냐에	있/pvg+느냐/ef+에/jca
관심이	관심/ncn+이/jcs
있는	있/paa+는/etm
것이	것/nbn+이/jcs
아니라	아니/paa+라/ecs
우리	우리/npp
인간이	인간/ncn+이/jcs
어떻게	어떻/pad+게/jca
소유를	소유/ncn+를/jco
해야만	하/pvg+어야/ecs+만/jxc
재물의	재물/ncn+의/jcm
소유	소유/ncn
.	./sf
무소유에	무/xp+소유/ncn+에/jca
상관없이	상관/ncn+없/paa+이/xsa
평화와	평화/ncn+와/jcj
행복을	행복/ncn+을/jco
얻을	얻/pvg+을/etm
수	수/nbn
있느냐에	있/pvg+느냐/ef+에/jca
관심이	관심/ncn+이/jcs
있는	있/paa+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
소유와	소유/ncn+와/jcj
무소유에	무/xp+소유/ncn+에/jca
자유로우면	자유/ncps+롭/xsm+으면/ecs
세간의	세간/ncn+의/jcm
소유와	소유/ncn+와/jcj
관계	관계/ncn
속에서도	속/ncn+에서/jca+도/jxc
고용의	고용/ncn+의/jcm
얽매임과	얽매이/pvg+ㅁ/etn+과/jcj
집착의	집착/ncn+의/jcm
근심을	근심/ncn+을/jco
여읠	여의/pvg+ㄹ/etm
수	수/nbn
있다	있/pvg+다/ef
.	./sf
그는	그/npp+는/jcs
집에	집/ncn+에/jca
있으면서도	있/paa+으면서/ecs+도/jxc
마히	마히/nq
강변에서	강변/ncn+에서/jca
보든	보/pvg+든/ecs
탐욕의	탐욕/ncn+의/jcm
불을	불/ncn+을/jco
끄고	끄/pvg+고/ecc
별빛을	별빛/ncn+을/jco
등불로	등불/ncn+로/jca
삼아	삼/pvg+아/ecs
하룻밤을	하룻밤/ncn+을/jco
편히	편하/paa+이/xsa
쉬는	쉬/pvg+는/etm
부처님과	부처/ncn+님/xsn+과/jct
같이	같이/jca
될	되/pvg+ㄹ/etm
수가	수/nbn+가/jcs
있다	있/pvg+다/ef
.	./sf
7	7/nno
.	./sf
참으로	참으로/mag
비린	비리/paa+ㄴ/etm
것	것/nbn
(	(/sl
숫타나파타	숫타나파타/nq
)	)/sr
바란	바라/pvg+ㄴ/etm
것	것/nbn
벗어나는	벗어나/pvg+는/etm
길은	길/ncn+은/jxc
육류를	육류/ncn+를/jco
먹지	먹/pvg+지/ecx
않는	않/px+는/etm
것도	것/nbn+도/jxc
단식과	단식/ncn+과/jcj
고행을	고행/ncn+을/jco
하는	하/pvg+는/etm
것도	것/nbn+도/jxc
아니다	아니/paa+다/ef
.	./sf
오직	오직/mag
나고	나/pvg+고/ecc
죽는	죽/pvg+는/etm
법에	법/ncn+에/jca
대한	대하/pvg+ㄴ/etm
의혹을	의혹/ncn+을/jco
넘는	넘/pvg+는/etm
것뿐이다	것/nbn+뿐/nbn+이/jp+다/ef
.	./sf
기본적으로	기본/ncn+적/xsn+으로/jca
'	'/sl
비린	비리/paa+ㄴ/etm
것	것/nbn
'	'/sr
이란	이/jp+란/jxc
비린내	비린내/ncn
나는	나/pvg+는/etm
음식	음식/ncn
즉	즉/mag
육식을	육식/ncn+을/jco
말한다	말/ncpa+하/xsv+ㄴ다/ef
.	./sf
그러나	그러나/maj
여기에서	여기/npd+에서/jca
더	더/mag
발전하여	발전/ncpa+하/xsv+어/ecs
바르지	바르/paa+지/ecx
않은	않/px+은/etm
음식이나	음식/ncn+이나/jcj
행동	행동/ncn
또는	또는/maj
사람으로	사람/ncn+으로/jca
풀이된다	풀이/ncpa+되/xsv+ㄴ다/ef
.	./sf
여기에서는	여기/npd+에서/jca+는/jxc
두	두/nnc
명의	명/nbu+의/jcm
바라문이	바라문/ncn+이/jcs
비린	비리/paa+ㄴ/etm
것에	것/nbn+에/jca
관해서	관하/pvg+어서/ecs
이야기	이야기/ncn
한다	하/pvg+ㄴ다/ef
.	./sf
바라문이란	바라문/ncn+이/jp+란/jxc
인도의	인도/nq+의/jcm
사성계급	사성/ncn+계급/ncn
(	(/sl
四姓階級	四姓階級/ncn
)	)/sr
중에서	중/nbn+에서/jca
최상의	최상/ncn+의/jcm
계급인	계급/ncn+이/jp+ㄴ/etm
승려학자의	승려/ncn+학자/ncn+의/jcm
사계급이다	사/nnc+계급/ncn+이/jp+다/ef
.	./sf
인도	인도/nq
카스트제도의	카스트제도/nq+의/jcm
사성계급이란	사성/ncn+계급/ncn+이/jp+란/jxc
승려학자로	승려/ncn+학자/ncn+로/jca
이루어진	이루어지/pvg+ㄴ/etm
바라문계급	바라문/ncn+계급/ncn
,	,/sp
왕족과	왕족/ncn+과/jcj
무사	무사/ncn
등	등/nbn
지배계급	지배/ncn+계급/ncn
,	,/sp
농공상의	농공상/ncn+의/jcm
평민계급	평민/ncn+계급/ncn
,	,/sp
불가촉천민의	불/xp+가촉/ncn+천민/ncn+의/jcm
노예계급이다	노예/ncn+계급/ncn+이/jp+다/ef
.	./sf
여기에	여기/npd+에/jca
나오는	나오/pvg+는/etm
두	두/nnc
바라문	바라문/ncn
중	중/nbn
한	한/nnc
명은	명/nbn+은/jxc
인도의	인도/nq+의/jcm
다른	다르/paa+ㄴ/etm
종교를	종교/ncn+를/jco
믿는	믿/pvg+는/etm
사람이요	사람/ncn+이/jp+요/ef
,	,/sp
다른	다르/paa+ㄴ/etm
한	한/nnc
명은	명/nbn+은/jxc
과거	과거/ncn
부처님인	부처/ncn+님/xsn+이/jp+ㄴ/etm
가섭불이	가섭불/nq+이/jcs
전생에	전생/ncn+에/jca
구도자로서	구도/ncn+자/xsn+로서/jca
수행할	수행/ncpa+하/xsv+ㄹ/etm
시절에	시절/ncn+에/jca
바라문으로	바라문/ncn+으로/jca
태어났던	태어나/pvg+았/ep+던/etm
사람이다	사람/ncn+이/jp+다/ef
.	./sf
외도	외도/nq
바라문이	바라문/ncn+이/jcs
가섭부처님에게	가섭/nq+부처/ncn+님/xsn+에게/jca
비린	비리/paa+ㄴ/etm
것에	것/nbn+에/jca
대한	대하/pvg+ㄴ/etm
정의를	정의/ncn+를/jco
내리고	내리/pvg+고/ecc
가섭부처님이	가섭/nq+부처/ncn+님/xsn+이/jcs
먹는	먹/pvg+는/etm
음식이	음식/ncn+이/jcs
비린	비리/paa+ㄴ/etm
것이	것/nbn+이/jcs
아니냐고	아니/paa+냐/ef+고/ecs
힐문한다	힐문/ncpa+하/xsv+ㄴ다/ef
.	./sf
성인은	성인/ncn+은/jxc
수수	수수/ncn
.	./sf
콩	콩/ncn
.	./sf
감자	감자/ncn
.	./sf
야채	야채/ncn
.	./sf
과일	과일/ncn
등을	등/nbn+을/jco
선한	선하/paa+ㄴ/etm
사람한테서	사람/ncn+한테서/jca
바르게	바르/paa+게/ecs
얻어먹으면서	얻/pvg+어/ecs+먹/pvg+으면서/ecs
욕심부리지	욕심/ncn+부리/pvg+지/ecx
않고	않/px+고/ecc
거짓말을	거짓말/ncn+을/jco
안	안/mag
합니다	하/pvg+ㅂ니다/ef
.	./sf
맛있게	맛/ncn+있/pvg+게/ecs
지어진	짓/pvg+어/ecx+지/px+ㄴ/etm
밥을	밥/ncn+을/jco
얻어서	얻/pvg+어서/ecs
입맛을	입맛/ncn+을/jco
다시며	다시/pvg+며/ecs
먹는	먹/pvg+는/etm
사람은	사람/ncn+은/jxc
비린	비리/paa+ㄴ/etm
것을	것/nbn+을/jco
먹는	먹/pvg+는/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
당신은	당신/npp+은/jxc
잘	잘/mag
요리된	요리/ncpa+되/xsv+ㄴ/etm
새고기와	새고기/ncn+와/jcj
함께	함께/mag
쌀밥을	쌀밥/ncn+을/jco
맛있게	맛/ncn+있/paa+게/ecs
먹으면서도	먹/pvg+으면서/ecs+도/jxc
'	'/sl
나는	나/npp+는/jxc
비린	비리/paa+ㄴ/etm
것을	것/nbn+을/jco
허락하지	허락/ncpa+하/xsv+지/ecx
않는다	않/px+는다/ef
.'	./sf+'/sr
고	고/jcr
합니다	하/pvg+ㅂ니다/ef
.	./sf
나는	나/npp+는/jxc
당신에게	당신/npp+에게/jca
묻습니다	묻/pvg+습니다/ef
.	./sf
당신이	당신/npp+이/jcs
말한	말/ncpa+하/xsv+ㄴ/etm
비린	비리/paa+ㄴ/etm
것이란	것/nbn+이/jp+란/jxc
어떤	어떤/mmd
것입니까	것/nbn+이/jp+ㅂ니까/ef
?	?/sf
외도	외도/nq
바라문은	바라문/ncn+은/jxc
불도수행자라면	불도/ncn+수행/ncn+자/xsn+라면/ecs
초근목피로	초근/ncn+목피/ncn+로/jca
어렵게	어렵/paa+게/xsa
생활해야	생활/ncpa+하/xsv+어야/ecs
할	하/pvg+ㄹ/etm
터인데	터/nbn+이/jp+ㄴ데/ecs
새고기	새고기/ncn
요리와	요리/ncn+와/jcj
쌀밥을	쌀밥/ncn+을/jco
먹으면	먹/pvg+으면/ecs
비린	비리/paa+ㄴ/etm
것을	것/nbn+을/jco
먹는	먹/pvg+는/etm
것이	것/nbn+이/jcs
되지	되/pvg+지/ecx
않느냐	않/px+느냐/ef
라고	라고/jcr
묻는다	묻/pvg+는다/ef
.	./sf
요즘의	요즘/ncn+의/ncn
우리	우리/npd
주변에서도	주변/ncn+에서/jca+도/jxc
육식의	육식/ncn+의/jcm
문제를	문제/ncn+를/jco
제기하는	제기/ncpa+하/xsv+는/etm
사람들이	사람/ncn+들/xsn+이/jcc
있다	있/paa+다/ef
.	./sf
출가수행자들은	출가/ncn+수행/ncn+자/xsn+들/xsn+은/jxc
아주	아주/mag
험한	험하/paa+ㄴ/etm
음식을	음식/ncn+을/jco
먹어야	먹/pvg+어야/ecs
하거나	하/pvg+거나/ecc
설사	설사/mag
좋은	좋/paa+ㄴ/etm
음식을	음식/ncn+을/jco
먹더라도	먹/pvg+더라도/ecs
채소만	채소/ncn+만/jxc
먹어야	먹/pvg+어야/ecs
할	하/pvg+ㄹ/etm
것이라고	것/nbn+이/jp+라고/ecs
생각한다	생각/ncpa+하/xsv+ㄴ다/ef
.	./sf
이	이/npd
비린	비리/paa+ㄴ/etm
것에	것/nbn+에/jca
대한	대하/pvg+ㄴ/etm
외도	외도/nq
바라문의	바라문/ncn+의/jcm
질문	질문/ncn
수행시절의	수행/ncn+시절/ncn+의/jcm
가섭불에게	가섭불/nq+에게/jca
물은	묻/pvg+은/etm
질문이기도	질문/ncn+이/jp+기/etn+도/jxc
하고	하/px+고/ecc
아울러	아우르/pvg+어/ecs
현재의	현재/ncn+의/jcm
승단에	승단/ncn+에/jca
묻는	묻/pvg+는/etm
질문이기도	질문/ncn+이/jp+기/etn+도/jxc
하다	하/px+다/ef
.	./sf
가섭부처님은	가섭/nq+부처/ncn+님/xsn+은/jxc
대답하신다	대답/ncpa+하/xsv+시/ep+ㄴ다/ef
.	./sf
산	살/pvg+ㄴ/etm
것을	것/nbn+을/jco
죽이는	죽이/pvg+는/etm
일	일/ncn
,	,/sp
때리고	때리/pvg+고/ecc
자르고	자르/pvg+고/ecc
묶는	묶/pvg+는/etm
일	일/ncn
,	,/sp
훔치고	훔치/pvg+고/ecc
거짓말하는	거짓말/ncpa+하/xsv+는/etm
일	일/ncn
,	,/sp
사기와	사기/ncn+와/jcj
속이는	속이/pvg+는/etm
일	일/ncn
,	,/sp
그릇된	그릇되/paa+ㄴ/etm
것을	것/nbn+을/jco
배우는	배우/pvg+는/etm
일	일/ncn
,	,/sp
남의	남/ncn+의/jcm
아내를	아내/ncn+를/jco
빼앗는	빼앗/pvg+는/etm
일	일/ncn
,	,/sp
이것이	이것/npd+이/jcs
바로	바로/mag
비린	비리/paa+ㄴ/etm
것이지	것/nbn+이/jp+지/ecs
육식이	육식/ncn+이/jcs
비린	비리/paa+ㄴ/etm
것이	것/nbn+이/jcs
아니다	아니/paa+다/ef
.	./sf
가섭부처님은	가섭/nq+부처/ncn+님/xsn+은/jxc
계율을	계율/ncn+을/jco
파하는	파하/pvg+는/etm
일이	일/ncn+이/jcs
비린	비리/paa+ㄴ/etm
것이지	것/nbn+이/jp+지/ecs
육식이	육식/ncn+이/jcs
비린	비리/paa+ㄴ/etm
것은	것/nbn+은/jxc
아니라고	아니/paa+라고/jcr
말한다	말/ncpa+하/xsv+ㄴ다/ef
.	./sf
남방불교에서는	남방/ncn+불교/ncn+에서/jca+는/jxc
현재	현재/ncn
육식을	육식/ncn+을/jco
하고	하/pvg+고/ecx
있다	있/paa+다/ef
.	./sf
물론	물론/mag
육식을	육식/ncn+을/jco
하더라도	하/pvg+더라도/ecs
직접	직접/mag
산	살/pvg+ㄴ/etm
것을	것/nbn+을/jco
죽여서	죽이/pvg+어서/ecs
먹는	먹/pvg+는/etm
일은	일/ncn+은/jxc
없고	없/paa+고/ecc
탁발할	탁발/ncpa+하/xsv+ㄹ/etm
때	때/ncn
얻어진	얻/pvg+어/ecx+지/px+ㄴ/etm
음식	음식/ncn
속에	속/ncn+에/jca
육류가	육류/ncn+가/jcs
있으면	있/paa+으면/ecs
그것을	그것/npd+을/jco
먹는	먹/pvg+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
육식을	육식/ncn+을/jco
하고	하/pvg+고/ecx
싶어서	싶/px+어서/ecs
육식을	육식/ncn+을/jco
한다기보다는	하/pvg+ㄴ다/ef+기/etn+보다/jca+는/jxc
탁발에서	탁발/ncn+에서/jca
얻어진	얻/pvg+어/ecx+지/px+ㄴ/etm
음식은	음식/ncn+은/jxc
마음에	마음/ncn+에/jca
들고	들/pvg+고/ecc
안	안/mag
들고에	들/pvg+고/ecc+에/jca
상관없이	상관/ncn+없/paa+이/xsa
공양	공양/ncn
시주자가	시주/ncn+자/xsn+가/jcs
주는	주/pvg+는/etm
대로	대로/jxc
먹어야	먹/pvg+어야/ecs
한다는	하/pvg+ㄴ다/ef+는/etm
원칙에	원칙/ncn+에/jca
따르기	따르/pvg+기/etn
위해서이다	위하/pvg+어서/ecs+이/jp+다/ef
.	./sf
육류라고	육류/ncn+라/ef+고/ecs
하더라도	하/pvg+더라도/ecs
청정한	청정/ncps+하/xsm+ㄴ/etm
것과	것/nbn+과/jcj
그렇지	그렇/pad+지/ecx
못한	못하/px+ㄴ/etm
것이	것/nbn+이/jcs
있다	있/paa+다/ef
.	./sf
청정육은	청정육/ncn+은/jxc
비구가	비구/ncn+가/jcs
먹어도	먹/pvg+어도/ecs
되지만	되/pvg+지만/ecs
그렇지	그렇/pad+지/ecx
않은	않/px+은/etm
부정육은	부정육/ncn+은/jxc
먹으면	먹/pvg+으면/ecs
범계가	범계/ncn+가/jcc
된다	되/pvg+ㄴ다/ef
.	./sf
청정육을	청정육/ncn+을/jp
세	세/nnc
가지로	가지/nbu+로/jca
나눈	나누/pvg+ㄴ/etm
것을	것/nbn+을/jco
삼정육	삼정육/ncn
(	(/sl
三淨肉	三淨肉/ncn
)	)/sr
이라고	이/jp+라고/ecs
하고	하/pvg+고/ecc
다섯	다섯/nnc
가지로	가지/nbu+로/jca
나눈	나누/pvg+ㄴ/etm
것을	것/nbn+을/jco
오정육	오정육/ncn
(	(/sl
五淨肉	五淨肉/ncn
)	)/sr
이라고	이/jp+라고/ecs
한다	하/pvg+ㄴ다/ef
.	./sf
오정육은	오정육/ncn+은/jxc
첫째	첫째/nno
먹는	먹/pvg+는/etm
사람이	사람/ncn+이/jcs
자신을	자신/ncn+을/jco
위해서	위하/pvg+어서/ecs
죽이는	죽이/pvg+는/etm
것을	것/nbn+을/jco
직접	직접/mag
보지	보/pvg+지/ecx
않은	않/px+은/etm
고기이다	고기/ncn+이/jp+다/ef
.	./sf
소나	소/ncn+나/jcj
돼지를	돼지/ncn+를/jco
또는	또는/maj
다른	다르/paa+ㄴ/etm
짐승을	짐승/ncn+을/jco
자신이	자신/ncn+이/jcs
먹기	먹/pvg+기/etn
위해서	위하/pvg+어서/ecs
죽이게	죽이/pvg+게/ecx
하고	하/px+고/ecc
자신이	자신/ncn+이/jcs
직접	직접/mag
죽이는	죽이/pvg+는/etm
것을	것/nbn+을/jco
보면	보/pvg+면/ecs
그렇게	그렇/pad+게/jca
죽은	죽/pvg+은/etm
짐승의	짐승/ncn+의/jcm
기체는	기체/ncn+는/jxc
부정한	부정/ncps+하/xsm+ㄴ/etm
고기가	고기/ncn+가/jcs
되고	되/pvg+고/ecc
그것을	그것/npd+을/jco
먹으면	먹/pvg+으면/ecs
부정육을	부정육/ncn+을/jco
먹지	먹/pvg+지/ecx
말라는	말/px+라/ef+는/etm
계를	계/ncn+를/jco
범하는	범하/pvg+는/etm
것이	것/nbn+이/jcc
된다	되/pvg+ㄴ다/ef
.	./sf
둘째	둘째/nno
,	,/sp
사람으로부터	사람/ncn+으로부터/jca
먹을	먹/pvg+을/etm
사람	사람/ncn
자신을	자신/ncn+을/jco
위해서	위하/pvg+어서/jca
죽였다는	죽이/pvg+었/ep+다/ef+는/etm
말을	말/ncn+을/jco
듣지	듣/pvg+지/ecx
않은	않/px+은/etm
고기이다	고기/ncn+이/jp+다/ef
.	./sf
죽였다는	죽이/pvg+었/ep+다/ef+는/etm
말을	말/ncn+을/jco
들은	듣/pvg+은/etm
고기는	고기/ncn+는/jxc
먹을	먹/pvg+을/etm
사람에게	사람/ncn+에게/jca
있어서	있/px+어서/ecs
부정육이	부정육/ncn+이/jcs
된다	되/pvg+ㄴ다/ef
.	./sf
셋째	셋째/nno
,	,/sp
사람	사람/ncn
자신을	자신/ncn+을/jco
위해서	위하/pvg+어서/ecs
살생했을	살생/ncpa+하/xsv+었/ep+을/etm
것이라는	것/nbn+이/jp+라/ef+는/etm
의심이	의심/ncn+이/jcs
가지	가/pvg+지/ecx
않은	않/px+은/etm
고기이다	고기/ncn+이/jp+다/ef
.	./sf
만약	만약/ncn
의심이	의심/ncn+이/jcs
가면	가/pvg+면/ecs
그것은	그것/npd+은/jxc
부정육이	부정육/ncn+이/jcc
된다	되/pvg+ㄴ다/ef
.	./sf
넷째	넷째/nno
,	,/sp
자연사한	자연사/ncpa+하/xsv+ㄴ/etm
짐승의	짐승/ncn+의/jcm
고기이고	고기/ncn+이/jp+고/ecc
,	,/sp
다섯째는	다섯째/nno+는/jxc
맹수가	맹수/ncn+가/jcs
먹다	먹/pvg+다/ecs
남긴	남기/pvg+ㄴ/etm
