<tdmsfile>
 96-kaist_corpus_96_explanation_pos_mh2-0188.txt 
 kaist_corpus_96_explanation_pos_mh2-0188.txt 

최준식  
1993  
민족사  
151.7  
181.11  
  
  
  

한국에도	한국/nq+에/jca+도/jxc
못하게	못하/px+게/ecx
되어	되/px+어/ecs
일대	일대/ncn
개벽이	개벽/ncn+이/jcc
아니면	아니/paa+면/ecs
세상을	세상/ncn+을/jco
구하기	구하/pvg+기/etn
어려울	어렵/paa+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
."	./sf+"/sl
증산이나	중산/nq+이나/jcj
소태산	소태산/nq
,	,/sp
정산도	정산/nq+도/jxc
이와	이/npd+와/jct
똑같은	똑같/paa+은/etm
분석을	분석/ncn+을/jco
내리고	내리/pvg+고/ecx
있다	있/px+다/ef
.	./sf
중요한	중요/ncps+하/xsm+ㄴ/etm
것은	것/nbn+은/jxc
마지막	마지막/ncn
문장에	문장/ncn+에/jca
"	"/sl
일대	일대/ncn
개벽이	개벽/ncn+이/jcc
아니면	아니/paa+면/ecs
도저히	도저히/mag
이	이/mmd
세상을	세상/ncn+을/jco
구할	구하/pvg+ㄹ/etm
수	수/nbn
없다	없/paa+다/ef
"는	"/sr+는/jxc
것이다	것/nbn+이/jp+다/ef
.	./sf
현금의	현금/ncn+의/jcm
우리나라	우리/npp+나라/ncn
모습을	모습/ncn+을/jco
보면	보/pvg+면/ecs
정말로	정말로/mag
다시	다시/mag
새로운	새롭/paa+ㄴ/etm
개벽이	개벽/ncn+이/jcs
없으면	없/paa+으면/ecs
안	안/mag
되겠다	되/pvg+겠/ep+다/ef
하는	하/pvg+는/etm
생각이	생각/ncn+이/jcs
너무나	너무나/mag
강하게	강하/paa+게/ecx
든다	들/pvg+ㄴ다/ef
.	./sf
도심	도심/ncn
(	(/sl
道心	道心/ncn
),	)/sr+,/sp
즉	즉/mag
이웃을	이웃/ncn+을/jco
사랑하는	사랑/ncpa+하/xsv+는/etm
마음과	마음/ncn+과/jct
공동체	공동/ncn+체/xsn
의식은	의식/ncn+은/jxc
갈수록	갈수록/mag
약해지고	약하/pvg+어/ecx+지/px+고/ecc
,	,/sp
인심	인심/ncn
(	(/sl
人心	人心/ncn
),	)/sr+,/sp
즉	즉/mag
자기와	자기/npp+와/jcj
자기	자기/npp
가족	가족/ncn
,	,/sp
파벌만	파벌/ncn+만/jxc
위하는	위하/pvg+는/etm
이기주의는	이기/ncn+주의/ncn+는/jxc
갈수록	갈수록/mag
심해지고	심하/paa+어/ecx+지/px+고/ecx
있다	있/px+다/ef
.	./sf
지금	지금/ncn
상태로는	상태/ncn+로/jca+는/jxc
도저히	도저히/mag
도심이	도심/ncn+이/jcs
인심을	인심/ncn+을/jco
당해	당하/pvg+어/ecx
낼	내/px+ㄹ/etm
것	것/nbn
같지가	같/paa+지/ecx+가/px+아/ecx
않다	않/px+다/ef
.	./sf
4	4/nnc
개벽의	개벽/ncn+의/jcm
시기	시기/ncn
어떤	어떤/mmd
제자가	제자/ncn+가/jcs
해월에게	해월/nq+에게/jca
물었다	묻/pvg+었/ep+다/ef
.	./sf
"	"/sl
어느	어느/mmd
때가	때/ncn+가/jcc
돼야	되/pvg+어야/ecs
개벽이	개벽/ncn+이/jcc
되겠습니까	되/pvg+겠/ep+습니까/ef
?"	?/sf+"/sl
해월이	해월/nq+이/jcs
대답하기를	대답/ncpa+하/xsv+기/etn+를/jco
,	,/sp
"	"/sl
산이	산/ncn+이/jcs
다	다/mag
검게	검/paa+게/ecx
변하고	변하/pvg+고/ecc
,	,/sp
길에	길/ncn+에/jca
다	다/mag
비단을	비단/ncn+을/jco
펼	펴/pvg+ㄹ/etm
때요	때/ncn+이/jp+요/ef
,	,/sp
만국과	만국/ncn+과/jct
교역할	교역/ncpa+하/xsv+ㄹ/etm
때이지	때/ncn+이/jp+지/ef
."	./sf+"/sl
다시	다시/mag
제자가	제자/ncn+가/jcs
묻기를	묻/pvg+기/etn+를/jco
,	,/sp
"	"/sl
어느	어느/mmd
때에	때/ncn+에/jca
그같이	그/npd+같/paa+이/xsa
되겠습니까	되/pvg+겠/ep+습니까/ef
?"	?/sf+"/sl
해월이	해월/nq+이/jcs
다시	다시/mag
대답하기를	대답/ncpa+하/xsv+기/etn+를/jco
,	,/sp
"	"/sl
때는	때/ncn+는/jxc
그	그/mmd
때가	때/ncn+가/jcs
있으니	있/paa+으니/ecs
마음을	마음/ncn+을/jco
급하게	급하/paa+게/ecx
하지	하/px+지/ecx
말게	말/px+게/ef
.	./sf
기다리지	기다리/pvg+지/ecx
않아도	않/px+아도/ecs
때는	때/ncn+는/jxc
자연히	자연히/mag
오게	오/pvg+게/ecx
되니	되/px+니/ecs
,	,/sp
만국	만국/ncn
병마가	병마/ncn+가/jcs
우리나라	우리/npp+나라/ncn
땅에	땅/ncn+에/jca
왔다가	오/pvg+았/ep+다가/ecs
후퇴하는	후퇴/ncpa+하/xsv+는/etm
때일	때/ncn+이/jp+ㄹ/etm
것이야	것/nbn+이/jp+야/ef
."	./sf+"/sl
이	이/mmd
글은	글/ncn+은/jxc
비결	비결/ncn
(	(/sl
秘訣	秘訣/ncn
)과	)/sr+과/jct
같은	같/paa+은/etm
투로	투/ncn+로/jca
되어	되/pvg+어/ecx
있어	있/px+어/ecs
그	그/mmd
정확한	정확/ncps+하/xsm+ㄴ/etm
내용을	내용/ncn+을/jco
알아내기가	알/pvg+아/ecx+내/px+기/etn+가/jcs
힘들다	힘들/pvg+다/ef
.	./sf
우선	우선/mag
산이	산/ncn+이/jcs
다	다/mag
검게	검/paa+게/ecx
변한다는	변하/pvg+ㄴ다/ef+는/etm
것은	것/nbn+은/jxc
어떠한	어떠하/pad+ㄴ/etm
추측도	추측/ncn+도/jxc
할	하/pvg+ㄹ/etm
수가	수/nbn+가/jcs
없다	없/paa+다/ef
.	./sf
그	그/mmd
다음	다음/ncn
문구인	문구/ncn+이/jp+ㄴ/etm
길	길/ncn
위의	위/ncn+의/jcm
비단도	비단/ncn+도/jxc
추측하기	추측/ncpa+하/xsv+기/etn
힘들지만	힘들/pvg+지만/ecs
,	,/sp
길이	길/ncn+이/jcs
당시에는	당시/ncn+에/jca+는/jxc
상상할	상상/ncpa+하/xsv+ㄹ/etm
수	수/nbn
없을	없/paa+을/etm
정도로	정도/ncn+로/jca
좋아지는	좋/paa+아/ecx+지/px+는/etm
,	,/sp
아스팔트	아스팔트/ncn
포장같이	포장/ncn+같/pa+이/xsa
즉	즉/mag
교통	교통/ncn
수단의	수단/ncn+의/jcm
혁명화를	혁명화/ncn+를/jco
의미한다고	의미/ncpa+하/xsv+ㄴ다/ef+고/ecs
볼	보/pvg+ㄹ/etm
수	수/nbn
있겠다	있/paa+겠/ep+다/ef
.	./sf
이렇게	이렇게/mag
교통이	교통/ncn+이/jcs
편해지니	편하/paa+어/ecx+지/px+니/ecs
그	그/mmd
다음	다음/ncn
과정으로	과정/ncn+으로/jca
만국과의	만국/ncn+과/jct+의/jcm
교역이	교역/ncn+이/jcs
가능해지는	가능/ncps+하/xsm+어/ecx+지/px+는/etm
것이	것/nbn+이/jcc
아닐런지	아니/paa+ㄹ런지/ecs
.	./sf
이	이/mmd
마지막	마지막/ncn
문장을	문장/ncn+을/jco
그대로	그대로/mag
따른다면	따르/pvg+ㄴ다/ef+면/ecs
,	,/sp
대한민국이	대한민국/nq+이/jcs
단군조선	단군/nq+조선/nq
이래	이래/ncn
본격적으로	본격/ncn+적/xsn+으로/jca
세계	세계/ncn
각국과	각국/ncn+과/jct
교역을	교역/ncn+을/jco
시작한	시작/ncpa+하/xsv+ㄴ/etm
것은	것/nbn+은/jxc
산업화가	산업/ncn+화/xsn+가/jcs
시작된	시작/ncpa+되/xsv+ㄴ/etm
1960	1960/nnc
년대	년/nbu+대/xsn
이후의	이후/ncn+의/jcm
일이다	일/ncn+이/jp+다/ef
.	./sf
또	또/maj
이때부터	이때/ncn+부터/jxc
우리의	우리/npp+의/jcm
국력은	국력/ncn+은/jxc
해외로	해외/ncn+로/jca
해외로	해외/ncn+로/jca
뻗어	뻗/pvg+어/ecx
나가기	나가/pvg+기/etn
시작했다	시작/ncpa+하/xsv+었/ep+다/ef
.	./sf
지금까지	지금/ncn+까지/jxc
산업화	산업/ncn+화/xsn
과정에서	과정/ncn+에서/jca
생겨	생기/pvg+어/ecx
나온	나오/px+ㄴ/etm
수많은	수많/paa+은/etm
부작용에도	부/xp+작용/ncn+에/jca+도/jxc
불구하고	불구/ncn+하/xsm+고/ecx
,	,/sp
역사적으로	역사/ncn+적/xsn+으로/jca
보면	보/pvg+면/ecs
우리	우리/npp
국력이	국력/ncn+이/jcs
고구려	고구려/nq
이래	이래/ncn
가장	가장/mag
강성한	강성/ncps+하/xsm+ㄴ/etm
때가	때/ncn+가/jcs
바로	바로/mag
지금	지금/ncn
아닌지	아니/paa+ㄴ지/ecs
모르겠다	모르/pvg+겠/ep+다/ef
.	./sf
소태산도	소태산/nq+도/jxc
이미	이미/mag
암울한	암울/ncps+하/xsm+ㄴ/etm
일제시대	일제/ncn+시대/ncn
때	때/ncn
우리나라가	우리/npp+나라/ncn+가/jcs
진급기에	진급/ncn+기/xsn+에/jca
있다고	있/pvg+다/ef+고/ecs
예언했다	예언/ncpa+하/xsv+었/ep+다/ef
.	./sf
마지막으로	마지막/ncn+으로/jca
해월은	해월/nq+은/jxc
많은	많/paa+은/etm
나라의	나라/ncn+의/jcm
군대가	군대/ncn+가/jcs
우리	우리/npp
땅에	땅/ncn+에/jca
왔다가	오/pvg+았/ep+다가/ecs
돌아가면	돌/pvg+아/ecx+가/px+면/ecs
개벽이	개벽/ncpa+이/jcs
이루어진다고	이루/pvg+어/ecx+지/px+ㄴ다/ef+고/ecs
했는데	하/px+었/ep+는데/ecs
,	,/sp
실제로	실제/ncn+로/jca
구한말	구한말/ncn
때	때/ncn
청의	청/nq+의/jcm
군대나	군대/ncn+나/jcj
일본의	일본/nq+의/jcm
군대를	군대/ncn+를/jco
시작으로	시작/ncn+으로/jca
해서	하/pvg+어서/ecs
한국동란을	한국동란/nq+을/jco
통해	통하/pvg+어/ecx
수많은	수많/paa+은/etm
나라의	나라/ncn+의/jcm
군대가	군대/ncn+가/jcs
이	이/mmd
땅을	땅/ncn+을/jco
다녀갔다	다니/pvg+어/ecx+가/px+았/ep+다/ef
.	./sf
문제는	문제/ncn+는/jxc
그	그/mmd
중에서	중/ncn+에서/jca
아직	아직/mag
가지	가/pvg+지/ecx
않은	않/px+은/etm
세력이	세력/ncn+이/jcs
있다는	있/paa+다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
바로	바로/mag
미국	미국/nq
군대이다	군대/ncn+이/jp+다/ef
.	./sf
이	이/mmd
사실은	사실/ncn+은/jxc
아직도	아직도/mag
우리가	우리/npp+가/jcs
민족적	민족/ncn+적/xsn
주체성을	주체/ncn+성/xsn+을/jco
제대로	제대로/mag
확립하지	확립/ncpa+하/xsv+지/ecx
못하고	못하/px+고/ecx
있다는	있/px+다/ef+는/etm
사실을	사실/ncn+을/jco
상징적으로	상징/ncn+적/xsn+으로/jca
보여	보이/pvg+어/ecx
준다	주/px+ㄴ다/ef
.	./sf
그러나	그러나/maj
이들은	이/npd+들/xsn+은/jxc
분명히	분명히/mag
철수할	철수/ncpa+하/xsv+ㄹ/etm
것이고	것/nbn+이/jp+고/ecc
,	,/sp
이들이	이/npd+들/xsn+이/jcs
철수할	철수/ncpa+하/xsv+ㄹ/etm
정도로	정도/ncn+로/jca
우리가	우리/npp+가/jcs
홀로	홀로/mag
설	서/pvg+ㄹ/etm
수	수/nbn
있게	있/paa+게/ecx
될	되/px+ㄹ/etm
때	때/ncn
,	,/sp
해월이	해월/nq+이/jcs
말하는	말하/pvg+는/etm
진정한	진정/ncps+하/xsm+ㄴ/etm
개벽이	개벽/ncn+이/jcs
성취되는	성취/ncpa+되/xsv+는/etm
것	것/nbn
아닌지	아니/paa+ㄴ지/ecs
모르겠다	모르/pvg+겠/ep+다/ef
.	./sf
5	5/nnc
없어지는	없/paa+어/ecx+지/px+는/etm
신분차별	신분/ncn+차별/ncn
앞으로	앞/ncn+으로/jca
평등세상이	평등/ncn+세상/ncn+이/jcs
올	오/pvg+ㄹ/etm
것이라고	것/nbn+이/jp+라고/ecs
예언한	예언/ncpa+하/xsv+ㄴ/etm
증산의	중산/nq+의/jcm
일화이다	일화/ncn+이/jp+다/ef
.	./sf
증산이	중산/nq+이/jcs
제자의	제자/ncn+의/jcm
종에게	종/ncn+에게/jca
항상	항상/mag
경어를	경어/ncn+를/jco
쓰자	쓰/pvg+자/ecs
제자가	제자/ncn+가/jcs
말했다	말하/pvg+었/ep+다/ef
.	./sf
"	"/sl
이	이/mmd
사람은	사람/ncn+은/jxc
저의	저/npp+의/jcm
종이니	종/ncn+이/jp+니/ecs
존대하지	존대/ncpa+하/xsv+지/ecx
않으셔도	않/paa+으시/ep+어도/ecs
됩니다	되/pvg+ㅂ니다/ef
."	./sf+"/sl
그러자	그러자/maj
증산이	중산/nq+이/jcs
말했다	말하/pvg+었/ep+다/ef
.	./sf
"	"/sl
이	이/mmd
사람은	사람/ncn+은/jxc
자네의	자네/npp+의/jcm
종이지	종/ncn+이/jp+지/ecs
내	내/npp
종이	종/ncn+이/jcc
아니니	아니/paa+니/ecs
나와는	나/npp+와/jct+는/jxc
아무런	아무렇/pad+ㄴ/etm
관계도	관계/ncpa+도/jxc
없는	없/paa+는/etm
사람이네	사람/ncn+이/jp+네/ef
.	./sf
자네도	자네/npp+도/jxc
비록	비록/mag
이	이/mmd
마을에서는	마을/ncn+에서/jca+는/jxc
어려서부터	어리/paa+어서/ecs+부터/jxc
살았던	살/pvg+았/ep+던/etm
관계로	관계/ncn+로/jca
버릇을	버릇/ncn+을/jco
고치기	고치/pvg+기/etn
힘들겠지만	힘들/pvg+겠/ep+지만/ecs
,	,/sp
다른	다르/paa+ㄴ/etm
마을에	마을/ncn+에/jca
가면	가/pvg+면/ecs
누구에게나	누구/npp+에게/jca+나/jxc
존댓말을	존댓말/ncn+을/jco
써야	쓰/pvg+어야/ecs
할	하/px+ㄹ/etm
걸세	걸/pvg+세/ef
.	./sf
앞으로	앞/ncn+으로/jca
오는	오/pvg+는/etm
세상에는	세상/ncn+에/jca+는/jxc
더	더/mag
이상	이상/ncn
적서의	적서/ncn+의/jcm
차별이나	차별/ncn+이나/jcj
반상의	반상/ncn+의/jcm
구별이	구별/ncn+이/jcs
없을	없/paa+을/etm
것이네	것/nbn+이/jp+네/ef
."	./sf+"/sl
증산은	중산/nq+은/jxc
민중종교가들이	민중/ncn+종교/ncn+가/xsn+들/xsn+이/jcs
대부분	대부분/mag
그랬듯이	그러하/pad+었/ep+듯이/ecs
계급평등	계급/ncn+평등/ncn
,	,/sp
남녀평등과	남녀/ncn+평등/ncn+과/jct
같은	같/paa+은/etm
평등	평등/ncn
의식을	의식/ncn+을/jco
많이	많/paa+이/xsa
강조했다	강조/ncpa+하/xsv+었/ep+다/ef
.	./sf
또	또/maj
다른	다르/paa+ㄴ/etm
민중종교가를	민중/ncn+종교/ncn+가/xsn+를/jco
예로	예/ncn+로/jca
들어	들/pvg+어/ecx
보면	보/px+면/ecs
,	,/sp
조선의	조선/nq+의/jcm
뿌리	뿌리/ncn
깊은	깊/paa+은/etm
병폐였던	병폐/ncn+이/jp+었/ep+던/etm
물론	물론/ncn
당시는	당시/ncn+는/jxc
조선뿐만	조선/nq+뿐/nbn+만/jxc
아니라	아니/paa+라/ecs
전세계가	전/mma+세계/ncn+가/jcs
인권	인권/ncn
문제에	문제/ncn+에/jca
관한	관하/pvg+ㄴ/etm
한	한/nbn
암흑기였지만	암흑/ncn+기/xsn+이/jp+었/ep+지만/ecs
신분제나	신분/ncn+제/xsn+나/jcj
남녀차별	남녀/ncn+차별/ncn
문제	문제/ncn
등을	등/nbn+을/jco
조선	조선/nq
역사상	역사/ncn+상/xsn
최초로	최초/ncn+로/jca
,	,/sp
거국적인	거국/ncn+적/xsn+이/jp+ㄴ/etm
규모로	규모/ncn+로/jca
그	그/mmd
개혁을	개혁/ncn+을/jco
주장하고	주장/ncpa+하/xsv+고/ecx
나온	나오/px+ㄴ/etm
분이	분/nbn+이/jcs
바로	바로/mag
수운	수운/nq
최제우	최제우/nq
선생이다	선생/ncn+이/jp+다/ef
.	./sf
종교가란	종교/ncn+가/xsn+란/jxc
철학자들과는	철학/ncn+자/xsn+들/xsn+과/jct+는/jxc
달리	달리/mag
품은	품/pvg+은/etm
혁신적인	혁신/ncn+적/xsn+이/jp+ㄴ/etm
생각을	생각/ncn+을/jco
곧	곧/maj
실행에	실행/ncn+에/jca
옮기는	옮기/pvg+는/etm
사람을	사람/ncn+을/jco
말한다	말하/pvg+ㄴ다/ef
.	./sf
이미	이미/mag
알려진	알리/pvg+어/ecx+지/px+ㄴ/etm
사실이지만	사실/ncn+이/jp+지만/ecs
,	,/sp
수운은	수운/nq+은/jxc
자신이	자신/ncn+이/jcs
경주	경주/nq
최씨	최/nq+씨/xsn
양반	양반/ncn
가문이었음에도	가문/ncn+이/jp+었/ep+음/etn+에/jca+도/jxc
불구하고	불구/ncn+하/xsm+고/ecx
평등	평등/ncn
사상을	사상/ncn+을/jco
실천에	실천/ncn+에/jca
옮기기	옮기/pvg+기/etn
위해	위하/pvg+어/ecs
자신의	자신/ncn+의/jcm
여자	여자/ncn
종들을	종/ncn+들/xsn+을/jco
해방시켰다	해방/ncpa+시키/xsv+었/ep+다/ef
.	./sf
여기에서	여기/npd+에서/jca
그치지	그치/pvg+지/ecx
않고	않/px+고/ecc
하나는	하나/nnc+는/jxc
며느리로	며느리/ncn+로/jca
,	,/sp
다른	다르/paa+ㄴ/etm
하나는	하나/nnc+는/jxc
수양딸로	수양/ncn+딸/ncn+로/jca
맞아들이기까지	맞/pvg+아/ecx+들이/px+기/etn+까지/jxc
한다	하/pvg+ㄴ다/ef
.	./sf
그런가	그런가/maj
하면	하/pvg+면/ecs
해월은	해월/nq+은/jxc
두번째	두/nno+번째/nbu
부인으로	부인/ncn+으로/jca
자식을	자식/ncn+을/jco
하나	하나/nnc
둔	두/pvg+ㄴ/etm
과부를	과부/ncn+를/jco
맞아들임으로써	맞/pvg+아/ecx+들이/px+ㅁ/etn+으로써/jca
과부개가	과부/ncn+개가/ncn
금지법	금지/ncn+법/ncn
철폐를	철폐/ncn+를/jco
직접	직접/mag
실행에	실행/ncn+에/jca
옮겼다	옮기/pvg+었/ep+다/ef
.	./sf
민중종교가들은	민중/ncn+종교/ncn+가/xsn+들/xsn+은/jxc
인류	인류/ncn
역사	역사/ncn
시작	시작/ncn
이래로	이래/ncn+로/jca
있어	있/pvg+어/ecx
왔던	오/px+았/ep+던/etm
신분	신분/ncn
차별제가	차별/ncn+제/xsn+가/jcs
후천세계에	후천/ncn+세계/ncn+에/jca
들어서면서	들/pvg+어/ecx+서/px+면서/ecs
맨	맨/mmd
처음으로	처음/ncn+으로/jca
없어질	없/paa+어/ecx+지/px+ㄹ/etm
것이라고	것/nbn+이/jp+라고/ecs
예언했다	예언/ncpa+하/xsv+었/ep+다/ef
.	./sf
그리고	그리고/maj
이	이/mmd
예언은	예언/ncn+은/jxc
정확하게	정확/ncps+하/xsm+게/ecx
맞아떨어져	맞/pvg+아/ecx+떨어지/px+어/ecs
인류	인류/ncn
역사	역사/ncn
최초로	최초/ncn+로/jca
,	,/sp
적어도	적어도/mag
이념적으로나마	이념/ncn+적/xsn+으로/jca+나마/jxc
모든	모든/mmd
인류가	인류/ncn+가/jcs
평등하다는	평등/ncps+하/xsv+다/ef+는/etm
의식을	의식/ncn+을/jco
갖게	갖/pvg+게/ecx
되었다	되/px+었/ep+다/ef
.	./sf
아마도	아마도/mag
앞으로의	앞/ncn+으로/jca+의/jcm
인류	인류/ncn
역사는	역사/ncn+는/jxc
이러한	이러하/pad+ㄴ/etm
보편적인	보편/ncn+적/xsn+이/jp+ㄴ/etm
인간존중	인간/ncn+존중/ncn
정신이	정신/ncn+이/jcs
경제나	경제/ncn+나/jcj
과학의	과학/ncn+의/jcm
발달에	발달/ncn+에/jca
힘입어서	힘입/pvg+어서/ecs
더욱	더욱/mag
확고해지는	확고/ncps+하/xsm+어/ecx+지/px+는/etm
방향으로	방향/ncn+으로/jca
진보해	진보/ncpa+하/xsv+어/ecx
나갈	나가/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
6	6/nnc
살	살/pvg+ㄹ/etm
사람과	사람/ncn+과/jct
죽을	죽/pvg+을/etm
사람	사람/ncn
증산이	중산/nq+이/jcs
제자에게	제자/ncn+에게/jca
물었다	묻/pvg+었/ep+다/ef
.	./sf
"	"/sl
후천시대에	후천/ncn+시대/ncn+에/jca
죽어야	죽/pvg+어야/ecs
할	하/px+ㄹ/etm
사람이	사람/ncn+이/jcs
누구인지	누구/npp+이/jp+ㄴ지/ecs
자네는	자네/npp+는/jxc
아는가	알/pvg+는가/ef
?"	?/sf+"/sl
"(	"/sl+(/sl
사회를	사회/ncn+를/jco
정신적으로	정신/ncn+적/xsn+으로/jca
이끌고	이끌/pvg+고/ecx
나가야	나가/pvg+야/jxc
할	하/pvg+ㄹ/etm
)	)/sr
종교인	종교/ncn+인/xsn
(	(/sl
도인	도인/ncn
)	)/sr
가운데	가운데/ncn
겉과	겉/ncn+과/jcj
속이	속/ncn+이/jcs
다른	다르/paa+ㄴ/etm
자가	자/ncn+가/jcs
먼저	먼저/mag
죽어야	죽/pvg+어야/ecs
합니다	하/px+ㅂ니다/ef
."	./sf+"/sl
증산은	중산/nq+은/jxc
자신의	자신/ncn+의/jcm
의견을	의견/ncn+을/jco
밝히지	밝히/pvg+지/ecx
않고	않/px+고/ecc
다시	다시/mag
물었다	묻/pvg+었/ep+다/ef
.	./sf
"	"/sl
그러면	그러면/maj
살	살/pvg+ㄹ/etm
사람은	사람/ncn+은/jxc
누군지	누구/npp+이/jp+ㄴ지/ecs
알겠는가	알/pvg+겠/ep+는가/ef
?"	?/sf+"/sl
"	"/sl
들에서	들/ncn+에서/jca
농사	농사/ncn
짓거나	짓/pvg+거나/ecc
산에서	산/ncn+에서/jca
화전으로	화전/ncn+으로/jca
농사	농사/ncn
지으면서	짓/pvg+으면서/ecs
사는	살/pvg+는/etm
사람들	사람/ncn+들/xsn
,	,/sp
또	또/maj
다른	다르/paa+ㄴ/etm
사람한테	사람/ncn+한테/jca
맞고도	맞/pvg+고/ecx+도/jxc
대항하지	대항/ncpa+하/xsv+지/ecx
못하는	못하/px+는/etm
사람이	사람/ncn+이/jcs
살아야	살/pvg+아야/ecs
할	하/px+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
."	./sf+"/sl
"	"/sl
자네	자네/npp
말이	말/ncn+이/jcs
맞네	맞/pvg+네/ef
.	./sf
바로	바로/mag
이	이/mmd
사람들	사람/ncn+들/xsn
(	(/sl
소외받는	소외/ncn+받/pvg+는/etm
계층	계층/ncn
)이야말로	)/sr+이/jp+야말로/jxc
앞으로	앞/ncn+으로/jca
오게	오/pvg+게/ecx
될	되/px+ㄹ/etm
후천개벽시대에	후천/ncn+개벽/ncn+시대/ncn+에/jca
주인이	주인/ncn+이/jcc
될	되/pvg+ㄹ/etm
상등	상등/ncn
(	(/sl
上等	上等/ncn
)	)/sr
사람이라네	사람/ncn+이/jp+라네/ef
."	./sf+"/sl
증산은	중산/nq+은/jxc
제자의	제자/ncn+의/jcm
첫	첫/mmd
번째	번째/nbu
대답에	대답/ncn+에/jca
확실한	확실/ncps+하/xsm+ㄴ/etm
대답을	대답/ncn+을/jco
하고	하/pvg+고/ecx
있지는	있/px+지/ecx+는/jxc
않지만	않/px+지만/ecs
,	,/sp
많은	많/paa+은/etm
공감을	공감/ncn+을/jco
느끼지	느끼/pvg+지/ecx
않을	않/px+을/etm
수	수/nbn
없다	없/paa+다/ef
.	./sf
물론	물론/mag
훌륭한	훌륭하/paa+ㄴ/etm
종교인이	종교/ncn+인/xsn+이/jcs
전혀	전혀/mag
없는	없/paa+는/etm
것은	것/nbn+은/jxc
아니다	아니/paa+다/ef
.	./sf
하지만	하지만/maj
오늘날	오늘날/ncn
종교계를	종교/ncn+계/xsn+를/jco
돌아보면	돌/pvg+아/ecx+보/px+면/ecs
정말로	정말로/mag
이	이/mmd
제자의	제자/ncn+의/jcm
답변대로	답변/ncn+대로/jca
되면	되/pvg+면/ecs
좋겠다	좋/paa+겠/ep+다/ef
하는	하/pvg+는/etm
바람이	바람/ncn+이/jcs
생길	생기/pvg+ㄹ/etm
때가	때/ncn+가/jcs
너무도	너무/mag+도/jxc
많다	많/paa+다/ef
.	./sf
정치가들이야	정치/ncn+가/xsn+들/xsn+이/jp+야/ef
원래	원래/ncn
세계적으로	세계/ncn+적/xsn+으로/jca
알려진	알리/pvg+어/ecx+지/px+ㄴ/etm
대로	대/nbu+로/jca
온갖	온갖/mma
거짓말쟁이들이	거짓말/ncn+쟁이/xsn+들/xsn+이/jcs
하는	하/pvg+는/etm
것이니	것/nbn+이/jp+니/ecs
그렇다고	그렇/pad+다/ef+고/ecs
하자	하/px+자/ef
.	./sf
하지만	하지만/maj
사랑	사랑/ncn
,	,/sp
자비	자비/ncn
,	,/sp
인과	인/ncn+과/jct
같이	같이/mag
가장	가장/mag
인간적인	인간/ncn+적/xsn+이/jp+ㄴ/etm
덕목을	덕목/ncn+을/jco
가르친다는	가르치/pvg+ㄴ다/ef+는/etm
종교인들이	종교/ncn+인/xsn+들/xsn+이/jcs
정치가에게도	정치/ncn+가/xsn+에게/jca+도/jxc
못	못/mag
미치는	미치/pvg+는/etm
유치한	유치/ncps+하/xsm+ㄴ/etm
반목상을	반목상/ncn+을/jco
일삼는	일삼/pvg+는/etm
것을	것/nbn+을/jco
보면	보/pvg+면/ecs
,	,/sp
저런	저런/mmd
사람들이	사람/ncn+들/xsn+이/jcs
어떻게	어떻게/mag
종교	종교/ncn
지도자가	지도/ncn+자/xsn+가/jcc
되었을까	되/pvg+었/ep+ㄹ까/ef
하는	하/pvg+는/etm
의아심이	의아/ncn+심/xsn+이/jcs
물밀듯이	물밀듯이/mag
몰려든다	몰리/pvg+어/ecx+들/px+ㄴ다/ef
.	./sf
그런데	그런데/maj
더욱더	더욱더/mag
이상한	이상/ncps+하/xsm+ㄴ/etm
것은	것/nbn+은/jxc
그런	그런/mmd
종교인들이	종교/ncn+인/xsn+들/xsn+이/jcs
하는	하/pvg+는/etm
교회나	교회/ncn+나/jcj
사찰일수록	사찰/ncn+이/jp+ㄹ수록/ecs
많은	많/paa+은/etm
신도들이	신도/ncn+들/xsn+이/jcs
모인다는	모이/pvg+ㄴ다/ef+는/etm
사실이다	사실/ncn+이/jp+다/ef
.	./sf
그	그/mmd
지도자에	지도/ncn+자/xsn+에/jca
그	그/mmd
신도일	신도/ncn+이/jp+ㄹ/etm
뿐이다	뿐/nbn+이/jp+다/ef
.	./sf
부처님	부처/nq+님/xsn
말씀처럼	말씀/ncn+처럼/jca
장님이	장님/ncn+이/jcs
장님을	장님/ncn+을/jco
인도하는	인도/ncpa+하/xsv+는/etm
형국이다	형국/ncn+이/jp+다/ef
.	./sf
제자의	제자/ncn+의/jcm
두	두/nnc
번째	번째/nbu
대답과	대답/ncn+과/jcj
