<tdmsfile>
<tdmsfile>
kbs1.hwp
여러분	여러분/npp
상현씨와	상현/nq+씨/xsn+와/jct
같은	같/paa+은/etm
대구시	대구시/nq
비산동	비산동/nq
주소도	주소/ncn+도/jxc
경북	경북/nq
경산시	경산시/nq
괘양동으로	괘양동/nq+으로/jca
결정됐습니다.	결정/ncpa+되/xsv+었/ep+습니다/ef+./sf
이에	이/npd+에/jca
따라	따르/pvg+아/ecs
훈	훈/nq
할머니는	할머니/ncn+는/jxc
오는	오/pvg+는/etm
12월	12/nno+월/nbu
대통령	대통령/ncn
선거에	선거/ncn+에/jca
투표권을	투표/ncn+권/xsn+을/jco
비롯해	비롯/ncpa+하/xsv+어/ecs
의료	의료/ncn
보험	보험/ncn
등	등/nbn
우리	우리/npp
국민으로서의	국민/ncn+으로서/jca+의/jcm
모든	모든/mma
권리와	권리/ncn+와/jcj
혜택을	혜택/ncn+을/jco
오늘부터	오늘/ncn+부터/jxc
받을	받/pvg+을/etm
수	수/nbn
있게	있/paa+게/ecs
됐습니다.	되/pvg+었/ep+습니다/ef+./sf
특히	특히/mag
보건복지부로부터	보건복지부/nq+로/jca+부터/jxc
일본군	일본/nq+군/ncn
위안부	위안/ncn+부/xsn
대상자	대상/ncn+자/xsn
판명을	판명/ncn+을/jco
받게	받/pvg+게/ecs
되면	되/pvg+면/ecs
일시금	일시/ncn+금/xsn
5백만원과	5백만/nnc+원/nbu+과/jcj
매달	매달/mag
50만원씩을	50만/nnc+원/nbu+씩/xsn+을/jco
그리고	그리고/maj
생활보호	생활/ncn+보호/ncn
대상자에게	대상/ncn+자/xsn+에게/jca
지급되는	지급/ncpa+되/xsv+는/etm
생계보호비를	생계/ncn+보호/ncn+비/xsn+를/jco
받게	받/pvg+게/ecs
됩니다.	되/pvg+ㅂ니다/ef+./sf
국적	국적/ncn
되찾아	되찾/pvg+아/ecs
매우	매우/mag
기쁘고	기쁘/paa+고/ecc
다시	다시/mag
태어났다고	태어나/pvg+았/ep+다/ef+고/jcr
생각돼	생각/ncpa+되/xsv+어/ecs
흥분됩니다.	흥분/ncpa+되/xsv+ㅂ니다/ef+./sf
훈	훈/nq
할머니는	할머니/ncn+는/jxc
이	이/mmd
기쁜	기쁘/paa+ㄴ/etm
소식을	소식/ncn+을/jco
캄보디아에	캄보디아/nq+에/jca
있는	있/paa+는/etm
딸과	딸/ncn+과/jcj
손자들에게	손자/ncn+들/xsn+에게/jca
전하고	전하/pvg+고/ecc
캄보디아	캄보디아/nq
국적을	국적/ncn+을/jco
정리하기	정리/ncpa+하/xsv+기/etn
위해	위하/pvg+어/ecs
곧	곧/mag
캄보디아로	캄보디아/nq+로/jca
떠날	떠나/pvg+ㄹ/etm
예정입니다.	예정/ncn+이/jp+ㅂ니다/ef+./sf
그리고	그리고/maj
현재	현재/ncn
한국어를	한국어/nq+를/jco
배우고	배우/pvg+고/ecx
있는	있/px+는/etm
세째	세째/nno
손녀와	손녀/ncn+와/jct
함께	함께/mag
다시	다시/mag
돌아와	돌/pvg+아/ecs+오/pvg+아/ecs
경북	경북/nq
경산의	경산/nq+의/jcm
장조카의	장조카/ncn+의/jcm
집에서	집/ncn+에서/jca
여생을	여생/ncn+을/jco
보낼	보내/pvg+ㄹ/etm
계획입니다.	계획/ncn+이/jp+ㅂ니다/ef+./sf
KBS	KBS/f
뉴스,	뉴스/ncn+,/sp
안형환입니다.	안형환/nq+이/jp+ㅂ니다/ef+./sf
다음	다음/ncn
소식입니다.	소식/ncn+이/jp+ㅂ니다/ef+./sf
지난해	지나/pvg+ㄴ/etm+해/ncn
한총련	한총련/nq
사태이후	사태/ncn+이후/ncn
폐쇄됐던	폐쇄/ncpa+되/xsv+었/ep+던/etm
연세대학교	연세대학교/nq
종합관이	종합/ncn+관/xsn+이/jcs
오늘부터	오늘/ncn+부터/jxc
앞으로	앞/ncn+으로/jca
나흘	나흘/ncn
동안	동안/ncn
개방됩니다.	개방/ncpa+되/xsv+ㅂ니다/ef+./sf
한총련	한총련/nq
사태	사태/ncn
당시	당시/ncn
방치된	방치/ncpa+되/xsv+ㄴ/etm
사물함을	사물/ncn+함/ncn+을/jco
학생들이	학생/ncn+들/xsn+이/jcs
수거해갈	수거/ncpa+하/xsv+어/ecs+가/pvg+ㄹ/etm
수	수/nbn
있도록	있/paa+도록/ecs
하기	하/pvg+기/etn
위한	위하/pvg+ㄴ/etm
조치입니다.	조치/ncn+이/jp+ㅂ니다/ef+./sf
이	이/mmd
수거작업이	수거/ncn+작업/ncn+이/jcs
마무리	마무리/ncn
되면	되/pvg+면/ecs
안전진단을	안전/ncn+진단/ncn+을/jco
거쳐서	거치/pvg+어서/ecs
종합관의	종합/ncn+관/xsn+의/jcm
처리	처리/ncn
방향이	방향/ncn+이/jcs
결정될	결정/ncpa+되/xsv+ㄹ/etm
것으로	것/nbn+으로/jca
보입니다.	보이/pvg+ㅂ니다/ef+./sf
보도에	보도/ncn+에/jca
이동환	이동환/nq
기자입니다.	기자/ncn+이/jp+ㅂ니다/ef+./sf
폐허가	폐허/ncn+가/jcc
된	되/pvg+ㄴ/etm
종합관에는	종합/ncn+관/xsn+에/jca+는/jxc
아직도	아직/mag+도/jxc
서류뭉치와	서류/ncn+뭉치/ncn+와/jcj
옷가지	옷가지/ncn
등이	등/nbn+이/jcs
그대로	그대로/mag
나뒹굴고	나뒹굴/pvg+고/ecx
있습니다.	있/px+습니다/ef+./sf
전경들의	전경/ncn+들/xsn+의/jcm
방패와	방패/ncn+와/jcj
학생들이	학생/ncn+들/xsn+이/jcs
사용했던	사용/ncpa+하/xsv+었/ep+던/etm
돌	돌/ncn
등이	등/nbn+이/jcs
여기저기	여기저기/mad
흩어져있어	흩/pvg+어/ecx+지/px+어/ecx+있/px+어/ecs
그날의	그/mmd+날/ncn+의/jcm
치열한	치열/ncps+하/xsm+ㄴ/etm
공방을	공방/ncn+을/jco
그대로	그대로/mag
보여줍니다.	보이/pvg+어/ecx+주/px+ㅂ니다/ef+./sf
한총련	한총련/nq
사태가	사태/ncn+가/jcs
일어난지	일어나/pvg+ㄴ/etm+지/nbn
1년이	1/nnc+년/nbu+이/jcs
넘었지만	넘/pvg+었/ep+지만/ecs
아직도	아직/mag+도/jxc
연세대학교	연세대학교/nq
종합관은	종합/ncn+관/xsn+은/jxc
폐허로	폐허/ncn+로/jca
남아	남/pvg+아/ecx
있습니다.	있/px+습니다/ef+./sf
당시	당시/ncn
경황	경황/ncn
없이	없/paa+이/xsa
방치해둔	방치/ncpa+하/xsv+어/ecs+두/pvg+ㄴ/etm
사물함을	사물/ncn+함/ncn+을/jco
찾은	찾/pvg+은/etm
학생들의	학생/ncn+들/xsn+의/jcm
표정은	표정/ncn+은/jxc
착잡하기만	착잡/ncps+하/xsm+기/etn+만/jxc
합니다.	하/pvg+ㅂ니다/ef+./sf
1학년하고	1/nno+학년/ncn+하고/jcj
2학년	2/nno+학년/ncn
때	때/ncn
서클활동과	서클/ncn+활동/ncn+과/jcj
과	과/ncn
모임	모임/ncn
여러가지	여러/mma+가지/nbu
이곳에서	이/mmd+곳/ncn+에서/jca
많이	많/paa+이/xsa
했던	하/pvg+었/ep+던/etm
그런	그런/mmd
것도	것/nbn+도/jxc
생각할	생각/ncpa+하/xsv+ㄹ/etm
적에	적/nbn+에/jca
아쉽고	아쉽/paa+고/ecs
또다시	또다시/mag
그런	그런/mmd
학생들이	학생/ncn+들/xsn+이/jcs
파릇파릇한	파릇파릇/mag+하/xsm+ㄴ/etm
공부	공부/ncn
열기가	열기/ncn+가/jcs
다시	다시/mag
피어났으면	피/pvg+어/ecs+나/pvg+았/ep+으면/ecs
좋겠다	좋/paa+겠/ep+다/ef
그런	그런/mmd
생각이	생각/ncn+이/jcs
들어요.	들/pvg+어/ef+요/jxf+./sf
학교측은	학교/ncn+측/nbn+은/jxc
종합관을	종합/ncn+관/xsn+을/jco
철거할	철거/ncpa+하/xsv+ㄹ/etm
것인지	것/nbn+이/jp+ㄴ지/ecs
아니면	아니/paa+면/ecs
그	그/mmd
자리에	자리/ncn+에/jca
복원할	복원/ncpa+하/xsv+ㄹ/etm
것인지를	것/nbn+이/jp+ㄴ지/ecs+를/jco
두고	두/pvg+고/ecs
고심하고	고심/ncpa+하/xsv+고/ecx
있다고	있/px+다/ef+고/jcr
밝혔습니다.	밝히/pvg+었/ep+습니다/ef+./sf
안전진단	안전/ncn+진단/ncn
결과에	결과/ncn+에/jca
따라서	따르/pvg+아서/ecs
어떤	어떤/mmd
방향으로	방향/ncn+으로/jca
건물을	건물/ncn+을/jco
활용할	활용/ncpa+하/xsv+ㄹ/etm
것이냐	것/nbn+이/jp+냐/ef
하는	하/pvg+는/etm
문제를	문제/ncn+를/jco
학교가	학교/ncn+가/jcs
최종적으로	최종/ncn+적/xsn+으로/jca
결정하게	결정/ncpa+하/xsv+게/ecs
될	되/pvg+ㄹ/etm
겁니다.	거/nbn+ㅂ니다/ef+./sf
연세대	연세대/nq
종합관은	종합/ncn+관/xsn+은/jxc
다시는	다시/mag+는/jxc
제2의	제/xp+2/nno+의/jcm
한총련	한총련/nq
사태가	사태/ncn+가/jcs
있어서는	있/paa+어서/ecs+는/jxc
안된다는	안되/pvg+ㄴ다/ef+는/etm
커다란	커다랗/paa+ㄴ/etm
교훈을	교훈/ncn+을/jco
남긴	남기/pvg+ㄴ/etm
채	채/nbn
거듭	거듭/mag
태어나는	태어나/pvg+는/etm
계기를	계기/ncn+를/jco
맞고	맞/pvg+고/ecx
있습니다.	있/px+습니다/ef+./sf
KBS	KBS/f
뉴스,	뉴스/ncn+,/sp
이동환입니다.	이동환/nq+이/jp+ㅂ니다/ef+./sf
중소기업	중소/ncn+기업/ncn
구직행렬	구직/ncn+행렬/ncn
예년	예년/ncn
같으면	같/paa+으면/ecs
거들떠	거들뜨/pvg+어/ecs
보지도	보/pvg+지/ecx+도/jxc
않던	않/px+던/etm
중소기업에	중소/ncn+기업/ncn+에/jca
취직자리를	취직/ncn+자리/ncn+를/jco
구하기	구하/pvg+기/etn
위해서	위하/pvg+어서/ecs
요즘	요즘/ncn
대졸자들이	대졸/ncn+자/xsn+들/xsn+이/jcs
대거	대거/mag
몰리고	몰리/pvg+고/ecx
있습니다.	있/px+습니다/ef+./sf
계속되는	계속/ncpa+되/xsv+는/etm
경기불황으로	경기/ncn+불황/ncn+으로/jca
취직	취직/ncn
자리가	자리/ncn+가/jcs
많지	많/paa+지/ecx
않기	않/px+기/etn
때문에	때문/nbn+에/jca
일어나고	일어나/pvg+고/ecx
있는	있/px+는/etm
현상입니다.	현상/ncn+이/jp+ㅂ니다/ef+./sf
오늘	오늘/mag
서울인력은행이	서울인력은행/nq+이/jcs
고졸이상	고졸/ncn+이상/ncn
학력자를	학력/ncn+자/xsn+를/jco
대상으로	대상/ncn+으로/jca
중소기업	중소/ncn+기업/ncn
채용박람회를	채용/ncn+박람/ncn+회/xsn+를/jco
열었는데	열/pvg+었/ep+는데/ecs
이	이/mmd
자리에	자리/ncn+에/jca
모인	모이/pvg+ㄴ/etm
4천여명의	4천/nnc+여/xsn+명/nbu+의/jcm
구직자들이	구직/ncn+자/xsn+들/xsn+이/jcs
대부분	대부분/ncn
취업을	취업/ncn+을/jco
앞둔	앞/ncn+두/pvg+ㄴ/etm
대학생들이었다고	대학/ncn+생/xsn+들/xsn+이/jp+었/ep+다/ef+고/jcr
그럽니다	그러/pvd+ㅂ니다/ef
박상용	박상용/nq
기자가	기자/ncn+가/jcs
취재했습니다.	취재/ncpa+하/xsv+었/ep+습니다/ef+./sf
입구에서부터	입구/ncn+에서/jca+부터/jxc
몰려든	몰리/pvg+어/ecs+들/pvg+ㄴ/etm
구직자들로	구직/ncn+자/xsn+들/xsn+로/jca
박람회장에	박람/ncn+회/xsn+장/xsn+에/jca
들어가기가	들/pvg+어/ecs+가/pvg+기/etn+가/jcs
일자리	일자리/ncn
구하기만큼이나	구하/pvg+기/etn+만큼/jxc+이나/jxc
어렵습니다.	어렵/paa+습니다/ef+./sf
게시판을	게시/ncn+판/ncn+을/jco
뚤어져라	뚤/pvg+어/ecx+지/px+어라/ef
쳐다보기도	쳐다보/pvg+기/etn+도/jxc
하고	하/px+고/ecc
지원할	지원/ncpa+하/xsv+ㄹ/etm
만한	만하/px+ㄴ/etm
기업을	기업/ncn+을/jco
꼽아보지만	꼽/pvg+아/ecx+보/px+지만/ecs
많은	많/paa+은/etm
경쟁자들을	경쟁/ncn+자/xsn+들/xsn+을/jco
보니	보/pvg+니/ecs
도무지	도무지/mag
자신이	자신/ncn+이/jcs
없습니다.	없/paa+습니다/ef+./sf
여러군데	여러/mmd+군데/nbu
대기업	대/xp+기업/ncn
같은데	같/paa+은/etm+데/nbn
계속	계속/mag
넣어봤는데	넣/pvg+어/ecx+보/px+았/ep+는데/ecs
잘	잘/mag
되지	되/pvg+지/ecx
않아갖고	않/px+아/ecx+갖/px+고/ecs
저	저/npp
같은	같/paa+은/etm
경우는	경우/ncn+는/jxc
지방대학	지방/ncn+대학/ncn
나와서	나오/pvg+아서/ecs
더	더/mag
취업하기가	취업/ncpa+하/xsv+기/etn+가/jcs
힘들거든요.	힘/ncn+들/pvg+거든/ef+요/jxf+./sf
오늘	오늘/mag
참여한	참여/ncpa+하/xsv+ㄴ/etm
44개	44/nnc+개/nbu
중소업체의	중소/ncn+업체/ncn+의/jcm
채용인력은	채용/ncn+인력/ncn+은/jxc
대부분	대부분/ncn
고졸학력이면	고졸/ncn+학력/ncn+이/jp+면/ecs
충분한	충분/ncps+하/xsm+ㄴ/etm
사무직이나	사무/ncn+직/xsn+이나/jcj
기술직이지만	기술/ncn+직/xsn+이/jp+지만/ecs
대학생들이	대학/ncn+생/xsn+들/xsn+이/jcs
대부분	대부분/ncn
원서를	원서/ncn+를/jco
냈습니다.	내/pvg+었/ep+습니다/ef+./sf
현재	현재/mag
고졸사원을	고졸/ncn+사원/ncn+을/jco
채용	채용/ncn
중인	중/nbn+이/jp+ㄴ/etm
데도	데/nbn+도/jxc
대학	대학/ncn
졸업생들이	졸업/ncn+생/xsn+들/xsn+이/jcs
많이	많/paa+이/xsa
몰리고	몰리/pvg+고/ecx
있습니다.	있/px+습니다/ef+./sf
일자리	일자리/ncn
5백여개에	5백/nnc+여/xsn+개/nbu+에/jca
몰린	몰리/pvg+ㄴ/etm
사람은	사람/ncn+은/jxc
4천명	4천/nnc+명/nbu
이들	이/npp+들/xsn
가운데	가운데/ncn
대부분은	대부분/ncn+은/jxc
다시	다시/mag
일자리를	일자리/ncn+를/jco
찾아	찾/pvg+아/ecs
나서야	나서/pvg+어야/ecs
합니다.	하/px+ㅂ니다/ef+./sf
현재	현재/ncn
8만명	8만/nnc+명/nbu
정도를	정도/ncn+를/jco
채용을	채용/ncn+을/jco
예상을	예상/ncn+을/jco
하고	하/pvg+고/ecx
있고	있/px+고/ecc
반면에	반면/ncn+에/jca
대학생들은	대학/ncn+생/xsn+들/xsn+은/jxc
32만명이	32만/nnc+명/nbu+이/jcs
직장을	직장/ncn+을/jco
희망하고	희망/ncpa+하/xsv+고/ecx
있습니다.	있/px+습니다/ef+./sf
따라서	따라서/maj
대학생들	대학/ncn+생/xsn+들/xsn
4명중에	4/nnc+명/nbu+중/nbn+에/jca
3명은	3/nnc+명/nbu+은/jxc
채용을	채용/ncn+을/jco
못하는	못하/pvg+는/etm
어려운	어렵/paa+ㄴ/etm
상황에	상황/ncn+에/jca
있습니다.	있/paa+습니다/ef+./sf
이런	이런/mmd
취업난을	취업/ncn+난/xsn+을/jco
반영하듯	반영/ncpa+하/xsv+듯/ecs
서울대학교도	서울대학교/nq+도/jxc
내일부터	내일/ncn+부터/jxc
취업박람회를	취업/ncn+박람/ncn+회/xsn+를/jco
열기로	열/pvg+기/etn+로/jca
했습니다.	하/pvg+었/ep+습니다/ef+./sf
학문	학문/ncn
분야에	분야/ncn+에/jca
따라서	따르/pvg+아서/ecs
취업이	취업/ncn+이/jcs
어려움이	어려움/ncn+이/jcs
좀	좀/mag
있어요	있/paa+어/ef+요/jxf
그런	그런/mmd
학생들에게	학생/ncn+들/xsn+에게/jca
졸업하기	졸업/ncpa+하/xsv+기/etn
몇개월	몇/mma+개월/nbu
전부터	전/ncn+부터/jxc
준비할	준비/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있도록	있/paa+도록/ecs
서울대가	서울대/nq+가/jcs
취업	취업/ncn
박람회를	박람/ncn+회/xsn+를/jco
여는	열/pvg+는/etm
것은	것/nbn+은/jxc
개교이래	개교/ncn+이래/ncn
처음입니다.	처음/ncn+이/jp+ㅂ니다/ef+./sf
KBS	KBS/f
뉴스,	뉴스/ncn+,/sp
박상용입니다.	박상용/nq+이/jp+ㅂ니다/ef+./sf
"안전	"/sl+안전/ncn
문제	문제/ncn
있다"	있/paa+다/ef+"/sr
세차례의	세/nnc+차례/nbu+의/jcm
변경끝에	변경/ncn+끝/ncn+에/jca
결국	결국/mag
지하화	지하/ncn+화/xsn
하기로	하/pvg+기/etn+로/jca
잠정	잠정/ncn
결정된	결정/ncpa+되/xsv+ㄴ/etm
경부고속철도의	경부고속철도/nq+의/jcm
대전과	대전/nq+과/jcj
대구	대구/nq
역사	역사/ncn
문제가	문제/ncn+가/jcs
또다시	또다시/mag
논란을	논란/ncn+을/jco
불러	부르/pvg+어/ecs
일으키고	일으키/pvg+고/ecx
있습니다.	있/px+습니다/ef+./sf
오늘	오늘/ncn
국회	국회/ncn
국정감사에서	국정/ncn+감사/ncn+에서/jca
건설공단의	건설공단/nq+의/jcm
지하화	지하/ncn+화/xsn
계획에는	계획/ncn+에/jca+는/jxc
안전에	안전/ncn+에/jca
문제가	문제/ncn+가/jcs
많다는	많/paa+다/ef+는/etm
야당의원들의	야당/ncn+의원/ncn+들/xsn+의/jcm
문제	문제/ncn
제기가	제기/ncn+가/jcs
있었습니다.	있/paa+었/ep+습니다/ef+./sf
정찬호	정찬호/nq
기자의	기자/ncn+의/jcm
보도입니다.	보도/ncn+이/jp+ㅂ니다/ef+./sf
지반층이	지반/ncn+층/xsn+이/jcs
어떤	어떤/mmd
지반층이냐	지반/ncn+층/xsn+이/jp+냐/ef
그리고	그리고/maj
인접	인접/ncn
연결되는	연결/ncpa+되/xsv+는/etm
연결	연결/ncn
교통시스템이	교통/ncn+시스템/ncn+이/jcs
어떻게	어떻/pad+게/ecs
되느냐	되/pvg+느냐/ef
간단한	간단/ncps+하/xsm+ㄴ/etm
문제는	문제/ncn+는/jxc
아닙니다.	아니/paa+ㅂ니다/ef+./sf
고속철도	nq[고속/ncn+철도/ncn
건설공단측은	건설/ncn+공단/ncn]nq+측/nbn+은/jxc
안전에	안전/ncn+에/jca
문제가	문제/ncn+가/jcs
없도록	없/paa+도록/ecs
시공하겠다고	시공/ncpa+하/xsv+겠/ep+다/ef+고/jcr
밝히고	밝히/pvg+고/ecx
있으나	있/px+으나/ecs
안전성과	안전/ncn+성/xsn+과/jcj
지역	지역/ncn
민원	민원/ncn
사이에서	사이/ncn+에서/jca
고심하고	고심/ncpa+하/xsv+고/ecx
있습니다.	있/px+습니다/ef+./sf
지상으로	지상/ncn+으로/jca
하게	하/pvg+게/ecs
되면	되/pvg+면/ecs
제일	제일/mag
안전하고	안전/ncps+하/xsm+고/ecc
경제적인데	경제/ncn+적/xsn+이/jp+ㄴ데/ecs
지상으로	지상/ncn+으로/jca
하게	하/pvg+게/ecs
되면	되/pvg+면/ecs
도시가	도시/ncn+가/jcs
양분되고	양분/ncpa+되/xsv+고/ecc
열차	열차/ncn
운행하는	운행/ncpa+하/xsv+는/etm
데	데/nbn
소음	소음/ncn
진동	진동/ncn
있다	있/paa+다/ef
지하화로	지하/ncn+화/xsn+로/jca
인해	인하/pvg+어/ecs
공사비와	공사/ncn+비/xsn+와/jcj
공사기간이	공사/ncn+기간/ncn+이/jcs
두배	두/nnc+배/nbu
이상	이상/ncn
늘어나게	늘/pvg+어/ecx+나/px+게/ecs
된	되/pvg+ㄴ/etm
것도	것/nbn+도/jxc
문제점으로	문제/ncn+점/ncn+으로/jca
지적됐습니다.	지적/ncpa+되/xsv+었/ep+습니다/ef+./sf
KBS	KBS/f
뉴스,	뉴스/ncn+,/sp
정찬호입니다.	정찬호/nq+이/jp+ㅂ니다/ef+./sf
삐삐폭력	삐삐/ncn+폭력/ncn
'기승'	'/sl+기승/ncn+'/sr
아무	아무/mmd
상관도	상관/ncn+도/jxc
없는	없/paa+는/etm
남의	남/ncn+의/jcm
호출기에도	호출/ncn+기/xsn+에/jca+도/jxc
욕설을	욕설/ncn+을/jco
남겨놓는	남기/pvg+어/ecx+놓/px+는/etm
이른바	이른바/maj
삐삐폭력이	삐삐/ncn+폭력/ncn+이/jcs
요즘	요즘/ncn
극성을	극성/ncn+을/jco
부리고	부리/pvg+고/ecx
있습니다.	있/px+습니다/ef+./sf
누군지도	누구/npp+이/jp+ㄴ지/ecs+도/jxc
모르는	모르/pvg+는/etm
사람에게	사람/ncn+에게/jca
아무	아무/mmd
상관도	상관/ncn+도/jxc
없이	없/paa+이/xsa
욕을	욕/ncn+을/jco
먹는	먹/pvg+는/etm
사람들에게	사람/ncn+들/xsn+에게/jca
이것은	이것/npd++은/jxc
견디기	견디/pvg+기/etn
힘든	힘/ncn+들/pvg+ㄴ/etm
스트레스로	스트레스/ncn+로/jca
작용할	작용/ncpa+하/xsv+ㄹ/etm
수밖에	수/nbn+밖에/jxc
없습니다.	없/paa+습니다/ef+./sf
김현석	김현석/nq
기자가	기자/ncn+가/jcs
취재했습니다.	취재/ncpa+하/xsv+었/ep+습니다/ef+./sf
난데없이	난데없/paa+이/xsa
호출기에	호출/ncn+기/xsn+에/jca
들어온	들/pvg+어/ecs+오/pvg+ㄴ/etm
이상한	이상/ncps+하/xsm+ㄴ/etm
숫자들	숫자/ncn+들/xsn
욕을	욕/ncn+을/jco
상징하는	상징/ncpa+하/xsv+는/etm
숫자들입니다.	숫자/ncn+들/xsn+이/jp+ㅂ니다/ef+./sf
욕을	욕/ncn+을/jco
듣거나	듣/pvg+거나/ecc
누군가로부터	누군가/npp+로/jca+부터/jxc
이런	이런/mmd
말을	말/ncn+을/jco
들었을	듣/pvg+었/ep+을/etm
때는	때/ncn+는/jxc
그냥	그냥/mag
욕했거니	욕/ncpa+하/xsv+었/ep+거니/ecs
하는데	하/pvg+는데/ecs
이	이/mmd
삐삐	삐삐/ncn
같은	같/paa+은/etm
경우는	경우/ncn+는/jxc
얼굴을	얼굴/ncn+을/jco
모르는	모르/pvg+는/etm
상황이잖아요.	상황/ncn+이/jp+지/ecx+않/px+아/ef+요/jxf+./sf
약속시간에	약속/ncn+시간/ncn+에/jca
늦거나	늦/pvg+거나/ecc
호출에	호출/ncn+에/jca
응답하지	응답/ncpa+하/xsv+지/ecx
않아	않/px+아/ecs
아는	알/pvg+는/etm
사람이	사람/ncn+이/jcs
항의의	항의/ncn+의/jcm
표시로	표시/ncn+로/jca
욕을	욕/ncn+을/jco
남기는	남기/pvg+는/etm
경우는	경우/ncn+는/jxc
덜하지만	덜하/paa+지만/ecs
누가	누/npp+가/jcs
했는지	하/pvg+었/ep+는지/ecs
모를	모르/pvg+ㄹ/etm
경우	경우/ncn
불안할	불안/ncps+하/xsm+ㄹ/etm
수밖에	수/nbn+밖에/jxc
없습니다.	없/paa+습니다/ef+./sf
그러면	그러면/maj
하루종일	하루/ncn+종일/ncn
신경	신경/ncn
쓰여서	쓰이/pvg+어서/ecs
일이	일/ncn+이/jcs
손에	손/ncn+에/jca
안	안/mag
잡히고그래요.	잡히/pvg+고/ef+그래/jxf+요/jxf+./sf
숫자뿐	숫자/ncn+뿐/jxc
아니라	아니/paa+라/ecs
욕을	욕/ncn+을/jco
음성으로	음성/ncn+으로/jca
남기기까지	남기/pvg+기/etn+까지/jxc
합니다.	하/pvg+ㅂ니다/ef+./sf
정신차려	정신/ncn+차리/pvg+어/ef
마!	마/ii+!/sf
머리에	머리/ncn+에/jca
피도	피/ncn+도/jxc
안	안/mag
마른게	마르/pvg++ㄴ/etm
게	거/nbn+이/jcs
모르는	모르/pvg+는/etm
사람이	사람/ncn+이/jcs
연락	연락/ncn
와	오/pvg+아/ecx
가지고	가지/px+고/ecs
욕하고	욕/ncpa+하/xsv+고/ecs
그러면	그러/pvd+면ecs
화가	화/ncn+가/jcs
나거든요.	나/pvg+거든/ef+요/jxf+./sf
사이가	사이/ncn+가/jcs
나쁜	나쁘/paa+ㄴ/etm
사람에게	사람/ncn+에게/jca
화풀이로	화풀이/ncn+로/jca
하는	하/pvg+는/etm
경우가	경우/ncn+가/jcs
많지만	많/paa+지만/ecs
아무	아무/mmd
번호에나	번호/ncn+에/jca+나/jxc
욕을	욕/ncn+을/jco
남기는	남기/pvg+는/etm
경우도	경우/ncn+도/jxc
있습니다.	있/paa+습니다/ef+./sf
그	그/mmd
날	날/ncn
기분	기분/ncn
나쁘면,	나쁘/paa+면/ecs+,/sp
안좋은	안/mag+좋/paa+은/etm
말하고	말/ncpa+하/xsv+고/ecs
1818이라고	1818/nnc+이/jp+라/ef+고/jcr
찍어요.	찍/pvg+어/ef+요/jxf+./sf
이렇게	이렇/pad+게/ecs
모르는	모르/pvg+는/etm
사람으로부터	사람/ncn+으로/jca+부터/jxc
욕을	욕/ncn+을/jco
먹어	먹/pvg+어/ecs
기분이	기분/ncn+이/jcs
상하지만	상하/pvg+지만/ecs
누가	누/npp+가/jcs
했는지를	하/pvg+었/ep+는지/ecs+를/jco
알아낼	알/pvg+아/ecx+내/px+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
방법은	방법/ncn+은/jxc
거의	거의/mag
없습니다.	없/paa+습니다/ef+./sf
통신회사에	통신/ncn+회사/ncn+에/jca
항의해	항의/ncpa+하/xsv+어/ecx
보지만	보/px+지만/ecs
별	별/mma
방법이	방법/ncn+이/jcs
없고	없/paa+고/ecc
경찰도	경찰/ncn+도/jxc
범죄에	범죄/ncn+에/jca
관련되지	관련/ncpa+되/xsv+지/ecx
않는	않/px+는/etm
한	한/nbn
발신지	발신/ncn+지/xsn
추적을	추적/ncn+을/jco
하지	하/pvg+지/ecx
않습니다.	않/px+습니다/ef+./sf
