<tdmsfile>
<tdmsfile>
지금	지금/mag
'1000'이라면	'/sl+1000/nnc+'/sr+이/jp+라면/ecs
이미	이미/mag
끝나	끝나/pvg+아/ecx
버린	버리/px+ㄴ/etm
완벽한	완벽/ncps+하/xsm+ㄴ/etm
느낌이	느낌/ncn+이/jcs
드는	들/pvg+는/etm
데	데/nbn
'999'는	'/sl+999/nnc+'/sr+는/jxc
아직	아직/mag
가능성이	가능/ncn+성/xsn+이/jcs
있는	있/paa+는/etm
것	것/nbn
같잖아요.	같/paa+지/ecs+않/paa+아/ef+요/jxf+./sf
완벽한	완벽/ncps+하/xsm+ㄴ/etm
쪽으로	쪽/nbn+으로/jca
가고	가/pvg+고/ecx
싶은	싶/px+은/etm
제생각을	제/npp+생각/ncn+을/jco
'999'란	'/sl+999/nnc+'/sr+라/ef+ㄴ/etm
숫자에	숫자/ncn+에/jca
담았습니다."	담/pvg+았/ep+습니다/ef+./sf+"/sr
사실	사실/ncn
작년	작년/ncn
이중섭미술상을	이중섭미술상/nq+을/jco
받고	받/pvg+고/ecc
윤씨는	윤/nq+씨/xsn+는/jxc
반년을	반년/ncn+을/jco
고민	고민/ncn
속에	속/ncn+에/jca
허송세월했다.	허송세월/ncpa+하/xsv+었/ep+다/ef+./sf
물론	물론/mag
바쁘기도	바쁘/paa+기/etn+도/jxc
했다.	하/pvg+었/ep+다/ef+./sf+./sf
일본	일본/nq
가마쿠라화랑에서	가마쿠라화랑/nq+에서/jca
개인전을	개인/ncn+전/xsn+을/jco
열었고,	열/pvg+었/ep+고/ecc+,/sp
국내	국내/ncn
외에서	외/ncn+에서/jca
서너	서너/nnc
차례의	차례/nbu+의/jcm
그룹전에도	그룹/ncn+전/xsn+에/jca+도/jxc
참가했다.	참가/ncpa+하/xsv+었/ep+다/ef+./sf+./sf
국립현대미술관이	국립현대미술관/nq+이/jcs
13일부터	13/nno+일/nbu+부터/jxc
내년	내년/ncn
1월20일까지	1/nno+월/ncn+20/nno+일/nbu+까지/jxc
미국	미국/nq
하트포드대	하트포드대/nq
조셀로프갤러리에서	조셀로프갤러리/nq+에서/jca
여는	열/pvg+는/etm
한국현대미술전에도	한국현대미술전/nq+에/jca+도/jxc
출품했다.	출품/ncpa+하/xsv+었/ep+다/ef+./sf+./sf
그러나	그러나/maj
그의	그/npp+의/jcm
고민은	고민/ncn+은/jxc
시간이	시간/ncn+이/jcs
없어서가	없/paa+어서/ecs+가/jcc
아니라	아니/paa+라/ecs
이중섭	nq[이중섭/nq
미술상의	미술/ncn+상/ncn]nq+의/jcm
첫	첫/mma
여성수상자로서	여성/ncn+수상/ncn+자/xsn+로서/jca
그동안	그/mmd+동안/ncn
천착해	천착/ncpa+하/xsv+어/ecx
온	오/px+ㄴ/etm
현대	현대/ncn
한국	한국/nq
사회에서의	사회/ncn+에서/jca+의/jcm
여성의	여성/ncn+의/jcm
문제와	문제/ncn+와/jcj
수상의	수상/ncn+의/jcm
의미를	의미/ncn+를/jco
어떻게	어떻게/mad
조화시키느냐는	조화/ncpa+시키/xsv+느냐/ef+는/etm
쪽이었다.	쪽/nbn+이/jp+었/ep+다/ef+./sf
6개월의	6/nnc+개월/nbu+의/jcm
긴	길/paa+ㄴ/etm
고민	고민/ncn
끝에	끝/ncn+에/jca
그는	그/npp+는/jxc
지난	지나/pvg+ㄴ/etm
4월	4/nno+월/nbu
말부터	말/ncn+부터/jxc
자리를	자리/ncn+를/jco
털고	털/pvg+고/ecc
일어나	일어나/pvg+아/ecs
붓을	붓/ncn+을/jco
잡았다.	잡/pvg+았/ep+다/ef+./sf
여인상	여인/ncn+상/xsn
1천개를	1천/nnc+개/nbu+를/jco
깎고	깎/pvg+고/ecc
그리기--.	그리/pvg+기/etn+--/sd+./sr
"그냥	"/sl+그냥/mag
나무토막이지만	나무/ncn+토막/ncn+이/jp+지만/ecs
거기에	거기/npd+에/jca
얼굴을	얼굴/ncn+을/jco
그리고	그리/pvg+고/ecc
눈을	눈/ncn+을/jco
그려넣으면	그리/pvg+어/ecx+넣/pvg+으면/ecs
말을	말/ncn+을/jco
하는	하/pvg+는/etm
것	것/nbn
같았어요.	같/paa+았/ep+어/ef+요/jxf+./sf
나무토막	나무/ncn+토막/ncn
속에서	속/ncn+에서/jca
춤추고	춤/ncn+추/pvg+고/ecc
기뻐하며	기뻐/ncps+하/xsm+며/ecc
질긴	질기/paa+ㄴ/etm
생명력을	생명/ncn+력/xsn+을/jco
보여주는	보이/pvg+어/ecx+주/px+는/etm
그들을	그/npp+들/xsn+을/jco
만들면서	만들/pvg+면서/ecc
한없이	한/ncn+없/paa+이/xsa
즐거웠어요.	즐겁/paa+었/ep+어요/ef+./sf
어떻게	어떻게/mad
6개월이	6/nnc+개월/nbu+이/jcs
흘렀는지	흐르/pvg+었/ep+는지/ecs
모를	모르/pvg+ㄹ/etm
정도였습니다."	정도/ncn+이/jp+었/ep+습니다/ef+./sf+"/sf
디스플레이	디스플레이/ncn
방식도	방식/ncn+도/jxc
독특하다.	독특/ncps+하/xsm+다/ef+./sf
전시장	전시/ncn+장/xsn
조명은	조명/ncn+은/jxc
거의	거의/mag
다	다/mag
끄고	끄/pvg+고/ecc
입구쪽에	입구/ncn+쪽/nbn+에/jca
할로겐	할로겐/ncn
전등	전등/ncn
대여섯개를	대여섯/nnc+개/nbu+를/jco
밝혔다.	밝히/pvg+었/ep+다/ef+./sf
시인	시인/ncn
김혜순씨의	김혜순/nq+씨/xsn+의/jcm
'딸을	'/sr+딸/ncn+을/jco
낳던	낳/pvg+던/etm
날의	날/ncn+의/jcm
기억'	기억/ncn+'/sl
이란	이/jp+라/ef+ㄴ/etm
시에	시/ncn+에/jca
국악	국악/ncn
작곡가	작곡/ncn+가/xsn
이정란씨가	이정란/nq+씨/xsn+가/jcs
곡을	곡/ncn+을/jco
붙인	붙이/pvg+ㄴ/etm
음악이	음악/ncn+이/jcs
흐른다.	흐르/pvg+ㄴ다/ef+./sf
각각의	각각/ncn+의/jcm
여성상이	여성/ncn+상/xsn+이/jcs
스포트라이트를	스포트라이트/ncn+를/jco
받고	받/pvg+고/ecc
그	그/mmd
뒤로	뒤/ncn+로/jca
그림자를	그림자/ncn+를/jco
흘리는	흘리/pvg+는/etm
전시장은	전시/ncn+장/xsn+은/jxc
빛의	빛/ncn+의/jcm
씨를	씨/ncn+를/jco
뿌리는	뿌리/pvg+는/etm
듯한	듯/nbn+하/xsm+ㄴ/etm
명상적이고	명상/ncn+적/xsn+이/jp+고/ecc
영적인	영/ncn+적/xsn+이/jp+ㄴ/etm
공간으로	공간/ncn+으로/jca
자연스럽게	자연/ncpa+스럽/xsm+게/ecs
바뀌어	바뀌/pvg+어/ecx
간다.	가/px+ㄴ다/ef+./sf
윤씨는	윤/nq+씨/xsn+는/jxc
조선일보미술관	조선일보미술관/nq
전시가	전시/ncn+가/jcs
끝난	끝나/pvg+ㄴ/etm
후엔	후/nbn+에/jca+ㄴ/jxc
서울	서울/nq
소격동	소격동/nq
아트스페이스	아트스페이스/nq
서울(02-737-8305)과	서울/nq+(/sl+02/nnc+-/sd+737/nnc+-/sd+8305/nnc+)/sr+과/jcj
서울	서울/nq
관훈동	관훈동/nq
학고재(02-739-4937)에서도	학고재/nq+(/sl+02/nnc+-/sd+739/nnc+-/sd+4937/nnc+)/sr+에서/jca+도/jxc
연장	연장/ncn
전시한다.	전시/ncpa+하/xsv+ㄴ다/ecs
조선일보미술관이	조선일보미술관/nq+이/jcs
똑같은	똑같/paa+은/etm
포맷의	포맷/ncn+의/jcm
작품으로	작품/ncn+으로/jca
꾸며진다면	꾸미/pvg+어/ecx+지/px+ㄴ다면/ecs
연장	연장/ncn
전시에서는	전시/ncn+에서/jca+는/jxc
핑크빛	핑크/ncn+빛/ncn
소파에	소파/ncn+에/jca
쇠못이	쇠/ncn+못/ncn+이/jcs
튀어나와	튀/pvg+어/ecs+나오/pvg+아/ecs
앉을	앉/pvg+을/etm
수	수/nbn
없게	없/paa+게/ecs
돼	되/pvg+어/ecx
있는	있/px+는/etm
설치작품	설치/ncn+작품/ncn
'핑크소파'	'/sl+핑크소파/nq+'/sr
등	등/nbn
다양한	다양/ncps+하/xsm+ㄴ/etm
방식으로	방식/ncn+으로/jca
여성문제를	여성/ncn+문제/ncn+를/jco
다룬	다루/pvg+ㄴ/etm
작품들도	작품/ncn+들/xsn+도/jxc
선보여	선/ncn+보이/pvg+어/ecs
윤씨의	윤/nq+씨/xsn+의/jcm
다채로운	다채/ncn+롭/xsm+ㄴ/etm
작품세계를	작품/ncn+세계/ncn+를/jco
엿보게	엿보/pvg+게/ecx
한다.	하/px+ㄴ다/ef+./sf
윤씨는	윤/nq+씨/xsn+는/jxc
"미술이	"/sl+미술/ncn+이/jcs
위대하다고까지는	위대/ncps+하/xsm+다/ef+고/jcr+까지/jxc+는/jxc
주장하고	주장/ncpa+하/xsv+고/ecx
싶지	싶/px+지/ecx
않다"며	않/px+다/ef+"/sr+며/ecs
"다만	"/sl+다만/maj
내	내/npp
작품이	작품/ncn+이/jcs
사람들을	사람/ncn+들/xsn+을/jco
위로할	위로/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
정도만	정도/ncn+만/jxc
돼도	되/pvg+어도/ecs
좋겠다"고	좋/paa+겠/ep+다/ef+"/sr+고/jcr
말했다.	말/ncpa+하/xsv+었/ep+다/ef+./sf
환자가	환자/ncn+가/jcs
집에서	집/ncn+에서/jca
병원의	병원/ncn+의/jcm
의사로부터	의사/ncn+로부터/jca
진료를	진료/ncn+를/jco
받는	받/pvg+는/etm
원격	원격/ncn
화상진료가	화상/ncn+진료/ncn+가/jcs
내달	내달/ncn
초	초/nbn
도입된다.	도입/ncpa+되/xsv+ㄴ다/ef+./sf
가톨릭의대	가톨릭의대/nq
여의도성모병원은	여의도성모병원/nq+은/jxc
오는	오/pvg+는/etm
12월1일부터	12/nno+월/ncn+1/nno+일/nbu+부터/jxc
서울	서울/nq
여의도지역	여의도/nq+지역/ncn
3백90가구를	3백/nnc+90/nnc+가구/nbu+를/jco
대상으로	대상/ncn+으로/jca
영상전화를	영상/ncn+전화/ncn+를/jco
통한	통하/pvg+ㄴ/etm
원격	원격/ncn
의료서비스를	의료/ncn+서비스/ncn+를/jco
제공한다고	제공/ncpa+하/xsv+ㄴ다/ef+고/jcr
11일	11/nno+일/nbu
밝혔다.	밝히/pvg+었/ep+다/ef+./sf
성모병원측은	성모병원/nq+측/xsn+은/jxc
"이	"/sl+이/mmd
경우	경우/ncn
병원의	병원/ncn+의/jcm
의사는	의사/ncn+는/jxc
영상전화를	영상/ncn+전화/ncn+를/jco
통해	통하/pvg+어/ecs
집에	집/ncn+에/jca
있는	있/paa+는/etm
환자와	환자/ncn+와/jct
마주보며	마주/mag+보/pvg+며/ecc
문진하거나	문진/ncpa+하/xsm+거나/ecc
환자의	환자/ncn+의/jcm
안색,	안색/ncn+,/sp
눈빛,	눈빛/ncn+,/sp
피부	피부/ncn
등을	등/nbn+을/jco
살펴	살피/pvg+어/ecs
초보적인	초보/ncn+적/xsn+이/jp+ㄴ/etm
진료를	진료/ncn+를/jco
할	하/pvg+ㄹ/etm
계획"이라고	계획/ncn+"/sr+이/jp+라/ef+고/jcr
말했다.	말/ncpa+하/xsv+었/ep+다/ef+./sf
병원측은	병원/ncn+측/xsn+은/jxc
"이같은	"/sl+이/npd+같/paa+은/etm
원격화상진료는	원격/ncn+화상/ncn+진료/ncn+는/jxc
한국통신	한국통신/nq
멀티미디어	멀티미디어/ncn
시범사업의	시범/ncn+사업/ncn+의/jcm
하나로	하나/ncn+로/jca
이루어지며	이루/pvg+어/ecx+지/px+며/ecc
성모병원과	성모병원/nq+과/jcj
각	각/mma
가입	가입/ncn
가구는	가구/ncn+는/jxc
광케이블로	광/ncn+케이블/ncn+로/jca
연결된다"고	연결/ncpa+되/xsv+ㄴ다/ef+"/sr+고/jcr
밝혔다.	밝히/pvg+었/ep+다/ef+./sf
원격화상진료는	원격/ncn+화상/ncn+진료/ncn+는/jxc
98년6월까지	98/nno+년/nbu+6/nno+월/nbu+까지/jxc
여의도지역	여의도/nq+지역/ncn
시범사업을	시범/ncn+사업/ncn+을/jco
거친	거치/pvg+ㄴ/etm
뒤	뒤/ncn
점차	점차/mag
대상지역을	대상/ncn+지역/ncn+을/jco
확대할	확대/ncpa+하/xsv+ㄹ/etm
예정인	예정/ncn+이/jp+ㄴ/etm
것으로	것/nbn+으로/jca
알려졌다.	알리/pvg+어/ecx+지/px+었/ep+다/ef+./sf
우리나라에선	우리/npp+나라/ncn+에서/jca+ㄴ/etm
옛날부터	옛날/ncn+부터/jxc
남자의	남자/ncn+의/jcm
코와	코/ncn+와/jcj
성기를	성기/ncn+를/jco
빗대	빗대/pvg+어/ecs
말하는	말/ncpa+하/xsv+는/etm
우스갯소리가	우스갯소리/ncn+가/jcs
있다.	있/paa+다/ef+./sf
이와	이/npd+와/jct
비슷한	비슷하/paa+ㄴ/etm
속담이	속담/ncn+이/jcs
서양에도	서양/ncn+에/jca+도/jxc
있다.	있/paa+다/ef+./sf
남자의	남자/ncn+의/jcm
신발이나	신발/ncn+이나/jcj
장갑이	장갑/ncn+이/jcs
크면	크/paa+면/ecs
은밀한	은밀/ncps+하/xsm+ㄴ/etm
부분도	부분/ncn+도/jxc
크다는	크/paa+다/ef+는/etm
것.	것/nbn+./sf
이같은	이/mmd+같/paa+은/etm
우스갯소리들이	우스갯소리/ncn+들/xsn+이/jcs
유전학적으로	유전/ncn+학/xsn+적/xsn+으로/jca
전혀	전혀/mag
근거가	근거/ncn+가/jcs
없지만은	없/paa+지/ecx+만/jxc+은/jxc
않다는	않/px+다/ef+는/etm
사실이	사실/ncn+이/jcs
지난	지나/pvg+ㄴ/etm
6일자	6/nno+일/nbu+자/nbn
영국의	영국/nq+의/jcm
과학저널	과학/ncn+저널/ncn
'네이처'에	'/sr+네이처/nq+'/sr+에/jca
실린	실리/pvg+ㄴ/etm
한	한/nnc
논문에서	논문/ncn+에서/jca
밝혀	밝히/pvg+어/ecx
졌다.	지/px+었/ep+다/ef+./sf
스위스	스위스/nq
제네바대학의	제네바대학/nq+의/jcm
발생생물학자	발생/ncn+생물/ncn+학자/ncn
데니스	nq[데니스/nq
듀볼	듀볼/nq]nq
교수팀은	교수/ncn+팀/ncn+은/jxc
이	이/mmd
논문에서	논문/ncn+에서/jca
남자의	남자/ncn+의/jcm
성기	성기/ncn
크기는	크기/ncn+는/jxc
손가락이나	손가락/ncn+이나/jcj
발가락의	발가락/ncn+의/jcm
크기를	크기/ncn+를/jco
결정짓는	결정/ncn+짓/pvg+는/etm
유전자에	유전/ncn+자/xsn+에/jca
의해	의하/pvg+어/ecs
결정된다고	결정/ncpa+되/xsv+ㄴ다/ef+고/jcr
주장했다.	주장/ncpa+하/xsv+었/ep+다/ef+./sf
이들은	이/npd+들/xsn+은/jxc
혹스(HOX)계에	혹스/nq+(/sl+HOX/f+)/sr+계/xsn+에/jca
속하는	속하/pvg+는/etm
유전자가	유전/ncn+자/xsn+가/jcs
포유류	포유/ncn+류/xsn
수정란에게	수정/ncn+란/ncn+에게/jca
손-발가락의	손/ncn+-/sd+발가락/ncn+의/jcm
발현을	발현/ncn+을/jco
지시할	지시/ncpa+하/xsv+ㄹ/etm
뿐만	뿐/nbn+만/jxc
아니라,	아니/paa+라/ecs+,/sp
외성기	외성기/ncn
모양의	모양/ncn+의/jcm
발달까지도	발달/ncn+까지/jxc+도/jxc
지령하는	지령/ncpa+하/xsv+는/etm
것으로	것/nbn+으로/jca
동물실험	동물/ncn+실험/ncn
결과	결과/ncn
확인됐다고	확인/ncpa+되/xsv+었/ep+다/ef+고/jcr
밝혔다.	밝히/pvg+었/ep+다/ef+./sf
한마디로	한마디/ncn+로/jca
손-발가락과	손/ncn+-/sd+발가락/ncn+과/jcj
남자	남자/ncn
성기는	성기/ncn+는/jxc
동일한	동일/ncps+하/xsm+ㄴ/etm
원시	원시/ncn
유전자의	유전/ncn+자/xsn+의/jcm
통제하에	통제/ncn+하/xsn+에/jca
진화돼	진화/ncpa+되/xsv+어/ecx
나왔다는	나오/px+았/ep+다/ef+는/etm
것.	것/nbn+./sf
이들은	이/npd+들/xsn+은/jxc
실험용	실험/ncn+용/xsn
생쥐에	생쥐/ncn+에/jca
4가지	4/nnc+가지/nbu
HOX계	HOX/f+계/xsn
유전자를	유전/ncn+자/xsn+를/jco
제거한	제거/ncpa+하/xsv+ㄴ/etm
다음	다음/ncn
암수를	암수/ncn+를/jco
교접시켰더니,	교접/ncpa+시키/xsv+었/ep+더니/ecs+,/sp
그	그/mmd
새끼들은	새끼/ncn+들/xsn+은/jxc
모두	모두/ncn
손-발가락과	손/ncn+-/sd+발가락/ncn+과/jcj
성기가	성기/ncn+가/jcs
없이	없/paa+이/ecs
태어났다고	태어나/pvg+았/ep+다/ef+고/ecs
말했다.	말/ncpa+하/xsv+었/ep+다/ef+./sf+./sf
듀볼	듀볼/nq
교수와	교수/ncn+와/jcj
프랑스	프랑스/nq
유전학	유전/ncn+학/xsn
및	및/maj
분자-세포생물학연구소의	nq[분자/ncn+-/sd+세포/ncn+생물/ncn+학/xsn+연구/ncn+소/xsn]nq+의/jcm
피에르	nq[피에르/nq
샹봉	샹봉/nq]nq
박사는	박사/ncn+는/jxc
지난	지나/pvg+ㄴ/etm
91년,	91/nno+년/nbu+,/sp
HOX계	HOX/f+계/xsn
유전자가	유전/ncn+자/xsn+가/jcs
변이를	변이/ncn+를/jco
일으킨	일으키/pvg+ㄴ/etm
생쥐의	생쥐/ncn+의/jcm
손-발가락과	손/ncn+-/sd+발가락/ncn+과/jcj
성기가	성기/ncn+가/jcs
기형인	기형/ncn+이/jp+ㄴ/etm
것을	것/nbn+을/jco
발견,	발견/ncn+,/sp
손-발가락과	손/ncn+-/sd+발가락/ncn+과/jcj
남성	남성/ncn
성기는	성기/ncn+는/jxc
동종에	동종/ncn+에/jca
속한다고	속하/pvg+ㄴ다/ef+고/ecs
처음	처음/ncn
발표한	발표/ncpa+하/xsv+ㄴ/etm
바	바/nbn
있다.	있/paa+다/ef+./sf
21세기를	21/nno+세기/nbu+를/jco
이끌어갈	이끌/pvg+어/ecs+가/pvg+ㄹ/etm
모험적인	모험/ncn+적/xsn+이/jp+ㄴ/etm
연구테마를	연구/ncn+테마/ncn+를/jco
육성하기	육성/ncpa+하/xsv+기/etn
위해	위하/pvg+어/ecs
마련한	마련/ncpa+하/xsv+ㄴ/etm
'창의적	'/sl+창의/ncn+적/xsn
연구진흥사업'의	연구/ncn+진흥/ncn+사업/ncn+'/sr+의/jcm
지원대상	지원/ncn+대상/ncn
과제	과제/ncn
27개가	27/nnc+개/nbu+가/jcs
최종	최종/ncn
선정됐다고	선정/ncpa+되/xsv+었/ep+다/ef+고/jcr
과기처가	과기처/nq+가/jcs
11일	11/nno+일/nbu
발표했다.	발표/ncpa+하/xsv+었/ep+다/ef+./sf
이	이/mmd
연구테마들은	연구/ncn+테마/ncn+들/xsn+은/jxc
우리나라의	우리/npp+나라/ncn+의/jcm
국가	국가/ncn
연구개발을	연구/ncn+개발/ncn+을/jco
'모방에서	'/sl+모방/ncn+에서/jca
창조로'	창조/ncn+로/jca+'/sl
바꿔	바꾸/pvg+어/ecs
새로운	새롭/paa+은/etm
기술혁신의	기술/ncn+혁신/ncn+의/jcm
견인차	견인/ncn+차/ncn
역할을	역할/ncn+을/jco
할	하/pvg+ㄹ/etm
것으로	것/nbn+으로/jca
기대된다.	기대/ncpa+되/xsv+ㄴ다/ef+./sf
27개	27/nnc+개/nbu
과제	과제/ncn
가운데	가운데/nbn
불확실성이	불/xp+확실/ncn+성/xsn+이/jcs
큰	크/paa+ㄴ/etm
15개는	15/nnc+개/nbu+는/jxc
'씨앗형'	'/sl+씨앗/ncn+형/xsn+'/sl
연구과제.	연구/ncn+과제/ncn+./sf
정부는	정부/ncn+는/jxc
씨앗형	씨앗/ncn+형/xsn
과제에	과제/ncn+에/jca
대해서는	대하/pvg+어서/ecs+는/jxc
우선	우선/mag
3년간	3/nnc+년/nbu+간/nbn
지원한	지원/ncpa+하/xsv+ㄴ/etm
다음	다음/ncn
평가를	평가/ncn+를/jco
거쳐	거치/pvg+어/ecs
추가지원	추가/ncn+지원/ncn
여부를	여부/ncn+를/jco
결정하게	결정/ncpa+하/xsv+게/ecx
된다.	되/px+ㄴ다/ef+./sf
10명	10/nnc+명/nbu
미만의	미만/ncn+의/jcm
인원으로	인원/ncn+으로/jca
구성된	구성/ncpa+되/xsv+ㄴ/etm
씨앗팀은	씨앗/ncn+팀/ncn+은/jxc
연간	연간/ncn
약	약/mma
5억원의	5억/nnc+원/nbu+의/jcm
연구비를	연구/ncn+비/xsn+를/jco
받는다.	받/pvg+는다/ef+./sf
과기처는	과기처/nq+는/jxc
줄기형	줄기/ncn+형/xsn
연구과제에	연구/ncn+과제/ncn+에/jca
대해서는	대하/pvg+어서/ecs+는/jxc
3년씩의	3/nnc+년/nbu+씩/xsn+의/jcm
중간평가를	중간/ncn+평가/ncn+를/jco
거쳐	거치/pvg+어/ecs
최장	최장/ncn
9년간	9/nnc+년/nbu+간/xsn
지원할	지원/ncpa+하/xsv+ㄹ/etm
예정이다.	예정/ncn+이/jp+다/ef+./sf
과제	과제/ncn
책임자에	책임/ncn+자/xsn+에/jca
대해서는	대하/pvg+어서/ecs+는/jxc
강의시간을	강의/ncn+시간/ncn+을/jco
주당	주/ncn+당/xsn
3시간	3/nnc+시간/nbu
이내로	이내/ncn+로/jca
제한하고,	제한/ncpa+하/xsv+고/ecc+,/sp
외부	외부/ncn
연구인력을	연구/ncn+인력/ncn+을/jco
60%이상	60/nnc+%/su+이상/ncn
구성토록	구성/ncpa+하/xsv+도록/ecs
했다.	하/px+었/ep+다/ef+./sf
과제	과제/ncn
책임자를	책임/ncn+자/xsn+를/jco
기관별로	기관/ncn+별/xsn+로/jca
보면	보/pvg+면/ecs
서울대가	서울대/nq+가/jcs
10개로	10/nnc+개/nbu+로/jca
가장	가장/mag
많았다.	많/paa+았/ep+다/ef+./sf
이어	잇/pvg+어/ecs
포항공대	포항공대/nq
4개,	4/nnc+개/nbu+,/sp
과학기술원	과학기술원/nq
3개,	3/nnc+개/nbu+,/sp
고려대	고려대/nq
2개	2/nnc+개/nbu
등의	등/nbn+의/jcm
순서였다.	순서/ncn+이/jp+었/ep+다/ef+./sf
1개	1/nnc+개/nbu
과제씩을	과제/ncn+씩/xsn+을/jco
따낸	따/pvg+아/ecx+내/px+ㄴ/etm
기관은	기관/ncn+은/jxc
연세대,	연세대/nq+,/sp
전북대,	전북대/nq+,/sp
울산대,	울산대/nq+,/sp
배재대,	배재대/nq+,/sp
표준과학원,	표준과학원/nq,/sp
생명공학연	생명공학연구소/nq+,/sp
삼성종합기술원	삼성종합기술원/nq
등.	등/nbn+./sf
미국립보건원(NIH)에서	미국립보건원/nq+(/sl+NIH/f+)/sr+에서/jca
연구하는	연구/ncpa+하/xsv+는/etm
유승현박사도	유승현/nq+박사/ncn+도/jxc
선정됐는데,	선정/ncpa+되/xsv+었/ep+는데/ecs+,/sp
그는	그/npp+는/jxc
이를	이/npd+를/jco
계기로	계기/ncn+로/jca
귀국해	귀국/ncpa+하/xsv+어/ecs
과기원에서	과기원/nq+에서/jca
연구를	연구/ncn+를/jco
계속할	계속/ncpa+하/xsv+ㄹ/etm
예정이다.	예정/ncn+이/jp+다/ef+./sf
선정위원회는	선정/ncn+위원/ncn+회/xsn+는/jxc
대학들이	대학/ncn+들/xsn+이/jcs
압도적으로	압도/ncn+적/xsn+으로/jca
많은데	많/paa+은데/ecs
대해	대하/pvg+어/ecs
"우수한	"/sl+우수/ncps+하/xsm+ㄴ/etm
젊은	젊/paa+은/etm
과학자들이	과학/ncn+자/xsn+들/xsn+이/jcs
대학에	대학/ncn+에/jca
많이	많이/mag
몰린	몰리/pvg+ㄴ/etm
현상을	현상/ncn+을/jco
반영하고	반영/ncpa+하/xsv+고/ecx
있다"고	있/px+다/ef+"/sr+고/jcr
분석했다.	분석/ncpa+하/xsv+었/ep+다/ef+./sf
해외과학자를	해외/ncn+과학/ncn+자/xsn+를/jco
대상으로	대상/ncn+으로/jca
한	하/pvg+ㄴ/etm
홍보활동	홍보/ncn+활동/ncn
결과,	결과/ncn+,/sp
해외에서	해외/ncn+에서/jca
15건이	15/nnc+건/nbu+이/jcs
응모하는	응모/ncpa+하/xsv+는/etm
등	등/nbn
이번	이/mmd+번/nbn
연구사업에	연구/ncn+사업/ncn+에/jca
대한	대하/pvg+ㄴ/etm
응모건수는	응모/ncn+건수/ncn+는/jxc
모두	모두/mag
4백13건이나	4백13/nnc+건/nbu+이나/jcj
됐다.	되/pvg+었/ep+다/ef+./sf
북한은	북한/nq+은/jxc
심각한	심각/ncps+하/xsm+ㄴ/etm
경제난	경제/ncn+난/xsn
타개를	타개/ncn+를/jco
위해	위하/pvg+어/ecs
마약을	마약/ncn+을/jco
대량	대량/ncn
제조해	제조/ncpa+하/xsv+어/ecs
국제적으로	국제/ncn+적/xsn+으로/jca
유통시키고	유통/ncpa+시키/xsv+고/ecx
있다고	있/px+다/ef+고/ecs
국가안전기획부가	국가안전기획부/nq+가/jcs
분석했다.	분석/ncpa+하/xsv+었/ep+다/ef+./sf
국가안전기획부는	국가안전기획부/nq+는/jxc
'마약류	'/sl+마약/ncn+류/xsn
퇴치	퇴치/ncn
워크숍'을	워크숍/ncn+'/sr+을/jco
위해	위하/pvg+어/ecx
만든	만들/px+ㄴ/etm
'세계	'/sl+세계/ncn
마약류	마약/ncn+류/xsn
생산과	생산/ncn+과/jcj
밀매실태'	밀매/ncn+실태/ncn+'/sl
정보자료집에서	정보/ncn+자료/ncn+집/xsn+에서/jca
북한이	북한/nq+이/jcs
식량난	식량/ncn+난/xsn
등	등/nbn
타개를	타개/ncn+를/jco
위해	위하/pvg+어/ecs
아편과	아편/ncn+과/jcj
필로폰	필로폰/ncn
등을	등/nbn+을/jco
대량	대량/ncn
제조해	제조/ncpa+하/xsv+어/ecs
세계	세계/ncn
각국에	각국/ncn+에/jca
밀매하고	밀매/ncpa+하/xsv+고/ecs
있다고	있/paa+다/ef+고/ecs
12일	12/nno+일/nbu
밝혔다.	밝히/paa+었/ep+다/ef+./sf
안기부	안기부/nq
자료집에	자료/ncn+집/xsn+에/jca
따르면	따르/pvg+면/ecs
북한은	북한/nq+은/jxc
최근	최근/mag
유럽	유럽/nq
등지에서	등지/nbn+에서/jca
필로폰	필로폰/ncn
원료인	원료/ncn+이/jp+ㄴ/etm
염산	염산/ncn
에페드린을	에페드린/ncn+을/jco
밀반입,	밀반입/ncn+,/sp
필로폰을	필로폰/ncn+을/jco
만든	만들/pvg+ㄴ/etm
뒤	뒤/ncn
일본	일본/nq
등지로	등지/nbn+로/jca
밀수출하고	밀수출/ncpa+하/xsv+고/ecx
있다.	있/px+다/ef+./sf
북한은	북한/nq+은/jxc
70년대	70/nno+년대/nbu
초	초/ncn
미얀마	미얀마/nq
등지에서	등지/nbn+에서/jca
아편을	아편/ncn+을/jco
구입해	구입/ncpa+하/xsv+어/ecs
제3국에	제/xp+3/nno+국/nbu+에/jca
