<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0146.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0146.txt </filename>
<title>정보화사회와 글로벌도시  </title>
<author>원제무, 박용훈 공저  </author>
<date> 1993 </date>
<publisher>박영사  </publisher>
<kdc>331.541  </kdc>
<ddc> 303.483 </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
국제환경	국제/ncn+환경/ncn
사회의	사회/ncn+의/jcm
전구성원에게	전/mma+구성/ncn+원/xsn+에게/jca
파고들	파/pvg+고/ecs+들/pvg
것이며	것/nbn+이/jp+며/ecc
,	,/sp
이것이	이것/npd+이/jcs
질병	질병/ncn
아닌	아니/paa+ㄴ/etm
병으로	병/ncn+으로/jca
분류되면서	분류/ncpa+되/xsv+면서/ecc
새로운	새롭/paa+ㄴ/etm
문제를	문제/ncn+를/jco
야기시킬	야기/ncpa+시키/xsv+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
스트레스가	스트레스/ncn+가/jcs
고조된	고조/ncpa+되/xsv+ㄴ/etm
사회에서는	사회/ncn+에서/jca+는/jxc
일의	일/ncn+의/jcm
능률과	능률/ncn+과/jcj
생산성이	생산/ncn+성/ncn+이/jcs
저하될	저하/ncpa+되/xsv+ㄹ/etm
뿐	뿐/nbn
아니라	아니/paa+라/ecs
직장과	직장/ncn+과/jcj
가정의	가정/ncn+의/jcm
생활의	생활/ncn+의/jcm
활기를	활기/ncn+를/jco
잃게	잃/pvg+게/ecs
되기	되/pvg+기/etn
때문에	때문/nbn+에/jca
스트레스를	스트레스/ncn+를/jco
추방하는	추방/ncpa+하/xsv+는/etm
일은	일/ncn+은/jxc
사회전체적인	사회/ncn+전체/ncn+적/xsn+이/jp+ㄴ/etm
바램이	바라/pvg+ㅁ/etn+이/jcc
될	되/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
따라서	따라서/maj
미래사회에는	미래/ncn+사회/ncn+에/jca+는/jxc
만연된	만연/ncpa+되/xsv+ㄴ/etm
스트레스를	스트레스/ncn+를/jco
퇴치하기	퇴치/ncpa+하/xsv+기/etn
위한	위하/pvg+ㄴ/etm
방법으로	방법/ncn+으로/jca
릴렉세이션	릴렉세이션/ncn
비지니스가	비지니스/ncn+가/jcs
성행하게	성행/ncpa+하/xsv+게/ecs
될	되/pvg+ㄹ/etm
것이며	것/nbn+이/jp+며/ecc
다양하고	다양/ncps+하/xsm+고/ecc
고급화된	고급/ncn+화/xsn+되/xsv+ㄴ/etm
레저수요를	레저/ncn+수요/ncn+를/jco
충족시키기	충족/ncpa+시키/xsv+기/etn
위하여	위하/pvg+어/ecs
리조트마켓도	리조트마켓/ncn+도/jxc
새로운	새롭/paa+ㄴ/etm
변화를	변화/ncn+를/jco
시도	시도/ncn
할	하/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
스트레스를	스트레스/ncn+를/jco
치유하는	치유/ncpa+하/xsv+는/etm
릴렉세이션	릴렉세이션/ncn
비즈니스는	비즈니스/ncn+는/jxc
지각을	지각/ncn+을/jco
자극하여	자극/ncpa+하/xsv+어/ecx
정신과	정신/ncn+과/jcj
신체의	신체/ncn+의/jcm
긴장을	긴장/ncn+을/jco
풀어주는	풀/pvg+어/ecx+주/px+는/etm
상품을	상품/ncn+을/jco
주로	주로/mag
제공할	제공/ncpa+하/xsv+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
현재	현재/ncn
개발된	개발/ncpa+되/xsv+ㄴ/etm
릴렉세이션	릴렉세이션/ncn
상품은	상품/ncn+은/jxc
미국과	미국/nq+과/jcj
유럽	유럽/nq
그리고	그리고/maj
일본에서	일본/nq+에서/jca
부분적으로	부분/ncn+적/xsn+으로/jca
인기를	인기/ncn+를/jco
끌고	끌/pvg+고/ecx
있는데	있/px+는데/ecs
이	이/mmd
상품들은	상품/ncn+들/xsn+은/jcs
주로	주로/mag
방향	방향/ncn
,	,/sp
음악	음악/ncn
,	,/sp
마사지	마사지/ncn
,	,/sp
사우나	사우나/ncn
등을	등/nbn+을/jco
이용한	이용/ncpa+하/xsv+ㄴ/etm
것으로서	것/nbn+으로서/jca
앞으로	앞/ncn+으로/jca
새로운	새롭/paa+ㄴ/etm
상품들이	상품/ncn+들/xsn+이/jcs
계속해서	계속/ncpa+하/xsv+어서/ecs
개발될	개발/ncpa+되/xsv+ㄹ/etm
것으로	것/nbn+으로/jca
보인다	보이/pvg+ㄴ다/ef
.	./sf
방향	방향/ncn
(	(/sl
芳香	芳香/ncn
)	)/sr
을	을/jco
이용한	이용/ncpa+하/xsv+ㄴ/etm
상품에는	상품/ncn+에/jca+는/jxc
허브향을	허브/ncn+향/ncn+을/jco
사용하여	사용/ncpa+하/xsv+어/ecx
신경계	신경/ncn+계/xsn
,	,/sp
호흡기관계	호흡/ncn+기관/ncn+계/xsn
,	,/sp
순환계	순환/ncn+계/xsn
,	,/sp
소화기관계	소화/ncn+기관/ncn+계/xsn
등을	등/nbn+을/jco
자극하여	자극/ncpa+하/xsv+어/ecx
치료하는	치료/ncpa+하/xsv+는/etm
아로마테라피	아로마테라피/ncn
(	(/sl
Aromaterapie	Aromaterapie/f
)	)/sr
와	와/jcj
,	,/sp
주방이나	주방/ncn+이나/jcj
침실	침실/ncn
그리고	그리고/maj
거실의	거실/ncn+의/jcm
환경을	환경/ncn+을/jco
새롭게	새롭/paa+게/ecx
하기	하/px+기/etn
위해	위하/pvg+어/ecs
여러	여러/mma
가지	가지/nbu
꽃잎을	꽃잎/ncn+을/jco
말려서	말리/pvg+어서/ecs
작은	작/paa+은/etm
병이나	병/ncn+이나/jcj
주머니에	주머니/ncn+에/jca
넣어	넣/pvg+어/ecs
진열해	진열/ncpa+하/xsv+어/ecs
놓는	놓/pvg+는/etm
포푸리	포푸리/ncn
(	(/sl
Potpourri	Potpourri/f
)	)/sr
향	향/ncn
방향제품이	방향/ncn+제품/ncn+이/jcs
있다	있/paa+다/ef
.	./sf
음악을	음악/ncn+을/jco
이용한	이용/ncpa+하/xsv+ㄴ/etm
상품에는	상품/ncn+에/jca+는/jcs
새소리나	새/ncn+소리/ncn+나/jcj
시냇물	시냇물/ncn
소리같은	소리/ncn+같/paa+은/etm
자연의	자연/ncn+의/jcm
소리를	소리/ncn+를/jco
연구해서	연구/ncpa+하/xsv+어서/ecs
작곡한	작곡/ncpa+하/xsv+ㄴ/etm
환경음과	환경/ncn+음/ncn+과/jcj
릴렉스라는	릴렉스/ncn+라/ef+는/etm
개념으로	개념/ncn+으로/jca
편집된	편집/ncpa+되/xsv+ㄴ/etm
클래식	클래식/ncn
전집	전집/ncn
,	,/sp
릴렉스	릴렉스/ncn
상태의	상태/ncn+의/jcm
뇌파인	뇌파/ncn+이/jp+ㄴ/etm
알파파를	알파/ncn+파/ncn+를/jco
만들어	만들/pvg+어/ecs
콤팩트디스크에	콤팩트디스크/ncn+에/jca
수록한	수록/ncpa+하/xsv+ㄴ/etm
제품	제품/ncn
등이	등/nbn+이/jcs
있고	있/paa+고/ecc
음악을	음악/ncn+을/jco
몸	몸/ncn
전체로	전체/ncn+로/jca
느끼게	느끼/pvg+게/ecx
하는	하/px+는/etm
'	'/sl
보디소닉	보디소닉/ncn
'	'/sl
과	과/jcj
안경같은	안경/ncn+같/paa+은/etm
기기로	기기/ncn+로/jca
뇌파를	뇌파/ncn+를/jco
조절하는	조절/ncpa+하/xsv+는/etm
'	'/sl
신크로나이저	신크로나이저/ncn
'	'/sr
등이	등/nbn+이/jcs
있다	있/paa+다/ef
.	./sf
릴렉세이션	릴렉세이션/ncn
상품에는	상품/ncn+에/jca+는/jxc
이	이/mmd
밖에도	밖/ncn+에도/jca
마사지	마사지/ncn
,	,/sp
사우나를	사우나/ncn+를/jco
포함해서	포함/ncpa+하/xsv+어서/ecs
가벼운	가볍/paa+ㄴ/etm
운동을	운동/ncn+을/jco
프로그램으로	프로그램/ncn+으로/jca
하는	하/pvg+는/etm
스포츠클럽과	스포츠/ncn+클럽/ncn+과/jcj
바닷가의	바닷가/ncn+의/jcm
신선한	신선/ncps+하/xsm+ㄴ/etm
공기	공기/ncn
,	,/sp
바닷물	바닷물/ncn
,	,/sp
바다진흙	바다/ncn+진흙/ncn
등을	등/nbn+을/jco
이용한	이용/ncpa+하/xsv+ㄴ/etm
탈라소테라피등이	탈라소테라피/ncn+등/nbn+이/jcs
있다	있/paa+다/ef
.	./sf
스트레스를	스트레스/ncn+를/jco
풀기	풀/pvg+기/etn
위한	위하/pvg+ㄴ/etm
릴렉세이션	릴렉세이션/ncn
욕구는	욕구/ncn+는/jxc
방향제품이나	방향/ncn+제품/ncn+이나/jcj
음악과	음악/ncn+과/jct
같은	같/paa+은/etm
소극적	소극/ncn+적/xsn
대응	대응/ncn
방식으로는	방식/ncn+으로/jca+는/jxc
처방이	처방/ncn+이/jcs
쉽지	쉽/paa+지/ecx
않을	않/px+을/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
좀	좀/mag
더	더/mag
적극적인	적극/ncn+적/xsn+이/jp+ㄴ/etm
휴양을	휴양/ncn+을/jco
바라는	바라/pvg+는/etm
릴렉세이션	릴렉세이션/ncn
수요는	수요/ncn+는/jxc
도시권에	도시/ncn+권/xsn+에/jca
속해	속하/pvg+어/ecx
있는	있/paa+는/etm
종합적인	종합/ncn+적/xsn+이/jp+ㄴ/etm
레저단지를	레저/ncn+단지/ncn+를/jco
희구하게	희구/ncpa+하/xsv+게/ecs
될	되/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
도시의	도시/ncn+의/jcm
스트레스를	스트레스/ncn+를/jco
풀기	풀/pvg+기/etn
위한	위하/pvg+ㄴ/etm
사람들의	사람/ncn+들/xsn+의/jcm
레저욕구는	레저/ncn+욕구/ncn+는/jxc
자연에	자연/ncn+에/jca
접한	접하/pvg+ㄴ/etm
대형	대형/ncn
리조트와	리조트/ncn+와/jct
같은	같/paa+은/etm
만족감을	만족/ncn+감/xsn+을/jco
가까운	가깝/paa+ㄴ/etm
거리에서	거리/ncn+에서/jca
충족시켜	충족/ncpa+시키/xsv+어/ecx
주는	주/px+는/etm
도시리조트의	도시/ncn+리조트/ncn+의/jcm
활성화를	활성/ncn+화/xsn+를/jco
유도할	유도/ncpa+하/xsv+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
도시리조튼	도시/ncn+리조트/ncn+는/jcs
이용자의	이용/ncn+자/xsn+의/jcm
다양한	다양/ncps+하/xsm+ㄴ/etm
요구를	요구/ncn+를/jco
만족시키기	만족/ncpa+시키/xsv+기/etn
위해	위하/pvg+어/ecx
복합적인	복합/ncn+적/xsn+이/jp+ㄴ/etm
시설을	시설/ncn+을/jco
갖추는	갖추/pvg+는/etm
것이	것/nbn+이/jcs
일반적이다	일반/ncn+적/xsn+이/jp+다/ef
.	./sf
이	이/mmd
리조트는	리조트/ncn+는/jxc
대개	대개/mag
도심이나	도심ncn+이/jp+나/jcj
대도시의	대/xp+도시/ncn+의/jcm
근교에	근교/ncn+에/jca
위치하여	위치/ncpa+하/xsv+어/ecx
수십	수십/nnc
분	분/nbn
내의	내/ncn+의/jcm
접근이	접근/ncn+이/jcs
가능하고	가능/ncpa+하/xsv+고/ecc
,	,/sp
사람들이	사람/ncn+들/xsn+이/jcs
여가시간에	여가/ncn+시간/ncn+에/jca
행하는	행하/pvg+는/etm
자기실현의	자기/ncn+실현/ncn+의/jcm
무대로	무대/ncn+로/jca
사용되며	사용/ncpa+되/xsv+며/ecc
,	,/sp
단기간의	단기간/ncn+의/jcm
숙박을	숙박/ncn+을/jco
수용하는	수용/ncpa+하/xsv+는/etm
이용시설을	이용/ncn+시설/ncn+을/jco
포함하며	포함/ncpa+하/xsv+며/ecc
,	,/sp
시설의	시설/ncn+의/jcm
이용효과가	이용/ncn+효과/ncn+가/jcs
복합적으로	복합/ncn+적/xsn+으로/jca
나타나는	나타나/pvg+는/etm
특징을	특징/ncn+을/jco
갖게	갖/pvg+게/ecs
된다	되/pvg+ㄴ다/ef
.	./sf
도시리조트의	도시/ncn+리조트/ncn+의/jcm
시설은	시설/ncn+은/jxc
대도시	대/xp+도시/ncn
근교형의	근교/ncn+형/xsn+의/jcm
경우	경우/ncn
일반	일반/ncn
리조트의	리조트/ncn+의/jcm
축소형으로	축소/ncn+형/xsn+으로/jca
숙박과	숙박/ncn+과/jcj
휴양시설을	휴양/ncn+시설/ncn+을/jco
중심으로	중심/ncn+으로/jca
구성하며	구성/ncpa+하/xsv+며/jcj
,	,/sp
도심형의	도심/ncn+형/xsn+의/jcm
경우는	경우/ncn+는/jcs
디스코데크	디스코데크/ncn
,	,/sp
레스토랑	레스토랑/ncn
,	,/sp
극장	극장/ncn
등의	등/nbn+의/jcm
여가시설과	여가/ncn+시설/ncn+과/jcj
호텔시설이	호텔/ncn+시설/ncn+이/jcs
포함된다	포함/ncpa+되/xsv+ㄴ다/ef
.	./sf
테마가	테마/ncn+가/jcs
있는	있/paa+는/etm
스토리형	스토리/ncn+형/xsn
리조트	리조트/ncn
개발	개발/ncn
미래의	미래/ncn+의/jcm
리조트는	리조트/ncn+는/jxc
라이프스타일의	라이프/ncn+스타일/ncn+의/jcm
변화에	변화/ncn+에/jca
따라	따르/pvg+아/ecs
지금의	지금/ncn+의/jcm
리조트	리조트/ncn
양식에서	양식/ncn+에서/jca
변화를	변화/ncn+를/jco
모색하게	모색/ncpa+하/xsv+게/ecs
될	되/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
사람들의	사람/ncn+들/xsn+의/jcm
다양한	다양/ncps+하/xsm+ㄴ/etm
관심사와	관심/ncn+사/xsn+와/jcj
고품위사회의	고/xp+품위/ncn+사회/ncn+의/jcm
질적인	질/ncn+적/xsn+이/jp+ㄴ/etm
욕구를	욕구/ncn+를/jco
충족시키기	충족/ncpa+시키/xsv+기/etn
위해서	위하/pvg+어서/ecs
리조트는	리조트/ncn+는/jcs
이용자의	이용/ncn+자/xsn+의/jcm
구미에	구미/ncn+에/jca
맞는	맞/pvg+는/etm
프로그램을	프로그램/ncn+을/jco
갖추어져야	갖추/pvg+어/ecx+지/px+어야/ecx
한다	하/px+ㄴ다/ef
.	./sf
새롭고	새롭/paa+고/ecc
다양한	다양/ncps+하/xsm+ㄴ/etm
리조트	리조트/ncn
프로그램은	프로그램/ncn+은/jxc
레저단지	레저/ncn+단지/ncn
내	내/ncn
시설을	시설/ncn+을/jco
테마가	테마/ncn+가/jcs
있는	있/paa+는/etm
주제공원으로	주제/ncn+공원/ncn+으로/jca
조성하거나	조성/ncpa+하/xsv+거나/ecc
연속되는	연속/ncpa+되/xsv+는/etm
스토리가	스토리/ncn+가/jcs
있는	있/paa+는/etm
소설의	소설/ncn+의/jcm
장으로	장/ncn+으로/jca
엮어	엮/pvg+어/ecs
낼	내/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
현재	현재/ncn
개발된	개발/ncpa+되/xsv+ㄴ/etm
리조트	리조트/ncn
중	중/ncn
스토리형	스토리/ncn+형/xsn
리조트로	리조트/ncn+로/jca
각광을	각광/ncn+을/jco
받고	받/pvg+고/ecx
있는	있/px+는/etm
'	'/sl
Goonies	Goonies/f
Inn	Inn/f
Resort	Resort/f
and	and/f
Spa	Spa/f
'	'/sr
를	를/jco
들	들/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
미래형	미래/ncn+형/xsn
리조트의	리조트/ncn+의/jcm
프로토타입으로	프로토타입/ncn+으로/jca
지목되고	지목/ncpa+되/xsv+고/ecx
있는	있/px+는/etm
'	'/sl
구니즈인	구니즈인/nq
'	'/sr
은	은/jcs
뉴욕	뉴욕/nq
북동쪽	북동쪽/ncn
190	190/nnc
km	km/f
지점에	지점/ncn+에/jca
위치하여	위치/ncpa+하/xsv+어/ecx
자동차로	자동/ncn+차/ncn+로/jca
3	3/nnc
시간	시간/ncn
정도의	정도/ncn+의/jcm
거리에	거리/ncn+에/jca
있다	있/paa+다/ef
.	./sf
이	이/mmd
곳은	곳/ncn+은/jcs
대서양	대서양/nq
면한	면하/pvg+ㄴ/etm
아름다운	아름답/paa+ㄴ/etm
해안선과	해안/ncn+선/ncn+과/jcj
고속도로	고속/ncn+도로/ncn
연중	연/mma+중/xsn
온난한	온난/ncps+하/xsm+ㄴ/etm
기후와	기후/ncn+와/jcj
푸른하늘	푸르/paa+ㄴ/etm+하늘/ncn
등	등/nbu
천혜의	천혜/ncn+의/jcm
자원을	자원/ncn+을/jco
지닌	지니/pvg+ㄴ/etm
곳으로서	곳/ncn+으로서/jca
리조트	리조트/ncn
주변은	주변/ncn+은/jxc
300	300/nnc
m	m/f
에	에/jca
달하는	달하/pvg+는/etm
프라이비트	프라이비트/ncn
비치와	비치/ncn+와/jcj
소나무로	소나무/ncn+로/jca
둘러싸여	둘러싸이/pvg+어/ecx
있다	있/px+다/ef
.	./sf
'	'/sl
구니즈인	구니즈인/nq
'	'/sl
의	의/jcm
특징은	특징/ncn+은/jcs
바닷물을	바닷물/ncn+을/jco
응용한	응용/ncpa+하/xsv+ㄴ/etm
건강요법인	건강/ncn+요법/ncn+이/jp+ㄴ/etm
세라피시설을	세라피/ncn+시설/ncn+을/jco
갖추고	갖추/pvg+고/ecx
있는	있/px+는/etm
곳인데	곳/ncn+이/jp+ㄴ데/ecs
이것은	이것/npd+은/jcs
Roma	Roma/f
Spa	Spa/f
개념을	개념/ncn+을/jco
도입한	도입/ncpa+하/xsv+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
세라피시설은	세라피/ncn+시설/ncn+은/jxc
400	400/nnc
만	만/nnc
달러를	달러/nbu+를/jco
투자하여	투자/ncpa+하/xsv+어/ecx
설치한	설치/ncpa+하/xsv+ㄴ/etm
것으로서	것/nbn+으로서/jca
이	이/mmd
안에는	안/ncn+에/jca+는/jxc
체육관	체육/ncn+관/xsn
,	,/sp
스위밍	스위밍/ncn
풀	풀/ncn
,	,/sp
사우나	사우나/ncn
,	,/sp
하이드로	하이드로/ncn
마사지실	마사지/ncn+실/xsn
,	,/sp
뷰티사롱	뷰티사롱/ncn
등이	등/nbu+이/jcs
들어	들/pvg+어/ecx
있어서	있/px+어서/ecs
휴양과	휴양/ncn+과/jcj
요양을	요양/ncn+을/jco
필요로	필요/ncn+로/jca
하는	하/pvg+는/etm
뉴욕커들에게	뉴욕커/ncn+들/xsn+에게/jca
매우	매우/mag
인기가	인기/ncn+가/jcs
있다	있/paa+다/ef
.	./sf
'	'/sl
구니즈인	구니즈인/nq
'	'/sl
에는	에/jca+는/jxc
모두	모두/mag
112	112/nnc
실의	실/nbu+의/jcm
분양용	분양/ncn+용/xsn
별장이	별장/ncn+이/jcs
있는데	있/paa+는데/ecs
별장의	별장/ncn+의/jcm
이용은	이용/ncn+은/jxc
타임쉐어링	타임쉐어링/ncn
방식에	방식/ncn+에/jca
의하여	의하/pvg+어/ecx
이루어	이루/pvg+어/ecx
진다	지/px+ㄴ다/ef
.	./sf
타임쉐어링	타임쉐어링/ncn
방식은	방식/ncn+은/jxc
소유권을	소유/ncn+권/xsn+을/jco
사고	사/pvg+고/ecs
파는	팔/pvg+는/etm
것이	것/nbn+이/jcc
아니라	아니/paa+라/ecs
이용자가	이용자/ncn+가/jcs
회사측으로부터	회사/ncn+측/xsn+으로/jca+부터/jxc
사용권을	사용/ncn+권/xsn+을/jco
구입하여	구입/ncpa+하/xsv+어/ecx
1	1/nnc
년	년/nbu
중	중/ncn
일정기간	일정/ncn+기간/ncn
동안	동안/ncn
별장을	별장/ncn+을/jco
사용하는	사용/ncpa+하/xsv+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
타임쉐어링에	타임쉐어링/ncn+에/jca
의해	의하/pvg+어/ecs
별장의	별장/ncn+의/jcm
사용권을	사용/ncn+권/xsn+을/jco
구입한	구입/ncpa+하/xsv+ㄴ/etm
고객은	고객/ncn+은/jxc
세라피를	세라피/ncn+를/jco
비롯한	비롯/ncpa+하/xsv+ㄴ/etm
리조트	리조트/ncn
단지	단지/ncn
내의	내/ncn+의/jcm
모든	모든/mmd
시설에	시설/ncn+에/jca
대해	대하/pvg+어/ecs
디스카운트	디스카운트/ncn
혜택을	혜택/ncn+을/jco
받게	받/pvg+게/ecs
되는데	되/pvg+는데/ecs
뉴욕이나	뉴욕/nq+이나/jcj
낫소	낫소/nq
등지에	등지/nbn+에/jca
거주하는	거주/ncpa+하/xsv+는/etm
의사	의사/ncn
,	,/sp
회계사	회계/ncn+사/xsn
,	,/sp
변호사	변호/ncn+사/xsn
,	,/sp
은행원	은행/ncn+원/xsn
,	,/sp
자영업자	자영/ncn+업/xsn+자/xsn
등	등/nbn
부유층들에게	부유/ncn+층/xsn+들/xsn+에게/jca
매우	매우/mag
인기가	인기/ncn+가/jcs
높다	높/paa+다/ef
.	./sf
도쿄	도쿄/nq
디즈니랜드나	디즈니랜드/nq+나/jcj
구니즈인과	구니즈인/nq+과/jct
같은	같/paa+은/etm
리조트	리조트/ncn
단지의	단지/ncn+의/jcm
성공적인	성공/ncn+적/xsn+이/jp+ㄴ/etm
사례는	사례/ncn+는/jxc
미래의	미래/ncn+의/jcm
리조트사업에	리조트/ncn+사업/ncn+에/jca
대한	대하/pvg+ㄴ/etm
방향타를	방향/ncn+타/xsn+를/jco
제공하고	제공/ncpa+하/xsv+고/ecx
있는데	있/px+는데/ecs
,	,/sp
앞으로	앞/ncn+으로/jca
대부분의	대부분/ncn+의/jcm
대형	대형/ncn
리조트는	리조트/ncn+는/jxc
스토리와	스토리/ncn+와/jcj
테마를	테마/ncn+를/jco
가진	가지/pvg+ㄴ/etm
특색있는	특색/ncn+있/paa+는/etm
시설과	시설/ncn+과/jcj
소프트웨어를	소프트웨어/ncn+를/jco
갖게	갖/pvg+게/ecs
될	되/pvg+ㄹ/etms
것으로	것/nbn+으로/jca
보인다	보이/pvg+ㄴ다/ef
.	./sf
현재	현재/ncn
21	21/nno
세기를	세기/ncn+를/jco
대비해서	대비/ncpa+하/xsv+어서/ecs
추진중인	추진/ncn+중/nbn+이/jp+ㄴ/etm
리조트는	리조트/ncn+는/jxc
스페인촌이나	스페인/nq+촌/xsn+이나/jcj
홀랜드촌과	홀랜드/nq+촌/xsn+과/jct
같은	같/paa+은/etm
민족촌개념의	민족/ncn+촌/xsn+개념/ncn+의/jcm
주제공원과	주제/ncn+공원/ncn+과/jcj
스페이스	스페이스/ncn
월드나	월드/ncn+나/jcj
인터	인터/ncn
스페이스	스페이스/ncn
같은	같/paa+은/etm
우주형	우주/ncn+형/xsn
주제공원등이	주제/ncn+공원/ncn+등/xsn+이/jcs
대표적인	대표/ncn+적/xsn+이/jp+ㄴ/etm
것으로	것/nbn+으로/jca
꼽히고	꼽히/pvg+고/ecx
있다	있/px+다/ef
.	./sf
일체의	일체/ncn+의/jcm
리조트	리조트/ncn
개발	개발/ncn
리조트	리조트/ncn
공간은	공간/ncn+은/jcs
앞으로	앞/ncn+으로/jca
단지	단지/mag
위락기능만을	위락/ncn+기능/ncn+만/jxc+을/jco
충족하기	충족/ncpa+하/xsv+기/etn
위해	위하/pvg+어/ecx
존재하는	존재/ncpa+하/xsv+는/etm
것이	것/nbn+이/jcc
아니라	아니/paa+라/ecs
업무와	업무/ncn+와/jcj
주거기능을	주거/ncn+기능/ncn+을/jco
겸비한	겸비/ncpa+하/xsv+ㄴ/etm
복합생활공간으로	복합/ncn+생활/ncn+공간/ncn+으로/jca
개발될	개발/ncpa+되/xsv+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
업무와	업무/ncn+와/jcj
주거와	주거/ncn+와/jcj
위락기능이	위락/ncn+기능/ncn+이/jcs
복합되면	복합/ncpa+되/xsv+면/ecs
업무시설과	업무/ncn+시설/ncn+과/jcj
주거시설의	주거/ncn+시설/ncn+의/jcm
입지에	입지/ncn+에/jca
따른	따르/pvg+ㄴ/etm
개발이익이	개발/ncn+이익/ncn+이/jcs
발생하여	발생/ncpa+하/xsv+어/ecx
위락기능의	위락/ncn+기능/ncn+의/jcm
확보에	확보/ncn+에/jca
필요한	필요/ncps+하/xsm+ㄴ/etm
재원조달이	재원/ncn+조달/ncn+이/jcs
용이해지며	용이하/paa+어/ecx+지/px+며/ecc
리조트가	리조트/ncn+가/jcs
입지한	입지/ncpa+하/xsv+ㄴ/etm
지역의	지역/ncn+의/jcm
전천후	전천후/ncn
생활공간으로	생활/ncn+공간/ncn+으로/jca
활성화될	활성/ncn+화/xsn+되/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
현재	현재/ncn
일체의	일체/ncn+의/jcm
리조트	리조트/ncn
단지로	단지/ncn+로/jca
개발된	개발/ncpa+되/xsv+ㄴ/etm
곳은	곳/ncn+은/jxc
미국의	미국/nq+의/jcm
'	'/sl
보카라톤	보카라톤/nq
',	'/sl+,/sp
'	'/sl
라스	라스/nq
코리너스	코리너스/nq
',	'/sl+,/sp
그리고	그리고/maj
'	'/sl
리서치트라이앵글	리서치트라이앵글/nq
파크	파크/ncn
'	'/sl
를	를/jco
들수	들/pvg+ㄹ/etm+수/nbn
있는데	있/paa+는데/ecs
이	이/mmd
지역들은	지역/ncn+들/xsn+은/jxc
모두	모두/mag
세	세/nnc
가지	가지/nbu
기능을	기능/ncn+을/jco
명확히	명확/ncn+히/xsa
갖고	갖/pvg+고/ecx
있으며	있/paa+으며/ecs
계획적으로	계획/ncn+적/xsn+으로/jca
조성된	조성/ncpa+되/xsv+ㄴ/etm
곳이다	곳/ncn+이/jp+다/ef
.	./sf
'	'/sl
보카리톤	보카리톤/nq
'	'/sr
은	은/jcs
플로리다주	플로리다주/nq
마이애미	마이애미/nq
북쪽	북쪽/ncn
60	60/nnc
km	km/f
지점에	지점/ncn+에/jca
위치하고	위치/ncpa+하/xsv+고/ecx
있는데	있/px+는데/ecs
고급	고급/ncn
해양리조트	해양/ncn+리조트/ncn
도시로	도시/ncn+로/jca
유명한	유명/ncpa+하/xsv+ㄴ/etm
곳이다	곳/ncn+이/jp+다/ef
.	./sf
이	이/mmd
도시는	도시/ncn+는/jxc
크게	크/paa+게/ecx
5	5/nnc
개	개/nbu
지구로	지구/ncn+로/jca
분리되어	분리/ncpa+되/xsv+어/ecx
있으며	있/px+으며/ecs
지구별로	지구/ncn+별/xsn+로/jca
다운센터	다운센터/ncn
,	,/sp
오피스	오피스/ncn
밀집지역	밀집/ncn+지역/ncn
,	,/sp
하이테크	하이테크/ncn
산업단지	산업/ncn+단지/ncn
,	,/sp
주택지역	주택/ncn+지역/ncn
,	,/sp
골프코스	골프/ncn+코스/ncn
컴플렉등이	컴플렉/ncn+등/xsn+이/jcs
들어	들/pvg+어/ecx
있어서	있/px+어서/ecs
3	3/nnc
개의	개/nbu+의/jcm
기능이	기능/ncn+이/jcs
혼재하고	혼재/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
'	'/sl
라스코리너스	라스코리너스/nq
'	'/sr
는	는/jcs
텍사스주의	텍사스주/nq+의/jcm
달라스와	달라스/nq+와/jcj
포트워드의	포트워드/nq+의/jcm
중간에	중간/ncn+에/jca
위치한	위치/ncpa+하/xsv+ㄴ/etm
