<tdmsfile>
<tdmsfile>
Han2.hwp
전대협과	전대협/nq+과/jcj
안전장치를	안전/ncn+장치/ncn+를/jco
갖춘	갖추/pvg+ㄴ/etm
제품도	제품/ncn+도/jxc
선보이고	선/ncn+보이/pvg+고/ecx
있다.	있/px+다/ef+./sf
냄새가	냄새/ncn+가/jcs
덜한	덜하/paa+ㄴ/etm
제품을	제품/ncn+을/jco
구입하기	구입/ncpa+하/xsv+기/etn
위해선	위하/pvg+어서/ecs+ㄴ/jxc
사전에	사전/ncn+에/jca
제품들의	제품/ncn+들/xsn+의/jcm
연소효율을	연소/ncn+효율/ncn+을/jco
비교해	비교/ncpa+하/xsv+어/ecx
본	보/px+ㄴ/etm
뒤	뒤/ncn
고르는	고르/pvg+는/etm
게	거/nbn+이/jcs
좋다.	좋/paa+다/ef+./sf
또	또/maj
소음이	소음/ncn+이/jcs
없으며	없/paa+으며/ecc
불꽃에	불꽃/ncn+에/jca
의해	의하/pvg+어/ecs
화재가	화재/ncn+가/jcs
일어날	일어나/pvg+ㄹ/etm
염려도	염려/ncn+도/jxc
없다.	없/paa+다/ef+./sf
하지만	하지만/maj
전기를	전기/ncn+를/jco
열원으로	열원/ncn+으로/jca
사용하므로	사용/ncpa+하/xsv+므로/ecs
한달	한/nnc+달/nbu
유지비가	유지/ncn+비/xsn+가/jcs
다른	다르/paa+ㄴ/etm
제품보다	제품/ncn+보다/jca
비싼	비싸/paa+ㄴ/etm
게	거/nbn+이/jcs
흠이다.	흠/ncn+이/jp+다/ef+./sf
환기가	환기/ncn+가/jcs
잘	잘/mag
되지	되/pvg+지/ecx
않는	않/px+는/etm
3평	3/nnc+평/nbu
정도의	정도/ncn+의/jcm
작은	작/paa+은/etm
공간에서	공간/ncn+에서/jca
잠깐씩	잠깐/ncn+씩/xsn
사용하기에	사용/ncpa+하/xsv+기/etn+에/jca
편리하지만	편리/ncps+하/xsm+지만/ecs
전체	전체/ncn
난방용으로는	난방/ncn+용/xsn+으로/jca+는/jxc
적당하지	적당/ncps+하/xsm+지/ecx
않다.	않/px+다/ef+./sf
전기스토브는	전기/ncn+스토브/ncn+는/jxc
에어커튼	에어커튼/ncn
기능이	기능/ncn+이/jcs
있어	있/paa+어/ecs
위로	위/ncn+로/jca
열이	열/ncn+이/jcs
손실되는	손실/ncpa+되/xsv+는/etm
것을	것/nbn+을/jco
막아주거나	막/pvg+아/ecx+주/px+거나/ecc
할로겐	할로겐/ncn
원소를	원소/ncn+를/jco
이용해	이용/ncpa+하/xsv+어/ecs
전원을	전원/ncn+을/jco
넣으면	넣/pvg+으면/ecs
순간적으로	순간/ncn+적/xsn+으로/jca
발열되는	발열/ncpa+되/xsv+는/etm
기능을	기능/ncn+을/jco
갖춘	갖추/pvg+ㄴ/etm
제품이	제품/ncn+이/jcs
있고	있/paa+고/ecc
좌우로	좌우/ncn+로/jca
회전되는	회전/ncpa+되/xsv+는/etm
것도	것/nbn+도/jxc
있다.	있/paa+다/ef+./sf
대부분	대부분/ncn
넘어지거나	넘어지/pvg+거나/ecc
기울어졌을	기울/pvg+어/ecx+지/px+었/ep+을/etm
때	때/ncn
전원이	전원/ncn+이/jcs
자동적으로	자동/ncn+적/xsn+으로/jca
끊기도록	끊기/pvg+도록/ecs
하는	하/pvg+는/etm
안전기능을	안전/ncn+기능/ncn+을/jco
갖추고	갖추/pvg+고/ecx
있다.	있/px+다/ef+./sf
전기라디에이터는	전기/ncn+라디에이터/ncn+는/jxc
아직	아직/mag
수입품이	수입/ncn+품/xsn+이/jcs
우위를	우위/ncn+를/jco
차지하고	차지/ncpa+하/xsv+고/ecx
있지만	있/px+지만/ecs
만도기계	만도기계/nq
위니아	위니아/nq
등	등/nbn
몇몇	몇몇/mma
국산제품도	국산/ncn+제품/ncn+도/jxc
나와있다.	나오/pvg+아/ecx+있/px+다/ef+./sf
난방용품은	난방/ncn+용품/ncn+은/jxc
제품	제품/ncn
종류별로	종류/ncn+별/xsn+로/jca
유지비가	유지/ncn+비/xsn+가/jcs
크게	크/paa+게/ecs
차이난다.	차이/ncn+나/pvg+ㄴ다/ef+./sf
(도표)	(/sl+도표/ncn+)/sr
.	./sf
난방기구를	난방/ncn+기구/ncn+를/jco
켰을	켜/pvg+었/ep+을/etm
때	때/ncn
실내온도가	실내/ncn+온도/ncn+가/jcs
얼마나	얼마나/mag
빠르게	빠르/paa+게/ecs
상승하는지를	상승/ncpa+하/xsv+는지/ecs+를/jco
알아본	알/pvg+아/ecx+보/px+ㄴ/etm
난방성능	난방/ncn+성능/ncn
시험에선	시험/ncn+에서/jca+ㄴ/jxc
팬히터와	팬히터/ncn+와/jcj
온풍기가	온풍/ncn+기/xsn+가/jcs
30분만에	30/nnc+분/nbu+만/nbn+에/jca
12도가	12/nnc+도/nbu+가/jcs
올라	오르/pvg+아/ecs
가장	가장/mag
좋았고	좋/paa+았/ep+고/ecc
같은	같/paa+은/etm
시간에	시간/ncn+에/jca
로터리히터	로터리히터/nq
가스난로가	가스/ncn+난로/ncn+가/jcs
각각	각각/mag
9도,	9/nnc+도/nbu+,/sp
라디에이터가	라디에이터/ncn+가/jcs
7도	7/nnc+도/nbu
상승했다.	상승/ncpa+하/xsv+었/ep+다/ef+./sf
H.	H/f+./sf
M.	M/f+./sf
가정용	가정/ncn+용/xsn
일반	일반/ncn
텔레비전을	텔레비전/ncn+을/jco
단말기로	단말/ncn+기/xsn+로/jca
사용할	사용/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있고	있/paa+고/ecc
설치한	설치/ncpa+하/xsv+ㄴ/etm
장소로부터	장소/ncn+로/jca+부터/jxc
반경	반경/ncn
300m	300/nnc+m/su
이내까지	이내/ncn+까지/jxc
무선	무선/ncn
송수신이	송수신/ncn+이/jcs
가능하다.	가능/ncps+하/xsm+다/ef+./sf
63만8천원.	63만/nnc+8천/nnc+원/nbu+./sf
(02)268-5015..	(/sl+02/nnc+)/sr+268/nnc+-/sd+5015/nnc+../se
GM마트는	nq[GM/f+마트/ncn]nq+는/jxc
가방에	가방/ncn+에/jca
달아	달/pvg+아/ecs
장식용으로도	장식/ncn+용/xsn+으로/jca+도/jxc
쓸	쓰/pvg+ㄹ/etm
수	수/nbn
있게	있/paa+게/ecs
만든	만들/pvg+ㄴ/etm
공	공/ncn
모양의	모양/ncn+의/jcm
휴대용	휴대/ncn+용/xsn
FM라디오를	FM/f+라디오/ncn+를/jco
내놓았다.	내/pvg+어/ecs+놓/pvg+았/ep+다/ef+./sf
이어폰이	이어폰/ncn+이/jcs
내장돼	내장/ncpa+되/xsv+어/ecx
있고	있/px+고/ecc
단추를	단추/ncn+를/jco
눌러	누르/pvg+어/ecs
주파수를	주파/ncn+수/ncn+를/jco
맞추는	맞추/pvg+는/etm
방식으로	방식/ncn+으로/jca
설계됐다.	설계/ncpa+되/xsv+었/ep+다/ef+./sf
기념품용으로	기념/ncn+품/xsn+용/xsn+으로/jca
대량	대량/ncn
구입할	구입/ncpa+하/xsv+ㄹ/etm
땐	때/ncn+ㄴ/jxc
원하는	원하/pvg+는/etm
글씨를	글씨/ncn+를/jco
무료로	무료/ncn+로/jca
넣어준다.	넣/pvg+어/ecx+주/px+ㄴ다/ef+./sf
9800원.	9800/nnc+원/nbu+./sf
(02)278-6002..	(/sl+02/nnc+)/sr+278/nnc+-/sd+6002/nnc+../se
(주)승리물산은	(/sl+주/nq+)/sr+승리물산/nq+은/jxc
조명등	조명/ncn+등/ncn
라디오	라디오/ncn
알람시계	알람/ncn+시계/ncn
기능을	기능/ncn+을/jco
하나로	하나/ncn+로/jca
합친	합치/pvg+ㄴ/etm
콤팩트형	콤팩트/ncn+형/xsn
라디오를	라디오/ncn+를/jco
판매한다.	판매/ncpa+하/xsv+ㄴ다/ef+./sf
알람은	알람/ncn+은/jxc
예약과	예약/ncn+과/jcj
반복	반복/ncn
기능이	기능/ncn+이/jcs
있다.	있/paa+다/ef+./sf
3만5천원.	3만/nnc+5천/nnc+원/nbu+./sf
(02)858-7275..	(/sl+02/nnc+)/sr+858/nnc+-/sd+7275/nnc+../se
태양산업은	태양산업/nq+은/jxc
초음파를	초음/ncn+파/xsn+를/jco
발생시켜	발생/ncpa+시키/xsv+어/ecs
바퀴벌레	바퀴벌레/ncn
개미	개미/ncn
등을	등/nbn+을/jco
몰아내주는	몰/pvg+아/ecs+내/pvg+어/ecx+주/px+는/etm
해충퇴치기	해충/ncn+퇴치/ncn+기/xsn
써니골드를	써니골드/nq+를/jco
시판한다.	시판/ncpa+하/xsv+ㄴ다/ef+./sf
오랫동안	오랫동안/mag
사용하면	사용/ncpa+하/xsv+면/ecs
해충이	해충/ncn+이/jcs
초음파에	초음/ncn+파/xsn+에/jca
익숙해져	익숙/ncps+하/xsm+어/ecx+지/px+어/ecs
효과가	효과/ncn+가/jcs
떨어지는	떨어지/pvg+는/etm
단점을	단점/ncn+을/jco
보완해	보완/ncpa+하/xsv+어/ecs
주파수가	주파/ncn+수/ncn+가/jcs
일정한	일정/ncps+하/xsm+ㄴ/etm
주기를	주기/ncn+를/jco
두고	두/pvg+고/ecs
자동변조되도록	자동/ncn+변조/ncpa+되/xsv+도록/ecs
했다.	하/pvg+었/ep+다/ef+./sf
6만원.	6만/nnc+원/nbu+./sf
(02)775-7737..	(/sl+02/nnc+)/sr+775/nnc+-/sd+7737/nnc+../se
은성기업은	은성기업/nq+은/jxc
골프채에	골프/ncn+채/ncn+에/jca
끼워	끼우/pvg+어/ecs
사용해	사용/ncpa+하/xsv+어/ecs
골프스윙의	골프/ncn+스윙/ncn+의/jcm
연습효과를	연습/ncn+효과/ncn+를/jco
높일	높이/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
골프	골프/ncn
스윙웨이트를	스윙웨이트/ncn+를/jco
판매한다.	판매/ncpa+하/xsv+ㄴ다/ef+./sf
골프채를	골프/ncn+채/ncn+를/jco
두	두/nnc
개씩	개/nbu+씩/xsn
들고	들/pvg+고/ecs
연습해야	연습/ncpa+하/xsv+어야/ecs
했던	하/px+었/ep+던/etm
불편을	불편/ncn+을/jco
없애준다.	없애/pvg+어/ecx+주/px+ㄴ다/ef+./sf
3만5천원.	3만/nnc+5천/nnc+원/nbu+./sf
피자	피자/ncn
햄버거에	햄버거/ncn+에/jca
밀렸던	밀리/pvg+었/ep+던/etm
호빵이	호빵/ncn+이/jcs
24시간	24/nnc+시간/nbu
편의점에서	편의/ncn+점/xsn+에서/jca
효자상품으로	효자/ncn+상품/ncn+으로/jca
다시	다시/mag
인기를	인기/ncn+를/jco
모으고	모으/pvg+고/ecx
있다.	있/px+다/ef+./sf
지난해	지나/pvg+ㄴ/etm+해/ncn
밀가루	밀가루/ncn
대신	대신/ncn
쌀발효액을	쌀/ncn+발효/ncn+액/ncn+을/jco
이용한	이용/ncpa+하/xsv+ㄴ/etm
신제품	신/xp+제품/ncn
팡찌니를	팡찌니/nq+를/jco
내놓았던	내/pvg+어/ecs+놓/pvg+았/ep+던/etm
샤니는	샤니/nq+는/jxc
김치를	김치/ncn+를/jco
볶아서	볶/pvg+아서/ecs
버무린	버무리/pvg+ㄴ/etm
핫찌니,	핫찌니/nq+,/sp
닭고기와	닭고기/ncn+와/jcj
카레를	카레/ncn+를/jco
섞은	섞/pvg+은/etm
치킨카레,	치킨카레/nq+,/sp
검은쌀	검은쌀/ncn
검은콩	검은콩/ncn
검은깨	검은깨/ncn
등을	등/nbn+을/jco
갈아	갈/pvg+아/ecs
넣은	넣/pvg+은/etm
흑곡,	흑곡/ncn+,/sp
살코기와	살코기/ncn+와/jcj
부추를	부추/ncn+를/jco
다져	다지/pvg+어/ecs
넣은	넣/pvg+은/etm
고기만두	고기만두/ncn
등	등/nbn
4가지	4/nnc+가지/nbu
제품을	제품/ncn+을/jco
더	더/mag
개발해	개발/ncpa+하/xsv+어/ecs
입맛을	입맛/ncn+을/jco
자극하고	자극/ncpa+하/xsv+고/ecx
있다.	있/px+다/ef+./sf
호빵업계의	호빵/ncn+업계/ncn+의/jcm
터줏대감인	터줏대감/ncn+이/jp+ㄴ/etm
삼립식품은	삼립식품/nq+은/jxc
단팥	단팥/ncn
야채	야채/ncn
쑥	쑥/ncn
피자	피자/ncn
등	등/nbn
기존의	기존/ncn+의/jcm
제품	제품/ncn
외에	외/nbn+에/jca
부모세대를	부모/ncn+세대/ncn+를/jco
위한	위하/pvg+ㄴ/etm
고구마호빵과	고구마/ncn+호빵/ncn+과/jcj
자녀세대의	자녀/ncn+세대/ncn+의/jcm
기호에	기호/ncn+에/jca
맞는	맞/pvg+는/etm
스파게티호빵을	스파게티/ncn+호빵/ncn+을/jco
내놓고	내/pvg+어/ecs+놓/pvg+고/ecs
추격에	추격/ncn+에/jca
나섰다.	나서/pvg+었/ep+다/ef+./sf
기린도	기린/nq+도/jxc
흑설탕을	흑설탕/ncn+을/jco
넣은	넣/pvg+은/etm
흑담과	흑담/nq+과/jcj
호이만두	호이만두/nq
등	등/nbn
차별화된	차별/ncn+화/xsn+되/xsv+ㄴ/etm
제품을	제품/ncn+을/jco
선보였으며,	선/ncn+보이/pvg+었/ep+으며/ecc+,/sp
서울식품은	서울식품/nq+은/jxc
고구마호빵을	고구마/ncn+호빵/ncn+을/jco
내놓았다.	내/pvg+어/ecs+놓/pvg+았/ep+다/ef+./sf
업계는	업계/ncn+는/jxc
지난해	지나/pvg+ㄴ/etm+해/ncn
360억원에	360억/nnc+원/nbu+에/jca
이르렀던	이르/pvg+었/ep+던/etm
호빵시장이	호빵/ncn+시장/ncn+이/jcs
올해는	올해/ncn+는/jxc
25%	25/nnc+%/su
이상	이상/ncn
늘어날	늘/pvg+어/ecx+나/px+ㄹ/etm
것으로	것/nbn+으로/jca
기대하고	기대/ncpa+하/xsv+고/ecx
있다.	있/px+다/ef+./sf
`아침에	'/sl+아침/ncn+에/jca
일어나면	일어나/pvg+면/ecs
누스킨	누스킨/nq
비누로	비누/ncn+로/jca
세수를	세수/ncn+를/jco
하고	하/pvg+고/ecc
암웨이	암웨이/nq
삼푸로	삼푸/ncn+로/jca
머리를	머리/ncn+를/jco
감은	감/pvg+은/etm
뒤	뒤/ncn
촉촉한	촉촉/ncps+하/xsm+ㄴ/etm
머리를	머리/ncn+를/jco
내쇼날	내쇼날/nq
헤어드라이어로	헤어/ncn+드라이어/ncn+로/jca
말린다.	말리/pvg+ㄴ다/ef+./sf
켈로그	nq[켈로그/nq
콘프레이크에	콘프레이크/nq]nq+에/jca
우유를	우유/ncn+를/jco
섞어	섞/pvg+어/ecs
아침을	아침/ncn+을/jco
떼우고,	떼우/pvg+고/ecc+,/sp
크리니크	크리니크/nq
스킨,	스킨/ncn+,/sp
에스티	nq[에스티/nq
로더	로더/nq]nq
로션으로	로션/ncn+으로/jca
피부를	피부/ncn+를/jco
정돈하고	정돈/ncpa+하/xsv+고/ecc
샤넬	샤넬/nq
화운데이션과	화운데이션/ncn+과/jcj
립스틱을	립스틱/ncn+을/jco
바른다.	바르/pvg+ㄴ다/ef+./sf
일본에	일본/nq+에/jca
주문해서	주문/ncpa+하/xsv+어서/ecs
맞춘	맞추/pvg+ㄴ/etm
속옷	속옷/ncn
위에	위/ncn+에/jca
프라다의	프라다/nq+의/jcm
투피스를	투피스/ncn+를/jco
꺼내입은	꺼내/pvg+어/ecs+입/pvg+은/etm
뒤	뒤/ncn
역시	역시/mag
샤넬	샤넬/nq
향수로	향수/ncn+로/jca
마무리를	마무리/ncn+를/jco
한다.	하/pvg+ㄴ다/ef+./sf
까르띠에	까르띠에/nq
시계가	시계/ncn+가/jcs
8시를	8/nno+시/nbu+를/jco
가리키는	가리키/pvg+는/etm
것을	것/nbn+을/jco
보고	보/pvg+고/ecs
루이비똥	루이비똥/nq
핸드백을	핸드백/ncn+을/jco
든	들/pvg+ㄴ/etm
다음	다음/ncn
구찌	구찌/nq
구두를	구두/ncn+를/jco
신고	신/pvg+고/ecs
제너럴모터스의	제너럴모터스/nq+의/jcm
최신형	최신/ncn+형/xsn
모델에	모델/ncn+에/jca
오른다.	오르/pvg+ㄴ다/ef+./sf
피자헛에서	피자헛/nq+에서/jca
코카콜라를	코카콜라/nq+를/jco
곁들여	곁들이/pvg+어/ecs
가볍게	가볍/paa+게/ecs
점심	점심/ncn
식사를	식사/ncn+를/jco
하고,	하/pvg+고/ecc+,/sp
오후엔	오후/ncn+에/jca+ㄴ/jxc
리바이스	리바이스/nq
매장에	매장/ncn+에/jca
들러	들르/pvg+어/ecs
청바지를	청바지/ncn+를/jco
산다.	사/pvg+ㄴ다/ef+./sf
외국산	외국/ncn+산/xsn
소비재에	소비/ncn+재/xsn+에/jca
묻혀	묻히/pvg+어/ecs
사는	살/pvg+는/etm
우리의	우리/npp+의/jcm
일상을	일상/ncn+을/jco
가상으로	가상/ncn+으로/jca
꾸며본	꾸미/pvg+어/ecx+보/px+ㄴ/etm
것에	것/nbn+에/jca
불과하지만	불과/ncps+하/xsm+지만/ecs
요즘	요즘/ncn
국내	국내/ncn
시장의	시장/ncn+의/jcm
형편을	형편/ncn+을/jco
살펴보면	살피/pvg+어/ecs+보/pvg+면/ecs
얼토당토한	얼토당토/ncps+하/xsm+ㄴ/etm
얘기만은	얘기/ncn+만/jxc+은/jxc
아니다.	아니/paa+다/ef+./sf
국내업체들이	국내/ncn+업체/ncn+들/xsn+이/jcs
물건을	물건/ncn+을/jco
내놓기만	내/pvg+어/ecs+놓/pvg+기/etn+만/jxc
하면	하/pvg+면/ecs
팔리던	팔리/pvg+던/etm
시절에	시절/ncn+에/jca
젖어있는	젖/pvg+어/ecx+있/px+는/etm
틈을	틈/ncn+을/jco
타	타/pvg+아/ecs
외제품이	외제/ncn+품/xsn+이/jcs
마구	마구/mag
들어오고	들/pvg+어/ecs+오/pvg+고/ecc
거부감도	거부/ncn+감/xsn+도/jxc
즐어들면서	즐/pvg+어/ecx+들/px+면서/ecs
외제품은	외제/ncn+품/xsn+은/jxc
일상생활에	일상/ncn+생활/ncn+에/jca
깊숙히	깊숙/ncn+히/xsa
파고	파/pvg+고/ecs
들었다.	들/pvg+었/ep+다/ef+./sf
시장이	시장/ncn+이/jcs
이처럼	이/npd+처럼/jca
호락호락해	호락호락/mag+하/xsm+어/ecs
보이자	보이/pvg+자/ecs
외국	외국/ncn
다국적	다국적/ncn
기업들은	기업/ncn+들/xsn+은/jxc
아예	아예/mag
직영화	직영/ncn+화/xsn
직진출에	직진출/ncn+에/jca
나서고	나서/pvg+고/ecx
있다.	있/px+다/ef+./sf
88올림픽으로	88올림픽/nq+으로/jca
터진	터지/pvg+ㄴ/etm
수입장벽이	수입/ncn+장벽/ncn+이/jcs
불과	불과/mag
10년도	10/nnc+년/nbu+도/jxc
못되서	못/mag+되/pvg+서/ecs
유통경로까지	유통/ncn+경로/ncn+까지/jxc
완전히	완전/ncn+히/xsa
무너질	무너지/pvg+ㄹ/etm
판이다.	판/nbn+이/jp+다/ef+./sf
지금까지	지금/ncn+까지/jxc
라이선스	라이선스/ncn
계약이나	계약/ncn+이나/jcj
합작	합작/ncn
등	등/nbn
간접투자방식으로	간접/ncn+투자/ncn+방식/ncn+으로/jca
로열티만	로열티/ncn+만/jxc
챙겨가던	챙기/pvg+어/ecs+가/pvg+던/etm
다국적	다국적/ncn
기업들이	기업/ncn+들/xsn+이/jcs
독자법인이나	독자/ncn+법인/ncn+이나/jcj
한국지사를	한국/nq+지사/ncn+를/jco
통해	통하/pvg+어/ecs
직접	직접/mag
영업에	영업/ncn+에/jca
나서	나서/pvg+어/ecs
더	더/mag
많은	많/paa+은/etm
수익을	수익/ncn+을/jco
챙겨가기	챙기/pvg+어/ecs+가/pvg+기/etn
시작한	시작/ncpa+하/xsv+ㄴ/etm
것이다.	것/nbn+이/jp+다/ef+./sf
비교적	비교/ncn+적/xsn
일찍	일찍/mag
시장이	시장/ncn+이/jcs
개방돼	개방/ncpa+되/xsv+어/ecs
국내	국내/ncn
주요	주요/ncn
백화점의	백화/ncn+점/xsn+의/jcm
1층	1/nno+층/nbu
매장을	매장/ncn+을/jco
장악하고	장악/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
외국	외국/ncn
화장품회사들이	화장/ncn+품/xsn+회사/ncn+들/xsn+이/jcs
가장	가장/mag
발빠른	발/ncn+빠르/paa+ㄴ/etm
행보를	행보/ncn+를/jco
보이고	보이/pvg+고/ecx
있다.	있/px+다/ef+./sf
샤넬은	샤넬/nq+은/jxc
화장품	화장/ncn+품/xsn
향수	향수/ncn
컬렉션	컬렉션/ncn
등	등/nbn
품목별로	품목/ncn+별/xsn+로/jca
흩어져있던	흩/pvg+어/ecx+지/pvg+어/ecx+있/px+던/etm
영업망을	영업/ncn+망/ncn+을/jco
통합해	통합/ncpa+하/xsv+어/ecs
단독	단독/ncn
매장을	매장/ncn+을/jco
냈고,	내/pvg+었/ep+고/ecc+,/sp
루이비통코리아는	루이비통코리아/nq+는/jxc
샤넬에	샤넬/nq+에/jca
앞서	앞서/mag
독자	독자/ncn
노선을	노선/ncn+을/jco
걸었다.	걷/pvg+었/ep+다/ef+./sf
일본의	일본/nq+의/jcm
가네보도	가네보/nq+도/jxc
조만간	조만간/mag
한국	한국/nq
파트너와	파트너/ncn+와/jct
관계를	관계/ncn+를/jco
청산할	청산/ncpa+하/xsv+ㄹ/etm
것으로	것/nbn+으로/jca
알려졌다.	알리/pvg+어/ecx+지/px+었/ep+다/ef+./sf
패션업계에서도	패션/ncn+업계/ncn+에서/jca+도/jxc
리바이스코리아,	리바이스코리아/nq+,/sp
컬럼비아코리아,	컬럼비아코리아/nq+,/sp
페라가모코리아,	페라가모코리아/nq+,/sp
아디다스코리아,	아디다스코리아/nq+,/sp
나이키스포츠	나이키스포츠/nq
등으로	등/nbn+으로/jca
이름을	이름/ncn+을/jco
바꾼	바꾸/pvg+ㄴ/etm
해외업체들이	해외/nbn+업체/ncn+들/xsn+이/jcs
늘고	늘/pvg+고/ecx
있다.	있/px+다/ef+./sf
초기엔	초기/ncn+에/jca+ㄴ/jxc
한국의	한국/nq+의/jcm
화승과	화승/nq+과/jct
라이센스	라이센스/ncn
계약을	계약/ncn+을/jco
맺었다가	맺/pvg+었/ep+다가/ecs
지분을	지분/ncn+을/jco
늘려	늘리/pvg+어/ecs
80%까지	80/nnc+%/su+까지/jxc
확보한	확보/ncpa+하/xsv+ㄴ/etm
한국리복의	한국리복/nq+의/jcm
예처럼	예/ncn+처럼/jca
국내	국내/ncn
시장	시장/ncn
반응에	반응/ncn+에/jca
따라	따르/pvg+아/ecs
점진적으로	점진/ncn+적/xsn+으로/jca
직접	직접/ncn
투자	투자/ncn
비율을	비율/ncn+을/jco
높이는	높이/pvg+는/etm
업체들도	업체/ncn+들/xsn+도/jxc
많다.	많/paa+다/ef+./sf
패스트푸드업계에서는	패스트푸드/ncn+업계/ncn+에서/jca+는/jxc
코카콜라가	코카콜라/nq+가/jcs
지분	지분/ncn
회수시비로	회수/ncn+시비/ncn+로/jca
법정까지	법정/ncn+까지/jxc
갔고,	가/pvg+았/ep+고/ecc+,/sp
피자헛처럼	피자헛/nq+처럼/jxc
일찌감치	일찌감치/mag
합작	합작/ncn
관계를	관계/ncn+를/jco
정리한	정리/ncpa+하/xsv+ㄴ/etm
곳도	곳/ncn+도/jxc
있다.	있/paa+다/ef+./sf
자동차	자동/ncn+차/ncn
업계도	업계/ncn+도/jxc
판매부진을	판매/ncn+부진/ncn+을/jco
견디다	견디/pvg+다/ecs
못한	못하/px+ㄴ/etm
수입대행사쪽이	수입/ncn+대행/ncn+사/xsn+쪽/nbn+이/jcs
손을	손/ncn+을/jco
털자	털/pvg+자/ecs
제너럴모터스,	제너럴모터스/nq+,/sp
도요다,	도요다/nq+,/sp
스즈키	스즈키/nq
등	등/nbn
외국업체들이	외국/ncn+업체/ncn+들/xsn+이/jcs
직영화를	직영/ncn+화/xsn+를/jco
서두르고	서두르/pvg+고/ecx
있다.	있/px+다/ef+./sf
선박이나	선박/ncn+이나/jcj
중장비용	중장비/ncn+용/xsn
디젤엔진	디젤/ncn+엔진/ncn
전문업체인	전문/ncn+업체/ncn+이/jp+ㄴ/etm
커민스가	커민스/nq+가/jcs
합작투자사로부터	합작/ncn+투자/ncn+사/xsn+로/jca+부터/jxc
지분을	지분/ncn+을/jco
모두	모두/mag
인수한	인수/ncpa+하/xsv+ㄴ/etm
것처럼	것/nbn+처럼/jca
직영화	직영/ncn+화/xsn
바람은	바람/ncn+은/jxc
전산업분야로	전/mma+산업/ncn+분야/ncn+로/jca
퍼져가고	퍼지/pvg+어/ecx+가/px+고/ecx
있다.	있/px+다/ef+./sf
외국업체들이	외국/ncn+업체/ncn+들/xsn+이/jcs
이처럼	이/npd+처럼/jca
직영에	직영/ncn+에/jca
나서는	나서/pvg+는/etm
것은	것/nbn+은/jxc
까르띠에처럼	까르띠에/nq+처럼/jca
글로벌메이커	글로벌메이커/ncn
전략에	전략/ncn+에/jca
따라	따르/pvg+아/ecs
전세계	전/mma+세계/ncn
모든	모든/mma
지역에서	지역/ncn+에서/jca
일관된	일관/ncpa+되/xsv+ㄴ/etm
제품	제품/ncn
이미지를	이미지/ncn+를/jco
관리하려는	관리/ncpa+하/xsv+려/ecs+는/etm
의도이거나	의도/ncn+이/jp+거나/ecc
국내	국내/ncn
합작선과의	합작/ncn+선/ncn+과/jct+의/jcm
갈등	갈등/ncn
탓이	탓/ncn+이/jcs
대부분이다.	대부분/ncn+이/jp+다/ef+./sf
어떤	어떤/mmd
경우든	경우/ncn+든/jxc
그들이	그/npp+들/xsn+이/jcs
우리	우리/npp
소비자와	소비/ncn+자/xsn+와/jct
직접	직접/mag
대면을	대면/ncn+을/jco
할	하/pvg+ㄹ/etm
만큼	만큼/nbn
자신감을	자신/ncn+감/xsn+을/jco
갖고	갖/pvg+고/ecx
있다는	있/px+다/ef+는/etm
것은	것/nbn+은/jxc
분명하다.	분명/ncps+하/xsm+다/ef+./sf
프랑스계	프랑스/nq+계/xsn
할인점	할인/ncn+점/xsn
카르푸는	카르푸/nq+는/jxc
매장을	매장/ncn+을/jco
3개를	3/nnc+개/nbu+를/jco
내년	내년/ncn
중	중/nbn
9개로	9/nnc+개/nbu+로/jca
늘릴	늘리/pvg+ㄹ/etm
방침이다.	방침/ncn+이/jp+다/ef+./sf
다국적	다국적/ncn
기업	기업/ncn
최고	최고/ncn
경영자들의	경영/ncn+자/xsn+들/xsn+의/jcm
인터뷰	인터뷰/ncn
기사에서	기사/ncn+에서/jca
그들의	그/npp+들/xsn+의/jcm
솔직한	솔직/ncps+하/xsm+ㄴ/etm
대답을	대답/ncn+을/jco
확인할	확인/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다.	있/paa+다/ef+./sf
