<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0300.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0300.txt </filename>
<title>수학과의 만남  </title>
<author>써지 랭 저 ; 송교식 역  </author>
<date>1992  </date>
<publisher>가서원  </publisher>
<kdc>410  </kdc>
<ddc> 510 </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
수학을	수학/ncn+을/jco
곱하기	곱하기/ncn
와	와/jct
같다는	같/paa+다/ef+는/etm
것은	것/nbn+은/jxc
그럴	그렇/pad+ㄹ/etm
듯합니다	듯하/px+ㅂ니다/ef
.	./sf
그래서	그래서/maj
,	,/sp
a	a/f
를	를/jco
매우	매우/mag
작게	작/paa+게/ecs
택한다면	택하/pvg+ㄴ다/ef+면/ecs
,	,/sp
즉	즉/mag
,	,/sp
바둑판	바둑/ncn+판/ncn
무늬를	무늬/ncn+를/jco
매우	매우/mag
세밀하게	세밀/ncps+하/xsm+게/ecx
한다면	하/px+ㄴ다/ef+면/ecs
,	,/sp
L	L/f
이	이/jcs
원주일	원주/ncn+이/jp+ㄹ/etm
때	때/ncn
띠의	띠/ncn+의/jcm
넓이는	넓이/ncn+는/jxc
기껏해야	기껏/ncpa+하/xsv+어야/ecs
로	로/jca
작게	작/paa+게/ecs
됩니다	되/pvg+ㅂ니다/ef
.	./sf
따라서	따라서/maj
바둑판	바둑/ncn+판/ncn
무늬에서	무늬/ncn+에서/jca
원과	원/ncn+과/jct
만나는	만나/pvg+는/etm
정사각형	정사각형/ncn
넓이의	넓이/ncn+의/jcm
합에	합/ncn+에/jca
의한	의하/pvg+ㄴ/etm
원의	원/ncn+의/jcm
넓이에	넓이/ncn+에/jca
대한	대하/pvg+ㄴ/etm
근사값과의	근사/ncn+값/ncn+과/jct+의/jcm
오차로	오차/ncn+로/jca
생각할	생각/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있습니다	있/paa+습니다/ef
.	./sf
바둑	바둑/ncn
무늬의	무늬/ncn+의/jcm
크기가	크기/ncn+가/jcs
0	0/nnc
에	에/jca
가까워지면	가깝/paa+어/ecx+지/px+면/ecs
,	,/sp
이	이/mmd
오차도	오차/ncn+도/jxc
0	0/nnc
에	에/jca
가까워집니다	가깝/paa+어/ecx+지/px+ㅂ니다/ef
.	./sf
따라서	따라서/maj
,	,/sp
바둑판의	바둑/ncn+판/ncn+의/jcm
크기가	크기/ncn+가/jcs
0	0/nnc
에	에/jca
가까워짐에	가깝/paa+어/ecx+지/px+ㅁ/etn+에/jca
따라	따르/pvg+아/ecs
완전히	완전/ncn+히/xsa
원	원/ncn
내부에	내부/ncn+에/jca
놓여진	놓이/pvg+어/ecx+지/px+ㄴ/etm
정사각형들이	정사각형/ncn+들/xsn+이/jcs
넓이의	넓이/ncn+의/jcm
합은	합/ncn+은/jxc
원판의	원판/ncn+의/jcm
넓이에	넓이/ncn+에/jca
가까워집니다	가깝/paa+어/ecx+지/px+ㅂ니다/ef
.	./sf
비슷한	비슷/ncps+하/xsm+ㄴ/etm
논의를	논의/ncn+를/jco
곡선으로	곡선/ncn+으로/jca
이루어진	이루/pvg+어/ecx+지/px+ㄴ/etm
도형에도	도형/ncn+에/jca+도/jxc
적용합니다	적용/ncpa+하/xsv+ㅂ니다/ef
.	./sf
나중	나중/ncn
강연에서도	강연/ncn+에서/jca+도/jxc
나오겠지만	나오/pvg+겠/ep+지만/ecs
,	,/sp
결국은	결국/ncn+은/jxc
원판의	원판/ncn+의/jcm
넓이	넓이/ncn
A	A/f
=	=/sy
에서	에서/jca
원의	원/ncn+의/jcm
둘레	둘레/ncn
C	C/f
=	=/sy
을	을/jco
이끌어	이끌/pvg+어/ecx
내는	내/px+는/etm
다른	다르/paa+ㄴ/etm
방법을	방법/ncn+을/jco
보게	보/pvg+게/ecs
될	되/pvg+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
여기에서	여기/npd+에서/jca
선택한	선택/ncpa+하/xsv+ㄴ/etm
방법보다	방법/ncn+보다/jca
어떤	어떤/mmd
면에선	면/ncn+에서/jca+ㄴ/jxc
간단한데	간단/ncps+하/xsm+ㄴ데/ecs
,	,/sp
구의	구/ncn+의/jcm
겉넓이를	겉/ncn+넓이/ncn+를/jco
구하는	구하/pvg+는/etm
것으로	것/nbn+으로/jca
일반화됩니다	일반/ncn+화/xsn+되/xsv+ㅂ니다/ef
.	./sf
고차원에서의	고/xp+차원/ncn+에서/jca+의/jcm
부피	부피/ncn
(	(/sl
Volumes	Volumes/f
in	in/f
higher	higher/f
dimension	dimension/f
)	)/sr
란	란/jxc
무엇인가에	무엇/npd+이/jp+ㄴ가/ef+에/jca
이은	잇/pvg+ㄴ/etm
이	이/mmd
두	두/nno
번째	번째/nbu
이야기는	이야기/ncn+는/jxc
피라미드와	피라미드/ncn+와/jcj
원뿔같은	원뿔/ncn+같/paa+은/etm
기본적인	기본/ncn+적/xsn+이/jp+ㄴ/etm
도형의	도형/ncn+의/jcm
부피를	부피/ncn+를/jco
다룬	다루/pvg+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이	이/mmd
강의는	강의/ncn+는/jxc
토론토	토론토/nq
교외에	교외/ncn+에/jca
있는	있/paa+는/etm
한	한/nnc
고등학교에서	고등/ncn+학교/ncn+에서/jca
대략	대략/mag
15	15/nnc
세인	세/nbu+이/jp+ㄴ/etm
10	10/nno
학년	학년/nbu
학생들로	학생/ncn+들/xsn+로/jca
구성된	구성/ncpa+되/xsv+ㄴ/etm
학급에서	학급/ncn+에서/jca
이루어졌다	이루/pvg+어/ecx+지/px+었/ep+다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
오늘	오늘/ncn
우리는	우리/npp+는/jxc
어제와	어제/ncn+와/jct
비슷한	비슷/ncps+하/xsm+ㄴ/etm
것이지만	것/nbn+이/jp+지만/ecs
고차원의	고/xp+차원/ncn+의/jcm
것을	것/nbn+을/jco
다루도록	다루/pvg+도록/ecs
하겠습니다	하/pvg+겠/ep+습니다/ef
.	./sf
먼저	먼저/mag
2	2/nno
차원을	차원/ncn+을/jco
나타내봅시다	나타내/pvg+어/ecx+보/px+ㅂ시다/ef
.	./sf
각	각/mma
변이	변/ncn+이/jcs
a	a/f
와	와/jcj
b	b/f
인	이/jp+ㄴ/etm
어제의	어제/ncn+의/jcm
직사각형을	직사각형/ncn+을/jco
가지고	가지/pvg+고/ecs
시작합시다	시작/ncpa+하/xsv+ㅂ시다/ef
.	./sf
어제	어제/mag
우리는	우리/npp+는/jxc
각	각/mma
방향으로	방향/ncn+으로/jca
인수	인수/ncn
r	r/f
만큼씩	만큼/nbn+씩/xsn
팽창시켰었지요	팽창/ncpa+시키/xsv+었었/ep+지/ef+요/jxf
.	./sf
그것은	그것/npd+은/jxc
부풀거나	부풀/pvg+거나/ecc
줄어들었는데	줄/pvg+어/ecx+들/px+었/ep+는데/ecs
,	,/sp
우리는	우리/npp+는/jxc
그것을	그것/npd+을/jco
팽창	팽창/ncn
(	(/sl
dilation	dilation/f
)	)/sr
이라고	이/jp+라/ef+고/jcr
불렀습니다	부르/pvg+었/ep+습니다/ef
.	./sf
이제	이제/mag
이	이/mmd
직사각형을	직사각형/ncn+을/jco
한	한/nnc
방향으로는	방향/ncn+으로/jca+는/jxc
어떤	어떤/mmd
인수만큼	인수/ncn+만큼/nbn
팽창시키고	팽창/ncpa+시키/xsv+고/ecc
,	,/sp
다른	다르/paa+ㄴ/etm
방향으로는	방향/ncn+으로/jca+는/jxc
다른	다르/paa+ㄴ/etm
인수만큼	인수/ncn+만큼/nbn
팽창시켜	팽창/ncpa+시키/xsv+어/ecx
봅시다	보/px+ㅂ시다/ef
.	./sf
예를	예/ncn+를/jco
들면	들/pvg+면/ecs
,	,/sp
한	한/nnc
방향은	방향/ncn+은/jxc
고정시켜	고정/ncpa+시키/xsv+어/ecs
두고	두/pvg+고/ecc
다른	다르/paa+ㄴ/etm
방향으로는	방향/ncn+으로/jca+는/jxc
인수	인수/ncn
2	2/nnc
만큼	만큼/nbn
부풀려	부풀리/pvg+어/ecx
봅시다	보/px+ㅂ시다/ef
.	./sf
그러면	그러면/maj
이	이/mmd
변은	변/ncn+은/jxc
길이가	길이/ncn+가/jcs
2	2/nnc
a	a/f
가	가/jcs
되지만	되/pvg+지만/ecs
다른	다르/paa+ㄴ/etm
변은	변/ncn+은/jxc
길이가	길이/ncn+가/jcs
b	b/f
로	로/jca
변함이	변함/ncn+이/jcs
없게	없/paa+게/ecs
됩니다	되/pvg+ㅂ니다/ef
.	./sf
처음	처음/ncn
직사각형의	직사각형/ncn+의/jcm
넓이가	넓이/ncn+가/jcs
A	A/f
였다면	이/jp+었/ep+다/ef+면/ecs
,	,/sp
이	이/mmd
새로운	새롭/paa+ㄴ/etm
직사각형의	직사각형/ncn+의/jcm
넓이는	넓이/ncn+는/jxc
얼마가	얼마/ncn+가/jcc
됩니까	되/pvg+ㅂ니까/ef
?	?/sf
쉐릴	쉐릴/nq
.	./sf
쉐릴	쉐릴/nq
:	:/sp
2	2/nnc
A	A/f
입니다	이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
예	예/ii
,	,/sp
그렇습니다	그렇/pad+습니다/ef
.	./sf
일반적으로	일반/ncn+적/xsn+으로/jca
,	,/sp
한	한/nnc
방향으로	방향/ncn+으로/jca
인수	인수/ncn
r	r/f
만큼	만큼/nbn
부풀리고	부풀리/paa+고/ecc
다른	다르/paa+ㄴ/etm
방향으로	방향/ncn+으로/jca
인수	인수/ncn
s	s/f
만큼	만큼/nbn
부풀리면	부풀리/paa+면/ecs
,	,/sp
넓이는	넓이/ncn+는/jxc
얼마만큼	얼마/ncn+만큼/nbn
변하게	변하/pvg+게/ecs
될까요	되/pvg+ㄹ까/ef+요/jxf
?	?/sf
쉐릴	쉐릴/nq
:	:/sp
rsA	rsA/f
입니다	이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
맞았습니다	맞/pvg+았/ep+습니다/ef
.	./sf
새	새/mma
직사각형의	직사각형/ncn+의/jcm
넓이는	넓이/ncn+는/jxc
rsA	rsA/f
가	가/jcc
될	되/pvg+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
그러면	그러면/maj
이것을	이것/npd+을/jco
아래에다	아래/ncn+에/jca+다/ecs
씁시다	쓰/pvg+ㅂ시다/ef
.	./sf
한	한/nnc
방향으로	방향/ncn+으로/jca
인수	인수/ncn
r	r/f
만큼	만큼/nbn
팽창시키고	팽창/ncpa+시키/xsv+고/ecc
다른	다르/paa+ㄴ/etm
방향으로	방향/ncn+으로/jca
인수	인수/ncn
s	s/f
만큼	만큼/nbn
팽창시키면	팽창/ncpa+시키/xsv+면/ecs
,	,/sp
넓이는	넓이/ncn+는/jxc
인수	인수/ncn
rs	rs/f
만큼	만큼/nbn
변화됩니다	변화/ncpa+되/xsv+ㅂ니다/ef
.	./sf
봅시다	보/pvg+ㅂ시다/ef
.	./sf
지난번	지나/pvg+ㄴ/etm+번/nbn
강의에서는	강의/ncn+에서/jca+는/jxc
두	두/nnc
방향으로	방향/ncn+으로/jca
인수	인수/ncn
r	r/f
만큼	만큼/nbn
팽창시켰을	팽창/ncpa+시키/xsv+었/ep+을/etm
때	때/ncn
,	,/sp
넓이가	넓이/ncn+가/jcs
인수	인수/ncn
r	r/f
만큼	만큼/nbn
변하는	변하/pvg+는/etm
것을	것/nbn+을/jco
보았습니다	보/pvg+았/ep+습니다/ef
.	./sf
이제	이제/mag
오늘은	오늘/ncn+은/jxc
한	한/nnc
방향으로는	방향/ncn+으로/jca+는/jxc
인수	인수/ncn
r	r/f
만큼	만큼/nbn
,	,/sp
다른	다르/paa+ㄴ/etm
방향으로는	방향/ncn+으로/jca+는/jxc
인수	인수/ncn
s	s/f
만큼	만큼/nbn
팽창시키는	팽창/ncpa+시키/xsv+는/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
알겠습니까	알/pvg+겠/ep+습니까/ef
?	?/sf
저는	저/npp+는/jxc
평면에서의	평면/ncn+에서/jca+의/jcm
두	두/nnc
방향을	방향/ncn+을/jco
지적했는데	지적/ncpa+하/xsv+었/ep+는데/ecs
,	,/sp
그것들은	그것/npd+들/xsn+은/jxc
서로	서로/mag
직각을	직각/ncn+을/jco
이루었습니다	이루/pvg+었/ep+습니다/ef
.	./sf
어제와	어제/ncn+와/jct
마찬가지로	마찬가지/ncn+로/jca
,	,/sp
직사각형을	직사각형/ncn+을/jco
가지고	가지/pvg+고/ecs
시작했습니다	시작/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
일반적인	일반/ncn+적/xsn+이/jp+ㄴ/etm
넓이에	넓이/ncn+에/jca
어떤	어떤/mmd
일이	일/ncn+이/jcs
일어났습니까	일어나/pvg+았/ep+습니까/ef
?	?/sf
콩팥	콩팥/maj
모양으로	모양/ncn+으로/jca
돌아가서	돌/pvg+아/ecs+가/pvg+서/ecs
아니	아니/mag
,	,/sp
더	더/mag
간단히	간단/ncn+히/xsa
반지름이	반지름/ncn+이/jcs
1	1/nnc
인	이/jp+ㄴ/etm
원으로	원/ncn+으로/jca
돌아가	돌/pvg+아/ecs+가/pvg+아/ecx
봅시다	보/pvg+ㅂ시다/ef
.	./sf
이	이/mmd
원을	원/ncn+을/jco
한	한/nnc
방향으로는	방향/ncn+으로/jca+는/jxc
인수	인수/ncn
a	a/f
만큼	만큼/nbn
,	,/sp
다른	다르/paa+ㄴ/etm
방향으로는	방향/ncn+으로/jca+는/jxc
인수	인수/ncn
b	b/f
만큼	만큼/nbn
팽창시켜	팽창/ncpa+시키/xsv+어/ecx
봅시다	보/px+ㅂ시다/ef
.	./sf
이렇게요	이렇/pad+게/ecs+요/jxf
.	./sf
우리는	우리/npp+는/jxc
어제	어제/mag
반지름이	반지름/ncn+이/jcs
1	1/nnc
인	이/jp+ㄴ/etm
원의	원/ncn+의/jcm
넓이가	넓이/ncn+가/jcs
라는	라/ef+는/etm
것을	것/nbn+을/jco
알았습니다	알/pvg+았/ep+습니다/ef
.	./sf
그러면	그러면/maj
,	,/sp
한	한/nnc
방향으로는	방향/ncn+으로/jca+는/jxc
인수	인수/ncn
a	a/f
만큼	만큼/nbn
,	,/sp
다른	다르/paa+ㄴ/etm
방향으로는	방향/ncn+으로/jca+는/jxc
인수	인수/ncn
b	b/f
만큼	만큼/nbn
팽창시켜서	팽창/ncpa+시키/xsv+어서/ecs
얻은	얻/pvg+은/etm
도형의	도형/ncn+의/jcm
넓이는	넓이/ncn+는/jxc
얼마입니까	얼마/ncn+이/jp+ㅂ니까/ef
?	?/sf
누구에게	누구/npp+에게/jca
물어보겠습니다	묻/pvg+어/ecx+보/px+겠/ep+습니다/ef
.	./sf
조	조/nq
?	?/sf
조	조/nq
:	:/sp
ab	ab/f
입니다	이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
,	,/sp
맞았습니다	맞/pvg+았/ep+습니다/ef
.	./sf
그렇다면	그렇다면/maj
,	,/sp
한	한/nnc
방향으로는	방향/ncn+으로/jca+는/jxc
인수	인수/ncn
a	a/f
만큼	만큼/nbn
,	,/sp
또	또/maj
다른	다르/paa+ㄴ/etm
방향으로는	방향/ncn+으로/jca+는/jxc
인수	인수/ncn
b	b/f
만큼	만큼/nbn
팽창된	팽창/ncpa+되/xsv+ㄴ/etm
원을	원/ncn+을/jco
무엇이라고	무엇/npd+이/jp+라/ef+고/jcr
부르는지	부르/pvg+는지/ecs
알고	알/pvg+고/ecx
있습니까	있/px+습니까/ef
?	?/sf
뭔지	뭐/npd+ㄴ지/ecs
알아요	알/pvg+아/ef+요/jxf
?	?/sf
조	조/nq
:	:/sp
타원	타원/ncn
(	(/sl
ellipse	ellipse/f
)	)/sr
입니다	이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
그렇습니다	그렇/pad+습니다/ef
.	./sf
그것이	그것/npd+이/jcs
바로	바로/mag
타원의	타원/ncn+의/jcm
정의입니다	정의/ncn+이/jp+ㅂ니다/ef
.	./sf
바로	바로/mag
정확히	정확/ncn+히/xsa
그렇게	그렇/pad+게/ecs
부릅니다	부르/pvg+ㅂ니다/ef
.	./sf
잘했습니다	잘/mag+하/pvg+었/ep+습니다/ef
.	./sf
바로	바로/mag
이	이/mmd
정의에서	정의/ncn+에서/jca
타원의	타원/ncn+의/jcm
넓이가	넓이/ncn+가/jcs
라는	라/ef+는/etm
것을	것/nbn+을/jco
알게	알/pvg+게/ecs
되었습니다	되/pvg+었/ep+습니다/ef
.	./sf
콩팥처럼	콩팥/ncn+처럼/jca
생긴	생기/pvg+ㄴ/etm
곡선으로	곡선/ncn+으로/jca
이루어진	이루/pvg+어/ecx+지/px+ㄴ/etm
도형이	도형/ncn+이/jcs
있다고	있/paa+다/ef+고/jcr
하면	하/pvg+면/ecs
,	,/sp
작은	작/paa+은/etm
직사각형들로써	직사각형/ncn+들/xsn+로써/jca
그	그/mmd
널이를	넓이/ncn+를/jco
근사해	근사/ncpa+하/xsv+어/ecs
알아볼	알/pvg+아/ecs+보/pvg+ㄹ/etm
수가	수/nbn+가/jcs
있지요	있/paa+지/ef+요/jxf
.	./sf
한	한/nnc
방향으로는	방향/ncn+으로/jca+는/jxc
인수	인수/ncn
a	a/f
만큼	만큼/nbn
,	,/sp
또	또/maj
다른	다르/paa+ㄴ/etm
방향으로는	방향/ncn+으로/jca+는/jxc
인수	인수/ncn
b	b/f
만큼	만큼/nbn
팽창시킨다면	팽창/ncpa+시키/xsv+ㄴ다/ef+면/ecs
,	,/sp
근사법에	근사/ncn+법/ncn+에/jca
의해서	의하/pvg+어서/ecs
,	,/sp
곡선	곡선/ncn
도형의	도형/ncn+의/jcm
넓이는	넓이/ncn+는/jxc
역시	역시/mag
인수	인수/ncn
ab	ab/f
만큼	만큼/nbn
변화하게	변화/ncpa+하/xsv+게/ecs
됩니다	되/pvg+ㅂ니다/ef
.	./sf
자	자/ii
,	,/sp
이제	이제/mag
3	3/nno
차원으로	차원/ncn+으로/jca
갑시다	가/pvg+ㅂ시다/ef
.	./sf
이제까지는	이제/ncn+까지/jxc+는/jxc
평면에서	평면/ncn+에서/jca
작업했지요	작업/ncpa+하/xsv+었/ep+지/ef+요/jxf
.	./sf
3	3/nno
차원에서는	차원/ncn+에서/jca+는/jxc
,	,/sp
직사각형과	직사각형/ncn+과/jct
비슷한	비슷/ncps+하/xsm+ㄴ/etm
것이	것/nbn+이/jcs
무엇이겠습니까	무엇/npd+이/jp+겠/ep+습니까/ef
?	?/sf
3	3/nnc
차원적인	차원/ncn+적/xsn+이/jp+ㄴ/etm
직사각형의	직사각형/ncn+의/jcm
닮음꼴은	닮음꼴/ncn+은/jxc
무엇일까요	무엇/npd+이/jp+ㄹ까/ef+요/jxf
?	?/sf
쉐릴	쉐릴/nq
:	:/sp
오	오/ii
,	,/sp
길이	길이/ncn
(	(/sl
세로	세로/ncn
)	)/sr
곱하기	곱하기/ncn
나비	나비/ncn
(	(/sl
가로	가로/ncn
)	)/sr
곱하기	곱하기/ncn
높이입니다	높이/ncn+이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
예	예/ii
,	,/sp
그렇게	그렇/pad+게/ecs
가로	가로/ncn
,	,/sp
세로	세로/ncn
그리고	그리고/maj
높이를	높이/ncn+를/jco
가진	가지/pvg+ㄴ/etm
,	,/sp
그래서	그래서/maj
3	3/nno
차원인	차원/ncn+이/jp+ㄴ/etm
직사각형과	직사각형/ncn+과/jct
유사한	유사/ncps+하/xsm+ㄴ/etm
그것을	그것/npd+을/jco
무엇이라	무엇/npd+이/jp+라/ef
합니까	하/pvg+ㅂ니까/ef
?	?/sf
(	(/sl
몇	몇/mma
명의	명/nbu+의/jcm
학생들이	학생/ncn+들/xsn+이/jcs
서투른	서투르/paa+ㄴ/etm
실수를	실수/ncn+를/jco
한다	하/pvg+ㄴ다/ef
.)	./sf+)/sr
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
에	에/ii
,	,/sp
그것은	그것/npd+은/jxc
직육면체	직육면체/ncn
(	(/sl
rectangular	rectangular/f
box	box/f
)	)/sr
라고	라/ef+고/jcr
부릅니다	부르/pvg+ㅂ니다/ef
.	./sf
알겠습니까	알/pvg+겠/ep+습니까/ef
?	?/sf
그걸	그거/npd+ㄹ/jco
말하는	말/ncpa+하/xsv+는/etm
다른	다르/paa+ㄴ/etm
이름을	이름/ncn+을/jco
알고	알/pvg+고/ecx
있습니까	있/px+습니까/ef
?	?/sf
쉐릴	쉐릴/nq
:	:/sp
정육면체	정육면체/ncn
말입니까	말/ncn+이/jp+ㅂ니까/ef
?	?/sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
음	음/ii
,	,/sp
정육면체는	정육면체/ncn+는/jxc
상자의	상자/ncn+의/jcm
특별한	특별/ncps+하/xsm+ㄴ/etm
경우입니다	경우/ncn+이/jp+ㅂ니다/ef
.	./sf
모든	모든/mma
면이	면/ncn+이/jcs
다	다/mag
같을	같/paa+을/etm
때를	때/ncn+를/jco
말하는	말/ncpa+하/xsv+는/etm
거지요	거/nbn+지/ef+요/jxf
.	./sf
정육면체는	정육면체/ncn+는/jxc
정사각형과	정사각형/ncn+과/jcj
유사한	유사/ncps+하/xsm+ㄴ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
직사각형과	직사각형/ncn+과/jcj
유사한	유사/ncps+하/xsm+ㄴ/etm
것	것/nbn
,	,/sp
그것을	그것/npd+을/jco
단지	단지/mag
직육면체	직육면체/ncn
(	(/sl
rectangular	rectangular/f
box	box/f
)	)/sr
라고	라/ef+고/jcr
부릅니다	부르/pvg+ㅂ니다/ef
.	./sf
하나	하나/nnc
그려볼까요	그리/pvg+어/ecx+보/px+ㄹ까/ef+요/jxf
?	?/sf
상자가	상자/ncn+가/jcs
보이지요	보이/pvg+지/ef+요/jxf
?	?/sf
쉐릴	쉐릴/nq
:	:/sp
abc	abc/f
입니다	이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
맞습니다	맞/pvg+습니다/ef
.	./sf
부피는	부피/ncn+는/jxc
각	각/mma
변을	변/ncn+을/jco
곱한	곱하/pvg+ㄴ/etm
값인	값/ncn+이/jp+ㄴ/etm
입니다	이/jp+ㅂ니다/ef
.	./sf
이제	이제/mag
인수	인수/ncn
r	r/f
만큼	만큼/nbn
3	3/nno
차원의	차원/ncn+의/jcm
각	각/mma
방향으로	방향/ncn+으로/jca
팽창시켜	팽창/ncpa+시키/xsv+어/ecx
봅시다	보/px+ㅂ시다/ef
.	./sf
그러면	그러면/maj
인수	인수/ncn
r	r/f
만큼씩	만큼/nbn+씩/xsn
세	세/nnc
방향	방향/ncn
전부가	전부/ncn+가/jcs
부풀려지겠죠	부풀리/pvg+어/ecx+지/px+겠/ep+지/ef+요/jxf
.	./sf
(	(/sl
한	한/nnc
학생이	학생/ncn+이/jcs
끼어들어서	끼/pvg+어/ecx+들/px+어서/ecs
부피를	부피/ncn+를/jco
구하려고	구하/pvg+려고/ecs
했다	하/px+었/ep+다/ef
.)	./sf+)/sr
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
잠깐	잠깐/ncn
,	,/sp
잠깐	잠깐/ncn
,	,/sp
잠깐	잠깐/ncn
.	./sf
제가	제/npp+가/jcs
그리겠습니다	그리/pvg+겠/ep+습니다/ef
.	./sf
학생들은	학생/ncn+들/xsn+은/jxc
제게	제/npp+게/jca
너무	너무/mag
빠릅니다	빠르/paa+ㅂ니다/ef
.	./sf
(	(/sl
웃음	웃음/ncn
)	)/sr
그러면	그러면/maj
팽창된	팽창/ncpa+되/xsv+ㄴ/etm
상자의	상자/ncn+의/jcm
각	각/mma
변은	변/ncn+은/jxc
ra	ra/f
,	,/sp
rb	rb/f
,	,/sp
rc	rc/f
입니다	이/jp+ㅂ니다/ef
.	./sf
자	자/ii
그럼	그럼/mag
각	각/mma
방향으로	방향/ncn+으로/jca
인수	인수/ncn
r	r/f
만큼	만큼/nbn
팽창된	팽창/ncpa+되/xsv+ㄴ/etm
상자의	상자/ncn+의/jcm
부피는	부피/ncn+는/jxc
얼마입니까	얼마/ncn+이/jp+ㅂ니까/ef
?	?/sf
누굴	누구/npp+ㄹ/jco
시켜봅시다	시키/pvg+어/ecx+보/px+ㅂ시다/ef
.(	./sf+(/sl
선생님이	선생/ncn+님/xsn+이/jcs
한	한/nnc
학생을	학생/ncn+을/jco
가리킨다	가리키/pvg+ㄴ다/ef
.)	./sf+)/sr
학생	학생/ncn
:	:/sp
입니다	이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
,	,/sp
맞았습니다	맞/pvg+았/ep+습니다/ef
.	./sf
잘	잘/mag
했습니다	하/pvg+었/ep+습니다/ef
.	./sf
그러면	그러면/maj
원래	원래/ncn
상자의	상자/ncn+의/jcm
부피가	부피/ncn+가/jcs
V	V/f
일	이/jp+ㄹ/etm
때	때/ncn
,	,/sp
팽창된	팽창/ncpa+되/xsv+ㄴ/etm
상자의	상자/ncn+의/jcm
부피는	부피/ncn+는/jxc
이군요	이/jp+군/ef+요/jxf
.	./sf
학생의	학생/ncn+의/jcm
이름은	이름/ncn+은/jxc
무엇입니까	무엇/npd+이/jp+ㅂ니까/ef
?	?/sf
학생	학생/ncn
:	:/sp
개리	개리/nq
(	(/sl
Gary	Gary/f
)	)/sr
입니다	이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
예	예/ii
,	,/sp
어제부터	어제/ncn+부터/jxc
기억하고	기억/ncpa+하/xsv+고/ecx
있었습니다	있/px+었/ep+습니다/ef
.	./sf
봅시다	보/pvg+ㅂ시다/ef
.	./sf
쉐릴	쉐릴/nq
,	,/sp
써지	써지/nq
,	,/sp
어디었지요	어디/npd+었/ep+지/ef+요/jxf
,	,/sp
레이첼	레이첼/nq
?	?/sf
아	아/ii
,	,/sp
저기	저기/npd
있군요	있/paa+군/ef+요/jxf
,	,/sp
자리를	자리/ncn+를/jco
옮겨	옮기/pvg+어/ecs
앉았군요	앉/pvg+았/ep+군/ef+요/jxf
.	./sf
절	저/npp+ㄹ/jco
당황하게	당황/ncps+하/xsm+게/ecx
했습니다	하/px+었/ep+습니다/ef
.(	./sf+(/sl
웃음	웃음/ncn
)	)/sr
좋아요	좋/paa+아/ef+요/jxf
.	./sf
결과적으로	결과/ncn+적/xsn+으로/jca
부피는	부피/ncn+는/jxc
인수	인수/ncn
만큼	만큼/nbn
변화합니다	변화/ncpa+하/xsv+ㅂ니다/ef
.	./sf
자	자/ii
,	,/sp
3	3/nno
차원적인	차원/ncn+적/xsn+이/jp+ㄴ/etm
콩팥을	콩팥/ncn+을/jco
봅시다	보/pvg+ㅂ시다/ef
.	./sf
어제는	어제/ncn+는/jxc
2	2/nnc
차원직인	차원/ncn+적/xsn+이/jp+ㄴ/etm
곡선	곡선/ncn
모양의	모양/ncn+의/jcm
도형을	도형/ncn+을/jco
가지고	가지/pvg+고/ecs
인수	인수/ncn
r	r/f
만큼	만큼/nbn
부풀리거나	부풀리/paa+거나/ecc
,	,/sp
인수	인수/ncn
r	r/f
만큼	만큼/nbn
팽창시켰더니	팽창/ncpa+시키/xsv+었/ep+더니/ecs
