<tdmsfile>
<project>  </project>
42985   구조로  구조/ncpa+로/jca
42986   ,        ,/sp
42987   다음이  다음/ncn+이/jcs
42988   그      그/mmd
42989   예들이다        예/ncn+들/xsn+이/jp+다/ef
42990   .        ./sf
42991   (       (/sl
42992   34      34/nnc
42993   )       )/sr
42994   a       a/f
42995   .        ./sf
42996   철수가  철수/nq+가/jcs
42997   영희를  영희/nq+를/jco
42998   만난    만나/pvg+ㄴ/etm
42999   도서관  도서관/ncn
43000   b       b/f
43001   .        ./sf
43002   철수가  철수/nq+가/jcs
43003   돌아온  돌/pvg+아/ecx+오/px+ㄴ/etm
43004   시간    시간/ncn
43005   c       c/f
43006   .        ./sf
43007   철수가  철수/nq+가/jcs
43008   사과를  사과/ncpa+를/jco
43009   깎은    깎/pvg+ㄴ/etm
43010   칼      칼/ncn
43011   이      이/jcs
43012   배경성이라는    배경성/ncn+이/jp+라는/etm
43013   의미관계도      의미/ncps+관계/ncpa+도/jxc
43014   그      그/mmd
43015   규정이  규정/ncpa+이/jcs
43016   쉽지만은        쉽/paa+지만/ecs+은/jxc
43017   않다    않/px+다/ef
43018   .        ./sf
43019   이      이/mmd
43020   개념은  개념/ncn+은/jxc
43021   일반적으로      일반/ncn+적/xsn+으로/jca
43022   행위    행위/ncpa
43023   자와    자/ncn+와/jcj
43024   대상이  대상/ncn+이/jcs
43025   정해지고        정하/pvg+어/ecx+지/px+고/ecx
43026   난      나/px+ㄴ/etm
43027   후      후/ncn
43028   결정될  결정/ncpa+되/xsv+ㄹ/etm
43029   수      수/nbn
43030   있는    있/paa+는/etm
43031   관계이나        관계/ncpa+이/jp+나/ecs
43032   ,        ,/sp
43033   그      그/mmd
43034   범위가  범위/ncn+가/jcs
43035   어느    어느/mmd
43036   정도인지        정도/ncn+이/jp+ㄴ지/ecs
43037   명확    명확/ncps
43038   하게    하/pvg+게/ecs
43039   규정짓기는      규정짓/pvg+기/etn+는/jxc
43040   어렵다  어렵/paa+다/ef
43041   .        ./sf
43042   의미관계가      의미/ncps+관계/ncpa+가/jcs
43043   '       '/sl
43044   배경성  배경성/ncn
43045   '       '/sr
43046   으로    으로/jca
43047   기술될  기술/ncpa+되/xsv+ㄹ/etm
43048   수      수/nbn
43049   있는    있/paa+는/etm
43050   것은    것/nbn+은/jxc
43051   문법적인        문법/ncn+적/xsn+이/jp+ㄴ/etm
43052   측면에서는      측면/ncn+에서/jca+는/jxc
43053   여러    여러/mma
43054   의미역  의미역/ncn
43055   (       (/sl
43056   thematic thematic/f
43057   role     role/f
43058   )       )/sr
43059   에      에/jca
43060   대응되는        대응/ncpa+되/xsv+는/etm
43061   것으로  것/nbn+으로/jca
43062   나타난다        나타나/pvg+ㄴ다/ef
43063   .        ./sf
43064   즉      즉/maj
43065   '       '/sl
43066   location location/f
43067   ,        ,/sp
43068   goal    goal/f
43069   ,        ,/sp
43070   time    time/f
43071   ,        ,/sp
43072   instrument      instrument/f
43073   ,        ,/sp
43074   reason  reason/f
43075   ,        ,/sp
43076   cause   cause/f
43077   ,        ,/sp
43078   result   result/f
43079   '       '/sr
43080   등의    등/nbn+의/jcm
43081   아주    아주/mag
43082   다양한  다양하/paa+ㄴ/etm
43083   관계로  관계/ncpa+로/jca
43084   규정될  규정/ncpa+되/xsv+ㄹ/etm
43085   수      수/nbn
43086   있다    있/paa+다/ef
43087   .        ./sf
43088   핵심명사가      핵심/ncn+명사/ncn+가/jcs
43089   배경적인        배경/ncn+적/xsn+이/jp+ㄴ/etm
43090   의미관계로      의미/ncps+관계/ncpa+로/jca
43091   규정된다는      규정/ncpa+되/xsv+ㄴ다는/etm
43092   것은    것/nbn+은/jxc
43093   바꾸어  바꾸/pvg+어/ecs
43094   말하면  말/ncpa+하/xsv+면/ecs
43095   관계절이        관계절/ncn+이/jcs
43096   이미    이미/mag
43097   이      이/mmd
43098   핵심명사        핵심/ncn+명사/ncn
43099   없이    없이/jca
43100   어떤    어떤/mmd
43101   한      한/nnc
43102   상황이나        상황/ncn+이나/jcj
43103   또는    또는/maj
43104   명제의  명제/ncpa+의/jcm
43105   기본적인        기본/ncn+적/xsn+이/jp+ㄴ/etm
43106   내용을  내용/ncn+을/jco
43107   명시할  명시/ncpa+하/xsv+ㄹ/etm
43108   수      수/nbn
43109   있다는  있/paa+다는/etm
43110   것을    것/nbn+을/jco
43111   나타낸다        나타내/pvg+ㄴ다/ef
43112   .        ./sf
43113   따라서  따라서/maj
43114   이러한  이러하/pad+ㄴ/etm
43115   배경적  배경/ncn+적/xsn
43116   상황들은        상황/ncn+들/xsn+은/jxc
43117   그      그/mmd
43118   일차적  일차/ncn+적/xsn
43119   의미내용에      의미내용/ncn+에/jca
43120   부수적으로      부수/ncpa+적/xsn+으로/jca
43121   나타나는        나타나/pvg+는/etm
43122   따라서  따라서/maj
43123   그      그/mmd
43124   관계가  관계/ncpa+가/jcs
43125   직접적이지      직접/ncn+적/xsn+이/jp+지/ecx
43126   않은    않/px+ㄴ/etm
43127   경우가  경우/ncn+가/jcs
43128   많다는  많/paa+다는/etm
43129   것을    것/nbn+을/jco
43130   알      알/pvg+ㄹ/etm
43131   수      수/nbn
43132   있다    있/paa+다/ef
43133   .        ./sf
43134   이      이/mmd
43135   배경적  배경/ncn+적/xsn
43136   상황을  상황/ncn+을/jco
43137   제한하는        제한/ncpa+하/xsv+는/etm
43138   표현은  표현/ncpa+은/jxc
43139   영어의  영어/ncn+의/jcm
43140   경우    경우/ncn
43141   관계대명사나    관계/ncpa+대명사/ncn+나/jcj
43142   관계부사        관계/ncpa+부사/ncn
43143   등에    등/nbn+에/jca
43144   의해    의하/pvg+어/ecs
43145   다양하게        다양하/paa+게/ecs
43146   나타날  나타나/pvg+ㄹ/etm
43147   수      수/nbn
43148   있으나  있/paa+으나/ecs
43149   한국어의        한국어/ncn+의/jcm
43150   경우는  경우/ncn+는/jxc
43151   그      그/mmd
43152   표현이  표현/ncpa+이/jcs
43153   제약되어        제약/ncpa+되/xsv+어/ecx
43154   있다    있/px+다/ef
43155   .        ./sf
43156   장석진  장석진/ncn
43157   (       (/sl
43158   1994    1994/nnc
43159   )       )/sr
43160   에      에/jca
43161   서      서/jxc
43162   제시된  제시/ncpa+되/xsv+ㄴ/etm
43163   배경성  배경성/ncn
43164   중      중/ncn
43165   '       '/sl
43166   시간    시간/ncn
43167   '       '/sr
43168   을      을/jco
43169   나타내는        나타내/pvg+는/etm
43170   표현의  표현/ncpa+의/jcm
43171   차이를  차이/ncn+를/jco
43172   보면    보/pvg+면/ecs
43173   다음과  다음/ncn+과/jct
43174   같다    같/paa+다/ef
43175   .        ./sf
43176   (       (/sl
43177   35      35/nnc
43178   )       )/sr
43179   a       a/f
43180   .        ./sf
43181   그      그/mmd
43182   여자가  여자/ncn+가/jcs
43183   도착한  도착/ncpa+하/xsv+ㄴ/etm
43184   날      날/ncn
43185   (       (/sl
43186   36      36/nnc
43187   )       )/sr
43188   a       a/f
43189   .        ./sf
43190   the     the/f
43191   day     day/f
43192   on      on/f
43193   which   which/f
43194   she     she/f
43195   arrived arrived/f
43196   .        ./sf
43197   b       b/f
43198   .        ./sf
43199   the     the/f
43200   day     day/f
43201   which   which/f
43202   she     she/f
43203   arrived arrived/f
43204   on      on/f
43205   c       c/f
43206   .        ./sf
43207   the     the/f
43208   day     day/f
43209   that    that/f
43210   she     she/f
43211   arrived arrived/f
43212   on      on/f
43213   d       d/f
43214   .        ./sf
43215   the     the/f
43216   day     day/f
43217   she     she/f
43218   arrived arrived/f
43219   on      on/f
43220   e       e/f
43221   .        ./sf
43222   the     the/f
43223   day     day/f
43224   when   when/f
43225   she     she/f
43226   arrived arrived/f
43227   f       f/f
43228   .        ./sf
43229   the     the/f
43230   day     day/f
43231   she     she/f
43232   arrived arrived/f
43233   g       g/f
43234   .        ./sf
43235   the     the/f
43236   day     day/f
43237   that    that/f
43238   she     she/f
43239   arrived arrived/f
43240   h       h/f
43241   .        ./sf
43242   when   when/f
43243   she     she/f
43244   arrived arrived/f
43245   이렇게  이렇게/mag
43246   제한의  제한/ncpa+의/jcm
43247   유형으로        유형/ncn+으로/jca
43248   규정되는        규정/ncpa+되/xsv+는/etm
43249   '       '/sl
43250   속성    속성/ncn
43251   ',       '/sl+,/sp
43252   '       '/sl
43253   대상성  대상성/ncn
43254   ',       '/sl+,/sp
43255   '       '/sl
43256   행위성  행위성/ncn
43257   ',       '/sl+,/sp
43258   그리고  그리고/maj
43259   '       '/sl
43260   배경성  배경성/ncn
43261   '       '/sr
43262   은      은/jxc
43263   그      그/mmd
43264   핵      핵/ncn
43265   심명사를        심명사/ncn+를/jco
43266   명시하고        명시/ncpa+하/xsv+고/ecc
43267   규정한다는      규정/ncpa+하/xsv+ㄴ다는/etm
43268   관점에서        관점/ncn+에서/jca
43269   보면    보/pvg+면/ecs
43270   일정한  일정하/paa+ㄴ/etm
43271   위계로  위계/ncn+로/jca
43272   나타난다        나타나/pvg+ㄴ다/ef
43273   .        ./sf
43274   즉      즉/maj
43275   '       '/sl
43276   속성    속성/ncn
43277   행      행/ncn
43278   위성    위성/ncn
43279   /       //sp
43280   대상성  대상성/ncn
43281   배경성  배경성/ncn
43282   '       '/sl
43283   순으로  순/ncn+으로/jca
43284   그      그/mmd
43285   위계를  위계/ncn+를/jco
43286   규정지을        규정짓/pvg+ㄹ/etm
43287   수      수/nbn
43288   있는데  있/paa+는데/ecs
43289   ,        ,/sp
43290   보통    보통/mag
43291   어떤    어떤/mmd
43292   것에    것/nbn+에/jca
43293   대해    대하/pvg+어/ecx
43294   진      지/px+ㄴ/etm
43295   술한다는        술하/paa+ㄴ다는/etm
43296   것은    것/nbn+은/jxc
43297   그      그/mmd
43298   속성을  속성/ncn+을/jco
43299   명시하는        명시/ncpa+하/xsv+는/etm
43300   것이    것/nbn+이/jcs
43301   가장    가장/mag
43302   기본적인        기본/ncn+적/xsn+이/jp+ㄴ/etm
43303   것이며  것/nbn+이/jp+며/ecc
43304   나머지  나머지/ncn
43305   배경을  배경/ncn+을/jco
43306   명시하는        명시/ncpa+하/xsv+는/etm
43307   것이    것/nbn+이/jcs
43308   가장    가장/mag
43309   부차적이라고    부차/ncn+적/xsn+이/jp+라고/ecs
43310   할      하/pvg+ㄹ/etm
43311   수      수/nbn
43312   있다    있/paa+다/ef
43313   .        ./sf
43314   따라서  따라서/maj
43315   행위성과        행위/ncpa+성과/ncn
43316   대상성은        대상성/ncn+은/jxc
43317   그      그/mmd
43318   중간에  중간/ncn+에/jca
43319   위치하는        위치/ncpa+하/xsv+는/etm
43320   것      것/nbn
43321   으로    으로/jca
43322   파악할  파악/ncpa+하/xsv+ㄹ/etm
43323   수      수/nbn
43324   있다    있/paa+다/ef
43325   .        ./sf
43326   4       4/nnc
43327   .        ./sf
43328   2       2/nnc
43329   .        ./sf
43330   4       4/nnc
43331   .        ./sf
43332   의미의  의미/ncps+의/jcm
43333   정연성  정연성/ncn
43334   조건    조건/ncn
43335   지금까지        지금/ncn+까지/jca
43336   관계구문은      관계구문/ncn+은/jxc
43337   그      그/mmd
43338   핵심명사를      핵심/ncn+명사/ncn+를/jco
43339   제한    제한/ncpa
43340   (       (/sl
43341   restrict restrict/f
43342   )       )/sr
43343   하는    하/pvg+는/etm
43344   것으로  것/nbn+으로/jca
43345   정의하고        정의/ncpa+하/xsv+고/ecc
43346   이      이/mmd
43347   제한의  제한/ncpa+의/jcm
43348   가능한  가능/ncpa+하/xsv+ㄴ/etm
43349   유형들을        유형/ncn+들/xsn+을/jco
43350   크게    크/paa+게/ecs
43351   네      네/npp
43352   가지로  가지/nbu+로/jca
43353   분류하고        분류/ncpa+하/xsv+고/ecc
43354   기술해  기술/ncpa+하/xsv+어/ecx
43355   보았다  보/px+았/ep+다/ef
43356   .        ./sf
43357   이런    이런/mmd
43358   의미관계는      의미/ncps+관계/ncpa+는/jxc
43359   3       3/nnc
43360   장에서  장/nbu+에서/jca
43361   살      살/pvg+ㄹ/etm
43362   펴      피/pvg+어/ecx
43363   본      보/px+ㄴ/etm
43364   통사론적인      통사론/ncn+적/xsn+이/jp+ㄴ/etm
43365   관점에서        관점/ncn+에서/jca
43366   접근한  접근/ncpa+하/xsv+ㄴ/etm
43367   관계화와        관계화/ncn+와/jcj
43368   밀접한  밀접/ncps+하/xsm+ㄴ/etm
43369   관련을  관련/ncpa+을/jco
43370   맺으며  맺/pvg+으며/ecs
43371   또      또/maj
43372   통사적으로는    통사/ncn+적/xsn+으로/jca+는/jxc
43373   문      문/ncn
43374   제가    제/ncn+가/jcs
43375   없는    없/paa+는/etm
43376   그러나  그러나/maj
43377   적격하지        적격하/pvg+지/ecx
43378   않거나  않/px+거나/ecc
43379   관계화가        관계화/ncpa+가/jcs
43380   불가능한        불가능/ncpa+하/xsv+ㄴ/etm
43381   구조를  구조/ncpa+를/jco
43382   설명하는        설명/ncpa+하/xsv+는/etm
43383   데      데/nbn
43384   원용될  원용/ncpa+되/xsv+ㄹ/etm
43385   수      수/nbn
43386   있다    있/paa+다/ef
43387   .        ./sf
43388   우선    우선/mag
43389   이런    이런/mmd
43390   의미관계를      의미/ncps+관계/ncpa+를/jco
43391   다음과  다음/ncn+과/jct
43392   같은    같/paa+ㄴ/etm
43393   정연성  정연성/ncn
43394   원리    원리/ncn
43395   (       (/sl
43396   The    The/f
43397   Coherence       Coherence/f
43398   Principle Principle/f
43399   ){{      )/sr+{/sl+{/sl
43400   이      이/mmd
43401   정연성  정연성/ncn
43402   (       (/sl
43403   coherence       coherence/f
43404   )       )/sr
43405   조건은  조건/ncn+은/jxc
43406   원래    원래/ncn
43407   담화를  담화/ncn+를/jco
43408   이해하기        이해/ncpa+하/xsv+기/etn
43409   위한    위하/pvg+ㄴ/etm
43410   장치의  장치/ncpa+의/jcm
43411   하나로  하나/nnc+로/jca
43412   담화의  담화/ncn+의/jcm
43413   심층적인        심층/ncn+적/xsn+이/jp+ㄴ/etm
43414   의미의  의미/ncps+의/jcm
43415   결      결/ncn
43416   속성을  속성/ncn+을/jco
43417   나타내는        나타내/pvg+는/etm
43418   개념이지만      개념/ncn+이/jp+지만/ecs
43419   여기서는        여기/npd+서/jca+는/jxc
43420   이런    이런/mmd
43421   개념과는        개념/ncn+과/jct+는/jxc
43422   상관없이        상관/ncn+없이/jca
43423   관계절의        관계절/ncn+의/jcm
43424   의미기능이      의미/ncps+기능/ncn+이/jcs
43425   그      그/mmd
43426   핵심명사를      핵심/ncn+명사/ncn+를/jco
43427   제한    제한/ncpa
43428   (       (/sl
43429   restrict restrict/f
43430   )       )/sr
43431   하는데  하/pvg+는데/ecs
43432   있어    있/paa+어/ecs
43433   그      그/mmd
43434   관계가  관계/ncpa+가/jcs
43435   모순됨이        모순/ncpa+되/xsv+ㅁ/etn+이/jcs
43436   없이    없이/mag
43437   짜임새  짜임새/ncn
43438   있어야  있/paa+어야/ecx
43439   한다는  하/px+ㄴ다는/etm
43440   의미로  의미/ncps+로/jca
43441   사용한다        사용/ncpa+하/xsv+ㄴ다/ef
43442   .        ./sf
43443   }}      }/sr+}/sr
43444   로      로/jca
43445   형식화한다      형식화/ncpa+하/xsv+ㄴ다/ef
43446   .        ./sf
43447   (       (/sl
43448   37      37/nnc
43449   )       )/sr
43450   a       a/f
43451   .        ./sf
43452   관계구성의      관계/ncpa+구성/ncpa+의/jcm
43453   의미적  의미/ncps+적/xsn
43454   정연성  정연성/ncn
43455   조건    조건/ncn
43456   (       (/sl
43457   첫번째  첫번째/nno
43458   형식화  형식화/nq
43459   )       )/sr
43460   관계구문은      관계구문/ncn+은/jxc
43461   그      그/mmd
43462   핵심명사에      핵심/ncn+명사/ncn+에/jca
43463   대해서  대하/pvg+어서/ecs
43464   충분히  충분히/mag
43465   제한적이어야    제한/ncpa+적/xsn+이/jp+어야/ecx
43466   한다    하/px+ㄴ다/ef
43467   .        ./sf
43468   이      이/mmd
43469   원리는  원리/ncn+는/jxc
43470   관계절과        관계절/ncn+과/jcj
43471   그      그/mmd
43472   핵심명사의      핵심/ncn+명사/ncn+의/jcm
43473   의미관계를      의미/ncps+관계/ncpa+를/jco
43474   명시하는        명시/ncpa+하/xsv+는/etm
43475   것으로  것/nbn+으로/jca
