
그리스	그리스/nq
비타민	비타민/ncn
B12	B/f+12/nno
를	를/jco
성분별로	성분/ncn+별/xsn+로/jca
나누어	나누/pvg+어/ecx
조사하였는데	조사/ncpa+하/xsv+였/ep+는데/ecs
이것은	이것/npd+은/jxc
매우	매우/mag
복잡한	복잡/ncps+하/xsm+ㄴ/etm
화합물로	화합/ncn+물/xsn+로/jca
C63H88O14N14PCo	C/f+63/nnc+H/f+88/nnc+O/f+14/nnc+N/f+14/nnc+P/f+Co/f
라는	라/ef+는/etm
화학식을	화학/ncn+식/ncn+을/jco
가지고	가지/pvg+고/ecx
있음을	있/px+음/etn+을/jco
알아냈다	알/pvg+아/ecx+내/px+었/ep+다/ef
.	./sf

같은	같/paa+은/etm
확률을	확률/ncn+을/jco
보이는	보이/pvg+는/etm
지역을	지역/ncn+을/jco
따라	따르/pvg+아/ecs
선을	선/ncn+을/jco
그리면	그리/pvg+면/ecs
골격의	골격/ncn+의/jcm
형태를	형태/ncn+를/jco
얻을	얻/pvg+을/etm
수	수/nbn
있고	있/paa+고/ecc
전체	전체/ncn
분자	분자/ncn
형태를	형태/ncn+를/jco
그려낼	그리/pvg+어/ecx+내/px+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf

비타민	비타민/ncn
B12	B/f+12/nno
는	는/jxc
훨씬	훨씬/mag
더	더/mag
복잡하여	복잡/ncps+하/xsm+어/ecs
호지킨은	호지킨/nq+은/jxc
더욱	더욱/mag
발전된	발전/ncpa+되/xsv+ㄴ/etm
컴퓨터를	컴퓨터/ncn+를/jco
쓰는	쓰/pvg+는/etm
등	등/nbn
더욱	더욱/mag
어려운	어렵/paa+ㄴ/etm
작업을	작업/ncn+을/jco
해야만	하/pvg+어야/ecs+만/jxc
했다	하/pvg+었/ep+다/ef
.	./sf

비타민	비타민/ncn
B12	B/f+12/nno
는	는/jxc
한	한/nnc
쪽으로	쪽/nbu+으로/jca
치우친	치우치/pvg+ㄴ/etm
포르피린	포르피린/ncn
고리로	고리/ncn+로/jca
하나의	하나/nnc+의/jcm
탄소	탄소/ncn
연결	연결/ncn
부위가	부위/ncn+가/jcs
두	두/mma
개의	개/nbu+의/jcm
작은	작/paa+은/etm
피롤	피롤/ncn
고리를	고리/ncn+를/jco
연결하고	연결/ncpa+하/xsv+고/ecx
있으며	있/px+으며/ecs
피롤	피롤/ncn
고리에는	고리/ncn+에/jca+는/jxc
복잡한	복잡/ncps+하/xsm+ㄴ/etm
측쇄가	측쇄/ncn+가/jcs
붙어	붙/pvg+어/ecx
있다	있/px+다/ef
.	./sf

헴은	헴/ncn+은/jxc
포르피린	포르피린/ncn
고리	고리/ncn
안쪽에	안/ncn+쪽/nbn+에/jca
철이	철/ncn+이/jcs
있고	있/paa+고/ecc
시아노코발라민에는	시아노코발라민/ncn+에/jca+는/jxc
코발트	코발트/ncn
원자가	원자/ncn+가/jcs
있다	있/paa+다/ef
.	./sf

신체는	신체/ncn+는/jxc
다른	다르/paa+ㄴ/etm
비타민	비타민/ncn
B	B/f
군	군/xsn
필요량의	필요/ncn+량/ncn+의/jcm
1	1/nnc
,	,/sp
000	000/nnc
분의	분/nbn+의/jcm
1	1/nnc
에	에/jca
해당하는	해당/ncpa+하/xsv+는/etm
비타민	비타민/ncn
B12	B/f+12/nno
만	만/jxc
있어도	있/paa+어도/ecs
된다	되/pvg+ㄴ다/ef
.	./sf

이	이/mmd
질병으로	질병/ncn+으로/jca
고생하는	고생/ncpa+하/xsv+는/etm
사람은	사람/ncn+은/jxc
단순히	단순/ncn+히/xsa
장내	장내/ncn
세포막을	세포/ncn+막/ncn+을/jco
통해	통하/pvg+어/ecs
몸으로	몸/ncn+으로/jca
필요량만큼의	필요/ncn+량/ncn+만큼/nbn+의/jcm
비타민을	비타민/ncn+을/jco
흡수하지	흡수/ncpa+하/xsv+지/ecx
못하기	못하/px+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf

간을	간/ncn+을/jco
먹으면	먹/pvg+으면/ecs
특별히	특별/ncn+히/xsa
풍성한	풍성/ncps+하/xsm+ㄴ/etm
양을	양/ncn+을/jco
공급하게	공급/ncpa+하/xsv+게/ecx
되어	되/pvg+어/ecs
환자들은	환자/ncn+들/xsn+은/jxc
충분한	충분/ncps+하/xsm+ㄴ/etm
양의	양/ncn+의/jcm
시아노코발라민을	시아노코발라민/ncn+을/jco
흡수할	흡수/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf

하지만	하지만/maj
입을	입/ncn+을/jco
통해	통하/pvg+어/ecs
원하는	원하/pvg+는/etm
만큼의	만큼/nbn+의/jcm
비타민을	비타민/ncn+을/jco
흡수하려면	흡수/ncpa+하/xsv+려면/ecs
혈액에	혈액/ncn+에/jca
직접	직접/mag
주사하는	주사/ncpa+하/xsv+는/etm
양의	양/ncn+의/jcm
100	100/nnc
배는	배/nbu+는/jxc
먹어야	먹/pvg+어야/ecs
한다	하/pvg+ㄴ다/ef
.	./sf

아마도	아마도/mag
환자의	환자/ncn+의/jcm
장내	장내/ncn
기구에	기구/ncn+에/jca
무언가	무어/npd+ㄴ가/ef
잘못이	잘못/ncn+이/jcs
있어서	있/paa+어서/ecs
장	장/ncn
세포벽을	세포/ncn+벽/ncn+을/jco
통해	통하/pvg+어/ecs
비타민이	비타민/ncn+이/jcs
통과하지	통과/ncpa+하/xsv+지/ecx
못하고	못하/px+고/ecx
있는	있/px+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf

캐슬은	캐슬/nq+은/jxc
위액의	위액/ncn+의/jcm
이	이/mmd
필수	필수/ncn
구성	구성/ncn
성분을	성분/ncn+을/jco
'	'/sl
본질	본질/ncn
요인	요인/ncn
'	'/sr
이라	이/jp+라/ef
불렀다	부르/pvg+었/ep+다/ef
.	./sf

이	이/mmd
물질을	물질/ncn+을/jco
소량의	소량/ncn+의/jcm
시아노코발라민과	시아노코발라민/ncn+과/jct
섞으면	섞/pvg+으면/ecs
환자는	환자/ncn+는/jxc
세포벽을	세포/ncn+벽/ncn+을/jco
통한	통하/pvg+ㄴ/etm
비타민의	비타민/ncn+의/jcm
흡수에	흡수/ncn+에/jca
전혀	전혀/mag
어려움을	어렵/paa+ㅁ/etn+을/jco
겪지	겪/pvg+지/ecx
않는다	않/px+는다/ef
.	./sf

가장	가장/mag
먼저	먼저/mag
발견된	발견/ncpa+되/xsv+ㄴ/etm
것은	것/nbn+은/jxc
금속이	금속/ncn+이/jcc
아니라	아니/paa+라/ecs
염소와	염소/ncn+와/jct
같은	같/paa+은/etm
성질을	성질/ncn+을/jco
가지는	가지/pvg+는/etm
원소인	원소/ncn+이/jp+ㄴ/etm
요오드였다	요오드/ncn+이/jp+었/ep+다/ef
.	./sf

갑상선	갑상선/ncn
부종은	부종/ncn+은/jxc
눈에	눈/ncn+에/jca
잘	잘/mag
드러나는	드러나/pvg+는/etm
질병으로	질병/ncn+으로/jca
,	,/sp
갑상선이	갑상선/ncn+이/jcs
괴상한	괴상/ncps+하/xsm+ㄴ/etm
모양으로	모양/ncn+으로/jca
커지면서	크/paa+어/ecx+지/px+면서/ecs
환자가	환자/ncn+가/jcs
멍청해	멍청/ncps+하/xsm+어/ecx
지고	지/px+고/ecc
무관심해지거나	무/xp+관심/ncpa+하/xsv+어/ecx+지/px+거나/ecc
신경	신경/ncn
과민에	과민/ncn+에/jca
공격적이	공격/ncn+적/xsn+이/jcc
되며	되/pvg+며/ecc
눈이	눈/ncn+이/jcs
튀어나온다	튀/pvg+어/ecx+나오/px+ㄴ다/ef
.	./sf

외과적	외과/ncn+적/xsn
수술	수술/ncn
기술의	기술/ncn+의/jcm
발달로	발달/ncn+로/jca
갑상선	갑상선/ncn
부종에서	부종/ncn+에서/jca
해방될	해방/ncpa+되/xsv+ㄹ/etm
수	수/nbn
있게	있/paa+게/ecx
되었는데	되/pvg+었/ep+는데/ecs
,	,/sp
이	이/mmd
공로로	공로/ncn+로/jca
스위스의	스위스/nq+의/jcm
의사	의사/ncn
코헤르는	코헤르/nq+는/jxc
1909	1909/nno
년	년/nbu
노벨	nq[노벨/nq
생리의학상을	생리/ncn+의학/ncn+상/ncn]nq+을/jco
받았다	받/pvg+았/ep+다/ef
.	./sf

그는	그/npp+는/jxc
갑상선	갑상선/ncn
부종을	부종/ncn+을/jco
수술보다	수술/ncn+보다/jca
화학약품으로	화학/ncn+약품/ncn+으로/jca
더욱	더욱/mag
안전하고	안전/ncps+하/xsm+고/ecc
효과적으로	효과/ncn+적/xsn+으로/jca
치료할	치료/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있지	있/paa+지/ecx
않을까	않/px+을까/ef
생각했다	생각/ncpa+하/xsv+었/ep+다/ef
.	./sf

그	그/mmd
후	후/ncn
머린은	머린/nq+은/jxc
토양에	토양/ncn+에/jca
요오드가	요오드/ncn+가/jcs
부족한	부족/ncps+하/xsm+ㄴ/etm
내륙	내륙/ncn
지역에서는	지역/ncn+에서/jca+는/jxc
요오드	요오드/ncn
화합물을	화합/ncn+물/xsn+을/jco
소금과	소금/ncn+과/jcj
수돗물에	수돗물/ncn+에/jca
첨가하도록	첨가/ncpa+하/xsv+도록/ecs
제안하였다	제안/ncpa+하/xsv+였/ep+다/ef
.	./sf

그래서	그래서/maj
물에	물/ncn+에/jca
요오드를	요오드/ncn+를/jco
첨가하고	첨가/ncpa+하/xsv+고/ecc
소금에	소금/ncn+에/jca
요오드를	요오드/ncn+를/jco
섞는	섞/pvg+는/etm
데	데/nbn
다시	다시/mag
10	10/nnc
년이	년/nbu+이/jcs
걸렸다	걸리/pvg+었/ep+다/ef
.	./sf

금세기	금세기/ncn
초반	초반/ncn
치과	치과/ncn
의사들은	의사/ncn+들/xsn+은/jxc
미국의	미국/nq+의/jcm
일부	일부/ncn
지역	지역/ncn
(	(/sl
아칸사스	아칸사스/nq
)	)/sr
에서는	에서/jca+는/jxc
이빨의	이빨/ncn+의/jcm
상아질에	상아질/ncn+에/jca
반점이	반점/ncn+이/jcs
생겨서	생기/pvg+어서/ecs
검게	검/paa+게/ecx
되는	되/pvg+는/etm
경향이	경향/ncn+이/jcs
있음을	있/paa+음/etn+을/jco
알았다	알/pvg+았/ep+다/ef
.	./sf

예를	예/ncn+를/jco
들어	들/pvg+어/ecs
일리노이	일리노이/nq
게일스버그의	게일스버그/nq+의/jcm
불에는	불/ncn+에/jca+는/jxc
불소가	불소/ncn+가/jcs
함유되어	함유/ncpa+되/xsv+어/ecx
있는데	있/px+는데/ecs
이	이/mmd
지역의	지역/ncn+의/jcm
어린이들은	어린이/ncn+들/xsn+은/jxc
,	,/sp
불소가	불소/ncn+가/jcs
전혀	전혀/mag
없는	없/paa+는/etm
물을	물/ncn+을/jco
먹는	먹/pvg+는/etm
인근의	인근/ncn+의/jcm
퀸시	퀸시/nq
지역의	지역/ncn+의/jcm
도시	도시/ncn
어린이들에	어린이/ncn+들/xsn+에/jca
비해	비하/pvg+어/ecs
3	3/nnc
분	분/nbn
1	1/nnc
정도만	정도/ncn+만/jxc
충치를	충치/ncn+를/jco
가지고	가지/pvg+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf

치과	치과/ncn
치료로	치료/ncn+로/jca
미국민이	미국/nq+민/xsn+이/jcs
1	1/nnc
년에	년/nbu+에/jca
지불하는	지불/ncpa+하/xsv+는/etm
비용은	비용/ncn+은/jxc
15	15/nnc
억	억/nnc
달러	달러/nbu
이상이다	이상/ncn+이/jp+다/ef
.	./sf

그리고	그리고/maj
35	35/nno
세에	세/nbu+에/jca
치과	치과/ncn
연구가들은	연구/ncn+가/xsn+들/xsn+은/jxc
물에	물/ncn+에/jca
불소를	불소/ncn+를/jco
첨가하는	첨가/ncpa+하/xsv+는/etm
것이	것/nbn+이/jcs
정말	정말/mag
안전하고	안전/ncps+하/xsm+고/ecc
충치	충치/ncn
예방에	예방/ncn+에/jca
도움이	도움/ncn+이/jcc
되는가를	되/pvg+는가/ef+를/jco
밝히는	밝히/pvg+는/etm
연구를	연구/ncn+를/jco
할	하/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
비용을	비용/ncn+을/jco
얻어내는	얻/pvg+어/ecx+내/px+는/etm
데	데/nbn
성공하였다	성공/ncpa+하/xsv+였/ep+다/ef
.	./sf

이들의	이/npd+들/xsn+의/jcm
연구에	연구/ncn+에/jca
의하면	의하/pvg+면/ecs
1	1/nnc
년에	년/nbu+에/jca
1	1/nnc
사람당	사람/ncn+당/xsn
5	5/nnc
내지	내지/maj
10	10/nnc
센트의	센트/nbu+의/jcm
비용을	비용/ncn+을/jco
들여	들이/pvg+어/ecc
마시는	마시/pvg+는/etm
물에	물/ncn+에/jca
1	1/nnc
ppm	ppm/su
의	의/jcm
불수를	불수/ncn+를/jco
첨가하면	첨가/ncpa+하/xsv+면/ecs
이빨에	이빨/ncn+에/jca
반점도	반점/ncn+도/jxc
생기지	생기/pvg+지/ecx
않고	않/px+고/ecc
충치	충치/ncn
예방에	예방/ncn+에/jca
도움이	도움/ncn+이/jcc
될	되/pvg+ㄹ/etm
수	수/nbn
있음이	있/paa+음/etn+이/jcs
밝혀졌다	밝히/pvg+어/ecx+지/px+었/ep+다/ef
.	./sf

마시는	마시/pvg+는/etm
물에	물/ncn+에/jca
불소가	불소/ncn+가/jcs
있으면	있/paa+으면/ecs
미량의	미량/ncn+의/jcm
불소가	불소/ncn+가/jcs
치아	치아/ncn
구조에	구조/ncn+에/jca
들어가게	들/pvg+어/ecx+가/px+게/ecx
된다	되/pvg+ㄴ다/ef
.	./sf

이렇게	이렇/pad+게/ecx
되면	되/pvg+면/ecs
치아의	치아/ncn+의/jcm
무기물이	무기물/ncn+이/jcs
세균의	세균/ncn+의/jcm
공격을	공격/ncn+을/jco
덜	덜/mag
받게	받/pvg+게/ecx
된다	되/pvg+ㄴ다/ef
(	(/sl
소량의	소량/ncn+의/jcm
불소를	불소/ncn+를/jco
알약	알약/ncn
형태로	형태/ncn+로/jca
사용하든가	사용/ncpa+하/xsv+든가/ecc
치약으로	치약/ncn+으로/jca
사용해도	사용/ncpa+하/xsv+어도/ecs
이와	이/npd+와/jct
비슷한	비슷/ncps+하/xsm+ㄴ/etm
효과를	효과/ncn+를/jco
나타냈다	나타내/pvg+ㅆ/ep+다/ef
).	)/sr+./sf

치과	치과/ncn
의사들은	의사/ncn+들/xsn+은/jxc
연구	연구/ncn
결과를	결과/ncn+를/jco
기초로	기초/ncn+로/jca
하여	하/pvg+어/ecs
1	1/nnc
사람당	사람/ncn+당/xsn
1	1/nnc
년에	년/nbu+에/jca
몇	몇/mma
센트의	센트/nbu+의/jcm
비용이면	비용/ncn+이/jp+면/ecs
충치를	충치/ncn+를/jco
3	3/nnc
분	분/nbn
2	2/nnc
가량	가량/nbn
감소시키고	감소/ncpa+시키/xsv+고/ecc
,	,/sp
치과	치과/ncn
치료	치료/ncn
비용을	비용/ncn+을/jco
적어도	적어도/mag
10	10/nnc
억	억/nnc
달러	달러/nbu
절약할	절약/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있으며	있/paa+으며/ecs
,	,/sp
돈으로는	돈/ncn+으로/jca+는/jxc
계산할	계산/ncpa+하/xsv+ㄹ/etm
수	수/nbn
없는	없/paa+는/etm
고통에서의	고통/ncn+에서/jca+의/jcm
해방과	해방/ncn+과/jct
함께	함께/mag
치과적	치과/ncn+적/xsn
장애를	장애/ncn+를/jco
극복할	극복/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다고	있/paa+다/ef+고/jcr
확신했다	확신/ncpa+하/xsv+었/ep+다/ef
.	./sf

그들의	그/npp+들/xsn+의/jcm
말이	말/ncn+이/jcs
맞기는	맞/pvg+기/etn+는/jxc
하지만	하/pvg+지만/ecs
불소화에는	불소/ncn+화/xsn+에/jca+는/jxc
그렇게	그렇/pad+게/ecx
많은	많/paa+은/etm
양의	양/ncn+의/jcm
불소가	불소/ncn+가/jcs
쓰이지	쓰이/pvg+지/ecx
않는다	않/px+는다/ef
.	./sf

하지만	하지만/maj
과연	과연/mag
어떤	어떤/mmd
사람이	사람/ncn+이/jcs
예방할	예방/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
질병에	질병/ncn+에/jca
노출되는	노출/ncpa+되/xsv+는/etm
자유를	자유/ncn+를/jco
누리려	누리/pvg+려/ecx
할지	하/px+ㄹ지/ecs
의문이다	의문/ncn+이/jp+다/ef
.	./sf

만일	만일/mag
강제적	강제/ncn+적/xsn
처치가	처치/ncn+가/jcs
악이라면	악/ncn+이/jp+라면/ecs
불소	불소/ncn
처리만	처리/ncn+만/jxc
가지고	가지/pvg+고/ecs
싸울	싸우/pvg+ㄹ/etm
것이	것/nbn+이/jcc
아니라	아니/paa+라/ecs
염소	염소/ncn
처리와	처리/ncn+와/jcj
요오드	요오드/ncn
처리	처리/ncn
그리고	그리고/maj
이와	이/npd+와/jct
비슷하게	비슷/ncps+하/xsm+게/ecc
수도에	수도/ncn+에/jca
대한	대하/pvg+ㄴ/etm
예방	예방/ncn
접종	접종/ncn
등	등/nbn
,	,/sp
현재	현재/ncn
선진국에서	선진/ncn+국/xsn+에서/jca
시행되고	시행/ncpa+되/xsv+고/ecx
있는	있/px+는/etm
모든	모든/mma
처치들이	처치/ncn+들/xsn+이/jcs
강제적인	강제/ncn+적/xsn+이/jp+ㄴ/etm
것이므로	것/nbn+이/jp+므로/ecs
이들에	이/npd+들/xsn+에/jca
대해서도	대하/pvg+어서도/ecs
투쟁하여야	투쟁/ncpa+하/xsv+어야/ecs
할	하/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf

하지만	하지만/maj
더욱	더욱/mag
중요한	중요/ncps+하/xsm+ㄴ/etm
네	네/nno
번째	번째/nbu
물질이	물질/ncn+이/jcs
있거니와	있/paa+거니와/ecs
이	이/mmd
물질은	물질/ncn+은/jxc
전체	전체/ncn
행동을	행동/ncn+을/jco
관장한다	관장/ncpa+하/xsv+ㄴ다/ef
.	./sf

세기가	세기/ncn+가/jcs
바뀌면서	바뀌/pvg+면서/ecc
영국의	영국/nq+의/jcm
생리학자	생리학/ncn+자/xsn
베일리스와	베일리스/nq+와/jcj
스탈링은	스탈링/nq+은/jxc
소화관의	소화관/ncn+의/jcm
기능이	기능/ncn+이/jcs
현저하게	현저/ncps+하/xsm+게/ecc
저하하는	저하/ncpa+하/xsv+는/etm
것에	것/nbn+에/jca
관심을	관심/ncn+을/jco
갖게	갖/pvg+게/ecx
되었다	되/pvg+었/ep+다/ef
.	./sf

위	위/ncn
바로	바로/mag
아래에	아래/ncn+에/jca
있는	있/paa+는/etm
것으로	것/nbn+으로/jca
알려진	알리/pvg+어/ecx+지/px+ㄴ/etm
이자에서는	이자/ncn+에서/jca+는/jxc
음식물이	음식/ncn+물/xsn+이/jcs
위를	위/ncn+를/jco
떠나	떠나/pvg+아/ecs
작은창자로	작/paa+은/etm+창자/ncn+로/jca
들어가는	들/pvg+어/ecx+가/px+는/etm
바로	바로/mag
그	그/mmd
순간에	순간/ncn+에/jca
십이지장으로	십이지장/ncn+으로/jca
소화액을	소화/ncn+액/ncn+을/jco
내보낸다	내보내/pvg+ㄴ다/ef
.	./sf

위에서	위/ncn+에서/jca
나오는	나오/pvg+는/etm
음식물이	음식/ncn+물/xsn+이/jcs
작은	작/paa+은/etm
창자로	창자/ncn+로/jca
들어오면	들/pvg+어/ecx+오/px+면/ecs
이	이/mmd
음식물이	음식/ncn+물/xsn+이/jcs
신경	신경/ncn
말단을	말단/ncn+을/jco
자극하여	자극/ncpa+하/xsv+어/ecs
뇌나	뇌/ncn+나/jcj
척수를	척수/ncn+를/jco
통해	통하/pvg+어/ecs
이자로	이자/ncn+로/jca
정보를	정보/ncn+를/jco
전달할	전달/ncpa+하/xsv+ㄹ/etm
것이라는	것/nbn+이/jp+라/ef+는/etm
생각이다	생각/ncn+이/jp+다/ef
.	./sf

이	이/mmd
가설을	가설/ncn+을/jco
검증하기	검증/ncpa+하/xsv+기/etn
위해	위하/pvg+어/ecs
베일리스와	베일리스/nq+와/jcj
스탈링은	스탈링/nq+은/jxc
이자에	이자/ncn+에/jca
이르는	이르/pvg+는/etm
모든	모든/mma
신경을	신경/ncn+을/jco
전단해	전단/ncpa+하/xsv+어/ecx
보았다	보/px+았/ep+다/ef
.	./sf

이	이/mmd
물질을	물질/ncn+을/jco
동물의	동물/ncn+의/jcm
혈액에	혈액/ncn+에/jca
주사하자	주사/ncpa+하/xsv+자/ecs
음식물을	음식/ncn+물/xsn+을/jco
먹지	먹/pvg+지/ecx
않은	않/px+은/etm
동물의	동물/ncn+의/jcm
이자액	이자액/ncn
분비를	분비/ncn+를/jco
자극하였다	자극/ncpa+하/xsv+였/ep+다/ef
.	./sf

베일리스와	베일리스/nq+와/jcj
스탈링은	스탈링/nq+은/jxc
,	,/sp
정상적인	정상/ncn+적/xsn+이/jp+ㄴ/etm
경우	경우/ncn
장내로	장/ncn+내/nbn+로/jca
들어가는	들/pvg+어/ecx+가/px+는/etm
음식물이	음식/ncn+물/xsn+이/jcs
이	이/mmd
물질을	물질/ncn+을/jco
분비하는	분비/ncpa+하/xsv+는/etm
계통을	계통/ncn+을/jco
자극하여	자극/ncpa+하/xsv+어/ecs
이	이/mmd
물질이	물질/ncn+이/jcs
혈류를	혈류/ncn+를/jco
타고	타/pvg+고/ecc
이자에	이자/ncn+에/jca
전달되어	전달/ncpa+되/xsv+어/ecc
이자액을	이자액/ncn+을/jco
분비하는	분비/ncpa+하/xsv+는/etm
샘을	샘/ncn+을/jco
작동시킨다고	작동/ncpa+시키/xsv+ㄴ다/ef+고/jcr
결론지었다	결론/ncn+짓/pvg+었/ep+다/ef
.	./sf

두	두/nnc
사람은	사람/ncn+은/jxc
작은창자에서	작/paa+은/etm+창자/ncn+에서/jca
분비되는	분비/ncpa+되/xsv+는/etm
물질을	물질/ncn+을/jco
'	'/sl
새크레틴	새크레틴/ncn
'	'/sr
이라	이/jp+라/ef
명명하고	명명/ncpa+하/xsv+고/ecc
'	'/sl
호르몬	호르몬/ncn
'	'/sr
이라	이/jp+라/ef
불렀다	부르/pvg+었/ep+다/ef
.	./sf

이보다	이/npd+보다/jca
몇	몇/mmd
년	년/nbu
전에	전/ncn+에/jca
생리학자들은	생리학/ncn+자/xsn+들/xsn+은/jxc
신장	신장/ncn
바로	바로/mag
위에	위/ncn+에/jca
있는	있/paa+는/etm
2	2/nnc
개의	개/nbu+의/jcm
작은	작/paa+은/etm
기관	기관/ncn
즉	즉/mag
부신의	부신/ncn+의/jcm
추출물이	추출/ncn+물/xsn+이/jcs
체내에	체내/ncn+에/jca
주입되면	주입/ncpa+되/xsv+면/ecs
혈압을	혈압/ncn+을/jco
상승시킨다는	상승/ncpa+시키/xsv+ㄴ다/ef+는/etm
사실을	사실/ncn+을/jco
발견하였다	발견/ncpa+하/xsv+였/ep+다/ef
.	./sf

미국에서	미국/nq+에서/jca
일했던	일/ncpa+하/xsv+었/ep+던/etm
일본의	일본/nq+의/jcm
화학자	화학/ncn+자/xsn
타키미네는	타키미네/nq+는/jxc
1901	1901/nno
년에	년/nbu+에/jca
이	이/mmd
물질을	물질/ncn+을/jco
추출하여	추출/ncpa+하/xsv+어/ecs
'	'/sl
아드레날린	아드레날린/ncn
'	'/sr
이라	이/jp+라/ef
명명하였다	명명/ncpa+하/xsv+였/ep+다/ef
(	(/sl
이것은	이것/npd+은/jxc
나중에	나중/ncn+에/jca
상표명처럼	상표/ncn+명/ncn+처럼/jca
되었다	되/pvg+었/ep+다/ef
).	)/sr+./sf

아드레날린의	아드레날린/ncn+의/jcm
구조는	구조/ncn+는/jxc
티로신이라는	티로신/ncn+이/jp+라/ef+는/etm
아미노산과	아미노산/ncn+과/jct
닮은	닮/pvg+은/etm
것으로	것/nbn+으로/jca
밝혀졌고	밝히/pvg+어/ecx+지/px+었/ep+고/ecc
,	,/sp
몸	몸/ncn
안에서는	안/ncn+에서/jca+는/jxc
티로신으로부터	티로신/ncn+으로/jca+부터/jxc
만들어진다	만들/pvg+어/ecx+지/px+ㄴ다/ef
.	./sf

세월이	세월/ncn+이/jcs
지나면서	지나/pvg+면서/ecc
생리학자들은	생리학/ncn+자/xsn+들/xsn+은/jxc
신체	신체/ncn
내에	내/nbn+에/jca
호르몬을	호르몬/ncn+을/jco
분비하는	분비/ncpa+하/xsv+는/etm
많은	많/paa+은/etm
샘을	샘/ncn+을/jco
발견하였다	발견/ncpa+하/xsv+였/ep+다/ef
('	(/sl+'/sl
샘	샘/ncn
'	'/sr
이라는	이/jp+라/ef+는/etm
단어는	단어/ncn+는/jxc
그리스어의	그리스어/nq+의/jcm
'	'/sl
도토리	도토리/ncn
'	'/sr
라는	라/ef+는/etm
단어에서	단어/ncn+에서/jca
나왔으며	나오/pvg+았/ep+으며/ecs
원래는	원래/ncn+는/jxc
신체의	신체/ncn+의/jcm
작고	작/paa+고/ecc
혹처럼	혹/ncn+처럼/jca
생긴	생기/pvg+ㄴ/etm
부위를	부위/ncn+를/jco
나타냈으나	나타내/pvg+었/ep+으나/ecs
,	,/sp
액체를	액체/ncn+를/jco
분비하는	분비/ncpa+하/xsv+는/etm
조직	조직/ncn
즉	즉/mag
간이나	간/ncn+이나/jcj
유선	유선/ncn
같은	같/paa+은/etm
커다란	커다랗/paa+ㄴ/etm
조직에까지도	조직/ncn+에/jca+까지/jxc+도/jxc
이런	이런/mmd
아름이	이름/ncn+이/jcs
붙게	붙/pvg+게/ecx
되었다	되/pvg+었/ep+다/ef
).	)/sr+./sf

액체를	액체/ncn+를/jco
분비하지	분비/ncpa+하/xsv+지/ecx
않는	않/px+는/etm
작은	작/paa+은/etm
기관에는	기관/ncn+에/jca+는/jxc
이러한	이러하/pad+ㄴ/etm
이름을	이름/ncn+을/jco
사용하지	사용/ncpa+하/xsv+지/ecx
않게	않/px+게/ecx
되었는데	되/pvg+었/ep+는데/ecs
그	그/mmd
예로	예/ncn+로/jca
림프샘은	림프샘/ncn+은/jxc
림프절로	림프절/ncn+로/jca
바뀌었다	바뀌/pvg+었/ep+다/ef
.	./sf

하지만	하지만/maj
목이나	목/ncn+이나/jcj
겨드랑이에	겨드랑이/ncn+에/jca
붙어	붙/pvg+어/ecx
있는	있/px+는/etm
림프절은	림프절/ncn+은/jxc
감염이	감염/ncn+이/jcc
되면	되/pvg+면/ecs
커지는데	크/paa+어/ecx+지/px+는데/ecs
의사나	의사/ncn+나/jcj
어머니들은	어머니/ncn+들/xsn+은/jxc
여전히	여전/ncn+히/xsa
