<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0417.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0417.txt </filename>
<title> 최부의 표류기 </title>
<author>최부 저 ; 박화목 역 </author>
<date>1993  </date>
<publisher>민문고  </publisher>
<kdc>981.2  </kdc>
<ddc>915.1  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
멀리	멀리/mag
눈길을	눈길/ncn+을/jco
바다에서	바다/ncn+에서/jca
떼지	떼/pvg+지/ecx
않고	않/px+고/ecs
유심히	유심히/mag
살펴	살피/pvg+어/ecs
보았습니다	보/pvg+았/ep+습니다/ef
.	./sf
정오가	정오/ncn+가/jcs
지났을까	지나/pvg+았/ep+을까/ecx
했을때	하/px+었/ep+을/etm+때/ncn
,	,/sp
남쪽을	남쪽/ncn+을/jco
바라보니까	바라보/pvg+니까/ecs
,	,/sp
아득한	아득/ncps+하/xsm+ㄴ/etm
수평선에	수평선/ncn+에/jca
산	산/ncn
모양이	모양/ncn+이/jcs
어렴풋이	어렴풋/ncn+이/xsa
떠올라	떠오르/pvg+아/ecs
보였습니다	보이/pvg+었/ep+습니다/ef
.	./sf
다만	다만/mag
구름이	구름/ncn+이/jcs
병풍처럼	병풍/ncn+처럼/jca
가렸기	가리/pvg+었/ep+기/etn
때문에	때문/nbn+에/jca
,	,/sp
그	그/mmd
모양이	모양/ncn+이/jcs
확실하지는	확실/ncpa+하/xsv+지/ecx+는/jxc
않았습니다	않/px+았/ep+습니다/ef
.	./sf
그렇다고는	그렇/pad+다고/ecs+는/jxc
하나	하/pvg+나/ecs
,	,/sp
산의	산/ncn+의/jcm
모양인	모양/ncn+이/jp+ㄴ/etm
것은	것/nbn+은/jxc
분명했습니다	분명/ncps+하/xsm+었/ep+습니다/ef
.	./sf
최부는	최부/nq+는/jcs
,	,/sp
바다의	바다/ncn+의/jcm
남쪽이고	남쪽/ncn+이/jp+고/ecx
보면	보/px+면/ecs
,	,/sp
유구국	유구국/ncn
(	(/sl
일본	일본/nq
오끼나와의	오끼나와/nq+의/jcm
옛이름	옛/mma+이름/ncn
)	)/sr
지역의	지역/ncn+의/jcm
어느	어느/mmd
섬일지도	섬/ncn+이/jp+ㄹ지/ecs+도/jxc
모른다고	모르/pvg+ㄴ다고/ecs
생각했습니다	생각/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
그러나	그러나/maj
이상하게도	이상/ncps+하/xsm+게/ecs+도/jxc
해가	해/ncn+가/jcs
서쪽으로	서쪽/ncn+으로/jca
기울자	기울/pvg+자/ecs
,	,/sp
느닷없이	느닷없/paa+이/xsa
동녁	동녁/ncn
바람이	바람/ncn+이/jcs
불기시작했습니다	불/pvg+기/e수+시작/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
그래서	그래서/maj
,	,/sp
배는	배/ncn+는/jxc
다시	다시/mag
서쪽으로	서쪽/ncn+으로/jca
향했습니다	향하/pvg+었/ep+습니다/ef
.	./sf
밤이	밤/ncn+이/jcs
어두워	어둡/paa+어/ecx
지면서	지/px+면서/ecs
바람은	바람/ncn+은/jcs
더욱	더욱/mag
강해져	강하/paa+어/ecx+지/px+어/ecs
,	,/sp
배는	배/ncn+는/jxc
사뭇	사뭇/mag
나는	날/pvg+는/etm
듯이	듯/nbn+이/xsa
달려	달리/pvg+어/ecs
가는	가/pvg+는/etm
것이었습니다	것/nbn+이/jp+었/ep+습니다/ef
.	./sf
최거이산이	최거이산/nq+이/jcs
최부를	최부/nq+를/jco
찾아와	찾/pvg+아/ecs+오/pvg+아/ecs
,	,/sp
"	"/sl
경차관님	경차관/ncn+님/xsn
,	,/sp
사람들이	사람/ncn+들/xsn+이/jcs
목이	목/ncn+이/jcs
말라	마르/pvg+아/ecx
하니	하/px+니/ecs
어찌하면	어찌하/pvd+면/ecs
좋겠습니까	좋/paa+겠/ep+습니까/ef
?"	?/sf+"/sl
하고	하/pvg+고/jcr
말했습니다	말/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
배고픔은	배고픔/ncn+은/jcs
어느	어느/mmd
정도	정도/ncn
참을	참/pvg+을/etm
수	수/nbn
있다	있/paa+다/ecx
해도	하/px+어/ecs+도/jxc
,	,/sp
목이	목/ncn+이/jcs
타는	타/pvg+는/etm
것은	것/nbn+은/jxc
매우	매우/mag
참기	참/pvg+기/etn
어려운	어렵/paa+은/etm
노릇이었습니다	노릇/ncn+이/jp+었/ep+습니다/ef
.	./sf
지금	지금/ncn
배	배/ncn
안에는	안/ncn+에/jca+는/jxc
먹을	먹/pvg+을/etm
물이	물/ncn+이/jcs
한	한/nnc
방울도	방울/ncn+도/jxc
없었습니다	없/paa+었/ep+습니다/ef
.	./sf
제주도를	제주도/nq+를/jco
출발할	출발/ncpa+하/xsv+ㄹ/etm
때	때/ncn
,	,/sp
뱃사람은	뱃사람/ncn+은/jcs
지혜가	지혜/ncn+가/jxc
없어	없/paa+어/ecs
,	,/sp
식수를	식수/ncn+를/jco
거룻배에다	거룻배/ncn+에/jca+다/jxc
싣고서	싣/pvg+고/ecs+서/jxc
이	이/mmd
배를	배/ncn+를/jco
따랐던	따르/pvg+았/ep+던/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
그런데	그런데/maj
처음	처음/ncn
풍랑을	풍랑/ncn+을/jco
만났을	만나/pvg+았/ep+을/etm
때	때/ncn
,	,/sp
밧줄이	밧줄/ncn+이/jcs
끊기면서	끊기/pvg+면서/ecs
거룻배가	거룻배/ncn+가/jcs
그만	그만/mag
떨어져	떨어지/pvg+어/ecs
나가고	나가/pvg+고/ecx
만	말/px+ㄴ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
타고	타/pvg+고/ecx
있는	있/px+는/etm
배에는	배/ncn+에/jca+는/jxc
식수가	식수/ncn+가/jcs
없어서	없/paa+어서/ecs
밥을	밥/ncn+을/jco
지을	짓/pvg+을/etm
수가	수/nbn+가/jcs
없었습니다	없/paa+었/ep+습니다/ef
.	./sf
그러므로	그러므로/maj
밥을	밥/ncn+을/jco
먹지	먹/pvg+지/ecx
못하고	못하/px+고/ecc
물도	물/ncn+도/jxc
마실	마시/pvg+ㄹ/etm
수가	수/nbn+가/jcs
없어	없/paa+어/ecs
,	,/sp
어찌할	어찌하/pvd+ㄹ/etm
도리가	도리/ncn+가/jcs
없었습니다	없/paa+었/ep+습니다/ef
.	./sf
비가	비/ncn+가/jcs
내릴	내리/pvg+ㄹ/etm
수가	수/nbn+가/jcs
없어	없/paa+어/ecs
,	,/sp
어찌할	어찌하/pvd+ㄹ/etm
도리가	도리/ncn+가/jcs
없었습니다	없/paa+었/ep+습니다/ef
.	./sf
비가	비/ncn+가/jcs
내릴	내리/pvg+ㄹ/etm
때에는	때/ncn+에/jca+는/jxc
빗물을	빗물/ncn+을/jco
받아먹으며	받/pvg+아/ecs+먹/pvg+으며/ecs
간신히	간신히/mag
목을	목/ncn+을/jco
축엿습니다	축이/pvg+었/ep+습니다/ef
.	./sf
"	"/sl
뱃사람들이	뱃사람/ncn+들/xsn+이/jcs
황감과	황감/ncn+과/jcj
청부를	청부/ncn+를/jco
실었을	싣/pvg+었/ep+을/etm
것	것/nbn
같은데	같/paa+은데/ecs
,	,/sp
이를	이/npd+를/jco
모아	모으/pvg+아/ecs
두었다가	두/pvg+었/ep+다가/ecs
목이	목/ncn+이/jcs
마를	마르/pvg+ㄹ/etm
때	때/ncn
골고루	골고루/mag
나누어	나누/pvg+어/ecs
주는	주/pvg+는/etm
것이	것/nbn+이/jcs
좋겠습니다	좋/paa+겠/ep+습니다/ef
.	./sf
"	"/sl
누군가	누군가/npd
이렇게	이렇게/mag
귀띔을	귀띔/ncn+을/jco
해	하/pvg+어/ecx
주었으므로	주/px+었/ep+으므로/ecs
,	,/sp
최부는	최부/nq+는/jcs
최거이산을	최거이산/nq+을/jco
시켜	시키/pvg+어/ecs
,	,/sp
배	배/ncn
안	안/ncn
사람들의	사람/ncn+들/xsn+의/jcm
행자도	행자/ncn+도/jxc
모두	모두/mag
뒤지도록	뒤지/pvg+도록/ecs
했었습니다	하/pvg+었/ep+습니다/ef
.	./sf
그리하여	그리하여/maj
,	,/sp
배	배/ncn
안	안/ncn
사람들의	사람/ncn+들/xsn+의/jcm
보따리에서	보따리/ncn+에서/jca
황감	황감/ncn
50	50/nnc
개의	개/nbu+의/jcm
술	술/ncn
두	두/nnc
동이를	동이/nbu+를/jco
찾아	찾/pvg+아/ecs
내어	내/pvg+어/ecs
,	,/sp
입술이	입술/ncn+이/jcs
타고	타/pvg+고/ecc
입이	입/ncn+이/jcs
마른	마르/pvg+ㄴ/etm
사람을	사람/ncn+을/jco
보아서	보/pvg+아서/ecs
,	,/sp
그것은	그것/npd+은/jxc
조금씩	조금/ncn+씩/xsn
고루	고루/mag
나누어	나누/pvg+어/ecs
먹었습니다	먹/pvg+었/ep+습니다/ef
.	./sf
그러나	그러나/maj
혓바닥만	혓바닥/ncn+만/jxc
적시게	적시/paa+게/ecs
하는	하/pvg+는/etm
그런	그런/mmd
정도였는데	정도/ncn+이/jp+었/ep+는데/ecs
,	,/sp
워낙	워낙/mag
배에	배/ncn+에/jca
탄	타/pvg+ㄴ/etm
일행이	일행/ncn+이/jcs
많았기	많/paa+았/ep+기/etn
때무에	때문/nbn+에/jca
,	,/sp
물거들마저도	물거/ncn+들/xsn+마저도/jxc
며칠도	며칠/ncn+도/jxc
안	안/mag
가서	가/pvg+서/ecs
바닥이	바닥/ncn+이/jcs
나고	나/pvg+고/ecx
말았던	말/px+았/ep+던/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
하늘엔	하늘/ncn+에/jca+ㄴ/etm
짙은	짙/paa+은/etm
구름이	구름/ncn+이/jcs
꽉	꽉/mag
덮여	덮이/pvg+어/ecx
있었습니다	있/px+었/ep+습니다/ef
.	./sf
"	"/sl
이럴	이렇/pad+ㄹ/etm
때	때/ncn
,	,/sp
비라도	비/ncn+라도/jxc
쏟아져내리길	쏟아지/pvg+어/ecs+내리/pvg+기/etn+ㄹ/etm
기다리며	기다리/pvg+며/jct
것이었습니다	것/nbn+이/jp+었/ep+습니다/ef
.	./sf
최부의	최부/nq+의/jcm
소원은	소원/ncn+은/jcs
헛되지	헛되/paa+지/ecx
않았습니다	않/paa+았/ep+습니다/ef
.	./sf
얼마	얼마/mag
지나지	지나/pvg+지/ecx
않아	않/px+아/ecs
,	,/sp
하늘에서	하늘/ncn+에서/jca
빗방울이	빗방울/ncn+이/jcs
후둑후둑	후둑후둑/mag
떨어지기	떨어지/pvg+기/etn
시작했습니다	시작/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
그러자	그러자/maj
,	,/sp
배	배/ncn
안의	안/ncn+의/jcm
사람들은	사람/ncn+들/xsn+은/jcs
모두	모두/mag
좋아하며	좋아하/paa+며/ecc
,	,/sp
저마다	저/npp+마다/jxc
입을	입/ncn+을/jco
딱	딱/mag
벌리고	벌리/pvg+고/ecc
혀를	혀/ncn+를/jco
길게	길/paa+게/ecs
내밀어	내밀/pvg+어/ecs
,	,/sp
빗방울을	빗방울/ncn+을/jco
받아	받/pvg+아/ecs
입술을	입술/ncn+을/jco
적시려	적시/pvg+려/ecs
하는	하/pvg+는/etm
것이었습니다	것/nbn+이/jp+었/ep+습니다/ef
.	./sf
보기에는	보/pvg+기/etn+에/jca+는/jxc
민망할지경이었습니다	민망/ncps+하/xsm+ㄹ/etm+지경/nbn+이/jp+었/ep+습니다
민망할지경이었습니다	/ef
.	./sf
조금	조금/mag
지나자	지나/pvg+자/ecs
.	./sf
빗방울은	빗방울/ncn+은/jcs
제법	제법/mag
굵은	굵/paa+은/etm
빗줄기로	빗줄기/ncn+로/jca
바뀌면서	바뀌/pvg+면서/ecs
줄기차게	줄기차/paa+게/ecs
쏟아지기	쏟아지/pvg+기/etn
시작했습니다	시작/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
사람들은	사람/ncn+들/xsn+은/jcs
두	두/nnc
손바닥으로	손바닥/ncn+으로/jca
빗물을	빗물/ncn+을/jco
받아	받/pvg+아/ecs
마셨습니다	마시/pvg+었/ep+습니다/ef
.	./sf
혹	혹/mag
어떤	어떤/mmd
사람은	사람/ncn+은/jcs
모자를	모자/ncn+를/jco
그릇처럼	그릇/ncn+처럼/jca
만들어서	만들/pvg+어서/ecs
빗물을	빗물/ncn+을/jco
받기도	받/pvg+기/etn+도/jxc
하고	하/pvg+고/ecc
,	,/sp
혹은	혹은/maj
돗자리로	돗자리/ncn+로/jca
물을	물/ncn+을/jco
받아	받/pvg+아/ecs
입	입/ncn
안에	안/ncn+에/jca
흘러	흘리/pvg+어/ecs
넣기도	넣/pvg+기/etn+도/jxc
했습니다	하/pvg+었/ep+습니다/ef
.	./sf
저마다	저/npp+마다/jxc
물	물/ncn
한	한/nnc
방울이라도	방울/nbu+이/jp+라/ef+도/jxc
더	더/mag
받아	받/pvg+아/ecs
마시려고	마시/pvg+려고/ecs
기를	기/ncn+를/jco
쓰는	쓰/pvg+는/etm
것이었습니다	것/nbn+이/jp+었/ep+습니다/ef
.	./sf
이	이/mmd
모양을	모양/ncn+을/jco
보고	보/pvg+고/ecc
안의가	안의/nq+가/jcs
,	,/sp
"	"/sl
옷에다	옷/ncn+에다/jca
비를	비/ncn+를/jco
흠뻑	흠뻑/mag
맞게	맞/pvg+게/ecx
한	하/px+ㄴ/etm
후	후/ncn
,	,/sp
옷을	옷/ncn+을/jco
짜서	짜/ncn+서/jca
빗물을	빗물/ncn+을/jco
내면	내/pvg+면/ecs
,	,/sp
훨씬	훨씬/mag
많이	많/paa+이/xsa
물을	물/ncn+을/jco
얻을	얻/pvg+을/etm
수가	수/nbn+가/jxc
있습니다	있/paa+습니다/ef
."	./sf+"/sr
하고	하/pvg+고/jcr
최부에게	최부/nq+에게/jca
말했습니다	말/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
"	"/sl
그것	그것/npd
참	참/ii
기발한	기발/ncps+하/xsm+ㄴ/etm
생각이구나	생각/ncn+이/jp+구나/ef
!	!/sf
어서	어서/mag
사람들에게	사람/ncn+들/xsn+에게/jca
그렇게	그렇게/mag
하도록	하/pvg+도록/ecs
일러라	이르/pvg+어라/ef
!"	!/sf+"/sl
최부가	최부/nq+가/jcs
안의에게	안의/nq+에게/jca
말했습니다	말/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
"	"/sl
하오나	하오나/maj
,	,/sp
옷이	옷/ncn+이/jcs
모두	모두/mag
짠물에	짜/paa+ㄴ/etm+물/ncn+에/jca
젖었으니	젖/pvg+었/ep+으니/ecs
,	,/sp
비록	비록/mag
비를	비/ncn+를/jco
맞게	맞/pvg+게/ecx
하여	하/px+어/ecs
물을	물/ncn+을/jco
짜	짜/pvg+아/ecs
내더라도	내/pvg+더라도/ecs
마실수가	마시/pvg+ㄹ수/nbn+가/jxc
없습니다	없/paa+습니다/ef
.	./sf
이를	이/npd+를/jco
어찌하면	어찌하/pvd+면/ecs
좋겠습니까	좋/paa+겠/ep+습니까/ef
?"	?/sf+"/sl
안의는	안의/nq+는/jcs
사뭇	사뭇/mag
난처해하는	난처/ncpa+하/xsv+어/ecx+하/px+는/etm
얼굴이었습니다	얼굴/ncn+이/jp+었/ep+습니다/ef
.	./sf
"	"/sl
그도	그/npd+도/jxc
그렇겠구나	그렇/pad+겠/ep+구나/ef
,	,/sp
한데	한데/maj
,	,/sp
바닷물이	바닷물/ncn+이/jcs
젖지	젖/pvg+지/ecx
않은	않/px+은/etm
새옷이라면	새/mma+옷/ncn+이/jp+라면/ecs
괜찮지	괜찮/paa+지/ecx
않겠느냐	않/px+겠/ep+느냐/ef
?"	?/sf+"/sl
"	"/sl
새옷이면	새/mma+옷/ncn+이/jp+면/ecs
되옵지요	되/pvg+오/ep+ㅂ지/ef+요/jxf
."	./sf+"/sr
"	"/sl
내게	내/npp+게/jca
간수해	간수/ncpa+하/xsv+어/ecs
둔	두/pvg+ㄴ/etm
새	새/mma
옷이	옷/ncn+이/jcs
두세	두세/nnc
벌	벌/nbu
있을	있/paa+을/etm
터이니	터/nbn+이/jp+니/ecs
,	,/sp
그	그/mmd
옷을	옷/ncn+을/jco
가져다	가지/pvg+어다/ecs
물을	물/ncn+을/jco
얻도록	얻/pvg+도록/ecs
하여라	하/pvg+여라/ef
.	./sf
최부는	최부/nq+는/jcs
이내	이내/mag
새	새/mma
옷	옷/ncn
두세	두세/nnc
벌을	벌/nbu+을/jco
최거이산에게	최거이산/nq+에게/jca
말했습니다	말/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
새	새/mma
옷을	옷/ncn+을/jco
뱃전에	뱃전/ncn+에/jca
펼쳐	펼치/pvg+어/ecs
비를	비/ncn+를/jco
흠뻑	흠뻑/mag
맞게	맞/pvg+게/ecx
하고는	하/px+고/ecs+는/jxc
그	그/mmd
옷을	옷/ncn+을/jco
짜서	짜/pvg+서/jca
물을	물/ncn+을/jco
얻었습니다	얻/pvg+었/ep+습니다/ef
.	./sf
그러고는	그러/pad+고/ecs+는/jxc
,	,/sp
물을	물/ncn+을/jco
병에다	병/ncn+에다/jca
담아내었습니다	담/pvg+아/ecx+내/px+었/ep+습니다/ef
.	./sf
그렇게	그렇게/mag
해서	하/pvg+어서/ecs
,	,/sp
물을	물/ncn+을/jco
거의	거의/mag
두서너	두서너/nnc
병에	병/nbu+에/jca
담아	담/pvg+아/ecs
둘	두/pvg+ㄹ/etm
수	수/nbn
있었습니다	있/paa+었/ep+습니다/ef
.	./sf
이	이/mmd
물을	물/ncn+을/jco
잘	잘/mag
간직해	간직/ncpa+하/xsv+어/ecs
두게	두/pvg+게/ef
하고서	하/pvg+고/jcr+서/jxc
,	,/sp
목이	목/ncn+이/jcs
매우	매우/mag
타오를	타/pvg+아/ecs+오르/pvg+ㄹ/etm
때	때/ncn
,	,/sp
손가락으로	손가락/ncn+으로/jca
물을	물/ncn+을/jco
한	한/nnc
모금씩	모금/nbu+씩/xsn
나누어	나누/pvg+어/ecs
먹이게했습니다	먹이/pvg+게/ecs+하/pvg+었/ep+습니다/ef
.	./sf
해적선을	해적/ncn+선/xsn+을/jco
만나다	만나/pvg+다/ecs
배가	배/ncn+가/jcs
바다에서	바다/ncn+에서/jca
표류한지도	표류/ncpa+하/xsv+ㄴ지/ecs+도/jxc
어느덧	어느덧/mag
이레가	이레/ncn+가/jcc
되는	되/pvg+는/etm
윤정월	윤정월/ncn
11	11/nno
일	일/nbu
이른	이르/paa+ㄴ/etm
새벽녁이었습니다	새벽녁/ncn+이/jp+었/ep+습니다/ef
.	./sf
배	배/ncn
안의	안/ncn+의/jcm
사람들은	사람/ncn+들/xsn+은/jcs
모두	모두/mag
지칠	지치/pvg+ㄹ/etm
대로	대로/nbn
지쳐서	지치/pvg+어/ecs+서/jxc
,	,/sp
혼미한	혼미/ncps+하/xsm+ㄴ/etm
중에	중/nbn+에/jca
잠이	잠/ncn+이/jcs
들어	들/pvg+어/ecx
있을	있/px+을/etm
때였습니다	때/ncn+였/ep+습니다/ef
.	./sf
권산은	권산/nq+은/jcs
물결에	물결/ncn+에/jca
부딪히는	부딪히/pvg+는/etm
배의	배/ncn+의/jcm
흔들거림이	흔들거리/pvg+ㅁ/etn+이/jcs
어딘지	어디/npd+ㄴ지/ecs
이상하다는	이상/ncps+하/xsm+다/ef+는/etm
느낌이	느낌/ncn+이/jcs
불현듯	불현듯/mag
들었습니다	들/pvg+었/ep+습니다/ef
.	./sf
그래서	그래서/maj
,	,/sp
두	두/nnc
눈을	눈/ncn+을/jco
비비면서	비비/pvg+면서/ecs
앞을	앞/ncn+을/jco
바라보았습니다	바라보/pvg+았/ep+습니다/ef
.	./sf
날씨는	날씨/ncn+는/jxc
잔뜩	잔뜩/mag
흐려	흐리/paa+어/ecx
있고	있/px+고/ecc
,	,/sp
안개가	안개/ncn+가/jcs
자욱하게	자욱/ncps+하/xsm+게/ecs
사면에	사면/ncn+에/jca
끼여	끼이/pvg+어/ecs
있었습니다	있/px+었/ep+습니다/ef
.	./sf
그런데	그런데/maj
앞쪽	앞/ncn+쪽/nbn
저	저/mmd
먼발치에	멀/paa+ㄴ/etm+발치/ncn+에/jca
거무스레한	거무스레하/paa+ㄴ/etm
물체가	물체/ncn+가/jcs
떠올라	뜨/pvg+어/ecs+오르/pvg+아/ecs
보였습니다	보이/pvg+었/ep+습니다/ef
.	./sf
'	'/sl
저게	저/npd+거/nbn+이/jcs
무얼까	무어/npd+ㄹ까/ef
?'	?/sf+'/sl
권산은	권산/nq+은/jcs
두	두/nnc
눈을	눈/ncn+을/jco
크게	크/paa+게/ecs
뜨고	뜨/pvg+고/ecs
다시	다시/mag
유심히	유심히/mag
바라보았습니다	바라보/pvg+았/ep+습니다/ef
.	./sf
'	'/sl
섬이다	섬/ncn+이/jp+다/ef
!'	!/sf+'/sl
그것은	그것/npd+은/jcs
섬이었습니다	섬/ncn+이/jp+었/ep+습니다/ef
.	./sf
밤	밤/ncn
사이에	사이/ncn+에/jca
배는	배/pvg+는/etm
물결에	물결/ncn+에/jca
떠밀려서	떠밀리/pvg+어서/ecs
,	,/sp
어느	어느/mmd
섬에	섬/ncn+에/jca
가까이	가깝/paa+이/xsa
다다른	다다르/pvg+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
권산이	권산/nq+이/jcs
지금	지금/mag
본	보/pvg+ㄴ/etm
것은	것/nbn+은/jxc
섬	섬/ncn
언덕의	언덕/ncn+의/jcm
바위가	바위/ncn+가/jcs
바람벽처럼	바람벽/ncn+처럼/jca
우뚝	우뚝/mag
서	서/pvg+어/ecx
있는	있/px+는/etm
그런	그런/mmd
곳이었습니다	곳/ncn+이/jp+었/ep+습니다/ef
.	./sf
실로	실로/mag
,	,/sp
죽을	죽/pvg+을/etm
지경에서	지경/nbn+에서/jca
헤매며	헤매/pvg+며/ecc
고생을	고생/ncn+을/jco
한	하/pvg+ㄴ/etm
끝에	끝/ncn+에/jca
다시	다시/mag
보는	보/pvg+는/etm
섬의	섬/ncn+의/jcm
뭍이었습니다	뭍/ncn+이/jp+었/ep+습니다/ef
.	./sf
권산은	권산/nq+은/jcs
키를	키/ncn+를/jco
단단히	단단히/mag
잡았습니다	잡/pvg+았/ep+습니다/ef
.	./sf
그리고	그리고/maj
최부를	최부/nq+를/jco
깨웠습니다	깨우/pvg+었/ep+습니다/ef
.	./sf
"	"/sl
경차관님	경차관/ncn+님/xsn
,	,/sp
배가	배/ncn+가/jcs
섬에	섬/ncn+에/jca
가까이	가깝/paa+이/xsa
왔습니다	오/pvg+았/ep+습니다/ef
!"	!/sf+"/sl
이	이/mmd
말을	말/ncn+을/jco
듣고	듣/pvg+고/ecs
,	,/sp
최부도	최부/nq+도/jxc
크게	크/paa+게/ecs
놀랐습니다	놀라/pvg+았/ep+습니다/ef
.	./sf
"	"/sl
저	저/mmd
앞을	앞/ncn+을/jco
보십시오	보/pvg+시/ep+ㅂ시오/ef
!"	!/sf+"/sl
최부는	최부/nq+는/jcs
앞을	앞/ncn+을/jco
바라보았습니다	바라보/pvg+았/ep+습니다/ef
.	./sf
"	"/sl
섬이다	섬/ncn+이/jp+다/ef
!	!/sf
섬의	섬/ncn+의/jcm
바위벽이	바위벽/ncn+이/jcc
아닌가	아니/paa+ㄴ가/ef
?"	?/sf+"/sl
"	"/sl
그러하옵니다	그러하/pad+오/ep+ㅂ니다/ef
!"	!/sf+"/sr
"	"/sl
바위벽에	바위벽/ncn+에/jca
부딛히면	부딛히/pvg+면/ecs
배가	배/ncn+가/jcs
부서질지	부서지/pvg+ㄹ지/ecs
모르니	모르/pvg+니/ecs
,	,/sp
조심해서	조심/ncpa+하/xsv+어서/ecs
배를	배/ncn+를/jco
대도록	대/pvg+도록/ecs
해라	하/pvg+어라/ef
.	./sf
"	"/sl
하지만	하지만/maj
,	,/sp
물결이	물결/ncn+이/jcs
거칠어	거칠/paa+어/ecs
배가	배/ncn+가/jcs
뜻대로	뜻/ncn+대로/jca
움직여지지	움직이/pvg+어/ecx+지/px+지/ecx
않습니다	않/px+습니다/ef
.	./sf
게다가	게다가/maj
,	,/sp
제	제/npp
기운은	기운/ncn+은/jcs
지칠	지치/pvg+ㄹ/etm
대로	대로/nbn
지쳐	지치/pvg+어/ecx
있구요	있/px+구/ef+요/jxf
!"	!/sf+"/sl
"	"/sl
지금	지금/ncn
,	,/sp
그런	그런/mmd
말	말/ncn
할	하/pvg+ㄹ/etm
때가	때/ncn+가/jcc
아니다	아니/paa+다/ef
.	./sf
있는	있/paa+는/etm
힘을	힘/ncn+을/jco
다해서	다하/pvg+어서/ecs
키를	키/ncn+를/jco
잡아라	잡/pvg+아라/ef
!"	!/sf+"/sl
배는	배/ncn+는/jxc
출렁이는	출렁이/pvg+는/etm
물결을	물결/ncn+을/jco
따라	따르/pvg+아/ecs
섬	섬/ncn
기슭으로	기슭/ncn+으로/jca
들어갔습니다	들/pvg+어/ecs+가/pvg+았/ep+습니다/ef
.	./sf
섬	섬/ncn
바위에	바위/ncn+에/jca
배가	배/ncn+가/jcs
부딪히면	부딪히/pvg+면/ecs
영락없이	영락없/paa+이/xsa
산산조각이	산산조각/ncn+이/jcs
날	나/pvg+ㄹ/etm
형국이었습니다	형국/ncn+이/jp+었/ep+습니다/ef
.	./sf
"	"/sl
이	이/mmd
바위벽을	바위벽/ncn+을/jco
돌아	돌/pvg+아/ecs
나가도록	나가/pvg+도록/ecx
해라	하/px+어라/ef
!"	!/sf+"/sl
"	"/sl
알겠습니다	알/pvg+겠/ep+습니다/ef
!"	!/sf+"/sl
권산은	권산/nq+은/jcs
큰	크/paa+ㄴ/etm
소리로	소리/ncn+로/jca
대답하고	대답/ncpa+하/xsv+고/ecs
,	,/sp
있는	있/paa+는/etm
힘을	힘/ncn+을/jco
다해서	다하/pvg+어서/ecs
배를	배/ncn+를/jco
운전해	운전/ncpa+하/xsv+어/ecs
나아갔습니다	나아가/pvg+았/ep+습니다/ef
.	./sf
다른	다른/mma
사람들도	사람/ncn+들/xsn+도/jxc
잠에서	잠/ncn+에서/jca
깨어	깨/pvg+어/ecs
권산을	권산/nq+을/jco
도왔습니다	돕/pvg+았/ep+습니다/ef
.	./sf
돛대의	돛대/ncn+의/jcm
밧줄을	밧줄/ncn+을/jco
잡고서	잡/pvg+고/ecs+서/jxc
바람과	바람/ncn+과/jcj
물결을	물결/ncn+을/jco
보아	보/pvg+아/ecs
놓아	놓/pvg+아/ecx
주기도	주/px+기/etn+도/jxc
하고	하/pvg+고/ecc
당기기도	당기/pvg+기/etn+도/jxc
했습니다	하/pvg+었/ep+습니다/ef
.	./sf
배는	배/ncn+는/jxc
물결에	물결/ncn+에/jca
밀려	밀리/pvg+어/ecs
섬	섬/ncn
바위	바위/ncn
쪽에	쪽/nbn+에/jca
들어갔다가	들/pvg+어/ecs+가/pvg+았/ep+다가/ecs
,	,/sp
또한	또한/maj
바람이	바람/ncn+이/jcs
불면	불/pvg+면/ecs
섬에서	섬/ncn+에서/jca
바다로	바다/ncn+로/jca
빙	빙/mag
돌아	돌/pvg+아/ecs
나오기도	나오/pvg+기/etn+도/jxc
하면서	하/pvg+면서/ecs
,	,/sp
섬	섬/ncn
둘레를	둘레/ncn+를/jco
서서히	서서히/mag
떠가고	뜨/pvg+어/ecs+가/pvg+고/ecs
있었습니다	있/paa+었/ep+습니다/ef
.	./sf
그	그/mmd
섬을	섬/ncn+을/jco
지나자	지나/pvg+자/ecs
,	,/sp
바다	바다/ncn
여기저기에	여기저기/npd+에/jca
