<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0054.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0054.txt </filename>
<title>한국경제,  설 땅이 없다 : 일본, 동남아연합, 한국경제의 선택과 전략</title>
<author>이경규 [외]  </author>
<date>1993  </date>
<publisher>중앙일보사  </publisher>
<kdc>320.911  </kdc>
<ddc>330.9519  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
동남아서	동남아/nq+서/jca
빠친코하는	빠친코/ncpa+하/xsv+는/etm
법을	법/ncn+을/jco
배우는	배우/pvg+는/etm
게	거/nbn+이/jcs
더	더/mag
좋을	좋/paa+을/etm
뻔	뻔/nbn
했다	하/pvg+었/ep+다/ef
'	'/sr
는	는/jxc
한숨소리도	한숨/ncn+소리/ncn+도/jxc
여기저기서	여기저기/npd+서/jca
들려왔다	들리/pvg+어/ecx+오/px+았/ep+다/ef
.	./sf
그러나	그러나/maj
동남아시아	동남아시아/nq
시장에서	시장/ncn+에서/jca
활개치고	활개/ncn+치/pvg+고/ecx
있는	있/px+는/etm
일본기업들의	일본/nq+기업/ncn+들/xsn+의/jcm
위세를	위세/ncn+를/jco
생각하면	생각/ncpa+하/xsv+면/ecs
도무지	도무지/mag
믿어지지	믿/pvg+어/ecx+지/px+지/ecx
않는	않/px+는/etm
엄살들이다	엄살/ncn+들/xsn+이/jp+다/ef
.	./sf
"	"/sl
일본내	일본/nq+내/nbn
VCR의	VCR/f+의/jcm
생산이	생산/ncn+이/jcs
준	줄/pvg+ㄴ/etm
것은	것/nbn+은/jxc
사실이다	사실/ncn+이/jp+다/ef
.	./sf
문제는	문제/ncn+는/jxc
일본	일본/nq
국내에서	국내/ncn+에서/jca
줄어든	줄/pvg+어/ecx+들/px+ㄴ/etm
물량만큼을	물량/ncn+만큼/nbn+을/jco
누가	누/npp+가/jcs
어디서	어디/npd+서/jca
생산하느냐다	생산/ncpa+하/xsv+느냐/ef+다/ef
."	./sf+"/sl
산업일선	산업/ncn+일선/ncn
취재경험이	취재/ncn+경험/ncn+이/jcs
많은	많/paa+은/etm
한	한/nnc
일본	일본/nq
신문기자의	신문/ncn+기자/ncn+의/jcm
지적이다	지적/ncn+이/jp+다/ef
.	./sf
실제로	실제/ncn+로/jca
총매출의	총/mma+매출/ncn+의/jcm
4	4/nnc
분의	분/nbn+의/jcm
1이	1/nnc+이/jcs
VCR	VCR/f
제품인	제품/ncn+이/jp+ㄴ/etm
마쓰시타는	마쓰시타/nq+는/jxc
92년	92/nno+년/nbu
3월부터	3/nno+월/nbu+부터/jca
신규	신규/ncn
투자한	투자/ncpa+하/xsv+ㄴ/etm
말레이시아	말레이시아/nq
인도네시아에서	인도네시아/nq+에서/jca
각각	각각/mma
VCR를	VCR/f+를/jco
생산하는	생산/ncpa+하/xsv+는/etm
새	새/mma
공장을	공장/ncn+을/jco
돌리기	돌리/pvg+기/etn
시작했고	시작/ncpa+하/xsv+었/ep+고/ecc
소니는	소니/nq+는/jxc
싱가포르에서	싱가포르/nq+에서/jca
터미널을	터미널/ncn+을/jco
,	,/sp
인도네시아에서	인도네시아/nq+에서/jca
오디오	오디오/ncn
새	새/mma
공장	공장/ncn
가동준비에	가동/ncn+준비/ncn+에/jca
바쁘다	바쁘/paa+다/ef
.	./sf
그뿐만이	그/npd+뿐만/jxc+이/jcc
아니다	아니/paa+다/ef
.	./sf
소니는	소니/nq+는/jxc
기존	기존/ncn
말레이시아	말레이시아/nq
공장의	공징/ncn+의/jcm
VCR와	VCR/f+와/jcj
컬러	컬러/ncn
TV	TV/f
(	(/sl
25~29	25/nnc+~/sd+29/nnc
인치	인치/nbu
)	)/sr
증산을	증산/ncn+을/jco
서두르고	서두르/pvg+고/ecx
있고	있/px+고/ecc
,	,/sp
마쓰시타도	마쓰시타/nq+도/jxc
태국과	태국/nq+과/jcj
말레이시아의	말레이시아/nq+의/jcm
컬러	컬러/ncn
TV	TV/f
현지	현지/ncn
생산을	생산/ncn+을/jco
확대시키고	확대/ncpa+시키/xsv+고/ecx
있다는	있/px+다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
결국	결국/mag
일본내에서	일본/nq+내/nbn+에서/jca
감소되는	감소/ncpa+되/xsv+는/etm
VCR	VCR/f
등	등/nbn
주요	주요/ncn
가전제품의	가전/ncn+제품/ncn+의/jcm
생산물량이	생산/ncn+물량/ncn+이/jcs
적어도	적/paa+어도/ecs
상당부분	상당/ncn+부분/ncn
동남아에서	동남아/nq+에서/jca
대신	대신/ncn
생산된다는	생산/ncpa+되/xsv+ㄴ다/ef+는/etm
이야기다	이야기/ncn+다/ef
.	./sf
더구나	더구나/mag
이들	이/npd+들/xsn
동남아산	동남아/nq+산/xsn
일본제품의	일본/nq+제품/ncn+의/jcm
파상공세는	파상/ncn+공세/ncn+는/jxc
한국	한국/nq
입장에서는	입장/ncn+에서/jca+는/jxc
그야말로	그야말로/maj
죽을	죽/pvg+을/etm
맛이다	맛/ncn+이/jp+다/ef
.	./sf
동남아산	동남아/nq+산/xsn
제품들이	제품/ncn+들/xsn+이/jcs
현지시장과	현지/ncn+시장/ncn+과/jcj
미국시장	미국/nq+시장/ncn
등	등/nbn
우리의	우리/npp+의/jcm
주	주/mma
수출시장은	수출/ncn+시장/ncn+은/jxc
물론이고	물론/ncn+이/jp+고/ecc
,	,/sp
일본에도	일본/nq+에/jca+도/jxc
무더기로	무더기/ncn+로/jca
역수입되어	역/xp+수입/ncpa+되/xsv+어/ecx
가뜩이나	가뜩이나/mag
경쟁력이	경쟁/ncn+력/xsn+이/jcs
약화된	약화/ncpa+되/xsv+ㄴ/etm
한국상품을	한국/nq+상품/ncn+을/jco
갈수록	가/pvg+ㄹ수록/ecs
위협하고	위협/ncpa+하/xsv+고/ecx
있기	있/px+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
그	그/mmd
중에서도	중/nbn+에서/jca+도/jxc
특히	특히/mag
일본으로	일본/nq+으로/jca
역수입되는	역/xp+수입/ncpa+되/xsv+는/etm
동남아산은	동남아/nq+산/xsn+은/jxc
이제	이제/mag
가까스로	가까스로/mag
일본시장에	일본/nq+시장/ncn+에/jca
발을	발/ncn+을/jco
붙이고	붙이/pvg+고/ecx
있던	있/px+던/etm
한국상품을	한국/nq+상품/ncn+을/jco
뒤에서	뒤/ncn+에서/jca
그대로	그대로/mag
밀어내고	밀/pvg+어/ecx+내/px+고/ecx
있다	있/px+다/ef
.	./sf
이들	이/npd+들/xsn
동남아산은	동남아/nq+산/xsn+은/jxc
지난	지나/pvg+ㄴ/etm
92년	92/nno+년/nbu
하반기부터	하반/ncn+기/xsn+부터/jxc
한국시장을	한국/nq+시장/ncn+을/jco
넘보다가	넘보/pvg+다가/ecs
공략시기를	공략/ncn+시기/ncn+를/jco
1년쯤	1/nnc+년/nbu+쯤/xsn
뒤로	뒤/ncn+로/jca
미루었다	미루/pvg+었/ep+다/ef
.	./sf
한국의	한국/nq+의/jcm
대일무역	대일/ncn+무역/ncn
개방과	개방/ncn+과/jct
겹친다는	겹치/pvg+ㄴ다/ef+는/etm
게	거/nbn+이/jcs
그	그/mmd
이유	이유/ncn
.	./sf
우선	우선/mag
동남아산	동남아/nq+산/xsn
일본제품의	일본/nq+제품/ncn+의/jcm
품질은	품질/ncn+은/jxc
상당한	상당/ncps+하/xsm+ㄴ/etm
수준이다	수준/ncn+이/jp+다/ef
.	./sf
얼핏	얼핏/mag
싼게	싸/paa+ㄴ/etm+거/nbn+이/jcs
비지떡이라고	비지떡/ncn+이/jp+라고/ecs
생각하면	생각/ncpa+하/xsv+면/ecs
오산이다	오산/ncn+이/jp+다/ef
.	./sf
일본의	일본/nq+의/jcm
철저한	철저/ncps+하/xsm+ㄴ/etm
품질관리로	품질/ncn+관리/ncn+로/jca
만들어진	만들/pvg+어/ecx+지/px+ㄴ/etm
이들	이/npd+들/xsn
제품은	제품/ncn+은/jxc
메이드	메이드/ncn
인	인/ncn
재팬과	재팬/ncn+과/jcj
품질이	품질/ncn+이/jcs
같다	같/paa+다/ef
.	./sf
종래의	종래/ncn+의/jcm
메이드	메이드/ncn
인	인/ncn
타일랜드나	타일랜드/ncn+나/jcj
메이드	메이드/ncn
인	인/ncn
말레이시아가	말레이시아/ncn+가/jcs
오히려	오히려/mag
끝마무리가	끝/ncn+마무리/ncn+가/jcs
엉성하다는	엉성하/paa+다/ef+는/etm
소리를	소리/ncn+를/jco
듣고	듣/pvg+고/ecx
있는	있/px+는/etm
한국산보다	한국/nq+산/xsn+보다/jca
뛰어나면	뛰어나/pvg+면/ecs
났지	나/pvg+았/ep+지/ecx
,	,/sp
어느	어느/mmd
면으로	면/ncn+으로/jca
보나	보/pvg+나/ecs
전혀	전혀/mag
뒤떨어질	뒤떨어지/pvg+ㄹ/etm
게	거/nbn+이/jcs
없다는	없/paa+다/ef+는/etm
평가가	평가/ncn+가/jcs
일본시장에서의	일본/nq+시장/ncn+에서/jca+의/jcm
일반적인	일반/ncn+적/xsn+이/jp+ㄴ/etm
반응이다	반응/ncn+이/jp+다/ef
.	./sf
"	"/sl
에어컨의	에어컨/ncn+의/jcm
경우	경우/ncn
기술집약	기술/ncn+집약/ncn
부품인	부품/ncn+이/jp+ㄴ/etm
로타리	로타리/ncn
콤프래서	콤프래서/ncn
등	등/nbn
모든	모든/mma
것이	것/nbn+이/jcs
일본국내	일본/nq+국내/ncn
생산품과	생산/ncn+품/xsn+과/jcj
하나도	하나/nnc+도/jxc
다를	다르/paa+ㄹ/etm
게	거/nbn+이/jcs
없습니다	없/paa+습니다/ef
.	./sf
본사에서	본사/ncn+에서/jca
일본	일본/nq
내	내/nbn
생산품과	생산/ncn+품/xsn+과/jcj
마찬가지로	마찬가지/ncn+로/jca
품질을	품질/ncn+을/jco
보증하고	보증/ncpa+하/xsv+고/ecx
있습니다	있/px+습니다/ef
.	./sf
다른	다르/paa+ㄴ/etm
동남아	동남아/nq
생산품도	생산/ncn+품/xsn+도/jxc
본사가	본사/ncn+가/jcs
품질은	품질/ncn+은/jxc
물론이고	물론/ncn+이/jp+고/ecc
아프터	아프터/ncn
서비스까지	서비스/ncn+까지/jxc
일체를	일체/ncn+를/jco
책임집니다	책임/ncn+지/pvg+ㅂ니다/ef
."	./sf+"/sl
마쓰시타	마쓰시타/nq
본사측	본사/ncn+측/nbn
관계자의	관계/ncn+자/xsn+의/jcm
설명이다	설명/ncn+이/jp+다/ef
.	./sf
한마디로	한마디/ncn+로/jca
품질에	품질/ncn+에/jca
관한한	관한/ncpa+하/xsv+ㄴ/etm
일본산과	일본/nq+산/xsn+과/jct
차이가	차이/ncn+가/jcs
없다는	없/paa+다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
실제로	실제/ncn+로/jca
이들	이/npd+들/xsn
동남아산은	동남아/nq+산/xsn+은/jxc
까다롭기로	까다롭/paa+기/etn+로/jca
소문난	소문/ncn+나/pvg+ㄴ/etm
JIS	JIS/f
(	(/sl
일본공업규격	일본/nq+공업/ncn+규격/ncn
)	)/sr
를	를/jco
척척	척척/mag
통과하고	통과/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
반면	반면/ncn
우리는	우리/npp+는/jxc
품질을	품질/ncn+을/jco
높여	높이/pvg+어/ecs
이를	이/npd+를/jco
따낼	따내/pvg+ㄹ/etm
궁리는	궁리/ncn+는/jxc
하지	하/pvg+지/ecx
않고	않/px+고/ecc
일본의	일본/nq+의/jcm
비관세장벽으로만	비/xp+관세/ncn+장벽/ncn+으로/jca+만/jxc
보는	보/pvg+는/etm
분위기가	분위기/ncn+가/jca
적지않은	적/paa+지/ecs+않/paa+은/etm
실정이다	실정/ncn+이/jp+다/ef
.	./sf
이를테면	이를테면/maj
일본시장에	일본/nq+시장/ncn+에/jca
팔	파/pvg+ㄹ/etm
물건을	물건/ncn+을/jco
우리는	우리/npp+는/jxc
우리	우리/npp
기준으로만	기준/ncn+으로/jca+만/jxc
만들고	만들/pvg+고/ecx
있지만	있/px+지만/ecs
동남아산은	동남아/nq+산/xsn+은/jxc
이미	이미/mag
일본소비자들에	일본/nq+소비/ncn+자/xsn+들/xsn+에/jca
먹힐	먹히/pvg+ㄹ/etm
수	수/nbn
있게끔	있/paa+게끔/ecs
일본	일본/nq
기준에	기준/ncn+에/jca
들어맞게	들어맞/pvg+게/ecs
만들어지고	만들/px+어/ecx+지/px+고/ecx
있는	있/px+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
일본	일본/nq
소비자들이	소비/ncn+자/xsn+들/xsn+이/jcs
어떤	어떤/mmd
제품을	제품/ncn+을/jco
고를지는	고르/pvg+ㄹ지/ecs+는/etm
뻔한	뻔/nbn+하/xsm+ㄴ/etm
일이다	일/ncn+이/jp+다/ef
.	./sf
일본시장에서	일본/nq+시장/ncn+에서/jca
우리	우리/npp
상품의	상품/ncn+의/jcm
뒤를	뒤/ncn+를/jco
바짝	바짝/mag
쫓아오고	쫓/pvg+아/ecs+오/pvg+고/ecx
있는	있/px+는/etm
동남아산의	동남아/nq+산/xsn+의/jcm
상품종류가	상품/ncn+종류/ncn+가/jcs
점차	점차/mag
다양해지고	다양/ncps+하/xsm+어/ecx+지/px+고/ecx
있는	있/px+는/etm
것도	것/nbn+도/jxc
걱정거리다	걱정/ncn+거리/xsn+다/ef
.	./sf
이미	이미/mag
냉장고	냉장고/ncn
세탁기	세탁/ncn+기/xsn
소형	소형/ncn
TV	TV/f
등	등/nbn
소위	소위/ncn
3백	3/nnc+백/ncn
(	(/sl
白	白/nnc
)	)/sr
제품은	제품/ncn+은/jxc
일본이	일본/nq+이/jcs
국내생산에서	국내/ncn+생산/ncn+에서/jca
거의	거의/mag
손을	손/ncn+을/jco
뗀	떼/pvg+ㄴ/etm
상태	상태/ncn
.	./sf
대신	대신/ncn
동남아가	동남아/nq+가/jcs
이들	이/npd+들/xsn
상표의	상표/ncn+의/jcm
일본	일본/nq
내	내/nbn
공급원	공급/ncn+원/xsn
역활을	역활/ncn+을/jco
맡고	맡/pvg+고/ecx
있다	있/px+다/ef
.	./sf
여기에다	여기/npd+에/jca+다/jxc
최근	최근/ncn
들어	들/pvg+어/ecx
VCR	VCR/f
비디오	비디오/ncn
등	등/nbn
고급제품까지	고급/ncn+제품/ncn+까지/jxc
동남아산이	동남아/nq+산/xsn+이/jcs
일본으로	일본/nq+으로/jca
무더기	무더기/ncn
상륙할	상륙/ncpa+하/xsv+ㄹ/etm
채비를	채비/ncn+를/jco
갖추고	갖추/pvg+고/ecx
있어	있/px+어/ecs
한국상품으로선	한국/nq+상품/ncn+으로서/jca+ㄴ/jxc
걱정이	걱정/ncn+이/jcs
태산같다	태산/ncn+같/paa+다/ef
.	./sf
이들	이/npd+들/xsn
제품의	제품/ncn+의/jcm
일본	일본/nq
내	내/nbn
생산이	생산/ncn+이/jcs
줄어들면	줄/pvg+어/ecx+들/px+면/ecs
그만큼	그/npp+만큼/jxc
동남아산이	동남아/nq+산/xsn+이/jcs
일본	일본/nq
내수	내수/ncn
시장에	시장/ncn+에/jca
싼값으로	싸/paa+ㄴ/etm+값/ncn+으로/jca
선보일	선/ncn+보이/pvg+ㄹ/etm
것은	것/nbn+은/jxc
보나마나한	보나마나/ncpa+하/xsv+ㄴ/etm
상황이다	상황/ncn+이/jp+다/ef
.	./sf
우리	우리/npp
상품의	상품/ncn+의/jcm
가격과	가격/ncn+과/jcj
품질이	품질/ncn+이/jcs
현	현/mma
상태로라면	상태/ncn+로/jca+라면/ecs
일본시장에서	일본/nq+시장/ncn+에서/jca
앞뒤로	앞뒤/ncn+로/jca
막혀	막히/pvg+어/ecx
오갈	오가/pvg+ㄹ/etm
데	데/nbn
없는	없/paa+는/etm
찬밥신세를	찬밥/ncn+신세/ncn+를/jco
면치	면/ncpa+치/ecx
못할	못하/px+ㄹ/etm
처지다	처지/ncn+다/ef
.	./sf
우리가	우리/npp+가/jcs
한푼이라도	한푼/ncn+이/jp+라도/jxc
더	더/mag
수출하기	수출/ncpa+하/xsv+기/etn
위해	위하/pvg+어/ecs
동남아에	동남아/nq+에/jca
싸게	싸/pvg+게/ecs
내다	내/pvg+어다/ecs
판	팔/pvg+ㄴ/etm
한국산	한국/nq+산/xsn
철강제품을	철강/ncn+제품/ncn+을/jco
동남아	동남아/nq
공장에서	공장/ncn+에서/jca
냉장고로	냉장고/ncn+로/jca
만들어	만들/pvg+어/ecx
내는	내/px+는/etm
일본과	일본/nq+과/jcj
동남아의	동남아/nq+의/jcm
국제분업	국제/ncn+분업/ncn
시스팀은	시스팀/ncn+은/jxc
이제	이제/mag
거꾸로	거꾸로/mag
우리	우리/npp
상품을	상품/ncn+을/jco
잔뜩	잔뜩/mag
옭아매어가고	옭/pvg+아/ecs+매/pvg+어/ecx+가/px+고/ecx
있다	있/px+다/ef
.	./sf
이	이/mmd
시스팀으로	시스팀/ncn+으로/jca
생산되는	생산/ncpa+되/xsv+는/etm
동남아산	동남아/nq+산/xsn
일본제품들은	일본/nq+제품/ncn+들/xsn+은/jxc
한때	한때/ncn
일본	일본/nq
내에서	내/nbn+에서/jca
그저	그저/mag
환율	환율/ncn
덕으로	덕/ncn+으로/jca
일본시장	일본/nq+시장/ncn
무대에서	무대/ncn+에서/jca
반짝인기를	반짝/mag+인기/ncn+를/jco
누리다	누리/pvg+다/ecs
언제	언제/mag
그랬는가	그렇/pad+었/ep+는가/ef
싶게	싶/paa+게/ecs
곤두박질치고	곤두박질/ncn+치/pvg+고/ecx
있는	있/px+는/etm
한국상품과는	한국/nq+상품/ncn+과/jct+는/jxc
달리	달리/mag
오랫동안	오랫동안/mag
장수할	장수/ncpa+하/xsv+ㄹ/etm
것이란	것/nbn+이/jp+라/ef+ㄴ/etm
게	거/nbn+이/jcs
일본주재	일본/ncn+주재/ncn
한국상사들의	한국/nq+상사/ncn+들/xsn+의/jcm
우울한	우울/ncps+하/xsm+ㄴ/etm
전망이다	전망/ncn+이/jp+다/ef
.	./sf
동남아	동남아/nq
각국	각국/ncn
주요	주요/ncn
경제정책	경제/ncn+정책/ncn
막후에서	막후/ncn+에서/jca
'	'/sl
훈수	훈수/ncn
'	'/sr
일본의	일본/nq+의/jcm
장기는	장기/ncn+는/jxc
역시	역시/mag
드러내놓고	드러내/pvg+어/ecx+놓/px+고/ecx
하는	하/px+는/etm
것보다는	것/nbn+보다/jcs+는/jxc
뒤에서	뒤/ncn+에서/jca
일을	일/ncn+을/jco
꾸미는	꾸미/pvg+는/etm
쪽이다	쪽/nbn+이/jp+다/ef
.	./sf
동남아에서도	동남아/nq+에서/jca+도/jxc
마찬가지다	마찬가지/ncn+다/jca
.	./sf
현지인들에게	현지/ncn+인/xsn+들/xsn+에게/jca
그토록	그토록/mag
사근사근하고	사근사근하/paa+고/ecc
협조적이지만	협조/ncn+적/xsn+이/jp+지만/ecs
좀체	좀체/mag
속셈을	속셈/ncn+을/jco
드러내지	드러내/pvg+지/ecx
않는다	않/px+는다/ef
.	./sf
진짜	진짜/mag
중요한	중요/ncps+하/xsm+ㄴ/etm
일은	일/ncn+은/jxc
언제나	언제나/mag
막후에서	막후/ncn+에서/jca
꾸며진다	꾸미/pvg+어/ecx+지/px+ㄴ다/ef
.	./sf
좋고	좋/paa+고/ecc
나쁘고의	나쁘/paa+고/ecc+의/jcm
차원을	차원/ncn+을/jco
떠나서	떠나/pvg+서/ecs
그렇게	그렇/pad+게/ecs
하는	하/pvg+는/etm
것이	것/nbn+이/jcs
효과적이며	효과/ncn+적/xsn+이/jp+며/ecc
,	,/sp
또한	또한/maj
그런	그런/mmd
접근태도가	접근/ncn+태도/ncn+가/jcs
자기네들에게는	자기/ncn+네/xsn+들/xsn+에게/jca+는/jxc
지극히	지극/ncn+히/xsa
자연스러운	자연/ncps+스럽/xsm+ㄴ/etm
'	'/sl
일본식	일본/ncn+식/xsn
'	'/sr
이라고	이/jp+라/ef+고/jcr
여긴다	여기/pvg+ㄴ다/ef
.	./sf
외교도	외교/ncn+도/jxc
장사도	장사/ncn+도/jxc
마찬가지다	마찬가지/ncn+다/ef
.	./sf
현지정부와의	현지/ncn+정부/ncn+와/jct+의/jcm
관계도	관계/ncn+도/jxc
결코	결코/mag
밖에	밖/ncn+에/jca
드러나지	드러나/pvg+지/ecx
않게	않/px+게/ecs
조용히	조용/ncn+히/xsa
,	,/sp
그리고	그리고/maj
꾸준히	꾸준/ncn+히/xsa
강화해	강화/ncpa+하/xsv+어/ecx
나간다	나가/pvg+ㄴ다/ef
.	./sf
이른바	이른바/maj
원격조종이다	원격/ncn+조종/ncn+이/jp+다/ef
.	./sf
시장만	시장/ncn+만/jxc
장악하고	장악/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
것이	것/nbn+이/jcc
아니다	아니/paa+다/ef
.	./sf
각국의	각국/ncn+의/jcm
권력구조를	권력/ncn+구조/ncn+를/jco
낱낱이	낱낱이/mag
꿰면서	꿰/pvg+면서/ecs
그	그/mmd
속	속/ncn
깊숙이	깊숙이/mag
들어앉아	들/pvg+어/ecs+앉/pvg+아/ecx
있다	있/px+다/ef
.	./sf
현지정부의	현지/ncn+정부/ncn+의/jcm
주요부처마다	주요/ncn+부처/ncn+마다/jxc
여러	여러/mma
가지	가지/ncn
비공식적인	비/xp+공식/ncn+적/xsn+이/jp+ㄴ/etm
형태로	형태/ncn+로/jca
일본인	일본/nq+인/xsn
,	,/sp
또는	또는/maj
친일계	친일/ncn+계/xsn
인물들이	인물/ncn+들/xsn+이/jcs
자리를	자리/ncn+를/jco
잡고	잡/pvg+고/ecx
앉아	앉/pvg+아/ecx
주요정책에	주요/ncn+정책/ncn+에/jca
조언을	조언/ncn+을/jco
한다	하/pvg+ㄴ다/ef
.	./sf
도쿄은행의	도쿄은행/nq+의/jcm
자카르타지점의	자카르타/nq+지점/ncn+의/jcm
경우가	경우/ncn+가/jcs
좋은	좋/paa+은/etm
예다	예/ncn+다/ef
.	./sf
은행	은행/ncn
고유의	고유/ncn+의/jcm
업무만으로도	업무/ncn+만/jxc+으로/jca+도/jxc
인도네시아	인도네시아/nq
경제에서	경제/ncn+에서/jca
이	이/mmd
은행이	은행/ncn+이/jcs
차지하는	차지/ncpa+하/xsv+는/etm
비중은	비중/ncn+은/jxc
대단하다	대단/ncps+하/xsm+다/ef
.	./sf
뿐만	뿐/nbn+만/jxc
아니라	아니/paa+라/ecs
이	이/mmd
은행은	은행/ncn+은/jxc
인도네시아	인도네시아/nq
정부의	정부/ncn+의/jcm
경제정책	경제/ncn+정책/ncn
결정에	결정/ncn+에/jca
있어	있/paa+어/ecx
상당한	상당/ncps+하/xsm+ㄴ/etm
영향력을	영향/ncn+력/xsn+을/jco
행사한다	행사/ncpa+하/xsv+ㄴ다/ef
.	./sf
물론	물론/mag
겉으로	겉/ncn+으로/jca
드러나는	드러나/pvg+는/etm
방식보다는	방식/ncn+보다/jca+는/jxc
비공식	비/xp+공식/ncn
채널을	채널/ncn+을/jco
통하는	통하/pvg+는/etm
게	거/nbn+이/jcs
보통이다	보통/ncn+이/jp+다/ef
.	./sf
한편으로는	한편/ncn+으로/jca+는/jxc
이	이/mmd
나라의	나라/ncn+의/jcm
외국인	외국/ncn+인/xsn
투자활동에	투자/ncn+활동/ncn+에/jca
대한	대하/pvg+ㄴ/etm
인가권을	인가/ncn+권/xsn+을/jco
쥐고	쥐/pvg+고/ecx
있는	있/px+는/etm
BKPM이라는	BKPM/f+이/jp+라/ef+는/etm
정부조직과	정부/ncn+조직/ncn+과/jcj
아예	아예/mag
공식적인	공식/ncn+적/xsn+이/jp+ㄴ/etm
협약을	협약/ncn+을/jco
채결해놓고	채결/ncpa+하/xsv+어/ecx+놓/px+고/ecc
정기적으로	정기/ncn+적/xsn+으로/jca
세미나를	세미나/ncn+를/jco
열고	열/pvg+고/ecx
있다	있/px+다/ef
.	./sf
이	이/mmd
나라	나라/ncn
재무부도	재무/ncn+부/xsn+도/jxc
도쿄은행을	도쿄은행/nq+을/jco
무시	무시/ncn
못한다	못/mag+하/xsv+ㄴ다/ef
.	./sf
이	이/mmd
은행의	은행/ncn+의/jcm
아사다	아사다/nq
차장은	차장/ncn+은/jxc
이렇게	이렇/pad+게/ecs
설명했다	설명/ncpa+하/xsv+었/ep+다/ef
.	./sf
"	"/sl
공식적으로는	공식/ncn+적/xsn+으로/jca+는/jxc
인도네시아	인도네시아/nq
정부의	정부/ncn+의/jcm
통제를	통제/ncn+를/jco
받고	받/pvg+고/ecx
있습니다만	있/px+습니다/ef+만/jxc
비공식적으로는	비/xp+공식/ncn+적/xsn+으로/jca+는/jxc
대등한	대등/ncps+하/xsm+ㄴ/etm
입장에서	입장/ncn+에서/jca
서로	서로/mag
의견교환을	의견/ncn+교환/ncn+을/jco
자주	자주/mag
합니다	하/pvg+ㅂ니다/ef
."	./sf+"/sr
그의	그/npp+의/jcm
겸손함을	겸손/ncps+하/xsm+ㅁ/etn+을/jco
감안하면	감안/ncpa+하/xsv+면/ecs
의견교환이라고	의견/ncn+교환/ncn+이/jp+라고/ecs
해봤자	하/pvg+어/ecx+보/px+았/ep+자/ecs
사실상	사실/ncn+상/xsn
자문이나	자문/ncn+이나/jcj
코치를	코치/ncn+를/jco
해주는	하/pvg+어/ecx+주/px+는/etm
것을	것/nbn+을/jco
의미하는	의미/ncpa+하/xsv+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
말이	말/ncn+이/jcs
대등한	대등/ncps+하/xsm+ㄴ/etm
관계이지	관계/ncn+이/jp+지/ef
,	,/sp
실제로는	실제/ncn+로/jca+는/jxc
한	한/nnc
쪽은	쪽/nbn+은/jxc
가르치고	가르치/pvg+고/ecc
다른	다르/paa+ㄴ/etm
한쪽을	한쪽/ncn+을/jco
035258400  
배우는	배우/pvg+는/etm
일반적인	일반/ncn+적/xsn+이/jp+ㄴ/etm
관계다	관계/ncn+다/ef
.	./sf
동남아의	동남아/nq+의/jcm
통합작업이	통합/ncn+작업/ncn+이/jcs
일본으로서는	일본/nq+으로서/jca+는/jxc
초미의	초미/ncn+의/jcm
관심사임에도	관심/ncn+사/xsn+이/jp+ㅁ/etn+에/jca+도/jxc
불구하고	불구/ncps+하/xsm+고/ecc
결코	결코/mag
앞에	앞/ncn+에/jca
나서는	나서/pvg+는/etm
것을	것/nbn+을/jco
삼간다	삼가/pvg+ㄴ다/ef
.	./sf
어디까지나	어디/npd+까지/jxc+나/jxc
동남아	동남아/nq
국가들	국가/ncn+들/xsn
자신이	자신/ncn+이/jcs
알아서	알/pvg+아서/ecs
할	하/pvg+ㄹ/etm
일이지	일/ncn+이/jp+지/ef
,	,/sp
일본이	일본/nq+이/jcs
관여할	관여/ncpa+하/xsv+ㄹ/etm
바가	바/nbn+가/jcc
아니라는	아니/paa+라/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
동남아의	동남아/nq+의/jcm
블록화를	블록/ncn+화/xsn+를/jco
위해	위하/pvg+어/ecx
마하트르	마하트르/nq
말레이시아	말레이시아/nq
총리가	총리/ncn+가/jcs
강력히	강력/ncn+히/xsa
주장하는	주장/ncpa+하/xsv+는/etm
EAEG만	EAEG/f+만/jxc
해도	하/pvg+어도/ecs
일본의	일본/nq+의/jcm
