<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0058.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0058.txt </filename>
<title>(속)나무이야기  </title>
<author>권영한  </author>
<date>1993  </date>
<publisher>전원문화사  </publisher>
<kdc>480.4  </kdc>
<ddc>580  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
가을이	가을/ncn+이/jcc
그것이	그것/npd+이/jcs
바로	바로/mag
좋은	좋/paa+은/etm
과거를	과거/ncn+를/jco
만든다는	만들/pvg+ㄴ다/ef+는/etm
것이다.'라는	것/nbn+이/jp+다/ef+./sf+'/sr+라/ef+는/etm
것을	것/nbn+을/jco
생각하고	생각/ncpa+하/xsv+고/ecs
늘	늘/mag
보람되니	보람/ncn+되/xsv+니/ecs
새	새/mma
생활을	생활/ncn+을/jco
하시기	하/pvg+시/ep+기/etn
바랍니다.	바라/pvg+ㅂ니다/ef+./sf
늘	늘/mag
푸른	푸르/paa+ㄴ/etm
꿈과	꿈/ncn+과/jcj
맑은	맑/paa+은/etm
마음과	마음/ncn+과/jcj
실현	실현/ncn
가능한	가능/ncps+하/xsm+ㄴ/etm
계획	계획/ncn
아래	아래/ncn
바르게	바르/paa+게/ecs
살기	살/pvg+기/etn
바랍니다.	바라/pvg+ㅂ니다/ef+./sf
우리들의	우리/npp+들/xsn+의/jcm
마음만큼이나	마음/ncn+만큼/nbn+이나/jxc
바르고	바르/paa+고/ecc
곧고	곧/paa+고/ecc
푸른	푸르/paa+ㄴ/etm
나무를	나무/ncn+를/jco
손꼽으라고	손꼽/pvg+으라고/ecs
하면,	하/pvg+면/ecs+,/sp
나는	나/npp+는/jxc
서슴치	서슴/pvg+치/ecx
않고	않/px+고/ecc
금송(金松)을	금송/ncn+(/sl+金松/ncn+)/sr+을/jco
들	들/pvg+ㄹ/etm
수	수/nbn
있습니다.	있/paa+습니다/ef+./sf
우리들의	우리/npp+들/xsn+의/jcm
푸른	푸르/paa+ㄴ/etm
꿈만큼이나	꿈/ncn+만큼/jca+이나/jxc
찬란한	찬란/ncps+하/xsm+ㄴ/etm
금송(金松)은	금송/ncn+(/sl+金松/ncn+)/sr+은/etm
볼수록	보/pvg+ㄹ수록/ecs
힘차고	힘차/paa+고/ecc
씩씩하며	씩씩하/paa+며/ecs
희망이	희망/ncn+이/jcs
넘쳐흐릅니다.	넘치/pvg+어/ecs+흐르/pvg+ㅂ니다/ef+./sf
낙우송과에	낙우송/ncn+과/ncn+에/jca
속하는	속하/pvg+는/etm
상록	상록/ncn
침엽	침엽/nnc
교목인	교목/ncn+이/jp+ㄴ/etm
이	이/mmd
나무는,	나무/ncn+는/jxc+,/sp
보통	보통/ncn
소나무와	소나무/ncn+와/jct
같이	같/paa+이/xsa
꾸불꾸불	꾸불꾸불/mag
갖은	갖/pvg+은/etm
잔재주를	잔재주/ncn+를/jco
부리는	부리/pvg+는/etm
것이	것/nbn+이/jcs
아니라,	아니/paa+라/ef+,/sp
주간(主幹)이	주간/ncn+(/sl+主幹/ncn+)/sr+이/jcs
힘차고	힘차/paa+고/ecc
곧게	곧/paa+게/ecs
하늘로	하늘/ncn+로/jca
치달으며	치닫/pvg+으며/ecs
힘있게	힘/ncn+있/paa+게/ecs
쭉	쭉/mag
뻗어서	뻗/pvg+어서/ecs
신명이	신명/ncn+이/jcs
납니다.	나/pvg+ㅂ니다/ef+./sf
그	그/mmd
줄기	줄기/ncn
따라	따르/pvg+아/ecs
내	내/npp
꿈과	꿈/ncn+과/jcj
희망도	희망/ncn+도/jxc
허공으로	허공/ncn+으로/jca
둥실	둥실/mag
띄워	띄우/pvg+어/ecs
보내고	보내/pvg+고/ecx
싶습니다.	싶/px+습니다/ef+./sf
더욱	더욱/mag
우리를	우리/npp+를/jco
매료시키는	매료/ncpa+시키/xsv+는/etm
것은	것/nbn+은/jxc
그	그/mmd
거칠고	거칠/paa+고/ecs
앙살궂은	앙살궂/paa+은/etm
잎입니다.	잎/ncn+이/jp+ㅂ니다/ef+./sf
두개가	두/nnc+개/nbu+가/jcs
합쳐진	합치/pvg+어/ecx+지/px+ㄴ/etm
두껍고	두껍/paa+고/ecc
짙은	짙/paa+은/etm
녹색의	녹색/ncn+의/jcm
선형(線形)	선형/ncn+(/sl+線形/ncn+)/sr
잎은,	잎/ncn+은/jxc+,/sp
끝이	끝/ncn+이/jcs
패었고	패/pvg+었/ep+고/ecs
양면	양면/ncn
중앙에	중앙/ncn+에/jca
얕은	얕/paa+은/etm
홈이	홈/ncn+이/jcs
있는데,	있/paa+는데/ecs+,/sp
그	그/mmd
거세고	거세/paa+고/ecc
힘찬	힘/ncn+차/paa+ㄴ/etm
잎을	잎/ncn+을/jco
보면	보/pvg+면/ecs
속이	속/ncn+이/jcs
후련해집니다.	후련/ncps+하/xsm+어/ecx+지/px+ㅂ니다/ef+./sf
마디마다	마디/ncn+마다/jxc
15	15/nnc
40개의	40/nnc+개/nbu+의/jcm
잎이	잎/ncn+이/jcs
힘차게	힘/ncn+차/paa+게/ecs
돌려나	돌리/pvg+어/ecs+나/pvg+아/ecx
있으며,	있/px+으며/ecs+,/sp
마치	마치/mag
거꾸로	거꾸로/mag
된	되/pvg+ㄴ/etm
우산모양을	우산/ncn+모양/ncn+을/jco
하고	하/pvg+고/ecx
있고,	있/px+고/ecc+,/sp
밑부분에	밑/ncn+부분/ncn+에/jca
비늘이	비늘/ncn+이/jcs
있습니다.	있/paa+습니다/ef+./sf
높이	높이/ncn
15m	15/nnc+m/su
가량	가량/ncn
자라는	자라/pvg+는/etm
이	이/mmd
나무는	나무/ncn+는/jxc
정원수로	정원수/ncn+로/jca
아주	아주/mag
좋고,	좋/paa+고/ecs+,/sp
일본이	일본/nq+이/jcs
원산지입니다.	원산/ncn+지/xsn+이/jp+ㅂ니다/ef+./sf
올해에는	올해/ncn+에/jca+는/jxc
우리들	우리/npp+들/xsn
모두	모두/mag
금송과	금송/ncn+과/jct
같이	같/paa+이/xsa
강한	강하/paa+ㄴ/etm
개성으로	개성/ncn+으로/jca
그리고	그리고/maj
씩씩하게	씩씩하/paa+게/ecs
살아야	살/pvg+아야/ecs
하리라	하/px+리라/ef
생각합니다.	생각/ncpa+하/xsv+ㅂ니다/ef+./sf
정부가	정부/ncn+가/jcs
정한	정하/pvg+ㄴ/etm
정치	정치/ncn
일정에	일정/ncn+에/jca
따르면,	따르/pvg+면/ecs+,/sp
금년에는	금년/ncn+에/jca+는/jxc
많은	많/paa+은/etm
선거가	선거/ncn+가/jcs
있을	있/paa+을/etm
예정인데	예정/ncn+이/jp+ㄴ데/ecs
혈연,	혈연/ncn+,/sp
학연	학연/ncn
등의	등/nbn+의/jcm
정실이나,	정실/ncn+이나/jcj+,/sp
별것	별/mma+것/nbn
아닌	아니/paa+ㄴ/etm
금품	금품/ncn
공세에	공세/ncn+에/jca
매수되어	매수/ncpa+되/xsv+어/ecx
유권자의	유권/ncn+자/xsn+의/jcm
바른	바르/paa+ㄴ/etm
권리	권리/ncn
행사를	행사/ncn+를/jco
못하는	못하/pvg+는/etm
일이	일/ncn+이/jcs
있어서는	있/paa+어서/ecs+는/etm
안	안/mag
되겠습니다.	되/pvg+겠/ep+습니다/ef+./sf
벌써부터	벌써/mag+부터/jxc
나라	나라/ncn
걱정을	걱정/ncn+을/jco
많이	많/paa+이/xsa
하는	하/pvg+는/etm
분들은,	분/nbn+들/xsn+은/jxc+,/sp
닥쳐올	닥치/pvg+어/ecx+오/px+ㄹ/etm
선거가	선거/ncn+가/jcs
금품	금품/ncn
타락	타락/ncn
선거가	선거/ncn+가/jcc
되어	되/pvg+어/ecs
경제적으로도	경제/ncn+적/xsn+으로/jca+도/jxc
파탄을	파탄/ncn+을/jco
초래하고,	초래/ncpa+하/xsv+고/ecc+,/sp
진정	진정/ncn
일할	일/ncpa+하/xsv+ㄹ/etm
만한	만하/px+ㄴ/etm
바른	바르/paa+ㄴ/etm
일꾼을	일꾼/ncn+을/jco
뽑지	뽑/pvg+지/ecx
못해	못하/px+어/ecs
모든	모든/mma
정치	정치/ncn
활동이	활동/ncn+이/jcs
비능률화되고	비/xp+능률/ncn+화/xsn+되/xsv+고/ecs
국가	국가/ncn
발전이	발전/ncn+이/jcs
둔화될까봐	둔화/ncpa+되/xsv+ㄹ까/ef+보/px+아/ecs
여간	여간/ncn
신경을	신경/ncn+을/jco
쓰는	쓰/pvg+는/etm
것이	것/nbn+이/jcs
아닙니다.	아니/paa+ㅂ니다/ef+./sf
그래서	그래서/maj
이번	이/mmd+번/nbn
선거만은	선거/ncn+만/jxc+은/jxc
공명하고	공명/ncps+하/xsm+고/ecc
깨끗한	깨끗/ncps+하/xsm+ㄴ/etm
선거가	선거/ncn+가/jcc
되게	되/pvg+게/ecx
하자고	하/px+자/ef+고/jcr
크게	크/paa+게/ecs
외치고	외치/pvg+고/ecx
있습니다.	있/px+습니다/ef+./sf
누가	누가/npp
일할	일/ncpa+하/xsv+ㄹ/etm
만한	만하/px+ㄴ/etm
가장	가장/mag
유능한	유능/ncps+하/xsm+ㄴ/etm
사람인가를	사람/ncn+이/jp+ㄴ가/ef+를/jco
몰라서	모르/pvg+아서/ecs
바로	바로/mag
못	못/mag
찍는	찍/pvg+는/etm
것보다도,	것/nbn+보다/jca+도/jxc+,/sp
정실에	정실/ncn+에/jca
흐르거나,	흐르/pvg+거나/ecc+,/sp
'누구나	'/sl+누구/npp+나/jxc
보내	보내/pvg+어/ecx
보니	보/px+니/ecs
다	다/mag
같더라.	같/paa+더라/ef+./sf
'하는	'/sr+하/pvg+는/etm
체념주의	체념/ncn+주의/ncn
때문에	때문/nbn+에/jca
한	한/nnc
표의	표/ncn+의/jcm
신성한	신성/ncps+하/xsm+ㄴ/etm
권리를	권리/ncn+를/jco
경솔하게	경솔/ncps+하/xsm+게/ecs
행사하는	행사/ncpa+하/xsv+는/etm
경우가	경우/ncn+가/jcs
많았습니다.	많/paa+았/ep+습니다/ef+./sf
북방	북방/ncn
외교	외교/ncn
정책,	정책/ncn+,/sp
통일	통일/ncn
정책,	정책/ncn+,/sp
대미통상	대미/ncn+통상/ncn
정책	정책/ncn
등	등/nbn
수많은	수많/paa+은/etm
과제를	과제/ncn+를/jco
슬기롭게	슬기/ncn+롭/xsm+게/ecs
해결해야	해결/ncpa+하/xsv+어야/ecs
할	하/px+ㄹ/etm
유능한	유능/ncps+하/xsm+ㄴ/etm
일꾼을	일꾼/ncn+을/jco
뽑는	뽑/pvg+는/etm
이번	이/mmd+번/nbn
선거에서는,	선거/ncn+에서/jca+는/jxc+,/sp
우리들	우리/npp+들/xsn
유권자들도	유권/ncn+자/xsn+들/xsn+도/jxc
종전과	종전/ncn+과/jct
같은	같/paa+은/etm
태도를	태도/ncn+를/jco
지양하고,	지양/ncpa+하/xsv+고/ecs+,/sp
꿋꿋한	꿋꿋/ncps+하/xsm+ㄴ/etm
주관과	주관/ncn+과/jcj
냉철한	냉철/ncps+하/xsm+ㄴ/etm
판단으로	판단/ncn+으로/jca
가장	가장/mag
유능하고	유능/ncps+하/xsm+고/ecc
정직한	정직/ncps+하/xsm+ㄴ/etm
사람을	사람/ncn+을/jco
뽑아야	뽑/pvg+아야/ecs
하겠습니다.	하/px+겠/ep+습니다/ef+./sf
꿋꿋한	꿋꿋/ncps+하/xsm+ㄴ/etm
금송처럼	금송/ncn+처럼/jca
어떠한	어떠하/pad+ㄴ/etm
주변	주변/ncn
유혹에도	유혹/ncn+에/jca+도/jxc
매료되지	매료/ncpa+되/xsv+지/ecx
말고	말/px+고/ecs
진정	진정/ncn
나라	나라/ncn
사랑하는	사랑/ncpa+하/xsv+는/etm
일편	일편/ncn
단심으로	단심/ncn+으로/jca
바른	바르/paa+ㄴ/etm
행사를	행사/ncn+를/jco
해야	하/pvg+어야/ecs
하겠습니다.	하/px+겠/ep+습니다/ef+./sf
내가	내/npp+가/jcs
무슨	무슨/mmd
일이든	일/ncn+이든/jxc
바로	바로/mag
못하면,	못하/pvg+면/ecs+,/sp
지난	지나/pvg+ㄴ/etm
다음에	다음/ncn+에/jca
후회하기	후회/ncpa+하/xsv+기/etn
마련입니다.	마련/nbn+이/jp+ㅂ니다/ef+./sf
무엇이든	무엇/npd+이든/jxc
좋은	좋/paa+은/etm
것을	것/nbn+을/jco
만든다는	만들/pvg+ㄴ다/ef+는/etm
것은	것/nbn+은/jxc
모두가	모두/ncn+가/jcs
무척	무척/mag
어렵고	어렵/paa+고/ecs
힘듭니다.	힘/ncn+들/pvg+ㅂ니다/ef+./sf
특히	특히/mag
좋은	좋/paa+은/etm
친구를	친구/ncn+를/jco
만든다는	만들/pvg+ㄴ다/ef+는/etm
것은	것/nbn+은/jxc
더욱	더욱/mag
어렵고	어렵/paa+고/ecs
힘이	힘/ncn+이/jcs
듭니다.	들/pvg+ㅂ니다/ef+./sf
우리들	우리/npp+들/xsn
인생은	인생/ncn+은/jxc
친구를	친구/ncn+를/jco
만드는	만들/pvg+는/etm
가운데,	가운데/ncn+,/sp
인간으로서	인간/ncn+으로서/jca
성장하고	성장/ncpa+하/xsv+고/ecs
성숙해	성숙/ncpa+하/xsv+어/ecs
나가는	나가/pvg+는/etm
겁니다.	거/nbn+ㅂ니다/ef+./sf
버드나무처럼	버드나무/ncn+처럼/jca
부드러운	부드럽/paa+ㄴ/etm
친구도	친구/ncn+도/jxc
필요하지만,	필요/ncps+하/xsm+지만/ecs+,/sp
금송과	금송/ncn+과/jct
같이	같/paa+이/xsa
씩씩하고	씩씩하/paa+고/ecs
꿋꿋한	꿋꿋/ncps+하/xsm+ㄴ/etm
친구도	친구/ncn+도/jxc
꼭	꼭/mag
필요합니다.	필요/ncps+하/xsm+ㅂ니다/ef+./sf
불굴의	불굴/ncn+의/jcm
의지로	의지/ncn+로/jca
어떠한	어떠하/pad+ㄴ/etm
불의와도	불의/ncn+와/jct+도/jxc
타협하지	타협/ncpa+하/xsv+지/ecx
않는	않/px+는/etm
금송(金松)과	금송/ncn+(/sl+金松/nq+)/sr+과/jct
같은	같/paa+은/etm
사나이	사나이/ncn
중의	중/nbn+의/jcm
사나이도	사나이/ncn+도/jxc
꼭	꼭/mag
필요한	필요/ncps+하/xsm+ㄴ/etm
겁니다.	거/nbn+ㅂ니다/ef+./sf
올해는	올해/ncn+는/jxc
금송과	금송/ncn+과/jct
같이	같/paa+이/xsa
뚜렷한	뚜렷/ncps+하/xsm+ㄴ/etm
주관으로	주관/ncn+으로/jca
바르게	바르/paa+게/ecs
살고,	살/pvg+고/ecc+,/sp
좋은	좋/paa+은/etm
친구	친구/ncn
많이	많/paa+이/xsa
사귀어	사귀/pvg+어/ecs
풍요로운	풍요/ncps+롭/xsm+ㄴ/etm
삶을	삶/ncn+을/jco
살기	살/pvg+기/etn
바랍니다.	바라/pvg+ㅂ니다/ef+./sf
능소화	능소화/ncn
내	내/npp
고장	고장/ncn
안동은	안동/nq+은/jxc
문화	문화/ncn
유적이	유적/ncn+이/jcs
많기로	많/paa+기/etn+로/jca
유명한	유명/ncps+하/xsm+ㄴ/etm
곳입니다.	곳/ncn+이/jp+ㅂ니다/ef+./sf
조상이	조상/ncn+이/jcs
남긴	남기/pvg+ㄴ/etm
역사의	역사/ncn+의/jcm
현장을	현장/ncn+을/jco
하나하나	하나/ncn+하나/ncn
답사하며	답사/ncpa+하/xsv+며/ecs
옛	옛/mma
사람들이	사람/ncn+들/xsn+이/jcs
남긴	남기/pvg+ㄴ/etm
유구를	유구/ncn+를/jco
조용히	조용/ncn+히/xsa
바라보면	바라보/pvg+면/ecs
마음에	마음/ncn+에/jca
많은	많/paa+은/etm
감회를	감회/ncn+를/jco
받게	받/pvg+게/ecs
됩니다.	되/pvg+ㅂ니다/ef+./sf
여름	여름/ncn
더위가	더위/ncn+가/jcs
한풀꺽인	한풀/ncn+꺾/pvg+이/jp+ㄴ/etm
지난	지나/pvg+ㄴ/etm
8	8/nno
월말,	월/nbu+말/ncn+,/sp
안동군	안동군/nq
서후면에	서후면/nq+에/jca
있는	있/paa+는/etm
학봉	학봉/nq
김성일	김성일/nq
선생의	선생/ncn+의/jcm
종택을	종택/ncn+을/jco
찾아가	찾/pvg+아/ecs+가/pvg+아/ecx
봤을	보/px+았/ep+ㄹ/etm
때도	때/ncn+도/jxc
선생을	선생/ncn+을/jco
추모하는	추모/ncpa+하/xsv+는/etm
마음	마음/ncn
간절하여	간절/ncps+하/xsm+여/ecs
넓은	넓/paa+은/etm
뜰을	뜰/ncn+을/jco
거닐다,	거닐/pvg+다/ecs+,/sp
잘	잘/mag
단장된	단장/ncpa+되/xsv+ㄴ/etm
사랑채	사랑채/ncn
앞을	앞/ncn+을/jco
지날	지나/pvg+ㄹ/etm
때,	때/ncn+,/sp
막	막/mag
방문이	방문/ncn+이/jcs
열리고	열리/pvg+고/ecs
정자관을	정자관/ncn+을/jco
높이	높/paa+이/xsa
쓴	쓰/pvg+ㄴ/etm
선비들이	선비/ncn+들/xsn+이/jcs
내다보는	내다보/pvg+는/etm
듯하였습니다.	듯하/px+었/ep+습니다/ef+./sf
후손들이	후손/ncn+들/xsn+이/jcs
많아도	많/paa+아도/ecs
모두	모두/mag
사업차	사업/ncn+차/xsn
도시로	도시/ncn+로/jca
나가	나가/pvg+아/ecs
살고,	살/pvg+고/ecc+,/sp
지금은	지금/ncn+은/jxc
나이	나이/ncn
많은	많/paa+은/etm
종손	종손/ncn
부부	부부/ncn
두	두/nnc
분만	분/nbu+만/jxc
넓고	넓/paa+고/ecc
넓은	넓/paa+은/etm
큰	크/paa+ㄴ/etm
집에	집/ncn+에/jca
계시는데,	계시/pvg+는데/ecs+,/sp
검소한	검소/ncps+하/xsm+ㄴ/etm
평상복을	평상/ncn+복/xsn+을/jco
입은	입/pvg+은/jxc
노마님은	노마님/ncn+은/jxc
과연	과연/mag
양반집	양반/ncn+집/ncn
안방	안방/ncn
마님답게	마님/ncn+답/xsm+게/ecs
위엄과	위엄/ncn+과/jcj
기품이	기품/ncn+이/jcs
몸에서	몸/ncn+에서/jca
풍겨나고,	풍기/pvg+어/ecx+나/px+고/ecc+,/sp
말씀	말씀/ncn
중에도	중/nbn+에/jca+도/jxc
교양과	교양/ncn+과/jcj
부덕이	부덕/ncn+이/jcs
넘쳐흘러	넘치/pvg+어/ecs+흐르/pvg+어/ecs
명문집	명문/ncn+집/ncn
맏종부의	맏종부/ncn+의/jcm
고아한	고아/ncps+하/xsm+ㄴ/etm
인격이	인격/ncn+이/jcs
우리들로	우리/npp+들/xsn+로/jca
하여금	하여금/mag
그	그/mmd
분을	분/nbn+을/jco
더욱	더욱/mag
친숙하게	친숙/ncps+하/xsm+게/ecs
느끼도록	느끼/pvg+도록/ecs
하였습니다.	하/pvg+였/ep+습니다/ef+./sf
잔디밭에	잔디/ncn+밭/ncn+에/jca
앉아	앉/pvg+아/ecs
마님이	마님/ncn+이/jcs
주시는	주/pvg+시/ep+는/etm
음료를	음료/ncn+를/jco
마실	마시/pvg+ㄹ/etm
때,	때/ncn+,/sp
그	그/mmd
부인	부인/ncn
뒤편	뒤편/ncn
담	담/ncn
위에	위/ncn+에/jca
때	때/ncn
마침	마침/mag
핀	피/pvg+ㄴ/etm
오렌지색	오렌지/ncn+색/ncn
아름다운	아름/ncps+답/xsm+ㄴ/etm
능소화는	능소화/ncn+는/etm
바로	바로/mag
이	이/mmd
안방	안방/ncn
마님처럼	마님/ncn+처럼/jca
위엄과	위엄/ncn+과/jcj
품격이	품격/ncn+이/jcs
높아	높/paa+아/ecx
보이는	보이/px+는/etm
꽃이었습니다.	꽃/ncn+이/jp+었/ep+습니다/ef+./sf
커다란	커다랗/paa+ㄴ/etm
꽃의	꽃/ncn+의/jcm
크기하며	크기/ncn+하며/jxc
너무	너무/mag
화려하지도	화려/ncps+하/xsm+지/ecx+도/jxc
요염하지도	요염/ncps+하/xsm+지/ecx+도/jxc
않는	않/px+는/etm
색깔하며,	색깔/ncn+하며/ecs+,/sp
은은하고	은은/ncps+하/xsm+고/ecs
고상한	고상/ncps+하/xsm+ㄴ/etm
향기	향기/ncn
등으로,	등/nbn+으로/jca+,/sp
이	이/mmd
꽃은	꽃/ncn+은/jxc
아름답다고	아름/ncps+답/xsm+다고/ecs
하는	하/pvg+는/etm
표현보다는	표현/ncn+보다/jca+는/jxc
점잖고	점잖/paa+고/ecs
기품	기품/ncn
있는	있/paa+는/etm
꽃이라는	꽃/ncn+이/jp+라/ef+는/etm
표현이	표현/ncn+이/jcs
가장	가장/mag
적절하다고	적절/ncps+하/xsm+다고/ecs
생각합니다.	생각/ncpa+하/xsv+ㅂ니다/ef+./sf
그러기에	그렇/pad+기/etn+에/jca
옛	옛/mma
사람들도	사람/ncn+들/xsn+도/jxc
이	이/mmd
꽃을	꽃/ncn+을/jco
예사로	예사/ncn+로/jca
보지	보/pvg+지/ecx
않고	않/px+고/ecc
무척	무척/mag
사랑했으며,	사랑/ncpa+하/xsv+었/ep+으며/ecs+,/sp
지금으로부터	지금/ncn+으로부터/jca
약	약/mma
3000여년	3000/nnc+여/xsn+년/nbu
전에	전/ncn+에/jca
작품을	작품/ncn+을/jco
모은,	모으/pvg+ㄴ/etm+,/sp
동양	동양/ncn
최초의	최초/ncn+의/jcm
시집인	시집/ncn+이/jp+ㄴ/etm
038412300 <<시경(詩經)>> </sl+</sl+시경/nq+(/sl+詩經/nq+)/sr+>/sr+>/sr
속	속/ncn
소아(小雅)에도	소아/nq+(/sl+小雅/nq+)/sr+에/jca+도/jxc
능소화를	능소화/ncn+를/jco
그린	그리/pvg+ㄴ/etm
다음과	다음/ncn+과/jct
같은	같/paa+은/etm
시가	시/ncn+가/jcs
있습니다.	있/paa+습니다/ef+./sf
苕之華	苕之華/ncn
능소화	능소화/ncn
아름다운	아름/ncps+답/xsm+ㄴ/etm
꽃	꽃/ncn
云其黃矣	云其黃矣/ncn
노랗게	노랗/paa+게/ecs
피어나도	피/pvg+어/ecx+나/px+도/jxc
心之憂矣	心之憂矣/ncn
마음속의	마음/ncn+속/ncn+의/jcm
이내	이/npd+내/npp
시름	시름/ncn
維其傷矣	維其傷矣/ncn
쓰리고	쓰리/paa+고/ecc
또	또/maj
아프구나	아프/paa+구나/ef
苕之華	苕之華/ncn
능소화	능소화/ncn
아름다운	아름/ncps+답/xsm+ㄴ/etm
꽃	꽃/ncn
其葉靑靑	其葉靑靑/ncn
그	그/npp
잎	잎/ncn
푸르러도	푸르/paa+어도/ecs
知我如此	知我如此/ncn
나	나/npp
어찌	어찌/mag
이를	이/npd+를/jco
알랴	알/pvg+랴/ef
不如無生	不如無生/ncn
차라리	차라리/mag
죽을	죽/pvg+을/etm
것을	것/nbn+을/jco
능소화는	능소화/ncn+는/jxc
젊고	젊/paa+고/ecs
생기	생기/ncn
있는	있/paa+는/etm
꽃으로도	꽃/ncn+으로도/jca
유명합니다.	유명/ncps+하/xsm+ㅂ니다/ef+./sf
능소화	능소화/ncn
꽃은	꽃/ncn+은/jxc
나무	나무/ncn
위에서	위/ncn+에서/jca
시드는	시들/pvg+는/etm
법이	법/ncn+이/jcs
없습니다.	없/paa+습니다/ef+./sf
꽃이	꽃/ncn+이/jcs
지는	지/pvg+는/etm
순간까지도	순간/ncn+까지도/jxc
만개할	만개/ncpa+하/xsv+ㄹ/etm
때의	때/ncn+의/jcm
싱싱함을	싱싱/ncps+하/xsm+ㅁ/etn+을/jco
그대로	그대로/mag
유지하다가,	유지/ncpa+하/xsv+다가/ecs+,/sp
만개한	만개/ncpa+하/xsv+ㄴ/etm
때의	때/ncn+의/jcm
그	그/mmd
모습	모습/ncn
그대로	그대로/mag
낙화되어	낙화/ncpa+되/xsv+어/ecs
땅	땅/ncn
위에	위/ncn+에/jca
떨어져서	떨어지/pvg+어서/ecs
시들어	시들/pvg+어/ecx
갑니다.	가/px+ㅂ니다/ef+./sf
그러므로	그러므로/maj
나무	나무/ncn
위에	위/ncn+에/jca
피어	피/pvg+어/ecx
있는	있/px+는/etm
능소화	능소화/ncn
꽃은	꽃/ncn+은/jxc
어느	어느/ncn
하나	하나/ncn
흠잡을	흠/ncn+잡/pvg+을/etm
데	데/nbn
없는	없/paa+는/etm
완전하고	완전/ncps+하/xsm+고/ecc
싱싱한	싱싱/ncps+하/paa+ㄴ/etm
꽃들	꽃/ncn+들/xsn
뿐입니다.	뿐/nbn+이/jp+ㅂ니다/ef+./sf
우리들은	우리/npp+들/xsn+은/jxc
우리의	우리/npp+의/jcm
인생도	인생/ncn+도/jxc
이와	이/npd+와/jct
같기를	같/paa+기/etn+를/jco
얼마나	얼마나/mag
바라고	바라/pvg+고/ecx
있습니까.	있/px+습니까/ef+./sf
죽음은	죽음/ncn+은/jxc
누구나	누구/npp+나/jxc
꼭	꼭/mag
한번씩	한/nnc+번/nbu+씩/xsn
당하는	당하/pvg+는/etm
필연적인	필연/ncn+적/xsn+이/jp+ㄴ/etm
숙명이지만,	숙명/ncn+이/jp+지만/ecs+,/sp
늙지	늙/pvg+지/ecx
않고	않/px+고/ecc
병들지	병/ncn+들/pvg+지/ecx
않고	않/px+고/ecc
건강하게	건강/ncps+하/xsm+게/ecx
오래오래	오래/mag+오래/mag
살다가	살/pvg+다가/ecs
죽었으면	죽/pvg+었/ep+으면/ecs
하는	하/pvg+는/etm
것이	것/nbn+이/jcs
모두의	모두/ncn+의/jcm
소망일	소망/ncn+이/jp+ㄹ/etm
것입니다.	것/nbn+이/jp+ㅂ니다/ef+./sf
우리는	우리/npp+는/jxc
어떻게	어떻/pad+게/ecs
해서	하/pvg+어서/ecs
이	이/mmd
세상에	세상/ncn+에/jca
태어났는지	태어나/pvg+았/ep+는지/ecs
기억조차	기억/ncn+조차/jxc
없습니다.	없/paa+습니다/ef+./sf
어둡고	어둡/paa+고/ecc
답답한	답답/ncps+하/xsm+ㄴ/etm
어머니	어머니/ncn
태중에서	태중/ncn+에서/jca
숨도	숨/ncn+도/jxc
못	못/mag
쉬고	쉬/pvg+고/ecs
열	열/nnc
달을	달/nbu
참아온	참/pvg+아/ecx+오/px+ㄴ/etm
기억도,	기억/ncn+도/jxc+,/sp
태어날	태어나/pvg+ㄹ/etm
때에	때/ncn+에/jca
힘들고	힘/ncn+들/pvg+고/ecs
죽을	죽/pvg+을/etm
뻔한	뻔하/px+ㄴ/etm
기억도,	기억/ncn+도/jxc+,/sp
젖먹이	젖먹이/ncn
어린애로	어리/paa+ㄴ/etm+애/ncn+로/jca
자라나는	자리/pvg+아/ecx+나/px+는/etm
과정에서	과정/ncn+에서/jca
일어난	일어나/pvg+ㄴ/etm
여러	여러/mma
가지	가지/nbu
기억들도	기억/ncn+들/xsn+도/jxc
모두	모두/mag
캄캄할	캄캄하/paa+ㄹ/etm
뿐입니다.	뿐/nbn+이/jp+ㅂ니다/ef+./sf
청년기쯤	청년/ncn+기/xsn+쯤/xsn
되어서야	되/pvg+어서/ecs+야/jxc
자기를	자기/npp+를/jco
바라보고,	바라/pvg+아/ecx+보/px+고/ecc+,/sp
내가	내/npp+가/jcs
사람으로	사람/ncn+으로/jca
태어나서	태어나/pvg+서/ecs
이	이/mmd
세상에	세상/ncn+에/jca
살고	살/pvg+고/ecx
있음을	있/px+음/etn+을/jco
인식하게	인식/ncpa+하/xsv+게/ecs
되는	되/pvg+는/etm
것입니다.	것/nbn+이/jp+ㅂ니다/ef+./sf
그러나	그러나/maj
죽음은	죽음/ncn+은/jxc
그렇지가	그렇/pad+지/ecx+가/jcs
않습니다.	않/px+습니다/ef+./sf
내가	내/npp+가/jcs
언제	언제/npd
죽는지	죽/pvg+는지/ecs
