<tdmsfile>
<tdmsfile>
Chosun2. 2차 수정 hwp
새로운	새롭/paa+ㄴ/etm
어머니의	어머니/ncn+의/jcm
강력한	강력/ncps+하/xsm+ㄴ/etm
반대.	반대/ncn+./sf
둘은	둘/nnc+은/jxc
싸움을	싸움/ncn+을/jco
하는	하/pvg+는/etm
날이	날/ncn+이/jcs
잦았고	잦/paa+았/ep+고/ecc
언론에는	언론/ncn+에/jca+는/jxc
타이틀을	타이틀/ncn+을/jco
빼앗긴	빼앗기/pvg+ㄴ/etm
홍수환에게	홍수환/nq+에게/jca
비난의	비난/ncn+의/jcm
화살이	화살/ncn+이/jcs
빗발처럼	빗발/ncn+처럼/jca
쏟아졌다.	쏟아지/pvg+었/ep+다/ef+./sf
그리고	그리고/maj
92년	92/nno+년/nbu
귀국한	귀국/ncpa+하/xsv+ㄴ/etm
뒤	뒤/nbn
어느날	어느/mma+날/ncn
TV를	TV/f+를/jco
보던	보/pvg+던/etm
홍수환은	홍수환/nq+은/jxc
화들짝	화들짝/mag
놀랐다.	놀라/pvg+았/ep+다/ef+./sf
옥희와	옥희/nq+와/jcj
딸	딸/ncn
윤정이가	윤정/nq+이/xsn+가/jcs
토크쇼에	토크쇼/ncn+에/jca
나온	나오/pvg+ㄴ/etm
것.	것/nbn+./sf
헤어질	헤어지/pvg+ㄹ/etm
때	때/ncn
2달째	2/nnc+달/nbu+째/xsn
되던	되/pvg+던/etm
윤정이.	윤정/nq+이/xsn+./sf
너무나	너무나/mag
이쁘게	이쁘/paa+게/ecs
커	크/paa+어/ecx
있었다.	있/px+었/ep+다/ef+./sf
사흘밤	사흘/ncn+밤/ncn
잠을	잠/ncn+을/jco
자지	자/pvg+지/ecs
못했다.	못/mag+하/pvg+었/ep+다/ef+./sf
눈만	눈/ncn+만/jxc
감으면	감/pvg+으면/ecs
딸의	딸/ncn+의/jcm
모습이	모습/ncn+이/jcs
떠올랐다.	떠오르/pvg+았/ep+다/ef+./sf
자정이	자정/ncn+이/jcs
넘은	넘/pvg+은/etm
시각	시각/ncn
전화를	전화/ncn+를/jco
들었다.	들/pvg+었/ep+다/ef+./sf
옥희씨가	옥희/nq+씨/xsn+가/jcs
받았다.	받/pvg+았/ep+다/ef+./sf
"나야.	"/sl+나/npp+야/ef+./sf
".	"/sr+./sf
길고	길/paa+고/ecc
긴	길/paa+ㄴ/etm
침묵이	침묵/ncn+이/jcs
흘렀다.	흐르/pvg+었/ep+다/ef+./sf
차마	차마/mag
윤정이를	윤정/nq+이/xsn+를/jco
바꿔달랄	바꾸/pvg+어/ecx+달라/px+ㄹ/etm
순	수/nbn+ㄴ/jxc
없었다	없/paa+었/ep+다/ecs
그리고	그리고/maj
또	또/mag
2년이	2/nnc+년/nbu+이/jcs
흘렀다.	흐르/pvg+었/ep+다/ef+./sf
94년	94/nno+년/nbu
2월8일	2/nno+월/nbu+8/nno+일/nbu
그날은	그/mmd+날/ncn+은/jxc
옥희씨의	옥희/nq+씨/xsn+의/jcm
생일	생일/ncn
홍수환은	홍수환/nq+은/jxc
옥희씨	옥희/nq+씨/xsn
가	가/jcs
운영하는	운영/ncpa+하/xsv+는/etm
고깃집	고깃집/ncn
(본옥희네)를	(/sl+본옥희네/nq+)/sr+를/jco
찾았다	찾/pvg+았/ep+다/ecs
마침	마침/mag
딸도	딸/ncn+도/jxc
있었다.	있/paa+었/ep+다/ef+./sf
눈매가	눈매/ncn+가/jcs
자신을	자신/ncn+을/jco
닮은	닮/pvg+은/etm
윤정이를	윤정/nq+이/xsn+를/jco
보는	보/pvg+는/etm
순간	순간/ncn
아비노릇을	아비/ncn+노릇/nbn+을/jco
못한	못하/pvg+ㄴ/etm
회한이	회한/ncn+이/jcs
밀려왔다.	밀리/pvg+어/ecs+오/pvg+았/ep+다/ef+./sf
"	"/sl
둘이	둘/nnc+이/jcc
부둥켜안고	부둥키/pvg+어/ecs+안/pvg+고/ecc
우는	울/pvg+는/etm
10여분동안	10/nnc+여/xsn+분/nbu+동안/ncn
18년의	18/nnc+년/nbu+의/jcm
세월이	세월/nbu+이/jcs
밀물	밀물/ncn
처럼	처럼/jca
흘러갔다.	흐르/pvg+어/ecs+가/pvg+았/ep+다/ef+./sf
홍수환씨는	홍수환/nq+씨/xsn+는/jxc
자식자랑이	자식/ncn+자랑/ncn+이/jcs
많은	많/paa+은/etm
'팔불출'이었다	'/sl+팔불출/ncn+'/sr+이/jp+었/ep+다/ecs
말끝마다	말/ncn+끝/ncn+마다/jxc
"그럼요.	"/sl+그럼요/ii+./sf
내	내/npp
새낀데요"를	새끼/ncn+이/jp+ㄴ데/ecs+요/nq+"/sr+를/jco
버릇처럼	버릇/ncn+처럼/jca
되뇌었다.	되뇌/pvg+었/ep+다/ef+./sf
홍수환씨는	홍수환/nq+씨/xsn+는/jxc
요즘	요즘/mag
초청연사활동으로	초청/ncn+연사/ncn+활동/ncn+으로/jca
바쁘다.	바쁘/paa+다/ef+./sf
남아공에서	남아공/nq+에서/jca
타이틀을	타이틀/ncn+을/jco
따기전	따/pvg+기/etn+전/ncn
훈련에	훈련/ncn+에/jca
몰두하던	몰두/ncpa+하/xsv+던/etm
이야기	이야기/ncn
카라스키야에게	카라스키야/nq+에게/jca
4전5기의	4/nnc+전/nbu+5/nnc+기/nbu+의/jcm
신화를	신화/ncn+를/jco
만들던	만들/pvg+던/etm
이야기를	이야기/ncn+를/jco
신명나게	신명/ncn+나/pvg+게/ecx
하면	하/px+면/ecs
청중들은	청중/ncn+들/xsn+은/jxc
금세	금세/mag
그에게	그/npp+에게/jca
빨려든다.	빨리/pvg+어/ecx+들/px+ㄴ다/ef+./sf
'프로정신'이	'/sl+프로/ncn+정신/ncn+'/sr+이/jcs
강연의	강연/ncn+의/jcm
주제다.	주제/ncn+이/jp+다/ecs+./sf
홍수환씨는	홍수환/nq+씨/xsn+는/jxc
앞으로	앞/ncn+으로/jca
땅에	땅/ncn+에/jca
떨어진	떨어지/pvg+ㄴ/etm
프로복싱의	프로/ncn+복싱/nq+의/jcm
인기를	인기/ncn+를/jco
회복하는	회복/ncpa+하/xsv+는/etm
데	데/nbn
남은	남/pvg+은/etm
인생을	인생/ncn+을/jco
바치겠다고	바치/pvg+겠/ep+다/ef+고/jcr
말했다.	말/ncpa+하/xsv+었/ep+다/ef+./sf
사각링의	사각/ncn+링/ncn+의/jcm
4전5기	4/nnc+전/nbu+5/nnc+기/nbu
신화	신화/ncn
주인공은	주인공/ncn+은/jxc
인생의	인생/ncn+의/jcm
링에서도	링/ncn+에서/jca+도/jxc
오뚝이였다.	오뚝이/ncn+이/jp+었/ep+다/ef+./sf
미국인	미국/nq+인/xsn
유엔사찰단원들의	유엔/nq+사찰/ncn+단원/ncn+들/xsn+의/jcm
입국	입국/ncn
문제와	문제/ncn+와/jcj
관련,	관련/ncn+,/sp
이라크가	이라크/nq+가/jcs
미국인들의	미국/nq+인/xsn+들/xsn+의/jcm
자국내	자국/ncn+내/nbn
사찰활동을	사찰/ncn+활동/ncn+을/jco
받아들일	받/pvg+아/ecs+들이/pvg+ㄹ/etm
수	수/nbn
없다는	없/paa+다/ef+는/etm
강경입장을	강경/ncn+입장/ncn+을/jco
고수하고	고수/ncpa+하/xsv+고/ecc
미국은	미국/nq+은/jxc
군사적	군사/ncn+적/xsn
대응	대응/ncn
가능성을	가능/ncn+성/xsn+을/jco
언급하는	언급/ncpa+하/xsv+는/etm
등	등/nbn
양측간	양측/ncn+간/nbn
대립이	대립/ncn+이/jcs
심화되고	심화/ncpa+되/xsv+고/ecx
있다.	있/px+다/ef+./sf
이라크측은	이라크/nq+측/xsn+은/jxc
지난번	지나/pvg+ㄴ/etm+번/nbn
입국거부조치한	입국/ncn+거부/ncn+조치/ncpa+하/xsv+ㄴ/etm
이들이	이/npp+들/xsn+이/jcs
바레인을	바레인/nq+을/jco
경유해	경유/ncpa+하/xsv+어/ecs
또다시	또다시/mag
입국하려하자	입국/ncpa+하/xsv+려/ecx+하/px+자/ecs
'정중히'	'/sl+정중/ncn+히/xsa+'/sr
되돌려	되돌리/pvg+어/ecs
보냈다고	보내/pvg+었/ep+다/ef+고/ecs
외교소식통들은	외교/ncn+소식/ncn+통/xsn+들/xsn+은/jxc
전했다.	전/ncpa+하/xsv+었/ep+다/ef+./sf
그러나	그러나/maj
이들과	이/npp+들/xsn+과/jct
함께	함께/mag
도착한	도착/ncpa+하/xsv+ㄴ/etm
다른	다르/paa+ㄴ/etm
유엔사찰단원	유엔/nq+사찰/ncn+단원/ncn
최소한	최소한/ncn
4명은	4/nnc+명/nbu+은/jxc
아무런	아무런/mma
제지	제지/ncn
없이	없/paa+이/ecs
입국이	입국/ncn+이/jcs
허용됐다.	허용/ncpa+되/xsv+었/ep+다/ef+./sf
이에	이/npd+에/jca
대해	대하/pvg+어/ecs
미	미/nq
행정부와	행정부/ncn+와/jcj
의회	의회/ncn
인사들은	인사/ncn+들/xsn+은/jxc
이라크에	이라크/nq+에/jca
대해	대하/pvg+어/ecs
'심각한결과'	'/sl+심각/ncps+하/xsm+ㄴ/etm+결과/ncn+'/sr
를	를/jco
경고하면서	경고/ncpa+하/xsv+면서/ecc
군사행동을	군사/ncn+행동/ncn+을/jco
포함한	포함/ncpa+하/xsv+ㄴ/etm
강력대응	강력/ncn+대응/ncn
가능성을	가능/ncn+성/xsn+을/jco
언급했다.	언급/ncpa+하/xsv+었/ep+다/ef+./sf
행정부의	행정부/ncn+의/jcm
한	한/nnc
관계자는	관계/ncn+자/xsn+는/jxc
"클린턴	"/sl+클린턴/nq
대통령이	대통령/ncn+이/jcs
이라크의	이라크/nq+의/jcm
잇단	잇달/pvg+ㄴ/etm
사찰거부와	사찰/ncn+거부/ncn+와/jcj
관련,	관련/ncn+,/sp
모든	모든/mma
가능성을	가능/ncn+성/xsn+을/jco
검토하고	검토/ncpa+하/xsv+고/ecx
있다"면서	있/px+다/ef+"/sr+이/jp+면서/ecs
유엔	유엔/nq
안보리	안보리/nq
결의를	결의/ncn+를/jco
무시한	무시/ncpa+하/xsv+ㄴ/etm
이라크의	이라크/nq+의/jcm
행동을	행동/ncn+을/jco
응징하기	응징/ncpa+하/xsv+기/etn
위한	위하/pvg+ㄴ/etm
조치가	조치/ncn+가/jcs
강구될	강구/ncpa+되/xsv+ㄹ/etm
것임을	것/nbn+이/jp+ㅁ/etn+을/jco
시사했다.	시사/ncpa+하/xsv+었/ep+다/ef+./sf
미	미/nq
공화-민주	공화/nq+-/sd+민주/nq
양당	양당/ncn
지도부도	지도/ncn+부/xsn+도/jxc
이날	이날/ncn
이라크의	이라크/nq+의/jcm
미국인	미국/nq+인/xsn
사찰단원	사찰/ncn+단원/ncn
입국	입국/ncn
거부에	거부/ncn+에/jca
대해	대하/pvg+어/ecs
신속한	신속/ncps+하/xsm+ㄴ/etm
무력제재	무력/ncn+제재/ncn
조치를	조치/ncn+를/jco
취할	취하/pvg+ㄹ/etm
것을	것/nbn+을/jco
촉구했다.	촉구/ncpa+하/xsv+었/ep+다/ef+./sf
뉴트	nq[뉴트/nq
깅리치	깅리치/nq]nq
하원의장은	하원/ncn+의장/ncn+은/jxc
"우리는	"/sl+우리/npp+는/jxc
규칙을	규칙/ncn+을/jco
이행하는데	이행/ncpa+하/xsv+는데/ecs
필요한	필요/ncps+하/xsm+ㄴ/etm
모든	모든/mma
조치를	조치/ncn+를/jco
취해야만	취하/pvg+어야/ecs+만/jxcs
한다"고	하/pvg+ㄴ다/ef+"/sr+고/jcr
밝히고	밝히/pvg+고/ecc
그러한	그러하/pad+ㄴ/etm
조치에는	조치/ncn+에/jca+는/jxc
군사행동도	군사/ncn+행동/ncn+도/jxc
당연히	당연/ncn+히/xsa
포함	포함/ncn
돼야	되/pvg+어야/ecx
한다는	하/px+ㄴ다/ef+는/etm
점을	점/nbn+을/jco
강조했다.	강조/ncpa+하/xsv+었/ep+다/ef+./sf
트렌트	nq[트렌트/nq
로트	로트/nq]nq
상원	상원/ncn
공화당	공화당/nq
원내총무도	원내/ncn+총무/ncn+도/jxc
"모종의	"/sl+모종/ncn+의/jcm
조치가	조치/ncn+가/jcs
곧	곧/mag
취해져야	취하/pvg+어/ecx+지/px+어야/ecx
할	하/px+ㄹ/etm
것으로	것/nbn+으로/jca
본다"면서	보/pvg+ㄴ다/ef+"/sr+면서/ecs
이	이/mmd
문제에	문제/ncn+에/jca
대해	대하/pvg+어/ecs
백악관과	백악관/nq+과/jct
협의할	협의/ncpa+하/xsv+ㄹ/etm
것이라고	것/nbn+이/jp+라/ef+고/jcr
밝혔다.	밝히/pvg+었/ep+다/ef+./sf
리처드	nq[리처드/nq
게파트	게파트/nq]nq
하원	하원/ncn
민주당	민주당/nq
원내총무도	원내/ncn+총무/ncn+도/jxc
"사담	"/sl+nq[사담/nq
후세인	후세인/nq]nq
이라크	이라크/nq
대통령은	대통령/ncn+은/jxc
곧	곧/mag
행동이	행동/ncn+이/jcs
취해질	취하/pvg+어/ecx+지/px+ㄹ/etm
것임을	것/nbn+이/jp+ㅁ/etn+을/jco
알아야	알/pvg+아야/ecx
할	하/px+ㄹ/etm
것"이라고	것/nbn+"/sr+이/jp+라/ef+고/jcr
경고했다.	경고/ncpa+하/xsv+었/ep+다/ef+./sf
그러나	그러나/maj
이미	이미/mag
러시아가	러시아/nq+가/jcs
군사행동이	군사/ncn+행동/ncn+이/jcs
취해져서는	취하/pvg+어/ecx+지/px+어서/ecs+는/jxc
안된다고	안/mag+되/pvg+ㄴ다/ef+고/jcr
촉구하고	촉구/ncpa+하/xsv+고/ecc
나선	나서/pvg+ㄴ/etm
가운데	가운데/ncn
빌	nq[빌/nq
리처드슨	리처드슨/nq]nq
유엔주재	유엔/nq+주재/ncn
미	미/nq
대사는	대사/ncn+는/jxc
"이번	"/sl+이번/ncn
사안은	사안/ncn+은/jxc
유엔과	유엔/nq+과/jcj
안보리에	안보리/nq+에/jca
대한	대하/pvg+ㄴ/etm
이라크의	이라크/nq+의/jcm
대적행위"라고	대적/ncn+행위/ncn+"/sr+라고/jcr
규정하면서	규정/ncpa+하/xsv+면서/ecs
"미국이	"/sl+미국/nq+이/jcc
아닌	아니/paa+ㄴ/etm
유엔이	유엔/nq+이/jcs
맞서	맞서/pvg+어/ecx
나가야할	나가/px+아야/ecx+하/px+ㄹ/etm
문제"라고	문제/ncn+"/sr+라고/jcr
강조했다.	강조/ncpa+하/xsv+었/ep+다/ef+./sf
월드컵	월드컵/ncn
한-일전이	한/nq+-/sd+일/nq+전/xsn+이/jcc
열린	열리/pvg+ㄴ/etm
1일	1/nno+일/nbu
잠실	nq[잠실/nq
주경기장.	주/mma+경기/ncn+장/xsn]nq+./sf
88년	88/nno+년/nbu
올림픽	올림픽/nq
이래	이래/ncn
최대	최대/ncn
미디어	미디어/ncn
전쟁이	전쟁/ncn+이/jcs
벌어졌다	벌어지/pvg+었/ep+다/ecs
전화선과	전화/ncn+선/ncn+과/jcj
컴퓨터	컴퓨터/ncn
플러그를	플러그/ncn+를/jco
찾는	찾/pvg+는/etm
기자,	기자/ncn+,/sp
외국	외국/ncn
본사와	본사/ncn+와/jct
통화하려는	통화/ncpa+하/xsv+려는/etm
기자들로	기자/ncn+들/xsn+로/jca
경기장	경기/ncn+장/xsn
프레스센터는	프레스센터/ncn+는/jxc
북새통을	북새통/ncn+을/jco
이뤘다.	이루/pvg+었/ep+다/ef+./sf
언어는	언어/ncn+는/jxc
달랐지만	다르/paa+았/ep+지만/ecs
목소리는	목소리/ncn+는/jxc
하나같이	하나/ncn+같/paa+이/xsa
높았다.	높/paa+았/ep+다/ef+./sf
이날	이/mmd+날/ncn
주경기장에	주/mma+경기/ncn+장/xsn+에/jca
모인	모이/pvg+ㄴ/etm
기자들은	기자/ncn+들/xsn+은/jxc
모두	모두/mag
7백85명.	7백/nnc+85/nnc+명/nbu+./sf
취재	취재/ncn
2백78명,	2백/nnc+78/nnc+명/nbu+,/sp
사진	사진/ncn
1백69명,	1백/nnc+69/nnc+명/nbu+,/sp
TV	TV/f
카메라맨	카메라/ncn+맨/ncn
80	80/nnc
명,	명/nbu+,/sp
중계요원	중계/ncn+요원/ncn
2백24명,	2백/nnc+24/nnc+명/nbu+,/sp
방송	방송/ncn
캐스터와	캐스터/ncn+와/jcj
해설요원	해설/ncn+요원/ncn
34명이었다	34/nnc+명/nbu+이/jp+었/ep+다/ef
여기에다	여기/npd+에다/jca
한-일	한/nq+-/sd+일/nq
응원단간에	응원/ncn+단/xsn+간/nbn+에/jca
벌어질지	벌어지/pvg+ㄹ지/ecs
모르는	모르/pvg+는/etm
'만일의	'/sl+만일/ncn+의/jcm
사태'에	사태/ncn+'/sr+에/jca
대비해	대비/ncpa+하/xsv+어/ecs
운동장	운동/ncn+장/xsn
안	안/ncn
팎에	팎/ncn+에/jca
배치된	배치/ncpa+되/xsv+ㄴ/etm
국내	국내/ncn
사회부	사회/ncn+부/xsn
기자들,	기자/ncn+들/xsn+,/sp
TV	TV/f
특집	특집/ncn
제작팀들까지	제작/ncn+팀/ncn+들/xsn+까지/jxc
합치면	합치/pvg+면/ecs
8백50	8백/nnc+50/nnc
명을	명/nbu+을/jco
넘었다.	넘/pvg+었/ep+다/ef+./sf
국내	국내/ncn
단일경기	단일/ncn+경기/ncn
사상	사상/ncn
최대	최대/ncn
취재진이다.	취재/ncn+진/xsn+이/jp+다/ef+./sf
가장	가장/mag
많은	많/paa+은/etm
취재진을	취재/ncn+진/xsn+을/jco
파견한	파견/ncpa+하/xsv+ㄴ/etm
곳은	곳/ncn+은/jxc
MBC로	MBC/f+로/jca
무려	무려/mag
1백39명을	1백/nnc+39/nnc+명/nbu+을/jco
동원했다.	동원/ncpa+하/xsv+었/ep+다/ef+./sf
일본	일본/nq
기자도	기자/ncn+도/jxc
3백38명이나	3백/nnc+38/nnc+명/nbu+이나/jxc
현해탄을	현해탄/nq+을/jco
건넜다.	건너/pvg+었/ep+다/ef+./sf
국내	국내/ncn
취재진은	취재/ncn+진/xsn+은/jxc
4백여명.	4백/nnc+여/xsn+명/nbu+./sf
언론사	언론/ncn+사/xsn
외에	외/nbn+에/jca
국내	국내/ncn
프로축구	프로/ncn+축구/ncn
구단,	구단/ncn+,/sp
문화체육부와	문화체육부/nq+와/jcj
대한체육회,	대한체육회/nq+,/sp
한국관광공사도	한국관광공사/nq+도/jxc
카메라맨을	카메라/ncn+맨/ncn+을/jco
내보냈다.	내/pvg+어/ecs+보내/pvg+었/ep+다/ef+./sf
AP,AFP,로이터를	AP/nq+,/sp+AFP/nq+,/sp+로이터/nq+를/jco
비롯한	비롯/ncpa+하/xsv+ㄴ/etm
국내주재	국내/ncn+주재/ncn
외신	외신/ncn
기자들과	기자/ncn+들/xsn+과/jcj
프랑스,	프랑스/nq+,/sp
호주,	호주/nq+,/sp
이탈리아,	이탈리아/nq+,/sp
영국,	영국/nq+,/sp
독일에서	독일/nq+에서/jca
날아온	날/pvg+아/ecs+오/pvg+ㄴ/etm
기자들도	기자/ncn+들/xsn+도/jxc
한몫	한몫/ncn
끼었다.	끼/pvg+었/ep+다/ef+./sf
월드컵	월드컵/ncn
한-일전에	한/nq+-/sd+일/nq+전/xsn+에/jca
대한	대하/pvg+ㄴ/etm
국제적	국제/ncn+적/xsn
관심을	관심/ncn+을/jco
반영했다.	반영/ncpa+하/xsv+었/ep+다/ef+./sf
미디어	미디어/ncn
전쟁	전쟁/ncn
와중에	와중/ncn+에/jca
대한축구협회가	대한축구협회/nq+가/jcs
곤욕을	곤욕/ncn+을/jco
치렀다.	치르/pvg+었/ep+다/ef+./sf
잠실	잠실/nq
주경기장에	주/mma+경기/ncn+장/xsn+에/jca
확보한	확보/ncpa+하/xsv+ㄴ/etm
프레스	프레스/ncn
시트는	시트/ncn+는/jxc
3백60석으로	3백/nnc+60/nnc+석/nbu+으로/jca
그라운드에	그라운드/ncn+에/jca
나가	나가/pvg+아/ecx
있는	있/px+는/etm
사진기자들을	사진/ncn+기자/ncn+들/xsn+을/jco
제외하더라도	제외/ncpa+하/xsv+더라도/ecs
취재기자와	취재/ncn+기자/ncn+와/jcj
방송진행요원들을	방송/ncn+진행/ncn+요원/ncn+들/xsn+을/jco
수용하기에도	수용/ncpa+하/xsv+기/etn+에/jca+도/jxc
턱없이	턱/ncn+없/paa+이/xsa
모자랐다.	모자르/paa+았/ep+다/ef+./sf
결국	결국/mag
협회는	협회/ncn+는/jxc
2층	2/nno+층/nbu
일반석을	일반/ncn+석/xsn+을/jco
1백석가량	1백/nnc+석/nbu+가량/nbn
확보,	확보/ncn+,/sp
일본	일본/nq
기자들과	기자/ncn+들/xsn+과/jcj
국내	국내/ncn
사회부	사회/ncn+부/xsn
기자들,	기자/ncn+들/xsn+,/sp
마감이	마감/ncn+이/jcs
급하지	급/ncps+하/xsm+지/ecx
않은	않/px+은/etm
국내외	국내외/ncn
주-월간지	주/ncn+-/sd+월간/ncn+지/xsn
기자들을	기자/ncn+들/xsn+을/jco
수용했다	수용/ncpa+하/xsv+었/ep+다/ef
그러나	그러나/maj
결국	결국/mag
기자석은	기자/ncn+석/xsn+은/jxc
통로까지	통로/ncn+까지/jxc
찼고,	차/pvg+았/ep+고/ecc+,/sp
인터뷰에	인터뷰/ncn+에/jca
송신을	송신/ncn+을/jco
하는	하/pvg+는/etm
기자들	기자/ncn+들/xsn
로	로/jca
만원을	만원/ncn+을/jco
이뤘다.	이루/pvg+었/ep+다/ef+./sf
한컴은	한컴/nq+은/jxc
3주전부터	3/nnc+주/nbu+전/nbn+부터/jxc
삼성전자를	삼성전자/nq+를/jco
비롯해	비롯하/pvg+어/ecs
데이콤,	데이콤/nq
건설업체인	건설/ncn+업체/ncn+이/jp+ㄴ/etm
프라임산업	프라임산업/nq
등	등/nbn
3개업체와	3/nnc+개/nbu+업체/ncn+와/jcj
매각협상을	매각/ncn+협상/ncn+을/jco
벌여왔으나	벌이/pvg+어/ecx+오/px+았/ep+으나/ecs
최근	최근/mag
삼성전자쪽으로	삼성전자/nq+쪽/nbn+으로/jca
내부적인	내부/ncn+적/xsn+이/jp+ㄴ/etm
매각결정이	매각/ncn+결정/ncn+이/jcs
이루어진	이루/pvg+어/ecx+지/px+ㄴ/etm
것으로	것/nbn+으로/jca
알려졌다.	알리/pvg+어/ecx+지/px+었/ep+다/ef+./sf
동영상	동영상/ncn
음란물이	음란/ncn+물/xsn+이/jcs
극성을	극성/ncn+을/jco
부리면서	부리/pvg+면서/ecs
세계	세계/ncn
PC업체에	PC/f+업체/ncn+에/jca
V칩	V/f+칩/ncn
비상이	비상/ncn+이/jcs
걸렸다	걸리/pvg+었/ep+다/ef
만약	만약/mag
TV내에	TV/f+내/nbn+에/jca
이	이/mmd
칩을	칩/ncn+을/jco
장착하면	장착/ncpa+하/xsv+면/ecs
결투,	결투/ncn+,/sp
섹스	섹스/ncn
장면이나	장면/ncn+이나/jcj
욕설등을	욕설/ncn+등/nbn+을/jco
등급	등급/ncn
에	에/jca
따라	따르/pvg+아/ecs
걸러낼	거르/pvg+어/ecx+내/px+ㄹ/etm
수	수/nbn
있다.	있/paa+다/ef+./sf
미국정부는	미국/nq+정부/ncn+는/jxc
96년에	96/nno+년/nbu+에/jca
제정된	제정/ncpa+되/xsv+ㄴ/etm
연방통신법에	연방/ncn+통신/ncn+법/ncn+에/jca
따라	따르/pvg+아/ecs
내년부터	내년/ncn+부터/jxc
미국시장의	미국/nq+시장/ncn+의/jcm
TV에	TV/f+에/jca
점차적으로	점차/ncn+적/xsn+으로/jca
V칩	V/f+칩/ncn
장착을	장착/ncn+을/jco
의무화하기로	의무/ncn+화/xsn+하/xsv+기/etn+로/jca
했다.	하/pvg+었/ep+다/ef+./sf
FCC가	FCC/f+가/jcs
이	이/mmd
정책을	정책/ncn+을/jco
추진하는	추진/ncpa+하/xsv+는/etm
이유는	이유/ncn+는/jxc
PC가	PC/f+가/jcs
점점	점점/mag
TV의	TV/f+의/jcm
기능을	기능/ncn+을/jco
닮아가고	닮/pvg+아/ecx+가/px+고/ecc
있기때문.	있/paa+기/e수+때문/nbn+./sf
사실	사실/ncn
현재	현재/ncn
미국에서	미국/nq+에서/jca
판매중인	판매/ncn+중/nbn+이/jp+ㄴ/etm
모든	모든/mma
멀티미디어	멀티미디어/ncn
PC에는	PC/f+에/jca+는/jxc
TV수신카드	TV/f+수신/ncn+카드/ncn
가	가/jcs
장착돼	장착/ncpa+되/xsv+어/ecx
있어,	있/px+어/ecs+,/sp
공중파	공중/ncn+파/xsn
TV나	TV/f+나/jcj
위성방송등을	위성/ncn+방송/ncn+등/nbn+을/jco
시청할	시청/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다.	있/paa+다/ef+./sf
즉	즉/maj
FCC는	FCC/f+는/jxc
"거실에	"/sl+거실/ncn+에/jca
있는	있/paa+는/etm
TV를	TV/f+를/jco
통해	통하/pvg+어/ecs
자극적인	자극/ncn+적/xsn+이/jp+ㄴ/etm
장면을	장면/ncn+을/jco
막아도	막/pvg+아도/ecs
방안의	방/ncn+안/ncn+의/jcm
PC를	PC/f+를/jco
막지	막/pvg+지/ecx
않으면	않/px+으면/ecs
아무	아무/mmd
소용이	소용/ncn+이/jcs
없다"고	없/paa+다/ef+"/sr+고/jcr
판단한	판단/ncpa+하/xsv+ㄴ/etm
것.	것/nbn+./sf
똑같은	똑같/paa+은/etm
이치로	이치/ncn+로/jca
TV를	TV/f+를/jco
수신할	수신/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
게임기나	게임/ncn+기/xsn+나/jcj
셋톱박스등도	셋톱/ncn+박스/ncn+등/nbn+도/jxc
V칩	V/f+칩/ncn
장착이	장착/ncn+이/jcs
의무화될	의무/ncn+화/xsn+되/xsv+ㄹ/etm
전망이다.	전망/ncn+이/jp+다/ef+./sf
이에	이/npd+에/jca
따라	따르/pvg+아/ecs
PC	PC/f
모니터	모니터/ncn
메이커들은	메이커/ncn+들/xsn+은/jxc
V칩	V/f+칩/ncn
생산업체	생산/ncn+업체/ncn
발굴에	발굴/ncn+에/jca
나섰다.	나서/pvg+었/ep+다/ef+./sf
V칩의	V/f+칩/ncn+의/jcm
가격이	가격/ncn+이/jcs
50달러	50/nnc+달러/nbu
내외로	내외/ncn+로/jca
크게	크/paa+게/ecs
비싸지는	비싸/paa+지/ecx+는/jxc
않지만,	않/px+지만/ecs+,/sp
생산라인을	생산/ncn+라인/ncn+을/jco
정비해야	정비/ncpa+하/xsv+어야/ecx
하기	하/px+기/etn
때문이다.	때문/nbn+이/jp+다/ef+./sf
FCC측은	FCC/f+측/xsn+은/jxc
"칩을	"/sl+칩/ncn+을/jco
주기판이	주기판/ncn+이/jcs
아닌	아니/paa+ㄴ/etm
모니터에	모니터/ncn+에/jca
내장하기	내장/ncpa+하/xsv+기/etn
때문에	때문/nbn+에/jca
인터넷은	인터넷/ncn+은/jxc
영향을	영향/ncn+을/jco
받지	받/pvg+지/ecx
않는다"고	않/px+는다/ef+"/sr+고/jcr
말했다.	말/ncpa+하/xsv+었/ep+다/ef+./sf
이는	이/npd+는/jxc
V칩이	V/f+칩/ncn+이/jcs
제대로	제대로/mag
역할을	역할/ncn+을/jco
하기	하/pvg+기/etn
위해선	위하/pvg+어서/ecs+ㄴ/etm
방송사들이	방송/ncn+사/xsn+들/xsn+이/jcs
등급에	등급/ncn+에/jca
따라	따르/pvg+아/ecs
프로그램을	프로그램/ncn+을/jco
내보내야	내/pvg+어/ecs+보내/pvg+어야/ecx
하는데,	하/px+는데/ecs+,/sp
1만여개가	1만/nnc+여/xsn+개/nbu+가/jcs
