<tdmsfile>
<tdmsfile>
Han3.hwp
먼저	먼저/mag
야마구치현과	야마구치현/nq+과/jcj
규슈섬의	규슈/nq+섬/ncn+의/jcm
후쿠오카현	후쿠오카현/nq
해변을	해변/ncn+을/jco
통해	통하/pvg+어/ecs
일본에	일본/nq+에/jca
상륙할	상륙/ncpa+하/xsv+ㄹ/etm
것으로	것/nbn+으로/jca
보고	보/pvg+고/ecx
있다.	있/px+다/ef+./sf
미국무부는	미국무부/nq+는/jxc
그러나	그러나/maj
이라크가	이라크/nq+가/jcs
유엔의	유엔/nq+의/jcm
무기사찰을	무기/ncn+사찰/ncn+을/jco
계속	계속/mag
거부할	거부/ncpa+하/xsv+ㄹ/etm
경우	경우/ncn
대응조치로	대응/ncn+조치/ncn+로/jca
어떠한	어떠하/pad+ㄴ/etm
행동을	행동/ncn+을/jco
취할	취하/pvg+ㄹ/etm
것인지는	것/nbn+이/jp+ㄴ지/ecs+는/jxc
구체적으로	구체/ncn+적/xsn+으로/jca
밝히지	밝히/pvg+지/ecx
않았다.	않/px+았/ep+다/ef+./sf
미국은	미국/nq+은/jxc
또한	또한/maj
무기사찰을	무기/ncn+사찰/ncn+을/jco
둘러싼	두르/pvg+어/ecs+싸/pvg+ㄴ/etm
최근의	최근/ncn+의/jcm
교착상태를	교착/ncn+상태/ncn+를/jco
협의하기	협의/ncpa+하/xsv+기/etn
위해	위하/pvg+어/ecs
유엔이	유엔/nq+이/jcs
바그다드에	바그다드/nq+에/jca
파견한	파견/ncpa+하/xsv+ㄴ/etm
3인	3/nnc+인/nbu
사절단이	사절/ncn+단/xsn+이/jcs
이라크정부와	이라크/nq+정부/ncn+와/jct
협상하지	협상/ncpa+하/xsv+지/ecx
않을	않/px+을/etm
것이라는	것/nbn+이/jp+라/ef+는/etm
유엔의	유엔/nq+의/jcm
입장에	입장/ncn+에/jca
동조했다.	동조/ncpa+하/xsv+었/ep+다/ef+./sf
한편	한편/maj
이라크는	이라크/nq+는/jxc
유엔	유엔/nq
무기사찰단을	무기/ncn+사찰/ncn+단/xsn+을/jco
지원하기	지원/ncpa+하/xsv+기/etn
위한	위하/pvg+ㄴ/etm
미국	미국/nq
정찰기의	정찰/ncn+기/xsn+의/jcm
비행을	비행/ncn+을/jco
취소할	취소/ncpa+하/xsv+ㄹ/etm
것을	것/etn+을/jco
요구하고	요구/ncpa+하/xsv+고/ecc
만일	만일/mag
미국이	미국/nq+이/jcs
이에	이/npd+에/jca
불응할	불응/ncpa+하/xsv+ㄹ/etm
경우	경우/ncn
격추도	격추/ncn+도/jxc
불사하겠다고	불사/ncpa+하/xsv+겠/ep+다/ef+고/jcr
경고,	경고/ncn+,/sp
팽팽히	팽팽/mag+히/xsa
대립하고	대립/ncpa+하/xsv+고/ecx
있다.	있/px+다/ef+./sf
한국의	한국/nq+의/jcm
경제는	경제/ncn+는/jxc
올해	올해/ncn
다른	다르/paa+ㄴ/etm
아시아	아시아/nq
국가들의	국가/ncn+들/xsn+의/jcm
금융	금융/ncn
위기를	위기/ncn+를/jco
초래했던	초래/ncpa+하/xsv+었/ep+던/etm
금융투기꾼들의	금융/ncn+투기/ncn+꾼/xsn+들/xsn+의/jcm
공략에	공략/ncn+에/jca
의해서가	의하/pvg+어서/ecs+가/jcc
아니라	아니/paa+라/ecs
내부	내부/ncn
요인으로부터	요인/ncn+으로/jca+부터/jca
무너지고	무너지/pvg+고/ecx
있다고	있/px+다/ef+고/jcr
미	미/nq
월	nq[월/ncn+
스트리트	스트리트/ncn]nq
저널지가	저널/ncn+지/xsn+가/jcs
3일	3/nno+일/nbu
보도했다.	보도/ncpa+하/xsv+었/ep+다/ef+./sf
이	이/mmd
신문은	신문/ncn+은/jxc
서울발	서울/nq+발/xsn
기사에서	기사/ncn+에서/jca
한국	한국/nq
경제가	경제/ncn+가/jcs
당면한	당면/ncpa+하/xsv+ㄴ/etm
어려움의	어려움/ncn+의/jcm
조짐으로	조짐/ncn+으로/jca
재계	재계/ncn
서열	서열/ncn
24위인	24/nno+위/nbu+이/jp+ㄴ/etm
해태그룹이	해태그룹/nq+이/jcs
주말	지나/pvg+ㄴ/etm+주말/ncn
산하	산하/ncn
15개사	15/nnc+개/nbu+사/xsn
가운데	가운데/ncn
주력사인	주력/ncn+사/xsn+이/jp+ㄴ/etm
해태제과	해태제과/nq
등	등/nbn
7개사를	7/nnc+개/nbu+사/xsn+를/jco
화의	화의/ncn
또는	또는/maj
법정관리를	법정/ncn+관리/ncn+를/jco
신청했다고	신청/ncpa+하/xsv+었/ep+다/ef+고/jcr
전하면서	전하/pvg+면서/ecs
그같이	그/mmd+같이/mag
말했다.	말/ncpa+하/xsv+었/ep+다/ef+./sf
저널지는	저널/ncn+지/xsn+는/jxc
또	또/maj
해태그룹은	해태그룹/nq+은/jxc
올들어	올들/pvg+어/ecs
한국	한국/nq
기업중	기업/ncn+중/nbn
금융위기에	금융/ncn+위기/ncn+에/jca
직면한	직면/ncpa+하/xsv+ㄴ/etm
6번째	6/nno+번째/nbu
주요	주요/ncn
그룹이며	그룹/ncn+이/jp+며/ecc
앞서	이/npd+에/jca+앞/ncn+서/pvg+어/ecs
신용평가회사	신용/ncn+평가/ncn+회사/ncn
무디스가	무디스/nq+가/jcs
한국의	한국/nq+의/jcm
주요	주요/ncn
4개	4/nnc+개/nbu
은행에	은행/ncn+에/jca
대한	대하/pvg+ㄴ/etm
신용등급을	신용/ncn+등급/ncn+을/jco
낮추었다고	낮추/pvg+었/ep+다/ef+고/jcr
설명했다.	설명/ncpa+하/xsv+었/ep+다/ef+./sf
신문은	신문/ncn+은/jxc
또	또/mag
한국은	한국/nq+은/jxc
지난	지나/pvg+ㄴ/etm
수년동안	수년/ncn+동안/ncn
산업의	산업/ncn+의/jcm
과잉생산능력과	과잉/ncn+생산/ncn+능력/ncn+과/jcj
악성대출로	악성/ncn+대출/ncn+로/jca
인한	인하/pvg+ㄴ/etm
일부금융기관의	일부/ncn+금융/ncn+기관/ncn+의/jcm
위기	위기/ncn
해결,	해결/ncn+,/sp
그리고	그리고/maj
주식가격의	주식/ncn+가격/ncn+의/jcm
하락방지를	하락/ncn+방지/ncn+를/jco
위해	위하/pvg+어/ecs
노력해왔지만	노력/ncpa+하/xsv+어/ecx+오/px+았/ep+지만/ecs
다른	다르/paa+ㄴ/etm
동남아국가들과는	동남아/nq+국가/ncn+들/xsn+과/jct+는/jxc
달리	달리/mag
경제규제	경제/ncn+규제/ncn
조치로	조치/ncn+로/jca
고통을	고통/ncn+을/jco
지체시켜오고	지체/ncn+시키/xsv+어/ecx+오/px+고/ecc
원화의	원화/ncn+의/jcm
진정한	진정/ncps+하/xsm+ㄴ/etm
자유로운	자유/ncn+롭/xsm+ㄴ/etm
거래를	거래/ncn+를/jco
허용하지	허용/ncpa+하/xsv+지/ecx
않았다고	않/px+았/ep+다/ef+고/jcr
말했다.	말/ncpa+하/xsv+었/ep+다/ef+./sf
저널지는	저널/ncn+지/xsn+는/jxc
이에	이/npd+에/jca
따라	따르/pvg+아/ecs
한국은	한국/nq+은/jxc
그	그/mmd
대가를	대가/ncn+를/jco
지불받고	지불/ncn+받/xsv+고/ecx
있으며	있/px+으며/ecc
특히	특히/mag
원화는	원화/nq+는/jxc
지난달	지나/pvg+ㄴ/etm+달/ncn
달러당	말/ncn+달러/ncn+당/xsn
13%	13/nnc+%/su
평가절하된	평가/ncn+절하/ncn+되/xsv+ㄴ/etm
9백64.60원에	9백/nnc+64.60/nnc+원/nbu+에/jca
거래되고	거래/ncpa+되/xsv+고/ecc
지난	지나/pvg+ㄴ/etm
8월이래	8/nno+월/nbu+이래/nbn
주식시장에서	주식/ncn+시장/ncn+에서/jca
외국	외국/ncn
투자가들은	투자/ncn+가/xsn+들/xsn+은/jxc
그들이	그/npp+들/xsn+이/jcs
보유중인	보유/ncn+중/nbn+이/jp+ㄴ/etm
1백50억달러중	1백50억/nnc+달러/nbu+중/nbn
20억달러를	20억/nnc+달러/nbu+를/jco
빼내갔다고	빼/pvg+어/ecs+내/pvg+어/ecx+가/px+았/ep+다/ef+고/jcr
말했다.	말/ncpa+하/xsv+었/ep+다/ef+./sf
미국인	미국/nq+인/xsn
사찰단원	사찰/ncn+단원/ncn
추방이라는	추방/ncn+이/jp+라는/etm
강경방침을	강경/ncn+방침/ncn+을/jco
밝힌	밝히/pvg+ㄴ/etm
이라크가	이라크/nq+가/jcs
2일	2/nno+일/nbu
또다시	또/mag+다시/mag
미국인	미국/nq+인/xsn
유엔	유엔/nq
사찰단원들의	사찰/ncn+단원/ncn+들/xsn+의/jcm
입국을	입국/ncn+을/jco
불허함에	불허/ncpa+하/xsv+ㅁ/etn+에/jca
따라	따르/pvg+아/ecs
미국과	미국/nq+과/jcj
이라크간	이라크/nq+간/nbn
대립이	대립/ncn+이/jcs
심화되고	심화/ncpa+되/xsv+고/ecx
있다.	있/px+다/ef+./sf
이라크는	이라크/nq+는/jxc
지난번	지나/pvg+ㄴ/etm+번/nbn
입국이	입국/ncn+이/jcs
거부된	거부/ncpa+되/xsv+ㄴ/etm
이들이	이/npp+들/xsn+이/jcs
바레인을	바레인/nq+을/jco
경유해	경유/ncpa+하/xsv+어/ecs
또다시	또다시/mag
입국하려	입국/ncpa+하/xsv+려/ecx
하자	하/px+자/ecs
`정중히'	`/sl+정중/ncn+히/xsa+'/sr
되돌려	되돌리/pvg+어/ecs
보냈다고	보내/pvg+었/ep+다/ef+고/jcr
외교소식통들은	외교/ncn+소식/ncn+통/xsn+들/xsn+은/jxc
전했다.	전/ncpa+하/xsv+었/ep+다/ef+./sf
이들과	이/npp+들/xsn+과/jct
함께	함께/mag
도착한	도착/ncpa+하/xsv+ㄴ/etm
다른	다르/paa+ㄴ/etm
나라	나라/ncn
출신의	출신/ncn+의/jcm
유엔	유엔/nq
사찰단원	사찰/ncn+단원/ncn
4명은	4/nnc+명/nbu+은/jxc
아무런	아무렇/pad+ㄴ/etm
제지없이	제지/ncn+없/paa+이/ecs
입국이	입국/ncn+이/jcs
허용됐다.	허용/ncpa+되/xsv+었/ep+다/ef+./sf
이와	이/npd+와/jct
관련해	관련/ncpa+하/xsv+어/ecs
미	미/nq
행정부와	행정/ncn+부/xsn+와/jcj
의회	의회/ncn
인사들은	인사/ncn+들/xsn+은/jxc
이라크에	이라크/nq+에/jca
대해	대하/pvg+어/ecs
`심각한	`/sl+심각/ncps+하/xsm+ㄴ/etm
결과'를	결과/ncn+'/sr+를/jco
경고하면서	경고/ncpa+하/xsv+면서/ecc
군사행동을	군사/ncn+행동/ncn+을/jco
포함한	포함/ncpa+하/xsv+ㄴ/etm
강력대응	강력/ncn+대응/ncn
가능성을	가능/ncn+성/xsn+을/jco
언급했다.	언급/ncpa+하/xsv+었/ep+다/ef+./sf
한편	한편/maj
사담	nq[사담/nq
후세인	후세인/nq]nq
이라크대통령은	이라크/nq+대통령/ncn+은/jxc
3일	3/nno+일/nbu
유엔특별위원회의	유엔특별위원회/nq+의/jcm
자국내	자국/ncn+내/nbn
무기사찰을	무기/ncn+사찰/ncn+을/jco
둘러싼	두르/pvg+어/ecs+싸/pvg+ㄴ/etm
미국-이라크간	미국/nq+-/sd+이라크/nq+간/nbn
대결상황을	대결/ncn+상황/ncn+을/jco
해결하기	해결/ncpa+하/xsv+기/etn
위해	위하/pvg+어/ecs
유엔과의	유엔/nq+과/jct+의/jcm
대화를	대화/ncn+를/jco
촉구했다.	촉구/ncpa+하/xsv+었/ep+다/ef+./sf
이라크는	이라크/nq+는/jxc
이날	이/mmd+날/ncn
바레인에서	바레인/nq+에서/jca
바그다드의	바그다드/nq+의/jcm
하바니아	nq[하바니아/nq
공항에	공항/ncn]nq+에/jca
입국한	입국/ncpa+하/xsv+ㄴ/etm
유엔의	유엔/nq+의/jcm
미국인	미국/nq+인/xsn
사찰요원	사찰/ncn+요원/ncn
3명에	3/nnc+명/nbu+에/jca
대해	대하/pvg+어/ecs
즉각	즉각/mag
출국해줄	출국/ncpa+하/xsv+어/ecx+주/px+ㄹ/etm
것을	것/nbn+을/jco
`정중하게'	`/sl+정중/ncps+하/xsm+게/ecs+'/sl
요청했다고	요청/ncpa+하/xsv+었/ep+다/ef+고/jcr
한	한/nnc
외교소식통이	외교/ncn+소식/ncn+통/xsn+이/jcs
전했다.	전하/pvg+었/ep+다/ef+./sf
이라크는	이라크/nq+는/jxc
그러나	그러나/maj
다른	다르/paa+ㄴ/etm
사찰요원들의	사찰/ncn+요원/ncn+들/xsn+의/jcm
입국은	입국/ncn+은/jxc
허락했다.	허락/ncpa+하/xsv+었/ep+다/ef+./sf
앞서	앞/ncn+서/pvg+어/ecs
유엔	유엔/nq
무기사찰단은	무기/ncn+사찰/ncn+단/xsn+은/jxc
이라크쪽의	이라크/nq+쪽/nbn+의/jcm
미국인	미국/nq+인/xsn
추방령에도	추방/ncn+령/xsn+에/jca+도/jxc
불구하고	불구/ncpa+하/xsv+고/ecx
오는	오/px+는/etm
3일부터	3/nno+일/nbu+부터/jxc
무기사찰	무기/ncn+사찰/ncn
활동을	활동/ncn+을/jco
재개할	재개/ncpa+하/xsv+ㄹ/etm
것이라고	것/nbn+이/jp+라/ef+고/jcr
밝힌	밝히/pvg+ㄴ/etm
바	바/nbn
있다.	있/paa+다/ef+./sf
하시모토	nq[하시모토/nq
류타로	류타로/nq]nq
일본	일본/nq
총리와	총리/ncn+와/jcj
보리스	nq[보리스/nq
옐친	옐친/nq]nq
러시아	러시아/nq
대통령은	대통령/ncn+은/jxc
2일	2/nno+일/nbu
시베리아의	시베리아/nq+의/jcm
크라스노야르스크에서	크라스노야르스크/nq+에서/jca
열린	열리/pvg+ㄴ/etm
이틀째	이틀/ncn+째/xsn
정상회담에서	정상/ncn+회담/ncn+에서/jca
영토문제를	영토/ncn+문제/ncn+를/jco
해결해	해결/ncpa+하/xsv+어/ecs
오는	오/pvg+는/etm
2000년	2000/nno+년/nbu
안에	안/ncn+에/jca
일-러	일/nq+-/sd+러/nq
평화조약	평화/ncn+조약/ncn
체결을	체결/ncn+을/jco
위해	위하/pvg+어/ecs
전력다하기로	전력/ncn+다하/pvg+기/etn+로/jca
합의했다.	합의/ncpa+하/xsv+었/ep+다/ef+./sf
2차세계대전	2차세계대전/nq
종전에도	종전/ncn+에/jca+도/jxc
불구하고	불구/ncpa+하/xsv+고/ecc
공식적으로는	공식/ncn+적/xsn+으로/jca+는/jxc
아직도	아직/mag+도/jxc
전쟁상태에	전쟁/ncn+상태/ncn+에/jca
있는	있/paa+는/etm
두	두/nnc
나라가	나라/ncn+가/jcs
평화조약의	평화/ncn+조약/ncn+의/jcm
구체적	구체/ncn+적/xsn
시한을	시한/ncn+을/jco
합의한	합의/ncpa+하/xsv+ㄴ/etm
것은	것/nbn+은/jxc
처음으로	처음/ncn+으로/jca
56년	56/nno+년/nbu
양국이	양국/ncn+이/jcs
외교관계를	외교/ncn+관계/ncn+를/jco
정상화한	정상/ncn+화/xsn+하/xsv+ㄴ/etm
이후	이후/ncn
러일관계의	러일/nq+관계/ncn+의/jcm
가장	가장/mag
큰	크/paa+ㄴ/etm
진전으로	진전/ncn+으로/jca
평가된다.	평가/ncpa+되/xsv+ㄴ다/ef+./sf
두	두/nnc
정상은	정상/ncn+은/jxc
또	또/mag
북방	북방/ncn
4섬	4/nnc+섬/nbu
문제를	문제/ncn+를/jco
조기에	조기/ncn+에/jca
해결하기	해결/ncpa+하/xsv+기/etn
위해	위하/pvg+어/ecs
정부간	정부/ncn+간/nbn
교섭을	교섭/ncn+을/jco
밀도있게	밀도/ncn+있/paa+게/ecs
진행시킨다는	진행/ncn+시키/xsv+ㄴ다/ef+는/etm
데	데/nbn
합의했다.	합의/ncpa+하/xsv+었/ep+다/ef+./sf
두	두/nnc
정상은	정상/ncn+은/jxc
옐친	옐친/nq
대통령이	대통령/ncn+이/jcs
내년	내년/ncn
봄	봄/ncn
일본을	일본/nq+을/jco
방문하고	방문/ncpa+하/xsv+고/ecc
이어	이어/maj
하시모토	하시모토/nq
총리가	총리/ncn+가/jcs
모스크바를	모스크바/nq+를/jco
방문하는	방문/ncpa+하/xsv+는/etm
등	등/nbn
앞으로	앞/ncn+으로/jca
일련의	일련/ncn+의/jcm
정상회담을	정상/ncn+회담/ncn+을/jco
통해	통하/pvg+어/ecs
영토문제의	영토/ncn+문제/ncn+의/jcm
조기	조기/ncn
해결방안을	해결/ncn+방안/ncn+을/jco
논의할	논의/ncpa+하/xsv+ㄹ/etm
예정이다.	예정/ncn+이/jp+다/ef+./sf
하시모토	nq[하시모토/nq
류타로	류타로/nq]nq
일본	일본/nq
총리와	총리/ncn+와/jcj
보리스	nq[보리스/nq
옐친	옐친/nq]nq
러시아	러시아/nq
대통령이	대통령/ncn+이/jcs
1일	1/nno+일/nbu
중부	중부/ncn
시베리아의	시베리아/nq+의/jcm
크라스노야르스크에서	크라스노야르스크/nq+에서/jca
정상회담을	정상/ncn+회담/ncn+을/jco
연다.	열/pvg+ㄴ다/ef+./sf
러-일	러/nq+-/sd+일/nq
두	두/nnc
정상은	정상/ncn+은/jxc
이번	이/mmd+번/nbn
회담에서	회담/ncn+에서/jca
최대현안인	최대/ncn+현안/ncn+이/jp+ㄴ/etm
북방	북방/ncn
4섬(남쿠릴)의	4/nnc+섬/nbu+(/sl+남쿠릴/nq+)/sr+의/jcm
일본	일본/nq
반환문제,	반환/ncn+문제/ncn+,/sp
한반도를	한반도/nq+를/jco
비롯한	비롯/ncpa+하/xsv+ㄴ/etm
지역안보,	지역/ncn+안보/ncn+,/sp
시베리아	시베리아/nq
개발지원	개발/ncn+지원/ncn
등을	등/nbn+을/jco
논의한다.	논의/ncpa+하/xsv+ㄴ다/ef+./sf
그러나	그러나/maj
이번	이/mmd+번/nbn
회담은	회담/ncn+은/jxc
현안을	현안/ncn+을/jco
정식으로	정식/ncn+으로/jca
논의하는	논의/ncpa+하/xsv+는/etm
자리라기	자리/ncn+라/ef+기/etn
보다는	보다/jxc+는/jxc
오히려	오히려/mag
두	두/nnc
정상이	정상/ncn+이/jcs
서로의	서로/ncn+의/jcm
의중을	의중/ncn+을/jco
탐색하고	탐색/ncpa+하/xsv+고/ecc
신뢰를	신뢰/ncn+를/jco
쌓기	쌓/pvg+기/etn
위한	위하/pvg+ㄴ/etm
자리다.	자리/ncn+다/ecs+./sf
두	두/nnc
나라	나라/ncn
외교당국은	외교/ncn+당국/ncn+은/jxc
이번	이/mmd+번/nbn
회담을	회담/ncn+을/jco
`신뢰조성의	`/sl+신뢰/ncn+조성/ncn+의/jcm
정상회담'이라고	정상/ncn+회담/ncn+'/sr+이/jp+라/ef+고/jcr
말하고	말/ncpa+하/xsv+고/ecx
있다.	있/px+다/ef+./sf
이번	이/mmd+번/nbn
회담은	회담/ncn+은/jxc
형식과	형식/ncn+과/jcj
일정이	일정/ncn+이/jcs
매우	매우/mag
파격적이라는	파격/ncn+적/xsn+이/jp+라/ef+는/etm
점에서도	점/nbn+에서/jca+도/jxc
그	그/mmd
성격이	성격/ncn+이/jcs
잘	잘/mag
드러난다.	드러나/pvg+ㄴ다/ef+./sf
크라스노야르스크에	크라스노야르스크/nq+에/jca
도착한	도착/ncpa+하/xsv+ㄴ/etm
하시모토	하시모토/nq
총리는	총리/ncn+는/jxc
옐친	옐친/nq
대통령과	대통령/ncn+과/jcj
예니세이강에서	예니세이강/nq+에서/jca
배를	배/ncn+를/jco
타고	타/pvg+고/ecc
낚시를	낚시/ncn+를/jco
즐긴	즐기/pvg+ㄴ/etm
뒤	뒤/ncn
회담장소인	회담/ncn+장소/ncn+이/jp+ㄴ/etm
교외의	교외/ncn+의/jcm
산장에서	산장/ncn+에서/jca
사우나	사우나/ncn
등을	등/nbn+을/jco
하며	하/pvg+며/ecc
약	약/mma
10시간을	10/nnc+시간/nbu+을/jco
함께	함께/mag
보낼	보내/pvg+ㄹ/etm
예정이다.	예정/ncn+이/jp+다/ef+./sf
테이블에	테이블/ncn+에/jca
앉아	앉/pvg+아/ecs
대화를	대화/ncn+를/jco
하는	하/pvg+는/etm
것은	것/nbn+은/jxc
2일	2/nno+일/nbu
아침식사	아침/ncn+식사/ncn
자리	자리/ncn
뿐이다.	뿐/nbn+이/jp+다/ef+./sf
배석자도	배석/ncn+자/xsn+도/jxc
각각	각각/mag
1명씩으로	1/nnc+명/nbu+씩/xsn+으로/jca
제한했다.	제한/ncpa+하/xsv+었/ep+다/ef+./sf
두	두/nnc
정상이	정상/ncn+이/jcs
굳이	굳이/mag
이런	이렇/pad+ㄴ/etm
만남을	만남/ncn+을/jco
선택한	선택/ncpa+하/xsv+ㄴ/etm
것은	것/nbn+은/jxc
서로가	서로/ncn+가/jcs
과연	과연/mag
만한	믿/pvg+을/etm+만/nbn+하/xsm+ㄴ/etm
친구인지를	친구/ncn+이/jp+ㄴ지/ecs+를/jco
확인해	확인/ncpa+하/xsv+어/ecx
보기	보/px+기/etn
위해서다.	위하/pvg+어서/ecs+이/jp+다/ef+./sf
북방	북방/ncn
4섬	4/nnc+섬/nbu
영유권	영유/ncn+권/xsn
문제를	문제/ncn+를/jco
해결하기	해결/ncpa+하/xsv+기/etn
위해서는	위하/pvg+어서/ecs+는/jxc
어차피	어차피/mag
상대방에	상대방/ncn+에/jca
대한	대하/pvg+ㄴ/etm
굳은	굳/paa+은/etm
신뢰가	신뢰/ncn+가/jcs
전제되지	전제/ncpa+되/xsv+지/ecx
않으면	않/px+으면/ecs
불가능하다는	불/xp+가능/ncps+하/xsm+다/ef+는/etm
것이	것/nbn+이/jcs
역사의	역사/ncn+의/jcm
교훈임을	교훈/ncn+이/jp+ㅁ/etn+을/jco
잘	잘/mag
알고	알/pvg+고/ecx
있기	있/px+기/etn
때문이다.	때문/nbn+이/jp+다/ef+./sf
하시모토	하시모토/nq
총리는	총리/ncn+는/jxc
지난	지나/pvg+ㄴ/etm
7월	7/nno+월/nbu
말	말/ncn
신뢰,	신뢰/ncn+,/sp
상호이익,	상호/ncn+이익/ncn+,/sp
장기적	장기/ncn+적/xsn
관점	관점/ncn
등을	등/nbn+을/jco
내용으로	내용/ncn+으로/jca
하는	하/pvg+는/etm
대러	대러/ncn
외교	외교/ncn
3원칙을	3/nnc+원칙/ncn+을/jco
공표하고	공표/ncpa+하/xsv+고/ecc
자신의	자신/npp+의/jcm
재임중	재임/ncn+중/nbn
영토문제에	영토/ncn+문제/ncn+에/jca
대한	대하/pvg+ㄴ/etm
돌파구를	돌파/ncn+구/xsn+를/jco
열겠다는	열/pvg+겠/ep+다/ef+는/etm
의지를	의지/ncn+를/jco
보였다.	보이/pvg+었/ep+다/ef+./sf
러시아가	러시아/nq+가/jcs
현실적으로	현실/ncn+적/xsn+으로/jca
필요한	필요/ncps+하/xsm+ㄴ/etm
경제지원을	경제/ncn+지원/ncn+을/jco
꾸준히	꾸준/ncn+히/xsa
추진하고	추진/ncpa+하/xsv+고/ecc
교류를	교류/ncn+를/jco
활발히	활발/ncn+히/xsa
함으로써	하/pvg+ㅁ/etn+으로써/jca
신뢰를	신뢰/ncn+를/jco
조성해	조성/ncpa+하/xsv+어/ecs
영토문제	영토/ncn+문제/ncn
해결을	해결/ncn+을/jco
위한	위하/pvg+ㄴ/etm
환경을	환경/ncn+을/jco
정비한다는	정비/ncpa+하/xsv+ㄴ다/ef+는/etm
구상이다	구상/ncn+이/jp+다/ef
그는	그/npp+는/jxc
이런	이렇/pad+ㄴ/etm
노력의	노력/ncn+의/jcm
하나로	하나/ncn+로/jca
이번에	이/mmd+번/nbn+에/jca
시베리아의	시베리아/nq+의/jcm
천연가스	천연/ncn+가스/ncn
개발지원,	개발/ncn+지원/ncn+,/sp
극동지역	극동/ncn+지역/ncn
도시기반시설	도시/ncn+기반/ncn+시설/ncn
정비를	정비/ncn+를/jco
위한	위하/pvg+ㄴ/etm
지원	지원/ncn
등을	등/nbn+을/jco
약속할	약속/ncpa+하/xsv+ㄹ/etm
예정이다.	예정/ncn+이/jp+다/ef+./sf
국내정치적	국내/ncn+정치/ncn+적/xsn
사정으로	사정/ncn+으로/jca
선뜻	선뜻/mag
북방	북방/ncn
4섬	4/nnc+섬/nbu
반환을	반환/ncn+을/jco
약속하기	약속/ncpa+하/xsv+기/etn
어려운	어렵/paa+ㄴ/etm
옐친	옐친/nq
대통령으로서도	대통령/ncn+으로서/jca+도/jxc
일본의	일본/nq+의/jcm
신뢰를	신뢰/ncn+를/jco
전제로	전제/ncn+로/jca
한	하/pvg+ㄴ/etm
장기적	장기/ncn+적/xsn
관점의	관점/ncn+의/jcm
접근을	접근/ncn+을/jco
적극	적극/mag
환영하고	환영/ncpa+하/xsv+고/ecx
있다.	있/px+다/ef+./sf
옐친은	옐친/nq+은/jxc
절대적인	절대/ncn+적/xsn+이/jp+ㄴ/etm
힘의	힘/ncn+의/jcm
우위를	우위/ncn+를/jco
앞세워	앞/ncn+세우/pvg+어/ecs
북대서양조약기구(나토)를	북대서양조약기구/nq+(/sl+나토/nq+)/sr+를/jco
동유럽에까지	동유럽/nq+에/jca+까지/jxc
확대한	확대/ncpa+하/xsv+ㄴ/etm
미국에	미국/nq+에/jca
밀려나면서	밀리/pvg+어/ecx+나/px+면서/ecs
자연스럽게	자연/ncps+스럽/xsm+게/ecs
동방쪽에	동방/ncn+쪽/nbn+에/jca
더욱	더욱/mag
관심을	관심/ncn+을/jco
쏟고	쏟/pvg+고/ecx
있다.	있/px+다/ef+./sf
그는	그/npp+는/jxc
또	또/maj
세계무대에	세계/ncn+무대/ncn+에/jca
강자로	강자/ncn+로/jca
부상하고	부상/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
중국을	중국/nq+을/jco
견제하기	견제/ncpa+하/xsv+기/etn
위해	위하/pvg+어/ecs
일본의	일본/nq+의/jcm
존재가	존재/ncn+가/jcs
유효하다는	유효/ncps+하/xsm+다/ef+는/etm
점도	점/nbn+도/jxc
고려하고	고려/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
것	것/nbn
같다.	같/paa+다/ef+./sf
두	두/mma
정상은	정상/ncn+은/jxc
