<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0098.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0098.txt </filename>
<title> 교실 밖 국사여행 </title>
<author>역사학연구소   </author>
<date> 1993 </date>
<publisher>사계절출판사  </publisher>
<kdc>911  </kdc>
<ddc>951.9  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
도구를	도구/ncn+를/jco
3세대를	3/nno+세대/nbu+를/jco
거치면서	거치/pvg+면서/ecc
일본인이	일본/nq+인/xsn+이/jcc
되었고	되/pvg+었/ep+고/ecc
,	,/sp
일본인이라는	일본/nq+인/xsn+이/jp+라는/etm
의식에서	의식/ncn+에서/jca
역사를	역사/ncn+를/jco
저술하였다	저술/ncpa+하/xsv+었/ep+다/ef
.	./sf
그래서	그래서/maj
'	'/sl
일본서기	일본서기/nq
'	'/sr
와	와/jct
같은	같/paa+은/etm
책에는	책/ncn+에/jca+는/jxc
백재가	백재/nq+가/jcs
가야를	가야/nq+를/jco
지배했던	지배/ncpa+하/xsv+었/ep+던/etm
기억이나	기억/ncn+이나/jcj
주변	주변/ncn
나라들과의	나라/ncn+들/xsn+과/jct+의/jcm
외교	외교/ncn
교역	교역/ncn
관계	관계/ncn
등이	등/nbn+이/jcs
거꾸로	거꾸로/mag
일본을	일본/nq+을/jco
주인공으로	주인/ncn+공/xsn+으로/jca
하여	하/pvg+어/ecs
서술되었던	서술/ncpa+되/xsv+었/ep+던/etm
것이라고	것/nbn+이/jp+라/ef+고/jcr
해석되고	해석/ncpa+되/xsv+고/ecx
있다	있/px+다/ef
.	./sf
그러나	그러나/maj
아직도	아직도/mag
그	그/mmd
그림자를	그림자/ncn+를/jco
드리우고	드리우/pvg+고/ecx
있는	있/px+는/etm
일제	일제/ncn
식민사관의	식민/ncn+사관/ncn+의/jcm
잘못된	잘못/ncpa+되/xsv+ㄴ/etm
고대사	고대/ncn+사/xsn
인식과	인식/ncn+과/jcj
해석을	해석/ncn+을/jco
바로잡아야	바로잡/pvg+아야/ecx
한다	하/px+ㄴ다/ef
.	./sf
그러려면	그렇/pad+려면/ecs
백제가	백제/nq+가/jcs
동아시아의	동아시아/nq+의/jcm
해상	해상/ncn
강국으로	강국/ncn+으로/jca
중국과	중국/nq+과/jcj
일본의	일본/nq+의/jcm
여러	여러/mma
곳에	곳/ncn+에/jca
활발하게	활발/ncps+하/xsm+게/ecs
진출했다는	진출/ncpa+하/xsv+었/ep+다는/etm
사실만을	사실/ncn+만/jxc+을/jco
말하는	말/ncpa+하/xsv+는/etm
데	데/nbn
그쳐서는	그치/pvg+어서/ecs+는/jxc
안	안/mag
된다	되/pvg+ㄴ다/ef
.	./sf
그	그/mmd
실상에	실상/ncn+에/jca
대한	대하/pvg+ㄴ/etm
구체적이고	구체/ncn+적/xsn+이/jp+고/ecc
합리적인	합리/ncn+적/xsn+이/jp+ㄴ/etm
설명이	설명/ncn+이/jcs
동아시아의	동아시아/nq+의/jcm
고대사	고대/ncn+사/xsn
전개	전개/ncn
과정	과정/ncn
가운데	가운데/ncn
이루어져야	이루/pvg+어/ecx+지/px+어야/ecx
한다	하/px+ㄴ다/ef
.	./sf
백제인들이	백제/nq+인/xsn+들/xsn+이/jcs
일본에	일본/nq+에/jca
건너가	건너/pvg+어/ecx+가/px+아/ecs
지배하고	지배/ncpa+하/xsv+고/ecc
,	,/sp
선진	선진/ncn
문화를	문화/ncn+를/jco
전파해	전파/ncpa+하/xsv+어/ecx
주었던	주/px+었/ep+던/etm
사실은	사실/ncn+은/jxc
자랑스러운	자랑스럽/paa+ㄴ/etm
일일	일/ncn+이/jp+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
그러나	그러나/maj
우리가	우리/npp+가/jcs
그	그/mmd
유적지를	유적/ncn+지/xsn+를/jco
찾아	찾/pvg+아/ecs
단장하고	단장/ncpa+하/xsv+고/ecc
,	,/sp
그	그/npp
사실을	사실/ncn+을/jco
내세울	내세우/pvg+ㄹ/etm
것까지는	것/nbn+까지/jxc+는/jxc
없다	없/paa+다/ef
.	./sf
선진	선진/ncn
문화였던	문화/ncn+이/jp+었/ep+던/etm
우리	우리/npp
문화를	문화/ncn+를/jco
배워	배우/pvg+어/ecx
간	가/px+ㄴ/etm
사실은	사실/ncn+은/jxc
일본이	일본/nq+이/jcs
그들의	그/npp+들/xsn+의/jcm
역사와	역사/ncn+와/jcj
문화의	문화/ncn+의/jcm
뿌리를	뿌리/ncn+를/jco
찾는	찾/pvg+는/etm
과정에서	과정/ncn+에서/jca
밝혀야	밝히/pvg+어야/ecx
할	하/px+ㄹ/etm
일일	일/ncn+이/jp+ㄹ/etm
뿐이다	뿐/nbn+이/jp+다/ef
.	./sf
둘째마당	둘째/nno+마당/ncn
남부극	남부극/nq
신라는	신라/nq+는/jxc
삼국을	삼국/ncn+을/jco
통일하였는가	통일/ncpa+하/xsv+었/ep+는가/ef
?	?/sf
남북국의	남북국/ncn+의/jcm
성립	성립/ncn
우리	우리/npp
역사를	역사/ncn+를/jco
이야기할	이야기/ncpa+하/xsv+ㄹ/etm
때	때/ncn
흔히	흔히/mag
화제에	화제/ncn+에/jca
올리는	올리/pvg+는/etm
문제	문제/ncn
가운데	가운데/ncn
하나가	하나/ncn+가/jcs
신라의	신라/nq+의/jcm
삼국	삼국/ncn
통일이다	통일/ncn+이/jp+다/ef
.	./sf
"	"/sl
만약	만약/mag
고구려가	고구려/nq+가/jcs
삼국을	삼국/ncn+을/jco
통일하였다면	통일/ncpa+하/xsv+었/ep+다면/ecs
?",	?/sf+"/sr+,/sp
"	"/sl
만약	만약/mag
백제가	백제/nq+가/jcs
삼국을	삼국/ncn+을/jco
통일하였다면	통일/ncpa+하/xsv+었/ep+다면/ecs
?"	?/sf+"/sr
이런	이렇/pad+ㄴ/etm
말을	말/ncn+을/jco
하면서	하/pvg+면서/ecs
누구나	누구/npp+나/jxc
신라가	신라/nq+가/jcs
삼국을	삼국/ncn+을/jco
통일해서	통일/ncpa+하/xsv+어서/ecs
우리의	우리/npp+의/jcm
드넓은	드넓/paa+ㄴ/etm
역사	역사/ncn
무대를	무대/ncn+를/jco
잃었다고	잃/pvg+었/ep+다고/ecs
아쉬워한다	아쉽/paa+어/ecx+하/px+ㄴ다/ef
.	./sf
그러면서도	그렇/pad+면서/ecs+도/jxc
흔히	흔히/mag
신라가	신라/nq+가/jcs
삼국을	삼국/ncn+을/jco
통일하였다고	통일/ncpa+하/xsv+었/ep+다고/ecs
하고	하/pvg+고/ecc
,	,/sp
국가	국가/ncn
교과서나	교과서/ncn+나/jcj
개설사에도	개설/ncn+사/xsn+에/jca+도/jxc
통일	통일/ncn
신라라는	신라/nq+라는/jxc
이름을	이름/ncn+을/jco
쓰고	쓰/pvg+고/ecx
있다	있/px+다/ef
.	./sf
그러면	그러면/maj
이름	이름/ncn
그대로	그대로/mag
신라는	신라/nq+는/jxc
삼국을	삼국/ncn+을/jco
통일하였는가	통일/ncpa+하/xsv+었/ep+는가/ef
?	?/sf
신라의	신라/nq+의/jcm
한반도	한반도/nq
남쪽	남쪽/ncn
지역에	지역/ncn+에/jca
대한	대하/pvg+ㄴ/etm
통합과	통합/ncn+과/jcj
발해의	발해/nq+의/jcm
건국	건국/ncn
과정을	과정/ncn+을/jco
살펴보면	살피/pvg+어/ecx+보/px+면/ecs
이렇다	이렇/pad+다/ef
.	./sf
삼국이	삼국/ncn+이/jcs
정립된	정립/ncpa+되/xsv+ㄴ/etm
6세기부터	6/nno+세기/ncn+부터/jxc
삼국은	삼국/ncn+은/jxc
한반도에서	한반도/nq+에서/jca
영토를	영토/ncn+를/jco
확장하고	확장/ncpa+하/xsv+고/ecc
,	,/sp
서로	서로/mag
통일의	통일/ncn+의/jcm
주도권을	주도/ncn+권/xsn+을/jco
잡으려고	잡/pvg+으려고/ecs
잦은	잦/paa+은/etm
전쟁을	전쟁/ncn+을/jco
벌이고	벌이/pvg+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
장수왕	장수왕/nq
때부터	때/ncn+부터/jxc
고구려가	고구려/nq+가/jcs
남진	남진/ncn
정책을	정책/ncn+을/jco
펴자	펴/pvg+자/ecc
.	./sf
신라	신라/nq
,	,/sp
백제가	백제/nq+가/jcs
동맹을	동맹/ncn+을/jco
맺어	맺/pvg+어/ecs
고구려에	고구려/nq+에/jca
맞섰고	맞서/pvg+었/ep+고/ecc
,	,/sp
그	그/mmd
뒤	뒤/ncn
신라가	신라/nq+가/jcs
한강	한강/nq
유역을	유역/ncn+을/jco
차지하자	차지/ncpa+하/xsv+자/ecc
,	,/sp
고구려와	고구려/nq+와/jcj
백제가	백제/nq+가/jcs
연맹하여	연맹/ncpa+하/xsv+어/ecs
신라에	신라/nq+에/jca
맞섰다	맞서/pvg+었/ep+다/ef
.	./sf
이렇게	이렇/pad+게/ecs
그때그때의	그때/npd+그때/ncn+의/jcm
이해	이해/ncn
관계에	관계/ncn+에/jca
따라	따르/pvg+아/ecs
삼국이	삼국/ncn+이/jcs
서로	서로/mag
동맹을	동맹/ncn+을/jco
맺거나	맺/pvg+거나/ecc
맞서는	맞서/pvg+는/etm
가운데	가운데/ncn
중국을	중국/nq+을/jco
통일한	통일/ncpa+하/xsv+ㄴ/etm
수	수/nq
,	,/sp
당나라는	당나라/nq+는/jxc
고구려를	고구려/nq+를/jco
정벌하고자	정벌/ncpa+하/xsv+고자/ecx
하였으나	하/px+었/ep+으나/ecs
실패하였다	실패/ncpa+하/xsv+었/ep+다/ef
.	./sf
신라는	신라/nq+는/jxc
백제가	백제/nq+가/jcs
계속	계속/mag
공격해	공격/ncpa+하/xsv+어/ecx
오자	오/px+자/ecc
,	,/sp
수	수/nq
,	,/sp
당과	당/nq+과/jcj
연합하고자	연합/ncpa+하/xsv+고자/ecx
하였다	하/px+었/ep+다/ef
.	./sf
이때	이때/npd
,	,/sp
외교	외교/ncn
활동을	활동/ncn+을/jco
적극적으로	적극/ncn+적/xsn+으로/jca
펼친	펼치/pvg+ㄴ/etm
인물이	인물/ncn+이/jcs
김춘추였다	김춘추/nq+이/jp+었/ep+다/ef
.	./sf
그는	그/npp+는/jxc
가야	가야/nq
왕실	왕실/ncn
출신의	출신/ncn+의/jcm
무장	무장/ncn
김유신과	김유신/nq+과/jcj
연합하여	연합/ncpa+하/xsv+어/ecs
진덕여왕	진덕여왕/nq
이후의	이후/ncn+의/jcm
왕위	왕위/ncn
계승을	계승/ncn+을/jco
둘러싼	둘러싸/pvg+ㄴ/etm
권력	권력/ncn
다툼에서	다투/pvg+ㅁ/etn+에서/jca
승리하고	승리/ncpa+하/xsv+고/ecc
,	,/sp
진골	진골/ncn
출신으로는	출신/ncn+으로/jca+는/jxc
처음으로	처음/ncn+으로/jca
왕위에	왕위/ncn+에/jca
올라	오르/pvg+아/ecs
무열왕이	무열왕/nq+이/jcc
되었다	되/pvg+었/ep+다/ef
.	./sf
무열왕은	무열왕/nq+은/jxc
밖으로	밖/ncn+으로/jca
백제의	백제/nq+의/jcm
공격을	공격/ncn+을/jco
막고	막/pvg+고/ecc
,	,/sp
안으로는	안/ncn+으로/jca+는/jxc
자신의	자신/ncn+의/jcm
권력	권력/ncn
기반을	기반/ncn+을/jco
강화하기	강화/ncpa+하/xsv+기/etn
위해	위하/pvg+어/ecs
당과	당/nq+과/jcj
연합하여	연합/ncpa+하/xsv+어/ecs
백제를	백제/nq+를/jco
정복하기	정복/ncpa+하/xsv+기/etn
위한	위하/pvg+ㄴ/etm
전쟁을	전쟁/ncn+을/jco
시작하였다	시작/ncpa+하/xsv+었/ep+다/ef
.	./sf
전쟁은	전쟁/ncn+은/jxc
당이	당/nq+이/jcs
주도하고	주도/ncpa+하/xsv+고/ecc
,	,/sp
나	나/nq
당	당/nq
연합군을	연합/ncn+군/ncn+을/jco
편성하여	편성/ncpa+하/xsv+어/ecs
백제	백제/nq
수도	수도/ncn
사비성과	사비성/nq+과/jcj
고구려	고구려/nq
수도	수도/ncn
평양성을	평양성/nq+을/jco
함락했다	함락/ncpa+하/xsv+었/ep+다/ef
.	./sf
따라서	따라서/maj
,	,/sp
그	그/mmd
전후	전후/ncn
처지도	처지/ncn+도/jxc
당이	당/nq+이/jcs
좌우하게	좌우/ncpa+하/xsv+게/ecx
되었다	되/px+었/ep+다/ef
.	./sf
당은	당/nq+은/jxc
백제와	백제/nq+와/jcj
고구려	고구려/nq
땅에	땅/ncn+에/jca
각각	각각/mag
5도독부와	5/nnc+도독부/ncn+와/jcj
9도독부를	9/nnc+도독부/ncn+를/jco
두어	두/pvg+어/ecs
점령지를	점령/ncn+지/xsn+를/jco
지배하였다	지배/ncpa+하/xsv+었/ep+다/ef
.	./sf
그러나	그러나/maj
당은	당/nq+은/jxc
평양	평양/nq
이남의	이남/ncn+의/jcm
백제	백제/nq
땅은	땅/ncn+은/jxc
신라에	신라/nq+에/jca
넘기기로	넘기/pvg+기/etn+로/jca
한	하/pvg+ㄴ/etm
약속을	약속/ncn+을/jco
저버렸다	저버리/pvg+었/ep+다/ef
.	./sf
그뿐만	그/npd+뿐/jxc+만/jxc
아니라	아니/paa+라/ef
,	,/sp
신라까지	신라/nq+까지/jxc
정벌하여	정벌/ncpa+하/xsv+어/ecs
한반도	한반도/nq
전체를	전체/ncn+를/jco
지배하고	지배/ncpa+하/xsv+고/ecc
,	,/sp
당나라	당나라/nq
중심의	중심/ncn+의/jcm
세계	세계/ncn
질서를	질서/ncn+를/jco
세우려는	세우/pvg+려는/etm
속셈을	속셈/ncn+을/jco
드러내었다	드러내/pvg+었/ep+다/ef
.	./sf
반면	반면/ncn
,	,/sp
신라는	신라/nq+는/jxc
백제를	백제/nq+를/jco
통합하는	통합/ncpa+하/xsv+는/etm
데	데/nbn
당의	당/nq+의/jcm
군사적	군사/ncn+적/xsn
지원을	지원/ncn+을/jco
얻은	얻/pvg+은/etm
대신	대신/ncn
당이	당/nq+이/jcs
고구려를	고구려/nq+를/jco
정벌하는	정벌/ncpa+하/xsv+는/etm
데	데/nbn
후원하기로	후원/ncpa+하/xsv+기/etn+로/jca
약속하였다	약속/ncpa+하/xsv+었/ep+다/ef
.	./sf
그러나	그러나/maj
당이	당/nq+이/jcs
신라까지	신라/nq+까지/jxc
집어	집/pvg+어/ecs
삼키려	삼키/pvg+려/ecx
하자	하/px+자/ecc
,	,/sp
신라는	신라/nq+는/jxc
다시	다시/mag
당과	당/nq+과/jcj
싸울	싸우/pvg+ㄹ/etm
수밖에	수/nbn+밖에/jxc
없었다	없/paa+었/ep+다/ef
.	./sf
그래서	그래서/maj
고구려	고구려/nq
유민의	유민/ncn+의/jcm
부흥	부흥/ncn
운동을	운동/ncn+을/jco
지원하여	지원/ncpa+하/xsv+어/ecs
당군을	당군/ncn+을/jco
격파하고	격파/ncpa+하/xsv+고/ecc
,	,/sp
백제의	백제/nq+의/jcm
옛	옛/mma
땅에는	땅/ncn+에/jca+는/jxc
소부리주를	소부리주/ncn+를/jco
설치하여	설치/ncpa+하/xsv+어/ecs
백제유민을	백제/nq+유민/ncn+을/jco
모아	모으/pvg+아/ecs
정착하게	정착/ncpa+하/xsv+게/ecx
하였다	하/px+었/ep+다/ef
.	./sf
그러자	그러자/maj
당은	당/nq+은/jxc
문무왕의	문무왕/nq+의/jcm
동생인	동생/ncn+이/jp+ㄴ/etm
인문을	인문/nq+을/jco
신라왕으로	신라왕/ncn+으로/jca
봉하여	봉하/pvg+어/ecs
신라	신라/nq
지배층을	지배/ncn+층/ncn+을/jco
이간하는	이간/ncpa+하/xsv+는/etm
술책을	술책/ncn+을/jco
쓰면서	쓰/pvg+면서/ecs
또다시	또다시/mag
신라를	신라/nq+를/jco
공격해	공격/ncpa+하/xsv+어/ecx
왔다	오/px+았/ep+다/ef
.	./sf
그러나	그러나/maj
한강	한강/nq
유역	유역/ncn
매초성	매초성/nq
전투에서	전투/ncn+에서/jca
신라는	신라/nq+는/jxc
당군을	당군/ncn+을/jco
크게	크/paa+게/ecs
무찌르고	무찌르/pvg+고/ecc
,	,/sp
한반도	한반도/nq
중남부	중남/ncn+부/xsn
지역을	지역/ncn+을/jco
통합하였다	통합/ncpa+하/xsv+었/ep+다/ef
.	./sf
당나라가	당나라/nq+가/jcs
고구려를	고구려/nq+를/jco
점령하자	점령/ncpa+하/xsv+자/ecc
,	,/sp
고구려	고구려/nq
유민은	유민/ncn+은/jxc
당의	당/nq+의/jcm
지배에	지배/ncn+에/jca
완강하게	완강/ncps+하/xsm+게/ecs
저항하여	저항/ncpa+하/xsv+어/ecs
평양의	평양/nq+의/jcm
안동도호부는	안동도호부/nq+는/jxc
곧바로	곧바로/mag
요동	요동/nq
지방으로	지방/ncn+으로/jca
밀려났다	밀/pvg+려/ecx+나/px+았/ep+다/ef
.	./sf
압록강	압록강/nq
이북에서	이북/ncn+에서/jca
당나라에	당나라/nq+에/jca
강제	강제/ncn
이주되었던	이주/ncpa+되/xsv+었/ep+던/etm
고구려	고구려/nq
유민도	유민/ncn+도/jxc
요동	요동/nq
지방을	지방/ncn+을/jco
근거로	근거/ncn+로/jca
강력하게	강력/ncps+하/xsm+게/ecs
투쟁하였다	투쟁/ncpa+하/xsv+었/ep+다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
과정에서	과정/ncn+에서/jca
고구려를	고구려/nq+를/jco
계승한	계승/ncpa+하/xsv+ㄴ/etm
나라	나라/ncn
발해를	발해/nq+를/jco
건국할	건국/ncpa+하/xsv+ㄹ/etm
역량이	역량/ncn+이/jcs
축적되었다	축적/ncpa+되/xsv+었/ep+다/ef
.	./sf
고구려	고구려/nq
장군	장군/ncn
출신	출신/ncn
대조영은	대조영/nq+은/jxc
말갈인	말갈/nq+인/xsn
추장	추장/ncn
걸사비우와	걸사비우/nq+와/jct
연대하여	연대/ncpa+하/xsv+어/ecs
당군을	당군/ncn+을/jco
격파하고	격파/ncpa+하/xsv+고/ecc
,	,/sp
동모산에	동모산/nq+에/jca
정착하여	정착/ncpa+하/xsv+어/ecs
진국을	진국/nq+을/jco
세웠다	세우/pvg+었/ep+다/ef
.	./sf
이것은	이것/npd+은/jxc
고구려가	고구려/nq+가/jcs
멸망한	멸망/ncpa+하/xsv+ㄴ/etm
지	지/nbn
30년이	30/nnc+년/nbu+이/jcs
채	채/mag
안	안/mag
된	되/pvg+ㄴ/etm
때였다	때/nbn+이/jp+었/ep+다/ef
.	./sf
결국나	결국/mag
당	나당/nq
연합과	연합/ncn+과/jcj
여	여/nq
제	제/nq
연맹으로	연맹/ncn+으로/jca
맞선	맞서/pvg+ㄴ/etm
국제전은	국제/ncn+전/xsn+은/jxc
신라와	신라/nq+와/jcj
발해의	발해/nq+의/jcm
성립으로	성립/ncn+으로/jca
귀결되었다	귀결/ncpa+되/xsv+었/ep+다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
전쟁	전쟁/ncn
과정에서	과정/ncn+에서/jca
신라는	신라/nq+는/jxc
민족을	민족/ncn+을/jco
배반하고	배반/ncpa+하/xsv+고/ecc
,	,/sp
수	수/nq
,	,/sp
당의	당/nq+의/jcm
외세를	외세/ncn+를/jco
끌어들였다	끌/pvg+어/ecx+들이/px+었/ep+다/ecs
하여	하/pvg+어/ecx
사대적이라고	사대/ncn+적/xsn+이/jp+라고/ecs
비판받는다	비판/ncn+받/pvg+는다/ef
.	./sf
그러나	그러나/maj
당시	당시/ncn
신라의	신라/nq+의/jcm
외교	외교/ncn
정책은	정책/ncn+은/jxc
삼국의	삼국/ncn+의/jcm
생존을	생존/ncn+을/jco
건	걸/pvg+ㄴ/etm
전쟁의	전쟁/ncn+의/jcm
소용돌이에서	소용돌이/ncn+에서/jca
나온	나오/pvg+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
여기서	여기/npd+서/jca
문제가	문제/ncn+가/jcc
되는	되/pvg+는/etm
것은	것/nbn+은/jxc
,	,/sp
삼국	삼국/ncn
상호간에	상호/ncn+간/xsn+에/jca
서로를	서로/ncn+를/jco
하나의	하나/ncn+의/jcm
민족이라고	민족/ncn+이/jp+라/ef+고/jcr
생각하고	생각/ncpa+하/xsv+고/ecx
있었는가	있/px+었/ep+는가/ef
하는	하/pvg+는/etm
점일	점/nbn+이/jp+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
처음부터	처음/ncn+부터/jxc
각기	각기/mag
독자적인	독자/ncn+적/xsn+이/jp+ㄴ/etm
나라로	나라/ncn+로/jca
성립했고	성립/ncpa+하/xsv+었/ep+고/ecc
,	,/sp
1세기가	1/nnc+세기/ncn+가/jcs
넘는	넘/pvg+는/etm
동안	동안/ncn
생존을	생존/ncn+을/jco
걸고	걸/pvg+고/ecc
전쟁을	전쟁/ncn+을/jco
벌였던	벌이/pvg+었/ep+던/etm
사실을	사실/ncn+을/jco
생각한다면	생각/ncpa+하/xsv+ㄴ다면/ecs
,	,/sp
한	한/nnc
민족이라는	민족/ncn+이/jp+라는/etm
의식이	의식/ncn+이/jcs
있었다고	있/paa+었/ep+다고/ecx
보기	보/px+기/etn
어렵다	어렵/paa+다/ef
.	./sf
그렇다면	그렇다면/maj
신라에게	신라/nq+에게/jca
고구려나	고구려/nq+나/jcj
백제도	백제/nq+도/jxc
수	수/nq
,	,/sp
당과	당/nq+과/jct
같은	같/paa+은/etm
다른	다르/paa+ㄴ/etm
나라였을	나라/ncn+이/jp+었/ep+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
하나의	하나/ncn+의/jcm
민족이라는	민족/ncn+이/jp+라는/etm
의식은	의식/ncn+은/jxc
고구려와	고구려/nq+와/jcj
백제가	백제/nq+가/jcs
멸망한	멸망/ncpa+하/xsv+ㄴ/etm
뒤	뒤/ncn
,	,/sp
신라가	신라/nq+가/jcs
침략자	침략/ncn+자/xsn
당군을	당군/ncn+을/jco
그	그/mmd
유민들과	유민/ncn+들/xsn+과/jct
함께	함께/mag
물리치는	물리치/pvg+는/etm
과정에서	과정/ncn+에서/jca
생겨났을	생기/pvg+어/ecx+나/px+았/ep+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
신라가	신라/nq+가/jcs
한반도	한반도/nq
이남	이남/ncn
지역을	지역/ncn+을/jco
통합한	통합/ncpa+하/xsv+ㄴ/etm
것은	것/nbn+은/jxc
신라	신라/nq
남쪽에서	남쪽/ncn+에서/jca
본다면	보/pvg+ㄴ다면/ecs
발전이었다	발전/ncn+이/jp+었/ep+다/ef
.	./sf
그러나	그러나/maj
지금	지금/ncn
우리도	우리/npp+도/jxc
신라가	신라/nq+가/jcs
삼국을	삼국/ncn+을/jco
통일했다고	통일/ncpa+하/xsv+었/ep+다고/ecx
그대로	그대로/mag
받아들일	받/pvg+아/ecx+들이/px+ㄹ/etm
수	수/nbn
있을까	있/paa+ㄹ까/ef
?	?/sf
지난날	지나/paa+ㄴ/etm+날/ncn
고려나	고려/nq+나/jcj
조선	조선/nq
시대에는	시대/ncn+에/jca+는/jxc
이	이/mmd
사실을	사실/ncn+을/jco
어떻게	어떻/npd+게/ecs
생각했을까	생각/ncpa+하/xsv+었/ep+ㄹ까/ef
?	?/sf
백제를	백제/nq+를/jco
통합한	통합/ncpa+하/xsv+ㄴ/etm
뒤	뒤/ncn
신라는	신라/nq+는/jxc
'	'/sl
삼한통일	삼한/nq+통일/ncn
(	(/sl
三韓一統	三韓/nq+一統/ncn
)',	)/sr+'/sr+,/sp
곧	곧/maj
삼한이	삼한/nq+이/jcs
하나로	하나/ncn+로/jca
합쳐졌다고	합치/pvg+어/ecx+지/px+었/ep+다고/ecs
했따	하/pvg+었/ep+다/ef
.	./sf
전쟁의	전쟁/ncn+의/jcm
주역이었던	주역/ncn+이/jp+었/ep+던/etm
김유신은	김유신/nq+은/jxc
"	"/sl
삼한이	삼한/nq+이/jcs
한	한/nnc
집안이	집안/ncn+이/jcc
되고	되/pvg+고/ecc
,	,/sp
백성은	백성/ncn+은/jxc
두	두/mma
마음을	마음/ncn+을/jco
갖지	갖/pvg+지/ecx
않게	않/px+게/ecx
되었다	되/px+었/ep+다/ef
."	./sf+"/sr
고	고/jcr
했고	하/pvg+었/ep+고/ecc
,	,/sp
'	'/sl
삼국사기	삼국사기/nq
'	'/sl
에서는	에서/jca+는/jxc
그것을	그것/npd+을/jco
두고	두/pvg+고/ecc
"	"/sl
상국인	상국/ncn+이/jp+ㄴ/etm
당과	당/nq+과/jct
함께	함께/mag
모의해서	모의/ncpa+하/xsv+어서/ecs
삼국을	삼국/ncn+을/jco
한	한/nnc
집안으로	집안/ncn+으로/jca
만들었다	만들/pvg+었/ep+다/ef
."	./sf+"/sr
고	고/jcr
평하였다	평/ncpa+하/xsv+었/ep+다/ef
.	./sf
이것은	이것/npd+은/jxc
'	'/sl
삼국사기	삼국사기/nq
'	'/sr
를	를/jco
편찬한	편찬/ncpa+하/xsv+ㄴ/etm
때인	때/ncn+이/jp+ㄴ/etm
고려	고려/nq
중기의	중기/ncn+의/jcm
역사	역사/ncn
인식을	인식/ncn+을/jco
보여	보이/pvg+어/ecx
주는	주/px+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
'	'/sl
삼국사기	삼국사기/nq
'	'/sr
의	의/jcm
편찬을	편찬/ncn+을/jco
맡은	맡/pvg+은/etm
김부식은	김부식/nq+은/jxc
유학자이자	유학/ncn+자/xsn+이/jp+자/ecc
신라계	신라/nq+계/xsn
출신의	출신/ncn+의/jcm
문벌	문벌/ncn
귀족이었다	귀족/ncn+이/jp+었/ep+다/ef
.	./sf
고려	고려/nq
중기는	중기/ncn+는/jxc
주로	주로/mag
신라계	신라/nq+계/xsn
출신	출신/ncn
문벌	문벌/ncn
귀족들이	귀족/ncn+들/xsn+이/jcs
정치를	정치/ncn+를/jco
주도하면서	주도/ncpa+하/xsv+면서/ecc
외교	외교/ncn
면에서도	면/ncn+에서/jca+도/jxc
금나라에	금나라/nq+에/jca
대한	대하/pvg+ㄴ/etm
사대를	사대/ncn+를/jco
주장하고	주장/ncpa+하/xsv+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
그리하여	그리하/pvg+어/ecs
삼국사를	삼국/ncn+사/xsn+를/jco
서술함에	서술/ncpa+하/xsv+ㅁ/etn+에/jca
신라를	신라/nq+를/jco
중심으로	중심/ncn+으로/jca
하였고	하/pvg+었/ep+고/ecc
,	,/sp
고구려가	고구려/nq+가/jcs
수	수/nq
,	,/sp
당의	당/nq+의/jcm
침략을	침략/ncn+을/jco
물리친	물리치/pvg+ㄴ/etm
사실은	사실/ncn+은/jxc
깎아	깎/pvg+아/ecs
내리고	내리/pvg+고/ecc
,	,/sp
신라의	신라/nq+의/jcm
통일은	통일/ncn+은/jxc
잘	잘/mag
한	하/pvg+ㄴ/etm
일이라고	일/ncn+이/jp+라/ef+고/jcr
평가한	평가/ncpa+하/xsv+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
인식은	인식/ncn+은/jxc
조선	조선/nq
전기까지	전기/ncn+까지/jxc
그대로	그대로/mag
이어졌다	잇/pvg+어/ecx+지/px+었/ep+다/ef
.	./sf
그러나	그러나/maj
조선	조선/nq
후기가	후기/ncn+가/jcc
되면	되/pvg+면/ecs
발해에	발해/nq+에/jca
대한	대하/pvg+ㄴ/etm
인식이	인식/ncn+이/jcs
싹트기	싹트/pvg+기/etn
시작하고	시작/ncpa+하/xsv+고/ecc
,	,/sp
발해사를	발해/nq+사/xsn+를/jco
