아들은	아들/ncn+은/jxc
운명을	운명/ncn+을/jco
기다려	기다리/pvg+어/ecx
볼	보/px+ㄹ/etm
것이지	것/nbn+이/jp+지/ef
아니면	아니/paa+면/ecs
떠날	떠나/pvg+ㄹ/etm
것인지의	것/nbn+이/jp+ㄴ지/ef+의/jcm
여부는	여부/ncn+는/jxc
남편을	남편/ncn+을/jco
포함한	포함/ncpa+하/xsv+ㄴ/etm
시댁	시댁/ncn
사람들과의	사람/ncn+들/xsn+과/jct+의/jcm
대인관계에서	대인/ncn+관계/ncn+에서/jca
결정될	결정/ncpa+되/xsv+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그녀가	그녀/npp+가/jcs
상담을	상담/ncn+을/jco
하고	하/pvg+고/ecs
떠난	떠나/pvg+ㄴ/etm
지도	지/nbn+도/jxc
벌써	벌써/mag
1	1/nnc
년이	년/nbu+이/jcs
지나고	지나/pvg+고/ecs
또다시	또다시/mag
눈	눈/ncn
오는	오/pvg+는/etm
계절이	계절/ncn+이/jcs
왔지만	오/pvg+았/ep+지만/ecs
,	,/sp
그러나	그러나/maj
그녀에게서는	그녀/npp+에게서/jca+는/jxc
아직	아직/mag
아무런	아무렇/pad+ㄴ/etm
소식이	소식/ncn+이/jcs
없다	없/paa+다/ef
.	./sf
7	7/nnc
친족끼리는	친족/ncn+끼리/xsn+는/jxc
결혼하지	결혼/ncpa+하/xsv+지/ecx
말라	말/px+라/ef
혈족	혈족/ncn
(	(/sl
血族	血族/ncn
)	)/sr
결혼은	결혼/ncn+은/jxc
피해야	피하/pvg+어야/ecs
한다	하/pvg+ㄴ다/ef
.	./sf
어쩌다가	어쩌다가/mag
사촌과	사촌/ncn+과/jct
교제	교제/ncn
중인데	중/nbn+이/jp+ㄴ데/ecs
서로가	서로/ncn+가/jcs
사랑하니	사랑/ncpa+하/xsv+니/ecs
꼭	꼭/mag
결혼하고	결혼/ncpa+하/xsv+고/ecx
싶다고	싶/px+다/ef+고/jcr
한다	하/pvg+ㄴ다/ef
.	./sf
자세히	자세/ncn+히/xsa
물어보니	묻/pvg+어/ecx+보/px+니/ecs
선조에게나	선조/ncn+에게/jca+나/jxc
친척	친척/ncn
중에	중/nbn+에/jca
유전병을	유전/ncn+병/ncn+을/jco
가진	가지/pvg+ㄴ/etm
사람은	사람/ncn+은/jxc
없었다고	없/paa+었/ep+다/ef+고/jcr
한다	하/pvg+ㄴ다/ef
.	./sf
그러니	그러니/maj
혈족	혈족/ncn
결혼	결혼/ncn
(	(/sl
血族結婚	血族結婚/ncn
)	)/sr
을	을/jco
한다	하/pvg+ㄴ다/ecx
해도	하/px+어도/ecs
큰	크/paa+ㄴ/etm
일은	일/ncn+은/jxc
없을	없/paa+을/etm
것이라는	것/nbn+이/jp+라/ef+는/etm
것이	것/nbn+이/jcs
두	두/nnc
사람의	사람/ncn+의/jcm
의견이라고	의견/ncn+이/jp+라/ef+고/jcr
한다	하/pvg+ㄴ다/ef
.	./sf
이유는	이유/ncn+는/jxc
사촌끼리	사촌/ncn+끼리/xsn
결혼하면	결혼/ncpa+하/xsv+면/ecs
봉사나	봉사/ncn+나/jcj
귀머거리	귀머거리/ncn
아들을	아들/ncn+을/jco
낳는다고	낳/pvg+는다/ef+고/jcr
생각하고	생각/ncpa+하/xsv+고/ecx
있었기	있/px+었/ep+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
어느	어느/mmd
중학교	중학교/ncn
교사가	교사/ncn+가/jcs
친족끼리	친족/ncn+끼리/xsn
결혼하면	결혼/ncpa+하/xsv+면/ecs
5	5/nnc
명	명/nbu
중	중/nbn
3	3/nnc
명은	명/nbu+은/jxc
머리가	머리/nbn+가/jcs
나쁜	나쁘/paa+ㄴ/etm
자식을	자식/ncn+을/jco
낳는다고	낳/pvg+는다/ef+고/jcr
학생들에게	학생/ncn+들/xsn+에게/jca
가르쳤다는	가르치/pvg+었/ep+다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
친족끼리	친족/ncn+끼리/xsn
결혼을	결혼/ncn+을/jco
하면	하/pvg+면/ecs
나쁘다는	나쁘/paa+다/ef+는/etm
사실을	사실/ncn+을/jco
알고	알/pvg+고/ecx
있어야	있/px+어야/ecs
할	하/pvg+ㄹ/etm
필요는	필요/ncn+는/jxc
있지만	있/paa+지만/ecs
너무	너무/mag
과장하는	과장/ncpa+하/xsv+는/etm
것은	것/nbn+은/jxc
잘못이다	잘못/ncn+이/jp+다/ef
.	./sf
물론	물론/mag
혈족	혈족/ncn
결혼을	결혼/ncn+을/jco
하는	하/pvg+는/etm
것은	것/nbn+은/jxc
바람직하지	바라/pvg+ㅁ직하/xsm+지/ecx
못한	못하/px+ㄴ/etm
일이지만	일/ncn+이/jp+지만/ecs
너무	너무/mag
과장하여	과장/ncpa+하/xsv+어/ecs
극단적인	극단/ncn+적/xsn+이/jp+ㄴ/etm
오해를	오해/ncn+를/jco
낳는	낳/pvg+는/etm
일만은	일/ncn+만/jxc+은/jxc
없어야겠다	없/paa+어야/ep+겠/ep+다/ef
.	./sf
카톨릭교가	카톨릭교/nq+가/jcs
그러하고	그러하/pad+고/ecs
중국의	중국/nq+의/jcm
유교	유교/nq
역시	역시/mag
동성	동성/ncn
(	(/sl
同姓	同姓/ncn
)	)/sr
결혼을	결혼/ncn+을/jco
반대함으로써	반대/ncpa+하/xsv+ㅁ/etn+으로써/jca
혈족	혈족/ncn
결혼을	결혼/ncn+을/jco
부끄럽게	부끄럽/paa+게/ecs
생각했고	생각/ncpa+하/xsv+었/ep+고/ecc
그	그/mmd
영향은	영향/ncn+은/jxc
대만이나	대만/nq+이나/jcj
한국에까지	한국/nq+에/jca+까지/jxc
파급되어	파급/ncpa+되/xsv+어/ecx
있다	있/px+다/ef
.	./sf

일본은	일본/nq+은/jxc
사촌까지는	사촌/ncn+까지/jxc+는/jxc
결혼할	결혼/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있으나	있/paa+으나/ecs
한국에서는	한국/nq+에서/jca+는/jxc
동성동본	동성/ncn+동본/ncn
(	(/sl
同姓同本	同姓同本/ncn
)	)/sr
의	의/jcm
혈족	혈족/ncn
결혼을	결혼/ncn+을/jco
제한하고	제한/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
예를	예/ncn+를/jco
들면	들/pvg+면/ecs
인도의	인도/nq+의/jcm
힌두교는	힌두교/nq+는/jxc
혈족	혈족/ncn
결혼을	결혼/ncn+을/jco
엄격히	엄격/ncn+히/xsa
금하고	금하/pvg+고/ecx
있으므로	있/px+으므로/ecs
인도	인도/nq
북부에는	북부/ncn+에/jca+는/jxc
혈족	혈족/ncn
결혼이	결혼/ncn+이/jcs
거의	거의/mag
없으나	없/paa+으나/ecs
,	,/sp
힌두교인이	힌두교/nq+인/xsn+이/jcs
적은	적/paa+은/etm
남부에서는	남부/ncn+에서/jca+는/jxc
부부의	부부/ncn+의/jcm
30	30/nnc
%	%/su
가	가/jcs
사촌간이라고	사촌/ncn+간/nbn+이/jp+라/ef+고/jcr
한다	하/pvg+ㄴ다/ef
.	./sf
인도에서는	인도/nq+에서/jca+는/jxc
특히	특히/mag
부친계통의	부친/ncn+계통/ncn+의/jcm
혈족	혈족/ncn
결혼을	결혼/ncn+을/jco
강력히	강력/ncn+히/xsa
금하고	금하/pvg+고/ecx
있으므로	있/px+으므로/ecs
부친끼리가	부친/ncn+끼리/xsn+가/jcs
형제가	형제/ncn+가/jcc
되어	되/pvg+어/ecx
있는	있/px+는/etm
사촌간	사촌/ncn+간/nbn
결혼은	결혼/ncn+은/jxc
한	한/nnc
쌍도	쌍/nbu+도/jxc
없으며	없/paa+으며/ecs
대부분은	대부분/ncn+은/jxc
남편의	남편/ncn+의/jcm
모친과	모친/ncn+과/jcj
아내의	아내/ncn+의/jcm
부친이	부친/ncn+이/jcs
누이나	누이/ncn+나/jcj
누님의	누님/ncn+의/jcm
관계로	관계/ncn+로/jca
되어	되/pvg+어/ecx
있는	있/px+는/etm
사촌간이다	사촌/ncn+간/nbn+이/jp+다/ef
.	./sf
일반적으로	일반/ncn+적/xsn+으로/jca
일본과	일본/nq+과/jct
같은	같/paa+은/etm
경우	경우/ncn
,	,/sp
혈족	혈족/ncn
결혼은	결혼/ncn+은/jxc
교통이	교통/ncn+이/jcs
불편한	불편/ncpa+하/xsv+ㄴ/etm
산간지방이나	산간/ncn+지방/ncn+이나/jxc
육지와	육지/ncn+와/jct
멀리	멀리/mag
떨어진	떨어지/pvg+ㄴ/etm
섬	섬/ncn
지방에	지방/ncn+에/jca
많으며	많/paa+으며/ecs
다음이	다음/ncn+이/jcs
농촌이고	농촌/ncn+이/jp+고/ecc
도시에는	도시/ncn+에/jca+는/jxc
비교적	비교/ncn+적/xsn
적은	적/paa+은/etm
편이다	편/ncn+이/jp+다/ef
.	./sf
한국은	한국/nq+은/jxc
원래	원래/ncn
유교의	유교/ncn+의/jcm
영향을	영향/ncn+을/jco
받아	받/pvg+아/ecs
혈족	혈족/mag
결혼이	결혼/ncn+이/jcs
별로	별로/mag
많지	많/paa+지/ecx
않았으나	않/px+았/ep+으나/ecs
유교세력이	유교/ncn+세력/ncn+이/jcs
약화된	약화/ncpa+되/xsv+ㄴ/etm
근래에	근래/ncn+에/jca
와서	오/pvg+아서/ecs
혈족	혈족/ncn
결혼이	결혼/ncn+이/jcs
증가되는	증가/ncpa+되/xsv+는/etm
추세를	추세/ncn+를/jco
보이고	보이/pvg+고/ecx
있다	있/px+다/ef
.	./sf
이	이/mmd
경향은	경향/ncn+은/jxc
대도시에서	대/xp+도시/ncn+에서/jca
시작되었으므로	시작/ncpa+되/xsv+었/ep+으므로/ecs
혈족결혼은	혈족/ncn+결혼/ncn+은/jxc
주로	주로/mag
도시에서	도시/ncn+에서/jca
많고	많/paa+고/ecc
농촌은	농촌/ncn+은/jxc
오히려	오히려/mag
적은	적/paa+은/etm
편이다	편/nbn+이/jp+다/ef
.	./sf
식물에서는	식물/ncn+에서/jca+는/jxc
꽃가루가	꽃가루/ncn+가/jcs
같은	같/paa+은/etm
꽃의	꽃/ncn+의/jcm
수술에	수술/ncn+에/jca
붙기	붙/pvg+기/etn
어렵게	어렵/paa+게/ecx
되어	되/px+어/ecx
있는	있/px+는/etm
것이	것/nbn+이/jcs
많으며	많/paa+으며/ecs
한	한/nnc
그루의	그루/nbu+의/jcm
나무에	나무/ncn+에/jca
암꽃과	암꽃/ncn+과/jcj
수꽃을	수꽃/ncn+을/jco
동시에	동시/ncn+에/jca
가지고	가지/pvg+고/ecx
있는	있/px+는/etm
종류의	종류/ncn+의/jcm
나무는	나무/ncn+는/jxc
암꽃의	암꽃/ncn+의/jcm
성숙기가	성숙/ncn+기/xsn+가/jcs
지나서	지나/pvg+서/ecs
자가수분	자가/ncn+수분/ncn
(	(/sl
自家受粉	自家受粉/ncn
)	)/sr
이	이/jcs
자연적으로	자연/ncn+적/xsn+으로/jca
피해질	피하/pvg+어/ecx+지/px+ㄹ/etm
수	수/nbn
있도록	있/paa+도록/ecs
되어	되/pvg+어/ecx
있다	있/px+다/ef
.	./sf
자가수분이	자가/ncn+수분/ncn+이/jcs
당연하게	당연/ncps+하/xsm+게/ecs
이루어지고	이루/pvg+어/ecx+지/px+고/ecs
,	,/sp
만약	만약/mag
그것을	그것/npd+을/jco
방지하려면	방지/ncpa+하/xsv+려면/ecs
수술을	수술/ncn+을/jco
절개해야	절개/ncpa+하/xsv+어야/ecs
하는	하/pvg+는/etm
종류도	종류/ncn+도/jxc
있다	있/paa+다/ef
.	./sf
자가수분은	자가/ncn+수분/ncn+은/jxc
근친교배	근친/ncn+교배/ncn
(	(/sl
近親交配	近親交配/ncn
)	)/sr
의	의/jcm
극단적인	극단/ncn+적/xsn+이/jp+ㄴ/etm
형태이지만	형태/ncn+이/jp+지만/ecs
,	,/sp
그것이	그것/npd+이/jcs
행하여지거나	행하/pvg+어/ecx+지/px+거나/ecc
또는	또는/maj
피해지는	피하/pvg+어/ecx+지/px+는/etm
상황은	상황/ncn+은/jxc
그	그/mmd
생물에	생물/ncn+에/jca
달려	달리/pvg+어/ecx
있으며	있/px+으며/ecs
,	,/sp
어느	어느/mmd
쪽이나	쪽/nbn+이나/jcj
자연의	자연/ncn+의/jcm
지혜라고	지혜/ncn+라고/jcr
하겠다	하/pvg+겠/ep+다/ef
.	./sf
친족	친족/ncn
결혼도	결혼/ncn+도/jxc
무해	무해/ncn
(	(/sl
無害	無害/ncn
)	)/sr
일	이/jp+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
친족끼리	친족/ncn+끼리/xsn
결혼하면	결혼/ncpa+하/xsv+면/ecs
아기에게	아기/ncn+에게/jca
좋지	좋/paa+지/ecx
않다는	않/px+다/ef+는/etm
증거로서	증거/ncn+로서/jca
'	'/sl
누구누구는	누구누구/npp+는/jxc
사촌간에	사촌/ncn+간/nbn+에/jca
결혼하여	결혼/ncpa+하/xsv+어/ecs
그	그/mmd
자식이	자식/ncn+이/jcs
기형아다	기형/ncn+아/xsn+다/ef
'	'/sr
라는	라/ef+는/etm
등의	등/nbn+의/jcm
예를	예/ncn+를/jco
들고	들/pvg+고/ecs
나오는	나오/pvg+는/etm
사람이	사람/ncn+이/jcs
있다	있/paa+다/ef
.	./sf
고대	고대/ncn
이집트의	이집트/nq+의/jcm
푸토레미	푸토레미/nq
왕가는	왕가/ncn+는/jxc
원래	원래/ncn
기사	기사/ncn
출신이었으므로	출신/ncn+이/jp+었/ep+으므로/ecs
이집트인의	이집트/nq+인/xsn+의/jcm
피가	피/ncn+가/jcs
혼합되는	혼합/ncpa+되/xsv+는/etm
것을	것/nbn+을/jco
방지하기	방지/ncpa+하/xsv+기/etn
위해	위하/pvg+어/ecs
수	수/mma
세대에	세대/ncn+에/jca
걸쳐	걸치/pvg+어/ecs
형제끼리의	형제/ncn+끼리/xsn+의/jcm
결혼을	결혼/ncn+을/jco
해	하/pvg+어/ecx
왔으나	오/px+았/ep+으나/ecs
그렇다고	그렇다고/maj
큰	크/paa+ㄴ/etm
피해는	피해/ncn+는/jxc
엿보이지	엿보이/pvg+지/ecx
않았다	않/px+았/ep+다/ef
.	./sf
고대의	고대/ncn+의/jcm
유일한	유일/ncps+하/xsm+ㄴ/etm
천재라고	천재/ncn+라고/jcr
불리워졌던	불리우/pvg+어/ecx+지/px+었/ep+던/etm
성덕	성덕/nq
태자	태자/ncn
(	(/sl
聖德	聖德/nq
太子	太子/ncn
)	)/sr
는	는/jxc
양친이	양친/ncn+이/jcs
이모네끼리의	이모/ncn+네/xsn+끼리/xsn+의/jcm
사촌간이었고	사촌/ncn+간/nbn+이/jp+었/ep+고/ecs
그의	그/npp+의/jcm
할머니가	할머니/ncn+가/jcs
또한	또한/maj
이모네의	이모/ncn+네/xsn+의/jcm
누이라고	누이/ncn+라고/jcr
하는	하/pvg+는/etm
까다로운	까다롭/paa+ㄴ/etm
친족	친족/ncn
결혼이었다	결혼/ncn+이/jp+었/ep+다/ef
.	./sf
보통	보통/ncn
사람이라면	사람/ncn+이/jp+라면/ecs
증조부와	증조부/ncn+와/jcj
증조모가	증조모/ncn+가/jcs
4	4/nnc
명씩	명/nbu+씩/xsn
있어야	있/paa+어야/ecs
할	하/pvg+ㄹ/etm
터인데	터/nbn+이/jp+ㄴ데/ecs
성덕	성덕/nq
태자에게는	태자/ncn+에게/jca+는/jxc
증조부	증조부/ncn
2	2/nnc
명과	명/nbu+과/jcj
증조모	증조모/ncn
3	3/nnc
명	명/nbu
밖에	밖에/jxc
없었다.	없/paa+었/ep+다/ef+./sf
피의	피/ncn+의/jcm
농도를	농도/ncn+를/jco
말한다면	말/ncpa+하/xsv+ㄴ다/ef+면/ecs
숙부나	숙부/ncn+나/jcj
조카의	조카/ncn+의/jcm
결혼보다	결혼/ncn+보다/jca
더욱	더욱/mag
가까운	가깝/paa+ㄴ/etm
결혼이었다	결혼/ncn+이/jp+었/ep+다/ef
.	./sf
남과의	남/ncn+과/jct+의/jcm
결혼도	결혼/ncn+도/jxc
방심할	방심/ncpa+하/xsv+ㄹ/etm
수	수/nbn
없다	없/paa+다/ef
친족끼리의	친족/ncn+끼리/xsn+의/jcm
결혼이	결혼/ncn+이/jcs
절대로	절대로/mag
불안한	불안/ncps+하/xsm+ㄴ/etm
관계라고	관계/ncn+라고/jcr
주장하는	주장/ncpa+하/xsv+는/etm
그	그/mmd
이면에는	이면/ncn+에/jca+는/jxc
남과	남/ncn+과/jcj
인연을	인연/ncn+을/jco
맺어	맺/pvg+어/ecs
결혼하면	결혼/ncpa+하/xsv+면/ecs
안심이라는	안심/ncn+이/jp+라/ef+는/etm
생각이	생각/ncn+이/jcs
잠재하고	잠재/ncpa+하/xsv+고/ecx
있을	있/px+을/etm
수도	수/nbn+도/jxc
있다	있/paa+다/ef
.	./sf
예를	예/ncn+를/jco
들면	들/pvg+면/ecs
뱃속에서	뱃속/ncn+에서/jca
나올	나오/pvg+ㄹ/etm
때부터의	때/ncn+부터/jxc+의/jcm
벙어리	벙어리/ncn
중	중/nbn
60	60/nnc
%	%/su
는	는/jxc
타인끼리의	타인/ncn+끼리/xsn+의/jcm
결혼에서	결혼/ncn+에서/jca
태어났으며	태어나/pvg+았/ep+으며/ecs
30	30/nnc
%	%/su
정도만이	정도/ncn+만/jxc+이/jcs
사촌간의	사촌/ncn+간/nbn+의/jcm
결혼에서	결혼/ncn+에서/jca
태어난	태어나/pvg+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
째보나	째보/ncn+나/jcj
선천성	선천/ncn+성/xsn
고관절탈구	고관절/ncn+탈구/ncn
(	(/sl
先天性	先天性/ncn
股關節脫臼	股關節脫臼/ncn
)	)/sr
같은	같/paa+은/etm
기형아는	기형/ncn+아/xsn+는/jxc
90	90/nnc
%	%/su
이상이	이상/ncn+이/jcs
타인끼리의	타인/ncn+끼리/xsn+의/jcm
결혼에서	결혼/ncn+에서/jca
태어난	태어나/pvg+ㄴ/etm
자식들이고	자식/ncn+들/xsn+이/jp+고/ecc
사촌간의	사촌/ncn+간/nbn+의/jcm
결혼에서	결혼/ncn+에서/jca
태어난	태어나/pvg+ㄴ/etm
자식은	자식/ncn+은/jxc
10	10/nnc
%	%/su
에	에/jca
불과하다	불과/ncps+하/xsm+다/ef
.	./sf
이것만	이것/npd+만/jxc
보더라도	보/pvg+더라도/ecs
친족	친족/ncn
결혼	결혼/ncn
못지않게	못지않/paa+게/ecs
타인끼리의	타인/ncn+끼리/ncn+의/jcm
결혼에도	결혼/ncn+에/jca+도/jxc
태어날	태어나/pvg+ㄹ/etm
아기에	아기/ncn+에/jca
대한	대하/pvg+ㄴ/etm
위험은	위험/ncn+은/jxc
항상	항상/mag
우리의	우리/npp+의/jcm
가슴을	가슴/ncn+을/jco
조이고	조이/pvg+고/ecx
있다는	있/px+다/ef+는/etm
사실을	사실/ncn+을/jco
알	알/pvg+ㄹ/etm
수	수/nbn
있을	있/paa+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
일본	일본/nq
같은	같/paa+은/etm
나라의	나라/ncn+의/jcm
경우	경우/ncn
,	,/sp
친족	친족/ncn
결혼은	결혼/ncn+은/jxc
전국적으로	전국/ncn+적/xsn+으로/jca
5	5/nnc
6	6/nnc
%	%/su
선에	선/ncn+에/jca
이르고	이르/pvg+고/ecx
있는데	있/px+는데/ecs
대부분이	대부분/ncn+이/jcs
사촌끼리의	사촌/ncn+끼리/ncn+의/jcm
결혼이다	결혼/ncn+이/jp+다/ef
.	./sf
그런데	그런데/maj
뱃속에서	뱃속/ncn+에서/jca
갓	갓/mag
태어난	태어나/pvg+ㄴ/etm
벙어리는	벙어리/ncn+는/jxc
30	30/nnc
%	%/su
가	가/jcs
사촌끼리의	사촌/ncn+끼리/ncn+의/jcm
친족	친족/ncn
결혼에서	결혼/ncn+에서/jca
태어난	태어나/pvg+ㄴ/etm
아기이므로	아기/ncn+이/jp+므로/ecs
친족	친족/ncn
결혼에	결혼/ncn+에/jca
벙어리	벙어리/ncn
뿐만	뿐/nbn+만/jxc
아니라	아니/paa+라/ecs
배안	배/ncn+안/ncn
(	(/sl
內	內/ncn
)	)/sr
병으로는	병/ncn+으로/jca+는/jxc
친족결혼의	친족/ncn+결혼/ncn+의/jcm
경우가	경우/ncn+가/jcs
매우	매우/mag
위험하다는	위험/ncpa+하/xsv+다/ef+는/etm
사실은	사실/ncn+은/jxc
확실하다	확실/ncps+하/xsm+다/ef
.	./sf
선조나	선조/ncn+나/jcj
친척	친척/ncn
중에서	중/nbn+에서/jca
유전병	유전/ncn+병/ncn
환자가	환자/ncn+가/jcs
없다고	없/paa+다/ef+고/jcr
해도	하/pvg+어도/ecs
친족	친족/ncn
결혼의	결혼/ncn+의/jcm
피해는	피해/ncn+는/jxc
나타나고	나타나/pvg+고/ecx
있으니	있/px+으니/ecs
결코	결코/mag
안심할	안심/ncpa+하/xsv+ㄹ/etm
수	수/nbn
없는	없/paa+는/etm
일이다	일/ncn+이/jp+다/ef
.	./sf

위험의	위험/ncn+의/jcm
정도를	정도/ncn+를/jco
제비	제비/ncn
뽑는	뽑/pvg+는/etm
데에	데/nbn+에/jca
비한다면	비하/pvg+ㄴ다/ef+면/ecs
타인끼리의	타인/ncn+끼리/xsn+의/jcm
결혼에서	결혼/ncn+에서/jca
태어나는	태어나/pvg+는/etm
아기는	아기/ncn+는/jxc
1	1/nnc
명	명/nbu
중	중/nbn
60	60/nnc
명	명/nbu
이	이/jcs
나쁜	나쁘/paa+ㄴ/etm
제비를	제비/ncn+를/jco
뽑게	뽑/pvg+게/ecx
되고	되/px+고/ecc
사촌끼리의	사촌/ncn+끼리/xsn+의/jcm
결혼에서	결혼/ncn+에서/jca
태어나는	태어나/pvg+는/etm
아기는	아기/ncn+는/jxc
75	75/nnc
명이	명/nbu+이/jcs
뽑는다고	뽑/pvg+는다/ef+고/jcr
생각하면	생각/ncpa+하/xsv+면/ecs
될	되/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
친족	친족/ncn
과의	과/jct+의/jcm
결혼은	결혼/ncn+은/jxc
타인끼리의	타인/ncn+끼리/xsn+의/jcm
결혼에	결혼/ncn+에/jca
비해서	비하/pvg+어서/ecs
어느	어느/mmd
정도	정도/ncn
위험성이	위험/ncn+성/xsn+이/jcs
크지만	크/paa+지만/ecs
결코	결코/mag
절대로	절대로/mag
나쁘다고	나쁘/paa+다/ef+고/jcr
만은	만/jxc+은/jxc
얘기할	얘기/ncpa+하/xsv+ㄹ/etm
수	수/nbn
없다	없/paa+다/ef
.	./sf
어머니의	어머니/ncn+의/jcm
사촌으로부터	사촌/ncn+으로/jca+부터/jxc
결혼	결혼/ncn
신청이	신청/ncn+이/jcs
있어	있/paa+어/ecs
교제하고	교제/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
중인데	중/nbn+이/jp+ㄴ데/ecs
친족	친족/ncn
결혼이라는	결혼/ncn+이/jp+라/ef+는/etm
점이	점/ncn+이/jcs
마음에	마음/ncn+에/jca
걸린다고	걸리/pvg+ㄴ다/ef+고/jcr
한다	하/pvg+ㄴ다/ef
.	./sf
부모의	부모/ncn+의/jcm
어느	어느/mmd
한	한/nnc
편에서만	편/nbn+에서/jca+만/jxc
나쁜	나쁘/paa+ㄴ/etm
유전자를	유전/ncn+자/xsn+를/jco
받았을	받/pvg+았/ep+을/etm
경우에는	경우/ncn+에/jca+는/jxc
피해가	피해/ncn+가/jcs
적지만	적/paa+지만/ecs
만약	만약/mag
양쪽	양쪽/ncn
181938300  
부모로부터	부모/ncn+로/jca+부터/jxc
동일한	동일/ncpa+하/xsv+ㄴ/etm
종류의	종류/ncn+의/jcm
악질	악질/ncn
유전자를	유전/ncn+자/xsn+를/jco
한개씩	한/nnc+개/nbu+씩/xsn
받아서	받/pvg+아서/ecs
두	두/nnc
개가	개/nbu+가/jcc
되면	되/pvg+면/ecs
처음으로	처음/ncn+으로/jca
유전병의	유전/ncn+병/ncn+의/jcm
증세가	증세/ncn+가/jcs
나타나게	나타나/pvg+게/ecx
된다	되/px+ㄴ다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
경우	경우/ncn
양쪽	양쪽/ncn
부모는	부모/ncn+는/jxc
악질	악질/ncn
유전자를	유전/ncn+자/xsn+를/jco
한	한/nnc
개씩	개/nbu+씩/xsn
가지고	가지/pvg+고/ecx
있는	있/px+는/etm
보인자인데	보인/ncn+자/xsn+이/jp+ㄴ데/ecs
외견상으로는	외견/ncn+상/xsn+으로/jca+는/jxc
정상자와	정상/ncn+자/xsn+와/jct
거의	거의/mag
다를	다르/paa+ㄹ/etm
바	바/nbn
없다	없/paa+다/ef
.	./sf
아기에게	아기/ncn+에게/jca
악질	악질/ncn
유전자가	유전/ncn+자/xsn+가/jcs
겹친다	겹치/pvg+ㄴ다/ef
해도	하/pvg+어도/ecs
가령	가령/mag
벙어리의	벙어리/ncn+의/jcm
유전자와	유전/ncn+자/xsn+와/jcj
백자의	백자/ncn+의/jcm
유전자를	유전/ncn+자/xsn+를/jco
한	한/nnc
개씩	개/nbu+씩/xsn
갖는다면	갖/pvg+는다/ef+면/ecs
병은	병/ncn+은/jxc
나타나지	나타나/pvg+지/ecx
않는다	않/px+는다/ef
.	./sf
같은	같/paa+은/etm
종류의	종류/ncn+의/jcm
악질	악질/ncn
유전자가	유전/ncn+자/xsn+와/jcj
보인자가	보인/ncn+자/xsn+가/jcs
함께	함께/mag
결혼한다	결혼/ncpa+하/xsv+ㄴ다/ef
해도	하/pvg+어도/ecs
태어나는	태어나/pvg+는/etm
아기에게는	아기/ncn+에게/jca+는/jxc
해가	해/ncn+가/jcs
없다	없/paa+다/ef
.	./sf
친족	친족/ncn
결혼은	결혼/ncn+은/jxc
어느	어느/mmd
정도	정도/ncn
위험한가	위험/ncps+하/xsm+ㄴ가/ef
부부가	부부/ncn+가/jcs
우연히	우연/ncn+히/xsa
같은	같/paa+은/etm
종류의	종류/ncn+의/jcm
보인자일	보인/ncn+자/xsn+이/jp+ㄹ/etm
가능성은	가능/ncn+성/xsn+은/jxc
타인끼리의	타인/ncn+끼리/xsn+의/jcm
결혼에서도	결혼/ncn+에서/jca+도/jxc
있지만	있/paa+지만/ecs
친족	친족/ncn
과의	과/jct+의/jcm
결혼이면	결혼/ncn+이/jp+면/ecs
가까운	가깝/paa+ㄴ/etm
선조가	선조/ncn+가/jcs
공통이므로	공통/ncn+이/jp+므로/ecs
그	그/mmd
기회가	기회/ncn+가/jcs
많아진다	많/paa+아/ecx+지/px+ㄴ다/ef
.	./sf
예를	예/ncn+를/jco
들면	들/pvg+면/ecs
백자	백자/ncn
유전자의	유전/ncn+자/xsn+의/jcm
보인자	보인/ncn+자/xsn
끼리	끼리/xsn
결혼하는	결혼/ncpa+하/xsv+는/etm
비율은	비율/ncn+은/jxc
타인	타인/ncn
끼리라면	끼리/xsn+라면/ecs
1	1/nnc
만	만/nnc
쌍의	쌍/nbu+의/jcm
부부	부부/ncn
중	중/nbn
한	한/nnc
쌍	쌍/nbu
정도이지만	정도/ncn+이/jp+지만/ecs
사촌간이라면	사촌/ncn+간/nbn+이/jp+라면/ecs
800	800/nnc
쌍에	쌍/nbu+에/jca
한	한/nnc
쌍	쌍/nbu
정도이다	정도/ncn+이/jp+다/ef
.	./sf
예를	예/ncn+를/jco
들면	들/pvg+면/ecs
배안	배안/ncn
(	(/sl
배안	배안/ncn
)	)/sr
의	의/jcm
벙어리	벙어리/ncn
출산율은	출산/ncn+율/xsn+은/jxc
타인끼리의	타인/ncn+끼리/xsn+의/jcm
결혼에서	결혼/ncn+에서/jca
1만	1만/nnc
명	명/nbu
중	중/nbn
1	1/nnc
