<tdmsfile>
sbs.hwp
외환당국	외환/ncn+당국/ncn
하는	하/pvg+는/etm
것	것/nbn
아니냐	아니/paa+냐/ef
이런	이런/mmd
얘기가	얘기/ncn+가/jcs
있는데	있/paa+는데/ecs
저는	저/npp+는/jxc
그얘기가	그/mmd+얘기/ncn+가/jcs
맞다고	맞/pvg+다/ef+고/jcr
봅니다.	보/pvg+ㅂ니다/ef+./sf
 code error 
상식에	상식/ncn+에/jca
맞다고	맞/pvg+다/ef+고/jcr
보구요"	보/pvg+구/ef+요/jxf+"/sr
보구요"	"/sr
이인제	이인제/nq
"대통령이	"/sr+대통령/ncn+이/jcs
되면	되/pvg+면/ecs
되고	되/pvg+고/ecs
안되면	안되/pvg+면/ecs
안되는	안되/pvg+는/etm
것이지	것/nbn+이/jp+지/ef
다른	다르/paa+ㄴ/etm
사람의	사람/ncn+의/jcm
지지도를	지지/ncn+도/xsn+를/jco
훔쳐	훔치/pvg+어/ecs
가지고	가지/pvg+고/ecs
대통령이	대통령/ncn+이/jcs
되겠다고	되/pvg+겠/ep+다/ef+고/jcr
하는	하/pvg+는/etm
것은	것/nbn+은/jxc
올바른	올바르/paa+ㄴ/etm
자세가	자세/ncn+가/jcs
아니라고	아니/paa+라/ef+고/jcr
생각합니다.	생각/ncpa+하/xsv+ㅂ니다/ef+./sf
"	"/sl
경선불복에	경선/ncn+불복/ncn+에/jca
대해서는	대하/pvg+어서/ecs+는/jxc
이회창	이회창/nq
이인제	이인제/nq
두후보가	두/nnc+후보/ncn+가/jcs
서로	서로/mag
상대를	상대/ncn+를/jco
공격했고	공격/ncpa+하/xsv+었/ep+고/ecs
정계은퇴문제에	정계/ncn+은퇴/ncn+문제/ncn+에/jca
관해서는	관하/pvg+어서/ecs+는/jxc
이회창,	이회창/nq+,/sp
김대중	김대중/nq
두	두/nnc
후보가	후보/ncn+가/jcs
맞섰습니다.	맞서/pvg+었/ep+습니다/ef+./sf
이회창	이회창/nq
"이인제	"이인제/nq
후보는	후보/ncn+는/jxc
저희	저희/npp
당에서	당/ncn+에서/jca
경선	경선/ncn
때	때/ncn
16번	16/nnc+번/nbu
다니면서	다니/pvg+면서/ecs
결과에	결과/ncn+에/jca
승복하겠다고	승복/ncpa+하/xsv+겠/ep+다/ef+고/jcr
약속을	약속/ncn+을/jco
했습니다.	하/pvg+었/ep+습니다/ef+./sf
이것을	이것/npd+을/jco
짓밟고	짓밟/pvg+고/ecx
나가서	나가/px+아서/ecs
순전히	순전/ncn+히/xsa
여론지지도가	여론/ncn+지지/ncn+도/xsn+가/jcs
높다고	높/paa+다/ef+고/jcr
나가서	나가/pvg+아서/ecs
결국	결국/mag
당을	당/ncn+을/jco
만들고	만들/pvg+고/ecs
지금	지금/ncn
나와	나오/pvg+아/ecx
있습니다.	있/px+습니다/ef+./sf
"	"/sl
이인제	이인제/nq
"경선에	"/sr+경선/ncn+에/jca
관해	관하/pvg+어/ecs
얘기를	얘기/ncn+를/jco
하셨는데	하/pvg+시/ep+었/ep+는데/ecs
저는	저/npp+는/jxc
솔직히	솔직/ncn+히/xsa
두	두/nnc
아들을	아들/ncn+을/jco
군에	군/ncn+에/jca
안보낸	안/mag+보내/pvg+ㄴ/etm
분이	분/nbn+이/jcs
70만	70만/nnc
국군을	국군/ncn+을/jco
통솔할	통솔/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있겠는가	있/paa+겠/ep+는가/ef
여기에	여기/npd+에/jca
의문을	의문/ncn+을/jco
제기하고	제기/ncpa+하/xsv+고/ecs
독자출마를	독자/ncn+출마/ncn+를/jco
결심했습니다.	결심/ncpa+하/xsv+었/ep+습니다/ef+./sf
"	"/sl
김대중	김대중/nq
"미국에서	"/sl+미국/nq+에서/jca
닉슨이나	닉슨/nq+이나/jcj
프랑스에서	프랑스/nq+에서/jca
드골이	드골/nq+이/jcs
정계은퇴	정계/ncn+은퇴/ncn
선언했다가	선언/ncpa+하/xsv+었/ep+다가/ecs
다시	다시/mag
나왔습니다	나오/pvg+았/ep+습니다/ef
그러나	그러나/maj
그것이	그것/npd+이/jcs
청소년	청소년/ncn
교육에	교육/ncn+에/jca
문제가	문제/ncn+가/jcs
있었다'	있/paa+었/ep+다/ef+'/sr
이런	이런/mmd
얘기	얘기/ncn
못	못/mag
들었습니다.	듣/pvg+었/ep+습니다/ef+./sf
우리나라에서	우리/npp+나라/ncn+에서/jca
김영삼	김영삼/nq
대통령도	대통령/ncn+도/jxc
정계은퇴	정계/ncn+은퇴/ncn
했다가	하/pvg+었/ep+다가/ecs
나왔습니다"	나오/pvg+았/ep+습니다/ef+"/sr
이회창	이회창/nq
"우선	"/sl+우선/mag
닉슨,드골,김영삼	닉슨/nq+,/sp+드골/nq+,/sp+김영삼/nq
대통령	대통령/ncn
이렇게	이렇/pad+게/ecs
예를	예/ncn+를/jco
드셨는데	들/pvg+시/ep+었/ep+는데/ecs
그것은	그것/npd+은/jxc
전혀	전혀/mag
다릅니다	다르/paa+ㅂ니다/ef
이분들이	이/mmd+분/nbn+들/xsn+이/jcs
김대중	김대중/nq
후보처럼	후보/ncn+처럼/jca
국민앞에	국민/ncn+앞/ncn+에/jca
눈물	눈물/ncn
흘리면서	흘리/pvg+면서/ecs
다시	다시/mag
안나오겠다	안/mag+나오/pvg+겠/ep+다/ef
말한	말/ncpa+하/xsv+ㄴ/etm
일	일/ncn
없습니다"	없/paa+습니다/ef+"/sr
.	./sp
세	세/nnc
후보는	후보/ncn+는/jxc
이밖에도	이/npd+밖에/jxc+도/jxc
한나라당이	한나라당/nq+이/jcs
제기한	제기/ncpa+하/xsv+ㄴ/etm
김대중	김대중/nq
후보	후보/ncn
비자금	비자/ncn+금/xsn
의혹의	의혹/ncn+의/jcm
문제	문제/ncn
제기방식과	제기/ncn+방식/ncn+과/jcj
내용을	내용/ncn+을/jco
둘러싸고도	두르/pvg+어/ecs+싸/pvg+고/ecs+도/jxc
지난	지나/pvg+ㄴ/etm
두차례의	두/nnc+차례/nbu+의/jcm
텔레비젼	텔레비젼/ncn
토론회	토론/ncn+회/xsn
때와	때/ncn+와/jct
같은	같/paa+은/etm
논리로	논리/ncn+로/jca
설전을	설전/ncn+을/jco
거듭했습니다.	거듭/ncpa+하/xsv+었/ep+습니다/ef+./sf
SBS	SBS/f
성회용입니다.	성회용/nq+이/jp+ㅂ니다/ef+./sf
정책	정책/ncn
대결도	대결/ncn+도/jxc
치열	치열/ncn
세	세/nnc
후보들은	후보/ncn+들/xsn+은/jxc
전자주민카드	전자/ncn+주민/ncn+카드/ncn
도입과	도입/ncn+과/jcj
그린벨트	그린벨트/ncn
해제,	해제/ncn+,/sp
그리고	그리고/maj
위성방송법안	위성/ncn+방송/ncn+법안/ncn
처리방안	처리/ncn+방안/ncn
등	등/ncn
사회.	사회/ncn+./sf
문화	문화/ncn
분야의	분야/ncn+의/jcm
쟁점을	쟁점/ncn+을/jco
둘러싸고도	두르/pvg+어/ecs+싸/pvg+고/ecs+도/jxc
치열한	치열/ncps+하/xsm+ㄴ/etm
논리대결을	논리/ncn+대결/ncn+을/jco
펼쳤습니다.	펼치/pvg+었/ep+습니다/ef+./sf
최웅기	최웅기/nq
기자의	기자/ncn+의/jcm
보돕니다.	보도/ncn+ㅂ니다/ef+./sf
먼저	먼저/mag
사생활	사생활/ncn
침해라는	침해/ncn+라/ef+는/etm
일각의	일각/ncn+의/jcm
우려	우려/ncn
속에서	속/ncn+에서/jca
오는	오/pvg+는/etm
99년부터	99/nno+년/nbu+부터/jxc
도입될	도입/ncpa+되/xsv+ㄹ/etm
예정인	예정/ncn+이/jp+ㄴ/etm
전자주민카드	전자/ncn+주민/ncn+카드/ncn
제도에	제도/ncn+에/jca
대해서는	대하/pvg+어서/ecs+는/jxc
각	각/mma
후보들의	후보/ncn+들/xsn+의/jcm
입장이	입장/ncn+이/jcs
조금씩	조금/ncn+씩/xsn
달랐습니다.	다르/paa+았/ep+습니다/ef+./sf
이인제	이인제/nq
후보.	후보/ncn+./sf
사생활	사생활/ncn
보호돼야	보호/ncpa+되/xsv+어야/ecs
한다.	하/px+ㄴ다/ef+./sf
사회적	사회/ncn+적/xsn
공감대	공감/ncn+대/xsn
형성해	형성/ncpa+하/xsv+어/ecs
점차적으로	점차/ncn+적/xsn+으로/jca
시행해야	시행/ncpa+하/xsv+어야/ecs
한다.	하/px+ㄴ다/ef+./sf
김대중	김대중/nq
후보.	후보/ncn+./sf
원칙적으로	원칙/ncn+적/xsn+으로/jca
찬성하지	찬성/ncpa+하/xsv+지/ecx
않는다.	않/px+는다/ef+./sf
정부의	정부/ncn+의/jcm
행정편의만	행정/ncn+편의/ncn+만/jxc
고려하고	고려/ncpa+하/xsv+고/ecs
사생활보호	사생활/ncn+보호/ncn
무시한	무시/ncpa+하/xsv+ㄴ/etm
것이다.	것/nbn+이/jp+다/ef+./sf
이회창	이회창/nq
후보.	후보/ncn+./sf
국회에서	국회/ncn+에서/jca
전자주민카드제도를	전자/ncn+주민/ncn+카드/ncn+제도/ncn+를/jco
여야가	여야/ncn+가/jcs
합의하는	합의/ncpa+하/xsv+는/etm
과정에서	과정/ncn+에서/jca
수록되는	수록/ncpa+되/xsv+는/etm
정보를	정보/ncn+를/jco
최소한	최소한/ncn
줄였다.	줄이/pvg+었/ep+다/ef+./sf
이어	잇/pvg+어/ecs
그린벨트	그린벨트/ncn
해제문제.	해제/ncn+문제/ncn+./sf
3당	3/nnc+당/nbu
후보들은	후보/ncn+들/xsn+은/jxc
그린	그린/ncn
벨트의	벨트/ncn+의/jcm
일부	일부/ncn
불합리한	불/xp+합리/ncps+하/xsm+ㄴ/etm
점을	점/ncn+을/jco
지적하는데는	지적/ncpa+하/xsv+는데/ecs+는/jxc
목소리를	목소리/ncn+를/jco
같이	같/paa+이/ecs
하면서도	하/pvg+면서/ecs+도/jxc
대안제시에	대안/ncn+제시/ncn+에/jca
있어서는	있/paa+어서/ecs+는/jxc
다소	다소/mag
의견을	의견/ncn+을/jco
달리했습니다.	달리/ncpa+하/xsv+었/ep+습니다/ef+./sf
이인제	이인제/nq
후보.	후보/ncn+./sf
규제완화	규제/ncn+완화/ncn
필요,	필요/ncn+,/sp
그러나	그러나/maj
매수는	매수/ncn+는/jxc
재원마련에	재원/ncn+마련/ncn+에/jca
문제.	문제/ncn+./sf
김대중	김대중/nq
후보.	후보/ncn+./sf
그린벨트는	그린벨트/ncn+는/jxc
과학적으로	과학/ncn+적/xsn+으로/jca
검토돼야	검토/ncpa+되/xsv+어야/ecs
철저한	철저/ncps+하/xsm+ㄴ/etm
재검증이	재/xp+검증/ncn+이/jcs
필요하다.	필요/ncps+하/xsm+다/ef+./sf
이회창	이회창/nq
후보.	후보/ncn+./sf
재검토돼야한다	재/xp+검토/ncn+되/xsv+어야/ecs+하/px+ㄴ다/ef
그러나	그러나/maj
당정간에	당정/ncn+간/nbn+에/jca
사전	사전/ncn
조화가	조화/ncn+가/jcs
있어야	있/paa+어야/ecs
한다.	하/px+ㄴ다/ef+./sf
위성방송에	위성/ncn+방송/ncn+에/jca
대기업의	대/xp+기업/ncn+의/jcm
참여를	참여/ncn+를/jco
허용할	허용/ncpa+하/xsv+ㄹ/etm
것인가.	것/nbn+이/jp+ㄴ가/ef+./sf
김대중	김대중/nq
후보는	후보/ncn+는/jxc
대기업보다는	대/xp+기업/ncn+보다/jca+는/jxc
중소기업의	중소/ncn+기업/ncn+의/jcm
컨소시엄	컨소시엄/ncn
형식을	형식/ncn+을/jco
그리고	그리고/maj
이회창.	이회창/nq+./sf
이인제	이인제/nq
후보는	후보/ncn+는/jxc
대기업의	대/xp+기업/ncn+의/jcm
참여	참여/ncn
필요성을	필요/ncn+성/xsn+을/jco
인정했습니다.	인정/ncpa+하/xsv+었/ep+습니다/ef+./sf
김대중	김대중/nq
후보.	후보/ncn+./sf
뭐든지	무어/npd+든지/jxc
대기업	대/xp+기업/ncn
아니면	아니/paa+면/ecs
안되는	안되/pvg+는/etm
게	거/nbn+이/jcc
아니다.	아니/paa+다/ef+./sf
재벌의	재벌/ncn+의/jcm
언론지배를	언론/ncn+지배/ncn+를/jco
막기	막/pvg+기/etn
위해서라도	위하/pvg+어서/ecs+라도/ecs
중소기업	중소/ncn+기업/ncn
컨소시엄.	컨소시엄/ncn+./sf
이회창	이회창/nq
후보.	후보/ncn+./sf
대기업의	대/xp+기업/ncn+의/jcm
경쟁력이	경쟁/ncn+력/xsn+이/jcs
필요한	필요/ncps+하/xsm+ㄴ/etm
부분이	부분/ncn+이/jcs
있다.	있/paa+다/ef+./sf
대기업을	대/xp+기업/ncn+을/jco
참여시키되	참여/ncpa+시키/xsv+되/ecs
대기업에	대/xp+기업/ncn+에/jca
집중되지	집중/ncpa+되/xsv+지/ecx
않고	않/px+고/ecs
지분을	지분/ncn+을/jco
제한하는게	제한/ncpa+하/xsv+는/etm+거/nbn+이/jcs
필요하다.	필요/ncps+하/xsm+다/ef+./sf
이인제	이인제/nq
후보.	후보/ncn+./sf
대기업의	대/xp+기업/ncn+의/jcm
경쟁력이	경쟁/ncn+력/xsn+이/jcs
필요한	필요/ncps+하/xsm+ㄴ/etm
부분이	부분/ncn+이/jcs
있다.	있/paa+다/ef+./sf
중소기업에도	중소/ncn+기업/ncn+에/jca+도/jxc
주고	주/pvg+고/ecs
일정부분과	일정/ncn+부분/ncn+과/jcj
대기업에	대/xp+기업/ncn+에/jca
주는	주/pvg+는/etm
게	거/nbn+이/jcs
필요하다.	필요/ncps+하/xsm+다/ef+./sf
환경보호를	환경/ncn+보호/ncn+를/jco
강화하기	강화/ncpa+하/xsv+기/etn
위한	위하/pvg+ㄴ/etm
방안으로	방안/ncn+으로/jca
이회창	이회창/nq
후보는	후보/ncn+는/jxc
환경친화적	환경/ncn+친화/ncn+적/xsn
정책개발,	정책/ncn+개발/ncn+,/sp
김대중	김대중/nq
후보는	후보/ncn+는/jxc
환경부의	환경/ncn+부/ncn+의/jcm
권한	권한/ncn
강화,	강화/ncn+,/sp
그리고	그리고/maj
이인제	이인제/nq
후보는	후보/ncn+는/jxc
환경특별회계의	환경/ncn+특별/ncn+회계/ncn+의/jcm
설치를	설치/ncn+를/jco
강조했습니다.	강조/ncpa+하/xsv+었/ep+습니다/ef+./sf
3당	3/nnc+당/nbu
후보들은	후보/ncn+들/xsn+은/jxc
또	또/mag
영화	영화/ncn
등	등/nbn
예술물에	예술/ncn+물/xsn+에/jca
대한	대하/pvg+ㄴ/etm
사전	사전/ncn
검열은	검열/ncn+은/jxc
철폐돼야	철폐/ncpa+되/xsv+어야/ecs
한다고	하/px+ㄴ다/ef+고/jcr
한	한/nnc
목소리를	목소리/ncn+를/jco
냈고	내/pvg+었/ep+고/ecs
일본의	일본/nq+의/jcm
대중	대중/ncn
문화에	문화/ncn+에/jca
대해서는	대하/pvg+어서/ecs+는/jxc
한정된	한정/ncpa+되/xsv+ㄴ/etm
범위안에서	범위/ncn+안/ncn+에서/jca
도입	도입/ncn
필요성을	필요/ncn+성/xsn+을/jco
인정했습니다.	인정/ncpa+하/xsv+었/ep+습니다/ef+./sf
SBS	SBS/f
최웅깁니다.	최웅기/nq+ㅂ니다/ef+./sf
수도권이	수도/ncn+권/xsn+이/jcs
승부처	승부/ncn+처/xsn
대선이	대선/ncn+이/jcs
불과	불과/mag
나흘앞으로	나흘/ncn+앞/ncn+으로/jca
다가왔습니다.	다가오/pvg+았/ep+습니다/ef+./sf
그러나	그러나/maj
IMF파장이	IMF/f+파장/ncn+이/jcs
대선정국에	대선/ncn+정국/ncn+에/jca
찬바람을	차/paa+ㄴ/etm+바람/ncn+을/jco
몰고오면서	몰/pvg+고/ecs+오/pvg+면서/ecs
대선판도는	대선/ncn+판도/ncn+는/jxc
혼미를	혼미/ncn+를/jco
거듭하고	거듭/ncpa+하/xsv+고/ecx
있습니다.	있/px+습니다/ef+./sf
세후보들은	세/nnc+후보/ncn+들/xsn+은/jxc
유권자의	유권/ncn+자/xsn+의/jcm
45%를	45/nnc+%/su+를/jco
차지하는	차지/ncpa+하/xsv+는/etm
수도권이	수도/ncn+권/xsn+이/jcs
최대	최대/ncn
승부처가	승부/ncn+처/xsn+가/jcs
될	되/pvg+ㄹ/etm
것이란	것/nbn+이/jp+라/ef+ㄴ/etm
판단아래	판단/ncn+아래/ncn
마지막	마지막/ncn
승부를	승부/ncn+를/jco
준비하고	준비/ncpa+하/xsv+고/ecx
있습니다.	있/px+습니다/ef+./sf
백수현기자의	백수현/nq+기자/ncn+의/jcm
보돕니다.	보도/ncn+ㅂ니다/ef+./sf
대선까지는	대선/ncn+까지/jxc+는/jxc
이제	이제/ncn
나흘.	나흘/ncn+./sf
그러나	그러나/maj
IMF파장으로	IMF/f+파장/ncn+으로/jca
부동층이	부동/ncn+층/xsn+이/jcs
오히려	오히려/mag
늘어나는	늘/pvg+어/ecx+나/px+는/etm
추세를	추세/ncn+를/jco
보이고	보이/pvg+고/ecx
있어	있/px+어/ecs
선거전	선거/ncn+전/xsn
판세는	판세/ncn+는/jxc
아직	아직/mag
혼미합니다.	혼미/ncps+하/xsm+ㅂ니다/ef+./sf
현재	현재/ncn
각당이	각/mma+당/xsn+이/jcs
추산하는	추산/ncpa+하/xsv+는/etm
부동층은	부동/ncn+층/xsn+은/jxc
20에서	20/nnc+에서/jca
25%	25/nnc+%/su
안팎.	안팎/ncn+./sf
이회창,	이회창/nq+,/sp
김대중	김대중/nq
후보의	후보/ncn+의/jcm
선두다툼,	선두/nbn+다툼/ncn+,/sp
이인제	이인제/nq
후보의	후보/ncn+의/jcm
추격이라는	추격/ncpa+이/jp+라/ef+는/etm
2강1중	2/nnc+강/ncn+1/nnc+중/ncn
구도가	구도/ncn+가/jcs
계속되고	계속/ncpa+되/xsv+고/ecx
있지만	있/px+지만/ecs
권역별	권역/ncn+별/xsn
판세에대한	판세/ncn+에/ncn+대하/pvg+ㄴ/etm
각당의	각/mma+당/xsn+의/jcm
주장은	주장/ncn+은/jxc
다릅니다.	다르/paa+ㅂ니다/ef+./sf
한나라당은	한나라당/nq+은/jxc
대구	대구/nq
경북을	경북/nq+을/jco
절대우세지역으로,	절대/ncn+우세/ncn+지역/ncn+으로/jca+,/sp
강원과	강원/nq+과/jcj
부산	부산/nq
경남은	경남/nq+은/jxc
우세지역,	우세/ncn+지역/ncn+,/sp
호남과	호남/nq+과/jcj
대전충남은	대전/nq+충남/nq+은/jxc
열세지역으로	열세/ncn+지역/ncn+으로/jca
수도권과	수도/ncn+권/xsn+과/jcj
충북은	충북/nq+은/jxc
혼전지역으로	혼전/ncn+지역/ncn+으로/jca
꼽고	꼽/pvg+고/ecx
있습니다.	있/px+습니다/ef+./sf
국민회의는	국민회의/nq+는/jxc
호남을	호남/nq+을/jco
절대우세지역,	절대/ncn+우세/ncpa+지역/ncn+,/sp
충청과	충청/nq+과/jcj
수도권을	수도/ncn+권/xsn+을/jco
우세지역,	우세/ncn+지역/ncn+,/sp
영남을	영남/nq+을/jco
열세지역으로	열세/ncn+지역/ncn+으로/jca
판단하고	판단/ncpa+하/xsv+고/ecx
있습니다.	있/px+습니다/ef+./sf
국민신당은	국민신당/nq+은/jxc
부산경남에서의	부산/nq+경남/nq+에서/jca+의/jcm
우세를	우세/ncn+를/jco
주장하며	주장/ncpa+하/xsv+며/ecs
수도권에서의	수도/ncn+권/xsn+에서/jca+의/jcm
선전을	선전/ncn+을/jco
기대하고	기대/ncpa+하/xsv+고/ecx
있습니다.	있/px+습니다/ef+./sf
이런	이런/mmd
차이에도	차이/ncn+에/jca+도/jxc
불구하고	불구/ncpa+하/xsv+고/ecs
3당은	3/nnc+당/nbu+은/jxc
유권자의	유권/ncn+자/xsn+의/jcm
45%가	45/nnc+%/su+가/jcs
몰려있는	몰리/pvg+어/ecx+있/px+는/etm
수도권표의	수도/ncn+권/xsn+표/ncn+의/jcm
추이,	추이/ncn+,/sp
그리고	그리고/maj
부산	부산/nq
경남표의	경남/nq+표/ncn+의/jcm
쏠림여부가	쏠림/ncn+여부/ncn+가/jcs
대권의	대권/ncn+의/jcm
향배를	향배/ncn+를/jco
결정할	결정/ncpa+하/xsv+ㄹ/etm
것이라는데	것/nbn+이/jp+라/ef+는/etm+데/nbn
일치합니다	일치/ncpa+하/xsv+ㅂ니다/ef
이에	이/npd+에/jca
띠라	따르/pvg+아/ecs
이회창후보는	이회창/nq+후보/ncn+는/jxc
내일부터	내일/ncn+부터/jxc
사흘간	사흘/ncn+간/xsn
수도권유세로	수도/ncn+권/xsn+유세/ncn+로/jca
막판	막판/ncn
바람몰이에	바람/ncn+몰이/ncn+에/jca
나설	나서/pvg+ㄹ/etm
예정이며	예정/ncn+이/jp+며/ecs
부산경남은	부산/nq+경남/nq+은/jxc
한인옥여사가	한인옥/nq+여사/ncn+가/jcs
상주하며	상주/ncpa+하/xsv+며/ecs
사표방지심리에	사표/ncn+방지/ncn+심리/ncn+에/jca
호소한다는	호소/ncpa+하/xsv+ㄴ다/ef+는/etm
전략입니다.	전략/ncn+이/jp+ㅂ니다/ef+./sf
김대중후보는	김대중/nq+후보/ncn+는/jxc
수도권에서의	수도/ncn+권/xsn+에서/jca+의/jcm
전통적	전통/ncn+적/xsn
우위	우위/ncn
확보로	확보/ncn+로/jca
이회창후보와의	이회창/nq+후보/ncn+와/jct+의/jcm
표차를	표차/ncn+를/jco
벌인다는	벌이/pvg+ㄴ다/ef+는/etm
목표아래	목표/ncn+아래/ncn
남은	남/ncn+은/jxc
일정을	일정/ncn+을/jco
모두	모두/mag
수도권	수도/ncn+권/xsn
유세로	유세/ncpa+로/jca
짜놓고	짜/pvg+아/ecx+놓/px+고/ecx
있습니다.	있/px+습니다/ef+./sf
이인제후보는	이인제/nq+후보/ncn+는/jxc
오늘	오늘/ncn
TV토론회가	TV/f+토론/ncn+회/xsn+가/jcs
끝난	끝나/pvg+ㄴ/etm
뒤	뒤/ncn
곧바로	곧바로/mag
부산경남에	부산/nq+경남/nq+에/jca
내려가	내려가/pvg+아/ecs
유세를	유세/ncn+를/jco
벌인	벌이/pvg+ㄴ/etm
뒤	뒤/ncn
선거일	선거/ncn+일/xsn
하루전	하루/ncn+전/ncn
수도권에서	수도/ncn+권/xsn+에서/jca
득표전을	득표/ncpa+전/ncn+을/jco
벌일	벌이/pvg+ㄹ/etm
계획입니다.	계획/ncpa+이/jp+ㅂ니다/ef+./sf
이처럼	이/npd+처럼/jca
세후보간	세/nnc+후보/ncn+간/nbn
사활을	사활/ncn+을/jco
건	걸/pvg+ㄴ/etm
막판	막판/ncn
승부가	승부/ncn+가/jcs
펼쳐지면서	펼치/pvg+어/ecx+지/px+면서/ecs
이슈를	이슈/ncn+를/jco
선점하기	선점/ncpa+하/xsv+기/etn
위한	위/ncpa+하/xsv+ㄴ/etm
공방전도	공방/ncn+전/xsn+도/jxc
극에	극/ncn+에/jca
달할	달하/pvg+ㄹ/etm
것으로	것/nbn+으로/jca
전망됩니다.	전망/ncpa+되/xsv+ㅂ니다/ef+./sf
SBS	SBS/f
백수현입니다.	백수현/nq+이/jp+ㅂ니다/ef+./sf
마지막	마지막/ncn
휴일	휴일/ncn
유세	유세/ncn
대선후보들이	대선/ncn+후보/ncn+들/xsn+이/jcs
TV토론회	TV/f+토론/ncn+회/xsn
준비에	준비/ncn+에/jca
전념한	전념/ncpa+하/xsv+ㄴ/etm
오늘	오늘/ncn
각	각/mma
후보진영의	후보/ncn+진영/ncn+의/jcm
지도부와	지도/ncn+부/xsn+와/jcj
유세팀은	유세/ncn+팀/ncn+은/jxc
전략지역에서	전략/ncn+지역/ncn+에서/jca
막판	막판/ncn
총력	총력/ncn
유세전을	유세/ncn+전/xsn+을/jco
폈습니다.	펴/pvg+었/ep+습니다/ef+./sf
장현규기자의	장현규/nq+기자/ncn+의/jcm
보돕니다.	보도/ncn+ㅂ니다/ef+./sf
대선	대선/ncn
나흘을	나흘/ncn+을/jco
남겨놓은	남기/pvg+어/ecx+놓/px+은/etm
마지막	마지막/ncn
휴일인	휴일/ncn+이/jp+ㄴ/etm
오늘,	오늘/ncn+,/sp
한나라당	한나라당/nq
조순	조순/nq
총재는	총재/ncn+는/jxc
출신지인	출신/ncn+지/xsn+이/jp+ㄴ/etm
강원도	강원도/nq
양양과	양양/nq+과/jcj
속초.	속초/nq+./sf
춘천을	춘천/nq+을/jco
돌며	돌/pvg+며/ecs
이회창후보의	이회창/nq+후보/ncn+의/jcm
지지세	지지/ncpa+세/xsn
확산에	확산/ncn+에/jca
전력을	전력/ncn+을/jco
다했습니다.	다하/pvg+었/ep+습니다/ef+./sf
이기택	이기택/nq
선대위의장	선대위/ncn+의장/ncn
역시	역시/mag
연고지인	연고/ncn+지/xsn+이/jp+ㄴ/etm
부산에서	부산/nq+에서/jca
득표전을	득표/ncn+전/xsn+을/jco
펼쳤고,	펼치/pvg+었/ep+고/ecc+,/sp
김덕룡	김덕룡/nq
선대위원장은	선대위/ncn+원장/ncn+은/jxc
새물결유세단과	새물결유세단/nq+과/jct
함께	함께/mag
수도권등	수도/ncn+권/xsn+등/nbn
전략지역	전략/ncn+지역/ncn
공략을	공략/ncn+을/jco
계속했습니다.	계속/ncpa+하/xsv+었/ep+습니다/ef+./sf
자민련	자민련/nq
김종필	김종필/nq
명예총재와	명예/ncn+총재/ncn+와/jcj
박태준총재는	박태준/nq+총재/ncn+는/jxc
서부경남과	서부/ncn+경남/nq+과/jcj
수원에서	수원/nq+에서/jca
정권교체의	정권/ncn+교체/ncn+의/jcm
필요성을	필요/ncn+성/xsn+을/jco
강조하며	강조/ncpa+하/xsv+며/ecs
김대중	김대중/nq
후보의	후보/ncn+의/jcm
지지를	지지/ncn+를/jco
호소했습니다.	호소/ncpa+하/xsv+었/ep+습니다/ef+./sf
파랑새	nq[파랑새/nq
유세단과	유세/ncn+단/xsn]nq+과/jcj
안보특위유세단도	안보특위유세단/nq+도/jxc
수도권과	수도/ncn+권/xsn+과/jcj
전방지역에	전방/ncn+지역/ncn+에/jca
