<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0024.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0024.txt </filename>
<title>문학비평론  </title>
<author>홍문표  </author>
<date>1993  </date>
<publisher>양문각  </publisher>
<kdc>809  </kdc>
<ddc>801.95  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
1.	1/nno+./sf
작품들과의	작품/ncn+들/xsn+과/jct+의/jcm
관련을	관련/ncn+을/jco
결정한다	결정/ncpa+하/xsv+ㄴ다/ef
.	./sf
이상과	이상/ncn+과/jct
같은	같/paa+은/etm
몇	몇/mma
가지	가지/nbu
활동들이	활동/ncn+들/xsn+이/jcs
실천에	실천/ncn+에/jca
옮겨질	옮기/pvg+어/ecx+지/px+ㄹ/etm
때	때/ncn
,	,/sp
중복되는	중복/ncpa+되/xsv+는/etm
경향이	경향/ncn+이/jcs
있다	있/paa+다/ef
할지라도	하/pvg+ㄹ지라도/ecs
,	,/sp
역사적	역사/ncn+적/xsn
비평가는	비평/ncn+가/xsn+는/jxc
자신의	자신/ncn+의/jcm
특수한	특수/ncps+하/xsm+ㄴ/etm
관심사가	관심/ncn+사/xsn+가/jcs
무엇이든지	무엇/npd+이/jp+든지/ecs
간에	간/nbn+에/jca
,	,/sp
지식을	지식/ncn+을/jco
비평행위의	비평/ncn+행위/ncn+의/jcm
필수적	필수/ncn+적/xsn
요건이라고	요건/ncn+이/jp+라/ef+고/jcr
본다	보/pvg+ㄴ다/ef
.	./sf
역사적	역사/ncn+적/xsn
비평가에게	비평/ncn+가/xsn+에게/jca
있어서는	있/paa+어서/ecs+는/jxc
,	,/sp
문학	문학/ncn
연구의	연구/ncn+의/jcm
기능은	기능/ncn+은/jxc
비평의	비평/ncn+의/jcm
기능과	기능/ncn+과/jct
분리될	분리/ncpa+되/xsv+ㄹ/etm
수	수/nbn
없다	없/paa+다/ef
.	./sf
그리고	그리고/maj
설사	설사/mag
이러한	이러하/pad+ㄴ/etm
기능들이	기능/ncn+들/xsn+이/jcs
분리된다고	분리/ncpa+되/xsv+ㄴ다/ef+고/ecx
하더라도	하/px+더라도/ecs
,	,/sp
그것은	그것/npd+은/jxc
동일한	동일/ncps+하/xsm+ㄴ/etm
과정의	과정/ncn+의/jcm
보충적	보충/ncn+적/xsn
또는	또는/maj
필수적	필수/ncn+적/xsn
부분들로	부분/ncn+들/xsn+로/jca
존재하게	존재/ncpa+하/xsv+게/ecs
될	되/pvg+ㄹ/etm
것이라고	것/nbn+이/jp+라/ef+고/jcr
하였다	하/pvg+었/ep+다/ef
.	./sf
(1	(/sl+1/nnc
)	)/sr
원전의	원전/ncn+의/jcm
확정	확정/ncn
원전	원전/ncn
(text	(/sl+text/f
)	)/sr
또는	또는/maj
원본의	원본/ncn+의/jcm
확정이란	확정/ncn+이/jp+란/jxc
문학작품에	문학/ncn+작품/ncn+에/jca
대한	대하/pvg+ㄴ/etm
분석과	분석/ncn+과/jcj
가치	가치/ncn
평가	평가/ncn
작업	작업/ncn
이전에	이전/ncn+에/jca
우리가	우리/npp+가/jcs
대상으로	대상/ncn+으로/jca
삼고	삼/pvg+고/ecx
있는	있/px+는/etm
그	그/mma
작품이	작품/ncn+이/jcs
과연	과연/mag
진본이라고	진본/ncn+이/jp+라/ef+고/ecs
할	하/pvg+ㄹ/etm
수	수/nbn
있는가를	있/paa+는가/ef+를/jco
확인하는	확인/ncpa+하/xsv+는/etm
작업을	작업/ncn+을/jco
말한다	말/ncpa+하/xsv+ㄴ다/ef
.	./sf
문학작품은	문학/ncn+작품/ncn+은/jxc
작가가	작가/ncn+가/jcs
원고를	원고/ncn+를/jco
써서	쓰/pvg+어서/ecs
그것이	그것/npd+이/jcs
그대로	그대로/mag
독자에게	독자/ncn+에게/jca
보여주는	보이/pvg+어/ecx+주/px+는/etm
것이	것/nbn+이/jcs
아니라	아니/paa+라/ef
,	,/sp
출판사에	출판/ncn+사/xsn+에/jca
의한	의하/pvg+ㄴ/etm
편집	편집/ncn
및	및/maj
인쇄의	인쇄/ncn+의/jcm
과정을	과정/ncn+을/jco
거쳐	거치/pvg+어/ecs
독자에게	독자/ncn+에게/jca
전달된다	전달/ncpa+되/xsv+ㄴ다/ef
.	./sf
또한	또한/maj
그러한	그러하/pad+ㄴ/etm
인쇄의	인쇄/ncn+의/jcm
과정도	과정/ncn+도/jxc
일회적으로	일회/ncn+적/xsn+으로/jca
끝나는	끝/ncn+나/pvg+는/etm
것이	것/nbn+이/jcs
아니라	아니/paa+라/ecs
시간의	시간/ncn+의/jcm
흐름과	흐르/pvg+ㅁ/etn+과/jct
함께	함께/mag
계속	계속/mag
반복적으로	반복/ncn+적/xsn+으로/jca
이루어지게	이루/pvg+어/ecx+지/px+게/ecs
된다	되/pvg+ㄴ다/ef
.	./sf
따라서	따라서/maj
오랜	오랜/mma
시간이	시간/ncn+이/jcs
지난	지나/pvg+ㄴ/etm
후에는	후/ncn+에/jca+는/jxc
,	,/sp
경우에	경우/ncn+에/jca
따라서	따라서/maj
작가의	작가/ncn+의/jcm
원작과	원작/ncn+과/jct
많이	많/paa+이/xsa
달라진	다르/paa+아/ecx+지/px+ㄴ/etm
작품이	작품/ncn+이/jcs
독자에게	독자/ncn+에게/jca
전달되는	전달/ncpa+되/xsv+는/etm
수가	수/nbn+가/jcs
있다	있/px+다/ef
.	./sf
이것이	이것/npd+이/jcs
곧	곧/maj
작품의	작품/ncn+의/jcm
훼손	훼손/ncn
과정이라	과정/ncn+이/jp+라/jcr
일컬어지는데	일컫/pvg+어/ecx+지/px+는데/ecs
,	,/sp
이렇게	이렇/pad+게/ecx
해서	하/px+어서/ecs
훼손된	훼손/ncpa+되/xsv+ㄴ/etm
작품을	작품/ncn+을/jco
자료로	자료/ncn+로/jca
삼아	삼/pvg+아/ecs
문학연구를	문학/ncn+연구/ncn+를/jco
하게	하/pvg+게/ecs
될	되/pvg+ㄹ/etm
경우	경우/ncn
,	,/sp
그	그/mma
작품을	작품/ncn+을/jco
평가하는	평가/ncpa+하/xsv+는/etm
연구자의	연구/ncn+자/xsn+의/jcm
판단이	판단/ncn+이/jcs
정당할	정당/ncps+하/xsm+ㄹ/etm
리가	리/nbn+가/jcs
없다	없/paa+다/ef
.	./sf
그러므로	그러므로/maj
이	이/mma
원전에	원전/ncn+에/jca
대한	대하/pvg+ㄴ/etm
세심한	세심/ncps+하/xsm+ㄴ/etm
확정	확정/ncn
작업은	작업/ncn+은/jxc
단지	단지/mag
역사	역사/ncn
전기적	전기/ncn+적/xsn
비평에서	비평/ncn+에서/jca
뿐만	뿐/nbn+만/jxc
아니라	아니/paa+라/ef
,	,/sp
모든	모든/mma
비평방법에서	비평/ncn+방법/ncn+에서/jca
선행되어야	선행/ncpa+되/xsv+어야/ecs
할	하/px+ㄹ/etm
꼭	꼭/mag
필요한	필요/ncpa+하/xsm+ㄴ/etm
과제라고도	과제/ncn+라/ef+고/jcr+도/jxc
할	하/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
잘못된	잘못/ncpa+되/xsv+ㄴ/etm
텍스트로는	텍스트/ncn+로/jca+는/jxc
참된	참되/paa+ㄴ/etm
비평이	비평/ncn+이/jcs
이룩될	이룩/ncpa+되/xsv+ㄹ/etm
수	수/nbn
없다	없/paa+다/ef
.	./sf
따라서	따라서/maj
텍스트를	텍스트/ncn+를/jco
살피는	살피/pvg+는/etm
비평가의	비평/ncn+가/xsn+의/jcm
일은	일/ncn+은/jxc
텍스트의	텍스트/ncn+의/jcm
원형이	원형/ncn+이/jcs
회복되고	회복/ncpa+되/xsv+고/ecc
그	그/mma
제작	제작/ncn
연대가	연대/ncn+가/jcs
밝혀지고	밝히/pvg+어/ecx+지/px+고/ecc
그	그/mma
작자의	작자/ncn+의/jcm
신원이	신원/ncn+이/jcs
인지	인지/ncn
또는	또는/maj
확증된	확증/ncpa+되/xsv+ㄴ/etm
후에라야	후/ncn+에/jca+라야/jxc
완전한	완전/ncps+하/xsm+ㄴ/etm
것이	것/nbn+이/jcs
된다	되/pvg+ㄴ다/ef
.	./sf
작자의	작자/ncn+의/jcm
신원을	신원/ncn+을/jco
알아내고	알/pvg+아/ecx+내/px+고/ecc
고증하는	고증/ncpa+하/xsv+는/etm
작업은	작업/ncn+은/jxc
,	,/sp
작자	작자/ncn
불명이거나	불명/ncn+이/jp+거나/ecc
작자가	작자/ncn+가/jcs
밝혀져	밝히/pvg+어/ecx+지/px+어/ecx
있으나	있/px+으나/ecs
의심스러운	의심/ncps+스럽/xsm+ㄴ/etm
경우	경우/ncn
,	,/sp
또는	또는/maj
공동	공동/ncn
작업의	작업/ncn+의/jcm
경우에	경우/ncn+에/jca
있어서는	있/paa+어서/ecs+는/jxc
필수적이다	필수/ncn+적/xsn+이/jp+다/ef
.	./sf
바우어즈	바우어즈/nq
(F.Bowers	(/sl+F/f+./sf+Bowers/f
)는	)/sr+는/jxc
원본비평의	원본/ncn+비평/ncn+의/jcm
목표를	목표/ncn+를/jco
한	한/nnc
작가의	작가/ncn+의/jcm
텍스트	텍스트/ncn
본래의	본래/ncn+의/jcm
순수성을	순수/ncn+성/xsn+을/jco
회복하는	회복/ncpa+하/xsv+는/etm
한편	한편/ncn
,	,/sp
판을	판/ncn+을/jco
거듭함에	거듭/ncpa+하/xsv+ㅁ/etn+에/jca
따라	따르/pvg+아/ecs
생기는	생기/pvg+는/etm
와전	와전/ncn
(corruption	(/sl+corruption/f
)으로부터	)/sr+으로/jca+부터/jxc
그	그/mma
순수성을	순수/ncn+성/xsn+을/jco
보존하는	보존/ncpa+하/xsv+는/etm
것이라	것/nbn+이/jp+라/jcr
하였다	하/pvg+었/ep+다/ef
.	./sf
시간이	시간/ncn+이/jcs
지나면서	지나/pvg+면서/ecs
표기법이	표기/ncn+법/ncn+이/jcs
바뀌고	바뀌/pvg+고/ecc
인쇄술이	인쇄/ncn+술/xsn+이/jcs
바뀐다	바뀌/pvg+ㄴ다/ef
.	./sf
거기다가	거기/npd+다/jca+가/jcs
편집자의	편집/ncn+자/xsn+의/jcm
의도에	의도/ncn+에/jca
따라	따르/pvg+아/ecs
내용이	내용/ncn+이/jcs
바뀌어지는	바뀌/pvg+어/ecx+지/px+는/etm
경우도	경우/ncn+도/jxc
있다	있/paa+다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
과정을	과정/ncn+을/jco
거슬러	거스르/pvg+어/ecs
작자	작자/ncn
최초의	최초/ncn+의/jcm
육성을	육성/ncn+을/jco
비평의	비평/ncn+의/jcm
대상으로	대상/ncn+으로/jca
삼아야	삼/pvg+아야/ecs
한다는	하/px+ㄴ다/ef+는/etm
것은	것/nbn+은/jxc
매우	매우/mag
어려운	어렵/paa+ㄴ/etm
일이기는	일/ncn+이/jp+기/etn+는/jxc
하지만	하지만/maj
정당성을	정당/ncn+성/xsn+을/jco
지닌	지니/pvg+ㄴ/etm
태도이기도	태도/ncn+이/jp+기/etn+도/jxc
하다	하/pvg+다/ef
.	./sf
원본을	원본/ncn+을/jco
확정하기	확정/ncpa+하/xsv+기/etn
위하여	위하/pvg+어/ecs
동원되는	동원/ncpa+되/xsv+는/etm
방계과학은	방계/ncn+과학/ncn+은/jxc
서지학	서지/ncn+학/xsn
,	,/sp
문헌학은	문헌/ncn+학/xsn+은/jxc
물론	물론/mag
제지술	제지/ncn+술/xsn
,	,/sp
인쇄술	인쇄/ncn+술/xsn
,	,/sp
제본술	제본/ncn+술/xsn
,	,/sp
필체감식법	필체/ncn+감식/ncn+법/ncn
등이	등/nbn+이/jcs
요구된다	요구/ncpa+되/xsv+ㄴ다/ef
.	./sf
원본을	원본/ncn+을/jco
확정하기	확정/ncpa+하/xsv+기/etn
위한	위하/pvg+ㄴ/etm
작업은	작업/ncn+은/jxc
대단한	대단/ncps+하/xsm+ㄴ/etm
감식력	감식/ncn+력/xsn
,	,/sp
넓은	넓/paa+은/etm
의미의	의미/ncn+의/jcm
비평적	비평/ncn+적/xsn
안목이	안목/ncn+이/jcs
필요하고	필요/ncps+하/xsm+고/ecc
,	,/sp
특히	특히/mag
한	한/nnc
작가와	작가/ncn+와/jcj
그의	그/npp+의/jcm
작품의	작품/ncn+의/jcm
특질과	특질/ncn+과/jcj
의도에	의도/ncn+에/jca
대한	대하/pvg+ㄴ/etm
민감한	민감/ncps+하/xsm+ㄴ/etm
판단력이	판단/ncn+력/xsn+이/jcs
필요한	필요/ncps+하/xsm+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그래서	그래서/maj
원본확정	원본/ncn+확정/ncn
작업을	작업/ncn+을/jco
특별히	특별/ncn+히/xsa
원본비평	원본/ncn+비평/ncn
(textual	(/sl+textual/f
criticism)이라	criticism/f+)/sr+이/jp+라/jcr
부르기도	부르/pvg+기/etn+도/jxc
한다	하/pvg+ㄴ다/ef
.	./sf
원본	원본/ncn
확정방법	확정/ncn+방법/ncn
원본비평의	원본/ncn+비평/ncn+의/jcm
일차	일차/nno
작업은	작업/ncn+은/jxc
먼저	먼저/mag
원본을	원본/ncn+을/jco
그대로	그대로/mag
재생하는	재생/ncpa+하/xsv+는/etm
영인본이	영인/ncn+본/xsn+이/jcs
옳은가	옳/paa+은가/ef
,	,/sp
또는	또는/maj
명백한	명백/ncps+하/xsm+ㄴ/etm
오기의	오기/ncn+의/jcm
교정	교정/ncn
,	,/sp
수정	수정/ncn
,	,/sp
종합을	종합/ncn+을/jco
거친	거치/pvg+ㄴ/etm
교열본이	교열/ncn+본/xsn+이/jcs
옳은가	옳/paa+은가/ef
하는	하/pvg+는/etm
문제가	문제/ncn+가/jcs
있는데	있/paa+는/jxc+데/ecs
현재에는	현재/ncn+에/jca+는/jxc
대체로	대체로/mag
교열본주의가	교열/ncn+본/xsn+주의/ncn+가/jcs
받아들여	받/pvg+아/ecs+들이/pvg+어/ecx
진다	지/px+ㄴ다/ef
.	./sf
그러나	그러나/maj
아직도	아직/mag+도/jxc
보수적인	보수/ncn+적/xsn+이/jp+ㄴ/etm
재생주의자는	재생/ncn+주의/ncn+자/xsn+는/jxc
영인본을	영인/ncn+본/xsn+을/jco
보는	보/pvg+는/etm
것으로	것/nbn+으로/jca
만족한다	만족/ncps+하/xsm+ㄴ다/ef
.	./sf
교열본주의가	교열/ncn+본/xsn+주의/ncn+가/jcs
우세한	우세/ncps+하/xsm+ㄴ/etm
것은	것/nbn+은/jxc
원본비평의	원본/ncn+비평/ncn+의/jcm
문예비평적	문예/ncn+비평/ncn+적/xsn
기능이	기능/ncn+이/jcs
인식되었다는	인식/ncpa+되/xsv+었/ep+다/ef+는/etm
뜻이기도	뜻/ncn+이/jp+기/etn+도/jxc
하다	하/px+다/ef
.	./sf
또한	또한/maj
하나의	하나/nnc+의/jcm
텍스트를	텍스트/ncn+를/jco
옛	옛/mma
맞춤법	맞춤/ncn+법/ncn
그대로	그대로/mag
따를	따르/pvg+ㄹ/etm
것인가	것/nbn+이/jp+ㄴ가/ef
,	,/sp
또는	또는/maj
현대	현대/ncn
맞춤법으로	맞춤/ncn+법/ncn+으로/jca
고칠	고치/pvg+ㄹ/etm
것인가도	것/nbn+이/jp+ㄴ가/ef+도/jxc
문제가	문제/ncn+가/jcs
된다	되/pvg+ㄴ다/ef
.	./sf
이를테면	이를테면/maj
'	'/sl
불휘기픈	불휘기픈/nq
남ㄱ	남ㄱ/ncn
바라	바라/ncn
-	-/sd
매	매/ncn
아니	아니/mag
뭘	뭘/ncn
''를	'/sl+'/sl+를/jco
그대로	그대로/mag
보존하는	보존/ncpa+하/xsv+는/etm
것과	것/nbn+과/jcj
'	'/sl
뿌리	뿌리/ncn
깊은	깊/paa+은/etm
남근	남근/ncn
바람에	바람/ncn+에/jca
아니	아니/mag
뮐새	뮐새/ncn
'로	'/sl+로/jca
맞춤법을	맞춤/ncn+법/ncn+을/jco
고치는	고치/pvg+는/etm
일이다	일/ncn+이/jp+다/ef
.	./sf
순	순/mma
학술적	학술/ncn+적/xsn
의도가	의도/ncn+가/jcs
아니라면	아니/paa+라면/ecs
일반	일반/ncn
독자들을	독자/ncn+들/xsn+을/jco
위한	위하/pvg+ㄴ/etm
판에서는	판/ncn+에서/jca+는/jxc
구철자법을	구/xp+철자/ncn+법/ncn+을/jco
고집할	고집/ncpa+하/xsv+ㄹ/etm
이유가	이유/ncn+가/jcs
없다	없/paa+다/ef
.	./sf
따라서	따라서/maj
원본의	원본/ncn+의/jcm
확정을	확정/ncn+을/jco
위한	위하/pvg+ㄴ/etm
작업으로는	작업/ncn+으로/jca+는/jxc
다음	다음/ncn
사항을	사항/ncn+을/jco
들	들/pvg+ㄹ/etm
수	수/nbn
있다	있/px+다/ef
.	./sf
현존하는	현존/ncpa+하/xsv+는/etm
문서들	문서/ncn+들/xsn
(원고	(/sl+원고/ncn
,	,/sp
초간본	초간/ncn+본/xsn
,	,/sp
수정본	수정/ncn+본/xsn
,	,/sp
이본	이본/ncn
등)을	등/ncn+)/sr+을/jco
근거로	근거/ncn+로/jca
하여	하/pvg+어/ecs
가장	가장/mag
순수하고	순수/ncps+하/xsm+고/ecc
정확한	정확/ncps+하/xsm+ㄴ/etm
형태를	형태/ncn+를/jco
확정한다	확정/ncpa+하/xsv+ㄴ다/ef
.	./sf
문서들을	문서/ncn+들/xsn+을/jco
총망라하고	총/mma+망라/ncpa+하/xsv+고/ecc
,	,/sp
원고가	원고/ncn+가/jcs
부재한	부재/ncpa+하/xsv+ㄴ/etm
경우에는	경우/ncn+에/jca+는/jxc
가능한	가능/ncps+하/xsm+ㄴ/etm
한	한/nbn
원고상태에	원고/ncn+상태/ncn+에/jca
접근하도록	접근/ncpa+하/xsv+도록/ecs
추정본을	추정/ncn+본/xsn+을/jco
작성하기	작성/ncpa+하/xsv+기/etn
위해	위하/pvg+어/ecs
교정	교정/ncn
,	,/sp
수정	수정/ncn
,	,/sp
보완	보완/ncn
,	,/sp
종합의	종합/ncn+의/jcm
작업을	작업/ncn+을/jco
거침으로써	거치/pvg+ㅁ/etn+으로써/jca
텍스트에서	텍스트/ncn+에서/jca
오류를	오류/ncn+를/jco
제거한다	제거/ncpa+하/xsv+ㄴ다/ef
.	./sf
많은	많/paa+은/etm
이본	이본/ncn
또는	또는/maj
사본들	사본/ncn+들/xsn
중에서	중/nbn+에서/jca
결정본의	결정/ncn+본/xsn+의/jcm
근거가	근거/ncn+가/jcs
될	되/pvg+ㄹ/etm
기본	기본/ncn
텍스트를	텍스트/ncn+를/jco
선정한다	선정/ncpa+하/xsv+ㄴ다/ef
.	./sf
일정한	일정/ncps+하/xsm+ㄴ/etm
기간에	기간/ncn+에/jca
출간된	출간/ncpa+되/xsv+ㄴ/etm
한	한/nnc
작품의	작품/ncn+의/jcm
여러	여러/mma
판본들을	판본/ncn+들/xsn+을/jco
모두	모두/mag
대조	대조/ncn
조사하여	조사/ncpa+하/xsv+어/ecs
서로	서로/mag
틀리는	틀리/pvg+는/etm
부분들을	부분/ncn+들/xsn+을/jco
확실히	확실/ncn+히/xsa
기록해	기록/ncpa+하/xsv+어/ecx
둔다	두/px+ㄴ다/ef
.	./sf
판이	판/ncn+이/jcs
거듭됨에	거듭/ncpa+되/xsv+ㅁ/etn+에/jca
따라	따르/pvg+아/ecs
차차	차차/mag
와전율이	와전/ncn+율/xsn+이/jcs
증가하는	증가/ncpa+하/xsv+는/etm
것이	것/nbn+이/jcs
보통이다	보통/ncn+이/jp+다/ef
.	./sf
와전율은	와전/ncn+율/xsn+은/jxc
판의	판/ncn+의/jcm
연대적	연대/ncn+적/xsn
선후관계	선후/ncn+관계/ncn
,	,/sp
즉	즉/mag
'	'/sl
족보	족보/ncn
'를	'/sl+를/jco
추정하는	추정/ncpa+하/xsv+는/etm
데에	데/nbn+에/jca
상당히	상당/ncn+히/xsa
도움이	도움/ncn+이/jcs
된다	되/pvg+ㄴ다/ef
.	./sf
간혹	간혹/mag
해적판이나	해적/ncn+판/xsn+이나/jcj
번안판이라는	번안/ncn+판/xsn+이/jp+라/ef+는/jcr
서자가	서자/ncn+가/jcs
낄	끼/pvg+ㄹ/etm
때도	때/nbn+도/jxc
있다	있/paa+다/ef
.	./sf
최급의	최급/ncn+의/jcm
가치가	가치/ncn+가/jcs
있는	있/paa+는/etm
모든	모든/mma
문서들을	문서/ncn+들/xsn+을/jco
다	다/mag
검토하고	검토/ncpa+하/xsv+고/ecs
나서는	나/pvg+서/ecs+는/jxc
소위	소위/mag
결정판을	결정/ncn+판/xsn+을/jco
준비할	준비/ncpa+하/xsv+ㄹ/etm
단계에	단계/ncn+에/jca
이른다	이르/pvg+ㄴ다/ef
.	./sf
이	이/mmd
단계에서	단계/ncn+에서/jca
,	,/sp
첫째로	첫째/nno+로/jca
이본	이본/ncn
(異本	(/sl+異本/ncn
)들을	)/sr+들/xsn+을/jco
납득이	납득/ncn+이/jcs
가도록	가/pvg+도록/ecs
적절히	적절/ncn+히/xsa
처리해야	처리/ncpa+하/xsv+어야/ecs
한다	하/px+ㄴ다/ef
.	./sf
하나	하나/nnc
또는	또는/maj
그	그/mmd
이상의	이상/ncn+의/jcm
권위본을	권위/ncn+본/xsn+을/jco
선장한	선장/ncpa+하/xsv+ㄴ/etm
다음	다음/ncn
이본들과의	이본/ncn+들/xsn+과/jct+의/jcm
면밀한	면밀/ncps+하/xsm+ㄴ/etm
대조	대조/ncn
조사를	조사/ncn+를/jco
마치고	마치/pvg+고/ecc
,	,/sp
둘째로	둘째/nno+로/jca
그	그/mma
권위본에	권위/ncn+본/xsn+에/jca
혹시	혹시/mag
잘못이	잘못/ncn+이/jcs
있는가를	있/paa+는가/ef+를/jco
검토하여	검토/ncpa+하/xsv+어/ecs
수정을	수정/ncn+을/jco
가하게	가하/pvg+게/ecs
된다	되/pvg+ㄴ다/ef
.	./sf
그리고	그리고/maj
수정부분에	수정/ncn+부분/ncn+에/jca
대해서는	대하/pvg+어서/ecs+는/jxc
타당한	타당/ncps+하/xsm+ㄴ/etm
설명이	설명/ncn+이/jcs
있어야	있/paa+어야/ecs
한다	하/px+ㄴ다/ef
.	./sf
수정의	수정/ncn+의/jcm
대상으로는	대상/ncn+으로/jcs+는/jxc
미스	미스/f
프린트	프린트/f
,	,/sp
틀린	틀리/pvg+ㄴ/etm
철자	철자/ncn
등의	등/nbn+의/jcm
확실한	확실/ncps+하/xsm+ㄴ/etm
오류와	오류/ncn+와/jcj
의미상	의미/ncn+상/xsn
애매한	애매/ncps+하/xsm+ㄴ/etm
부분	부분/ncn
,	,/sp
또는	또는/maj
탈락된	탈락/ncpa+되/xsv+ㄴ/etm
부분이다	부분/ncn+이/jp+다/ef
.	./sf
김유정의	김유정/nq+의/jcm
[총각과맹꽁이	[/sl+총각과맹꽁이/nq
]	]/sr
우리나라	우리/npp+나라/ncn
현대문학	현대/ncn+문학/ncn
작품에	작품/ncn+에/jca
있어서	있/paa+어서/ecs
작품의	작품/ncn+의/jcm
손상과	손상/ncn+과/jcj
원전확정	원전/ncn+확정/ncn
작업의	작업/ncn+의/jcm
예를	예/ncn+를/jco
김유정의	김유정/nq+의/jcm
작품	작품/ncn
[총각과맹꽁이	[/sl+총각과맹꽁이/nq
]의	]/sr+의/jcm
경우를	경우/ncn+를/jco
들어	들/pvg+어/ecx
살펴보기로	살피/pvg+어/ecx+보/px+기/etn+로/jca
한다	하/pvg+ㄴ다/ef
.	./sf
발표	발표/ncn
당시의	당시/ncn+의/jcm
원본과	원본/ncn+과/jcj
지금	지금/ncn
일반적으로	일반/ncn+적/xsn+으로/jca
읽히고	읽히/pvg+고/ecx
있는	있/px+는/etm
문학전집류에	문학/ncn+전집/ncn+류/xsn+에/jca
수록된	수록/ncpa+되/xsv+ㄴ/etm
김유정의	김유정/nq+의/jcm
작품들을	작품/ncn+들/xsn+을/jco
비교해	비교/ncpa+하/xsv+어/ecx
보면	보/px+면/ecs
그	그/mmd
훼손의	훼손/ncn+의/jcm
정도가	정도/ncn+가/jcs
적지	적/pvg+지/ecx
않게	않/px+게/ecs
드러난다	드러나/pvg+ㄴ다/ef
.	./sf
물론	물론/mag
각	각/mag
전집류에	전집/ncn+류/xsn+에/jca
따라	따르/pvg+아/ecs
훼손의	훼손/ncn+의/jcm
정도가	정도/ncn+가/jcs
다르기는	다르/paa+기/etn+는/jxc
하지만	하/pvg+지만/ecs
,	,/sp
원전비평의	원전/ncn+비평/ncn+의/jcm
입장에서	입장/ncn+에서/jca
보면	보/pvg+면/ecs
일단	일단/mag
거의가	거의/ncn+가/jcs
재고의	재고/ncn+의/jcm
소지를	소지/ncn+를/jco
갖고	갖/pvg+고/ecx
있다	있/px+다/ef
.	./sf
1933	1933/nno
년	년/nbu
9	9/nno
월	월/nbu
[신여성지	[/sl+신여성지/nq
]에	]/sr+에/jca
처음	처음/mag
발표된	발표/ncpa+되/xsv+ㄴ/etm
[총각과맹꽁이	[/sl+총각과맹꽁이/ncn
]는	]/sr+는/jxc
그	그/mmd
후	후/ncn
다시	다시/mag
출판되면서	출판/ncpa+되/xsv+면서/ecs
탈자	탈자/ncn
,	,/sp
오자를	오자/ncn+를/jco
비롯하여	비롯/ncpa+하/xsv+어/ecs
띄어쓰기	띄어쓰기/ncn
,	,/sp
단락	단락/ncn
처리	처리/ncn
등에서	등/nbn+에서/jca
허다한	허다/ncps+하/xsm+ㄴ/xsm
원본의	원본/ncn+의/jcm
훼손과	훼손/ncn+과/jcj
변모를	변모/ncn+를/jco
초래하게	초래/ncpa+하/xsv+게/ecs
된다	되/pvg+ㄴ다/ef
.	./sf
입입이	입입/ncn+이/jcs
비를	비/ncn+를/jco
바라나	바라/pvg+나/ecs
오늘도	오늘/ncn+도/jxc
그럿타	그럿/pad+타/ef
풀입은	풀입/ncn+은/jxc
먼지가보얏케	먼지/ncn+가/jcs+보얏/paa+케/ecs
나풀거린다	나풀거리/pvg+ㄴ다/ef
.	./sf
말	말/paa
한	하/pvg+ㄴ/etm
하늘에는	하늘/ncn+에/jca+는/jxc
불덤이가튼	불덤이/ncn+가/paa+튼/etm
해가	해/ncn+가/jcs
눈을	눈/ncn+을/jco
크게	크/paa+게/ecx
다	다/mag
.	./sf
은달아서	은닫/pvg+아서/ecs
거운김을	거운김/ncn+을/jco
턱밋테다	턱밋/ncn+테/jca+다/jxc
품긴다	품기/pvg+ㄴ다/ef
.	./sf
호미를옴겨	호미/ncn+를/jco+옴기/pvg+어/ecs
을적마다	으/pvg+ㄹ/etm+적/nbn+마다/jxc
무더운숨을	무덥/paa+ㄴ/etm+숨/ncn+을/jco
헉헉	헉헉/mag
돌는다	돌/pvg+는다/ef
.	./sf
가물에	가물/ncn+에/jca
조닙은앤생이다	조닙/ncn+은/jxc+앤생/ncn+이/jp+다/ef
.	./sf
가	가/nq
업드려	업드리/pvg+어/ecs
김매은	김/ncn+매/pvg+ㄴ/etm
코며	코/ncn+며/jcj
눈통이를	눈통이/ncn+를/jco
른다	른다/ncn
.	./sf
호미는	호미/ncn+는/jxc
튕겨지며	튕기/pvg+어/ecx+지/px+며/ecs
소리를	소리/ncn+를/jco
로내인다	로내이/pvg+ㄴ다/ef
.	./sf
곳곳이	곳곳/ncn+이/jcs
백인돌이다	백인돌/ncn+이/jp+다/ef
.	./sf
예사밧티면	예사/ncn+밧/ncn+티/jp+면/ecs
한번	한번/ncn
어넘길걸	어넘기/pvg+ㄹ/etm+거/nbn+ㄹ/jco
세네번안하면	세네/nnc+번/nbu+안하/pvg+면/ecs
흙이	흙/ncn+이/jcs
일지안는다	일/pvg+지/ecx+안/px+는다/ef
.	./sf
