<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0451.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0451.txt </filename>
<title>재미있는 물리실험이야기  </title>
<author>L. J. 가리펠시타인 저 ; 장경룡 역</author>
<date>1993  </date>
<publisher>팬더북 </publisher>
<kdc>420  </kdc>
<ddc>530 </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
제	제/xp
.	./sf
나의	나/npp+의/jcm
아버지는	아버지/ncn+는/jxc
열광적인	열광/ncn+적/xsn+이/jp+ㄴ/etm
체스	체스/ncn
(	(/sl
서양장기	서양/ncn+장기/ncn
)	)/sr
의	의/jcm
애호가였습니다	애호/ncn+가/xsn+이/ep+었/ep+습니다/ef
.	./sf
그리하여	그리하여/maj
만일	만일/mag
누구든지	누구/npp+든지/jxc
체스를	체스/ncn+를/jco
좋아하는	좋/paa+아/ecs+하/px+는/etm
사람이	사람/ncn+이/jcs
집에	집/ncn+에/jca
찾아오면	찾/pvg+아/ecs+오/pvg+면/ecs
아버지는	아버지/ncn+는/jxc
즉시	즉시/ncn
회양목으로	회양목/ncn+으로/jca
만들어진	만들/pvg+어/ecx+지/px+ㄴ/etm
묵직한	묵직/ncps+하/xsm+ㄴ/etm
상자를	상자/ncn+를/jco
꺼내	꺼내/pvg+어/ecs
가지고	가지/pvg+고/ecx
오는	오/px+는/etm
것이었습니다	것/nbn+이/jp+었/ep+습니다/ef
.	./sf
그	그/mmd
상자	상자/ncn
속에는	속/ncn+에/jca+는/jxc
역시	역시/mag
회양목으로	회양목/ncn+으로/jca
만들어진	만들/pvg+어/ecx+지/px+ㄴ/etm
체스의	체스/ncn+의/jcm
말이	말/ncn+이/jcs
소중이	소중/ncn+이/jcs
간직되어	간직/ncpa+되/xsv+어/ecx
있고	있/px+고/ecc
,	,/sp
뚜껑은	뚜껑/ncn+은/jxc
체스	체스/ncn
판	판/ncn
(	(/sl
장기판	장기/ncn+판/ncn
)	)/sr
으로	으로/jca
재빨리	재빨리/mag
변하는	변하/pvg+는/etm
것이었습니다	것/nbn+이/jp+었/ep+습니다/ef
.	./sf
이것은	이것/npd+은/jxc
아버지가	아버지/ncn+가/jcs
어느	어느/mmd
경기	경기/ncn
대회에서	대회/ncn+에서/jca
우승했을	우승/ncpa+하/xsv+었/ep+을/etm
때	때/ncn
받은	받/pvg+은/etm
상품이었습니다	상품/ncn+이/jp+었/ep+습니다/ef
.	./sf
그리고	그리고/maj
아버지와	아버지/ncn+와/jcj
손님은	손님/ncn+은/jxc
밤새도록	밤새/pvg+도록/ecs
체스에	체스/ncn+에/jca
열중해	열중하/pvg+어/ecx
버린	버리/px+ㄴ/etm
나머지	나머지/ncn
무슨	무슨/mmd
말을	말/ncn+을/jco
하든	하/pvg+든/ecs
건성으로	건성/ncn+으로/jca
들어	들/pvg+어/ecx
버리고	버리/px+고/ecc
,	,/sp
밤참에	밤참/ncn+에/jca
불러도	불/pvg+러/ecs+도/jxc
들리지	들리/pvg+지/ecx
않는	않/px+는/etm
모양이었습니다	모양/ncn+이/jp+었/ep+습니다/ef
.	./sf
이	이/mmd
같은	같/paa+은/etm
태도는	태도/ncn+는/etm
나의	나/npp+의/jcm
어머니를	어머니/ncn+를/jco
대단히	대단/ncn+히/xsa
화나게	화나/pvg+게/ecx
만들었습니다	만들/px+었/ep+습니다/ef
.	./sf
어머니는	어머니/ncn+는/jxc
격식을	격식/ncn+을/jco
갖춰	갖추/pvg+어/ecs
손님을	손님/ncn+을/jco
접대할	접대/ncpa+하/xsv+ㄹ/etm
줄을	줄/nbn+을/jco
알고	알고/ncn
있었으며	있/paa+었/ep+으며/ecc
,	,/sp
손님들에게	손님/ncn+들/xsn+에게/jca
즐거운	즐겁/paa+ㄴ/etm
얘기를	얘기/ncn+를/jco
하게	하/pvg+게/ecx
하는	하/px+는/etm
것을	것/nbn+을/jco
좋아하는	좋/paa+아/ecx+하/px+는/etm
분이었으니까	분/ncn+이/jp+었/ep+으니까/ecs
어떤	어떤/mmd
경우든지	경우/ncn+든지/jxc
한	한/nnc
번	번/nbu
부르면	부르/pvg+면/ecs
즉시	즉시/ncn
식탁에	식탁/ncn+에/jca
와	와/jct
앉기를	앉/pvg+기/etn+를/jco
바랐던	바라/pvg+았/ep+던/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
그러던	그러던/maj
어느	어느/mmd
날의	날/ncn+의/jcm
일이었습니다	일/ncn+이/jp+었/ep+습니다/ef
.	./sf
식사는	식사/ncn+는/jxc
싹	싹/ncn
식어	식/pvg+어/ecx
버렸는데도	버리/px+었/ep+는데도/jxc
아버지와	아버지/ncn+와/jcj
친구는	친구/ncn+는/jxc
몇	몇/nnc
번씩이나	번/nbu+씩/xsn+이나/jxc
부르는	부르/pvg+는/etm
소리를	소리/ncn+를/jco
듣고도	듣/pvg+고/ecx+도/jxc
대답하는	대답/ncpa+하/xsv+는/etm
대신에	대신/ncn+에/jca
뭐라고	뭐/npd+라고/jcr
중얼거리고	중얼거리/pvg+고/ecx
있을	있/px+을/etm
따름이었습니다	따름/ncn+이/jp+었/ep+습니다/ef
.	./sf
드디어	드디어/mag
어머니는	어머니/ncn+는/jxc
화가	화가/ncn
머리	머리/ncn
끝까지	끝/ncn+까지/jxc
나서	나/pvg+서/ecs
회양목	회양목/ncn
상자가	상자/ncn+가/jcs
놓여	놓이/pvg+어/ecx
있는	있/px+는/etm
테이블보의	테이블/ncn+보/ncn+의/jcm
한쪽	한/nnc+쪽/nbu
귀퉁이를	귀퉁이/ncn+를/jco
움켜	움키/pvg+어/ecs
잡더니	잡/pvg+더니/ecc
에잇	에잇/ii
!	!/sf
하고	하/pvg+고/ecc
잡아	잡/pvg+아/ecs
당겼습니다	당기/pvg+었/ep+습니다/ef
.	./sf
어머니는	어머니/ncn+는/jxc
그	그/mmd
지긋지긋한	지긋지긋/ncps+하/xsm+ㄴ/etm
체스	체스/ncn
게임을	게임/ncn+을/jco
중지시키고	중지/ncpa+시키/xsv+고/ecc
싶었던	싶/paa+었/ep+던/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
그런데	그런데/maj
놀랍게도	놀랍/paa+게/ecs+도/jxc
,	,/sp
테이블보는	테이블/ncn+보/ncn+는/jxc
상자	상자/ncn
밑에서	밑/ncn+에/jca+서/jxc
손쉽게	손쉽게/mag
빠져	빠지/pvg+어/ecx
나왔는데도	나오/px+았/ep+는데/ecs+도/jxc
체스의	체스/ncn+의/jcm
말은	말/ncn+은/jxc
조금도	조금/mag+도/jxc
흔들리지	흔들리/pvg+지/ecx
않고	않/px+고/ecc
체스	체스/mag
판	판/ncn
위에	위/ncn+에/jca
서	서/pvg+어/ecx
있지	있/px+지/ecx
않겠습니까	않/px+겠/ep+습니까/ef
!	!/sf
어머니는	어머니/ncn+는/jxc
테이블보를	테이블/ncn+보/ncn+를/jco
움켜쥔	움켜쥐/pvg+ㄴ/etm
채	채/nbn
그저	그저/mag
어안이	어안/ncn+이/jcs
벙벙해질	벙벙하/paa+어/ecx+지/px+ㄹ/etm
따름이었습니다	따름/nbn+이/jp+었/ep+습니다/ef
.	./sf
아버지와	아버지/ncn+와/jcj
손님은	손님/ncn+은/jxc
어머니의	어머니/ncn+의/jcm
표정을	표정/ncn+을/jco
살펴보고는	살피/pvg+어/ecs+보/ncn+고/jcr+는/jxc
갑자기	갑자기/mag
와아	와아/ii
하고	하/pvg+고/ecc
웃어	웃/pvg+어/ecx
버렸습니다	버리/px+었/ep+습니다/ef
.	./sf
그러자	그러자/maj
어머니의	어머니/ncn+의/jcm
화도	화/ncn+도/jxc
싹	싹/ncn
가라앉아	가라앉/pvg+아/ecx
버리고	버리/px+고/ecc
,	,/sp
아버지와	아버지/ncn+와/jct
함께	함께/mag
덩달아	덩달/pvg+아/ecs
웃고	웃/pvg+고/ecx
마는	말/px+는/etm
것이었습니다	것/nbn+이/jp+었/ep+습니다/ef
.	./sf
"	"/sl
이봐요	이/npp+보/pvg+아요/ef
,	,/sp
글쎄	글쎄/ii
,"	,/sp+"/sl
하고	하/pvg+고/ecc
아버지는	아버지/ncn+는/jxc
너무	너무/mag
웃은	웃/pvg+은/etm
나머지	나머지/ncn
흘러나온	흐르/pvg+어/ecx+나오/px+ㄴ/etm
눈물을	눈물/ncn+을/jco
닦으면서	닦/pvg+으면서/ecs
말했습니다	말/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
"	"/sl
요컨대	요컨대/mag
이게	이/pvg+게/ecs
바로	바로/mag
관성이라는	관성/ncn+이/jp+라는/jcm
게야	게/nbn+야/jxc
!"	!/sf+"/sl
어머니는	어머니/ncn+는/jxc
,	,/sp
"	"/sl
정말	정말/mag
그렇군요	그렇/pad+군요/ef
.	./sf
하지만	하지만/maj
그	그/mmd
체스에	체스/ncn+에/jca
못지않게	못지않/pvg+게/ecs
여러분들에게도	여러분/npp+들/xsn+에게/jca+도/jxc
어지간히	어지간/ncn+히/xsa
관성이	관성/ncn+이/jcs
붙으셨군요	붙/pvg+으셨/ep+군요/ef
!	!/sf
이	이/mmd
자리에서	자리/ncn+에서/jca
꼼짝달싹도	꼼짝달싹/mag+도/jxc
하질	하질/mag
않으시니	않/px+으시/ep+니/ecs
!"	!/sf+"/sl
하고	하/pvg+고/ecc
대답했던	대답/ncpa+하/xsv+었/ep+던/etm
것입니다	것이/paa+ㅂ니다/ef
.	./sf
이런	이렇/pad+ㄴ/etm
말이	말/ncn+이/jcs
오고	오/pvg+고/ecx
간	가/px+ㄴ/etm
다음에야	다음/ncn+에야/jca
겨우	겨우/mag
우리들은	우리/npp+들/xsn+은/jxc
다	다/mag
같이	같/paa+이/xsa
식탁	식탁/ncn
앞에	앞/ncn+에/jca
가서	가/pvg+서/ecs
앉게	앉/pvg+게/ecx
되었던	되/pvg+었/ep+던/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
하지만	하지만/maj
그때	그때/ncn
나는	나/npp+는/jxc
관성이란	관성/ncn+이/jp+라/ef+ㄴ/etm
도대체	도대체/mag
무얼까	무얼까/ncn
?	?/sf
체스는	체스/ncn+는/etm
왜	왜/mag
넘어지지	넘/pvg+어/ecx+지/px+지/ecx
않을까	않/px+을까/ef
?	?/sf
하고	하/pvg+고/ecc
골똘히	골똘/ncn+히/xsa
생각하게	생각/ncpa+하/xsv+게/ecx
되었던	되/pvg+었/ep+던/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
2	2/nno
.	./sf
오델로도	오델로/ncn+도/jxc
넘어지지	넘/pvg+어/ecx+지/px+지/ecx
않는다	않/px+는다/ef
!	!/sf
아마도	아마도/mag
여러분은	여러분/npp+은/jxc
옛날에	옛날/ncn+에/jca
나의	나/npp+의/jcm
어머니가	어머니/ncn+가/jcs
해냈던	해내/pvg+었/ep+던/etm
실험과	실험/ncn+과/jct
똑같은	똑같/paa+은/etm
실험을	실험/ncn+을/jco
해	하/pvg+어/ecx
보고	보/px+고/ecx
싶을	싶/px+을/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
하지만	하지만/maj
체스의	체스/ncn+의/jcm
도구가	도구/ncn+가/jcs
전부	전부/mag
갖춰지지	갖추/pvg+어/ecx+지/px+지/ecx
않아도	않/px+아/ecs+도/jxc
할	하/pvg+ㄹ/etm
수	수/nbn
있습니다	있/paa+습니다/ef
.	./sf
표면이	표면/ncn+이/jcs
반들반들한	반들반들/ncpa+하/xsv+ㄴ/etm
판자로서	판자/ncn+로서/jca
되도록이면	되도록/mag+이/jp+면/ecs
묵직한	묵직/ncps+하/xsm+ㄴ/etm
것을	것/nbn+을/jco
준비합니다	준비/ncpa+하/xsv+ㅂ니다/ef
.	./sf
그리고	그리고/maj
테이블보는	테이블/ncn+보/ncn+는/jxc
비단이나	비단/ncn+이나/jcj
나일론	나일론/ncn
,	,/sp
린네르처럼	린네르/ncn+처럼/jca
매끌매끌한	매끌매끌/ncps+하/xsm+ㄴ/etm
천을	천/ncn+을/jco
씁니다	쓰/pvg+ㅂ니다/ef
.	./sf
하지만	하지만/maj
만일	만일/mag
나무로	나무/ncn+로/jca
된	되/pvg+ㄴ/etm
장기판이나	장기/ncn+판/ncn+이나/jcj
판판한	판판/ncps+하/xsm+ㄴ/etm
책상이	책상/ncn+이/jcs
있으면	있/paa+으면/ecs
오델로를	오델로/ncn+를/jxc
사용하여	사용/ncpa+하/xsv+어/ecx
이와	이/npd+와/jca
비슷한	비슷/ncps+하/xsm+ㄴ/etm
실험을	실험/ncn+을/jco
할	하/pvg+ㄹ/etm
수도	수/nbn+도/jxc
있습니다	있/paa+습니다/ef
.	./sf
오델로를	오델로/ncn+를/jxc
사용한	사용/ncpa+하/xsv+ㄴ/etm
최초의	최초/ncn+의/jcm
실험은	실험/ncn+은/jxc
다음과	다음/ncn+과/jct
같이	같/paa+이/xsa
합니다	하/pvg+ㅂ니다/ef
.	./sf
책상이나	책상/ncn+이나/jcj
판자	판자/ncn
위에	위에/ncn
오델로의	오델/ncn+로의/jcm
말을	말/ncn+을/jco
10	10/nno
20	20/nno
개를	개/nbu+를/jco
기둥처럼	기둥/ncn+처럼/jca
쌓아	쌓/pvg+아/ecs
올립니다	올리/pvg+ㅂ니다/ef
.	./sf
조금만	조금/ncn+만/jxc
연습하면	연습/ncn+하/pvg+면/ecs
맨	맨/mma
밑에	밑/ncn+에/jca
있는	있/paa+는/etm
말을	말/ncn+을/jco
자로	자/ncn+로/jca
재빨리	재빨리/mag
때려	때/pvg+려/ecs
그	그/npp
말을	말/ncn+을/etm
빼내어도	빼/pvg+어/ecx+내/px+어/ecs+도/jxc
기둥은	기둥/ncn+은/jxc
넘어지지	넘/pvg+어/ecx+지/px+지/ecx
않을	않/px+을/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
오델로를	오델로/ncn+를/jxc
사용한	사용/ncpa+하/xsv+ㄴ/etm
두번째	두/nno+번째/nbu
실험도	실험/ncn+도/jxc
그다지	그다지/mag
어려운	어렵/paa+ㄴ/etm
것은	것/nbn+은/jxc
아닙니다	아니/paa+ㅂ니다/ef
.	./sf
종이를	종이/ncn+를/jco
가늘고	가늘/paa+고/ecc
길게	길/paa+게/ecs
잘라	자르/pvg+아/ecx
내어	내/px+어/ecs
책상이나	책상/ncn+이나/jcj
판자	판자/ncn
가에	가/ncn+에/jca
놓고	놓/pvg+고/ecc
오델로의	오델로/ncn의/jcm
말을	말/ncn+을/jco
몇	몇/nnc
개	개/nbu
그	그/npp
종이	종이/ncn
위에	위/ncn+에/jca
쌓아	쌓/pvg+아/ecs
올립니다	올리/pvg+ㅂ니다/ef
.	./sf
그런	그렇/pad+ㄴ/etm
다음에	다음/ncn+에/jca
종이를	종이/ncn+를/jco
잡아	잡/pvg+아/ecs
당겨	당기/pvg+어/ecx
보십시오	보/px+십시오/ef
.	./sf
천천히	천천/ncn+히/xsa
잡아	잡/pvg+아/ecs
당기면	당기/pvg+면/ecs
오델로의	오델로/ncn+의/jcm
말은	말/ncn+은/jxc
종이와	종이/ncn+와/jct
함께	함께/mag
움직여	움직이/pvg+어/ecs
허물어져	허물/pvg+어/ecx+지/px+어/ecx
버립니다만	버리/px+ㅂ니다/ef+만/jxc
,	,/sp
아주	아주/mag
재빨리	재빨리/mag
잡아	잡/pvg+아/ecs
당기면	당기/pvg+면/ecs
오델로의	오델로/ncn+의/jcm
말은	말/px+은/etm
조금도	조금/ncn+도/jxc
흔들리지	흔들리/pvg+지/ecx
않고	않/px+고/ecc
서	서/pvg+어/ecx
있을	있/px+을/etm
수	수/nbn
있습니다	있/paa+습니다/ef
.	./sf
여러분은	여러분/npp+은/jxc
빼낸	빼/pvg+어/ecx+내/px+ㄴ/etm
종이를	종이/ncn+를/jco
쥔	쥐/pvg+ㄴ/etm
채로	채/nbn+로/jca
나의	나/npp+의/jcm
어머니가	어머니/ncn+가/jcs
경험한	경험/ncps+하/xsm+ㄴ/etm
것과	것/nbn+과/jct
같은	같/paa+은/etm
놀라움	놀라/paa+ㅁ/etn
(?)	(/sl+?/sf+)/sr
을	을/jco
느낄	느끼/pvg+ㄹ/etm
수	수/nbn
있습니다	있/paa+습니다/ef
.	./sf
3	3/nno
.	./sf
동전을	동전/ncn+을/jco
사용한	사용/ncpa+하/xsv+ㄴ/etm
3	3/nno
가지	가지/nbu
실험	실험/ncn
무겁고	무겁/paa+고/ecc
두꺼운	두껍/paa+ㄴ/etm
코인	코/ncn+이/jp+ㄴ/etm
(	(/sl
동전	동전/ncn
)	)/sr
으로	으로/jca
재미있는	재미/ncps+있/xsm+는/etm
실험을	실험/ncn+을/jco
할	하/pvg+ㄹ/etm
수	수/nbn
있습니다	있/paa+습니다/ef
.	./sf
10	10/nno
원짜리	원/nbu+짜리/xsn
동전보다는	동전/ncn+보다/jca+는/jxc
5	5/nno
백원짜리	백/nnc+원/nbu+짜리/xsn
동전처럼	동전/ncn+처럼/jca
큰	크/paa+ㄴ/etm
코인이	코인/ncn+이/jcs
잘	잘/mag
됩니다	되/pvg+ㅂ니다/ef
.	./sf
앞의	앞/ncn+의/jcm
실험에서	실험/ncn+에서/jca
사용한	사용/ncpa+하/xsv+ㄴ/etm
것과	것/nbn+과/jct
같은	같/paa+은/etm
종이를	종이/ncn+를/jco
판판한	판판/ncps+하/xsm+ㄴ/etm
테이블	테이블/ncn
가에	가/nq+에/jca
펴	피/pvg+어/ecx
놓고	놓/px+고/ecc
그	그/mmd
위에	위/ncn+에/jca
코인을	코인/ncn+을/jco
세우는	세우/pvg+는/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
만일	만일/mag
좀처럼	좀/ncn+처럼/jca
서지	서/pvg+지/ecx
않거든	않/px+거든/ecs
코인을	코인/ncn+을/jco
2	2/nno
3	3/nno
개	개/nbu
겹쳐서	겹치/pvg+어서/ecs
붙여	붙이/pvg+어/ecx
놓으면	놓/px+으면/ecs
될	되/pvg+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
그리고	그리고/maj
준비가	준비/ncn+가/jcs
되거든	되/pvg+거든/ecs
이	이/mmd
종이의	종이/ncn+의/jcm
한쪽	한쪽/ncn
끄트머리를	끄트머리/ncn+를/jco
그림에서처럼	그림/ncn+에서/jca+처럼/jca
잡고	잡/pvg+고/ecs
있다가	있/paa+다/ecs+가/px+아/ecc
다른	다른/mma
손의	손/ncn+의/jcm
손가락으로는	손가락/ncn+으로/jca+는/jxc
재빨리	재빨리/mag
그	그/mmd
종이를	종/ncn+이를/jco
위에서	위/ncn+에서/jca
아래를	아래/ncn+를/jco
향해	향하/pvg+어/ecs
탁	탁/mag
칩니다	치/pvg+ㅂ니다/ef
.	./sf
종이는	종/ncn+이/jp+는/etm
테이블에서	테이블/ncn+에서/jca
미끄러지듯이	미끄러지/pvg+듯이/ecs
빠집니다만	빠지/pvg+ㅂ니다/ef+만/jxc
,	,/sp
코인은	코인/ncn+은/jxc
그대로	그대로/mag
서	서/pvg+어/ecx
있지	있/px+지/ecx
않겠습니까	않/px+겠/ep+습니까/ef
!	!/sf
코인을	코인/ncn+을/jco
사용한	사용/ncn+하/pvg+ㄴ/etm
실험을	실험/ncn+을/jco
좀	좀/mag
색다른	색다르/paa+ㄴ/etm
방법으로	방법/ncn+으로/jca
해	하/pvg+어/ecx
볼	보/px+ㄹ/etm
수도	수/nbn+도/jxc
있습니다	있/paa+습니다/ef
.	./sf
자기에게	자기/npp+에게/jca
온	오/pvg+ㄴ/etm
낡은	낡/paa+은/etm
엽서로	엽서/ncn+로/jca
해도	해/ncn+도/jxc
좋습니다만	좋/paa+습니다/ef+만/jxc
,	,/sp
그	그/mmd
엽서를	엽서/ncn+를/jco
테이블	테이블/ncn
위에	위/ncn+에/jca
얹어	얹/pvg+어/ecx
놓고	놓/px+고/ecc
약	약/ncn
3	3/nno
분의	분/nbu+의/jcm
2	2/nno
가	가/jcs
테이블	테이블/ncn
끝에서	끝/ncn+에서/jca
밖으로	밖/ncn+으로/jca
쑥	쑥/mag
나오게	나오/pvg+게/ecx
합니다	하/px+ㅂ니다/ef
.	./sf
그리고	그리고/maj
그	그/mmd
위	위/ncn
(	(/sl
테이블	테이블/ncn
쪽의	쪽/nbn+의/jcm
엽서	엽서/ncn
위	위/ncn
)	)/sr
에	에/jca
코인을	코인/ncn+을/jco
세웁니다	세우/pvg+ㅂ니다/ef
.	./sf
물론	물론/mag
앞에서	앞/ncn+에서/jca
한	하/pvg+ㄴ/etm
실험의	실험/ncn+의/jcm
경우와	경우/ncn+와/jcj
마찬가지로	마찬가지/ncn+로/jca
테이블보는	테이블/ncn+보/ncn+는/jxc
쓰지	쓰/pvg+지/ecx
않습니다	않/px+습니다/ef
.	./sf
그런	그렇/pad+ㄴ/etm
다음에	다음/ncn+에/jca
자나	자/ncn+나/ecs
북채	북채/ncn
같은	같/paa+은/etm
것으로	것/nbn+으로/jca
엽서의	엽서/ncn+의/jcm
쑥	쑥/ncn
나와	나오/pvg+아/ecx
있는	있/px+는/etm
끄트머리를	끄트머리/ncn+를/jco
그림에서처럼	그림/ncn+에서/jca+처럼/jca
탁	탁/mag
칩니다	치/pvg+ㅂ니다/ef
.	./sf
이	이/mmd
실험은	실험/ncn+은/jxc
앞에서	앞/ncn+에서/jca
한	하/pvg+ㄴ/etm
경우보다도	경우/ncn+보다/jca+도/jxc
좀	좀/mag
어려운	어렵/paa+ㄴ/etm
것이므로	것/nbn+이/jp+므로/ecs
잠시	잠시/mag
연습을	연습/ncn+을/jco
할	하/pvg+ㄹ/etm
필요가	필요/ncn+가/jcs
있습니다	있/paa+습니다/ef
.	./sf
재빨리	재빨리/mag
능숙하게	능숙하/paa+게/ecs
치기만	치/pvg+기/etn+만/jxc
하면	하/pvg+면/ecs
엽서만이	엽서/ncn+만/nbn+이/jcs
빠져	빠지/pvg+어/ecx
날아가고	날/pvg+아/ecx+가/px+고/ecc
코인은	코인/ncn+은/jxc
그대로	그대로/mag
가만히	가만/ncn+히/xsa
서	서/pvg+어/ecx
있습니다	있/px+습니다/ef
.	./sf
세번째의	세/nno+번째/nbu+의/jcm
실험을	실험/ncn+을/jco
해	하/pvg+어/ecs
봅시다	보/px+ㅂ시다/ef
.	./sf
엽서를	엽서/ncn+를/jxc
바른	바르/pvg+ㄴ/etm
네모꼴로	네모꼴/ncn+로/jca
자른	자르/pvg+ㄴ/etm
다음	다음/ncn
,	,/sp
한쪽	한쪽/ncn
손의	손/ncn+의/jcm
집게	집/ncn+게/jca
손가락	손가락/ncn
위에	위에/ncn
그림에서처럼	그림/ncn+에서/jca+처럼/jca
올려	올리/pvg+어/ecs
놓습니다	놓/pvg+습니다/ef
.	./sf
그리고	그리고/maj
그	그/mmd
위에	위/ncn+에/jca
무거운	무겁/paa+ㄴ/etm
코인을	코인/ncn+을/jco
올려	올리/pvg+어/ecs
놓습니다	놓/pvg+습니다/ef
.	./sf
이	이/mmd
바른	바르/pvg+ㄴ/etm
네모꼴의	네모꼴/ncn+의/jcm
엽서를	엽서/ncn+를/jxc
손가락으로	손가락/ncn+으로/jca
힘껏	힘껏/mag
튕기면	튕기/pvg+면/ecs
엽서는	엽서/ncn+는/jxc
날아가고	날/pvg+아/ecx+가/px+고/ecc
코인만이	코인/ncn+만/nbn+이/jcs
손가락	손가락/ncn
위에	위/ncn+에/jca
놓여	놓이/pvg+어/ecx
있을	있/px+을/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
이와	이/npd+와/jct
같은	같/paa+은/etm
모든	모든/mma
실험의	실험/ncn+의/jcm
비밀은	비밀/ncn+은/jxc
도대체	도대체/mag
어디에	어디/npd+에/jca
있을까요	있/paa+ㄹ까요/ef
?	?/sf
지금까지의	지금/ncn+까지/jca+의/jcm
이야기	이야기/ncn
속에	속/ncn+에/jca
나온	나오/pvg+ㄴ/etm
코인이나	코인/ncn+이나/jcj
오델로나	오델로/ncn+나/jxc
체스	체스/ncn
판은	판/ncn+은/jxc
모두가	모두/ncn+가/jcs
같은	같/paa+은/etm
자리에	자리/ncn+에/jca
놓여	놓이/pvg+어/ecx
있었고	있/px+었/ep+고/ecc
,	,/sp
또한	또한/maj
움직이지도	움직/ncn+이/jp+지/ecx+도/jxc
않았습니다	않/paa+았/ep+습니다/ef
.	./sf
만일	만일/mag
그것들을	그것/npd+들/xsn+을/jco
건드리지	건드리/pvg+지/ecx
않는다면	않/px+는다면/ecs
물론	물론/mag
언제까지든지	언제/npd+까지/jca+든지/jxc
그	그/mmd
위치에	위치/ncn+에/jca
가만히	가만/ncn+히/xsa
놓여	놓이/pvg+어/ecx
있을	있/px+을/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
우리는	우리/npp+는/jxc
테이블보나	테이블/ncn+보/ncn+나/ecs
,	,/sp
종이	종이/ncn
,	,/sp
그리고	그리고/maj
오델로의	오델로/ncn+의/jcm
말을	말/ncn+을/jco
재빨리	재빨리/mag
움직였습니다	움직이/pvg+었/ep+습니다/ef
.	./sf
이	이/mmd
운동은	운동/ncn+은/jxc
당연히	당연/ncn+히/xsa
코인이나	코인/ncn+이나/jcj
체스나	체스/ncn+나/jcj
오델로에	오델로/ncn+에/jxc
전해지는	전하/pvg+어/ecx+지/px+는/etm
듯한	듯/ncps+하/xsm+ㄴ/etm
생각이	생각/ncn+이/jcs
듭니다	들/pvg+ㅂ니다/ef
.	./sf
그런데	그런데/maj
물체들이	물체/ncn+들/xsn+이/jcs
서로	서로/mag
매끄럽게	매끄럽/paa+게/ecs
미끌러지고	미끄르/pvg+어/ecx+지/px+고/ecc
운동이	운동/ncn+이/jcs
매우	매우/mag
빨리	빨리/mag
행해지면	행하/pvg+어/ecx+지/px+면/ecs
운동이	운동/ncn+이/jcs
전해질	전하/pvg+어/ecx+지/px+ㄹ/etm
여유가	여유/ncn+가/jcs
없습니다	없/paa+습니다/ef
.	./sf
위쪽에있는	위/ncn+쪽/nbn+에/jca+있/paa+는/etm
물체는	물체/ncn+는/jxc
같은	같/paa+은/etm
위치에	위치/ncn+에/jca
머물러	머물/pvg+러/ecs
있으려고	있/paa+으려고/ecs
합니다	하/pvg+ㅂ니다/ef
.	./sf
물리학자가	물리/ncn+학/xsn+자/xsn+가/jcs
말하는	말/ncpa+하/xsv+는/etm
,	,/sp
모든	모든/mma
물체에	물체/ncn+에/jca
공통하는	공통/ncpa+하/xsv+는/etm
성질이	성질/ncn+이/jcs
여기에	여기/npd+에/jca
나타나	나타나/pvg+아/ecx
있습니다	있/px+습니다/ef
.	./sf
모든	모든/mma
물체는	물체/ncn+는/jxc
정지	정지/ncn
상태를	상태/ncn+를/jco
유지하려고	유지/ncpa+하/xsv+려고/ecx
합니다	하/px+ㅂ니다/ef
.	./sf
물체가	물체/ncn+가/jcs
가지고	가지/pvg+고/ecx
있는	있/px+는/etm
이	이/mmd
성질을	성질/ncn+을/jco
관성	관성/ncn
이라고	이/jp++라고/jcr
합니다	하/pvg+ㅂ니다/ef
.	./sf
관성	관성/ncn
이	이/npd
현상은	현상/ncn+은/jxc
아주	아주/mag
흔히	흔히/mag
경험하는	경험/ncpa+하/xsv+는/etm
것입니다	것이/paa+ㅂ니다/ef
.	./sf
그러므로	그러므로/maj
좀처럼	좀/ncn+처럼/jca
움직이려고	움직이/pvg+려고/ecx
하지	하/px+지/ecx
않는	않/px+는/etm
엉덩이가	엉덩이/ncn+가/jcs
무거운	무겁/paa+ㄴ/etm
사람	사람/ncn
은	은/jxc
요컨대	요컨대/mag
움직이지	움직이/pvg+지/ecx
