<tdmsfile>
<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0009.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0009.txt </filename>
<title>임상의학의 탄생  </title>
<author>미셸 푸꼬 저 ; 홍성민 역  </author>
<date>1993  </date>
<publisher>인간사랑  </publisher>
<kdc>166.8  </kdc>
<ddc>194  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
제목	제목/ncn
행정업무를	행정/ncn+업무/ncn+를/jco
전담시켰다	전담/ncpa+시키/xsv+었/ep+다/ef
.	./sf
관할수역에	관할/ncn+수역/ncn+에/jca
파견된	파견/ncpa+되/xsv+ㄴ/etm
감시관은	감시/ncn+관/xsn+은/jxc
의사들의	의사/ncn+들/xsn+의/jcm
활동과	활동/ncn+과/jcj
주민들의	주민/ncn+들/xsn+의/jcm
건강상태	건강/ncn+상태/ncn
그리고	그리고/maj
그	그/mmd
지역의	지역/ncn+의/jcm
독특한	독특/ncps+하/xsm+ㄴ/etm
지형이나	지형/ncn+이나/jcj
천문학과	천문/ncn+학/xsn+과/jct
같은	같/paa+은/etm
자연사에	자연/ncn+사/xsn+에/jca
대한	대하/pvg+ㄴ/etm
모든	모든/mma
정보를	정보/ncn+를/jco
수집해야	수집/ncpa+하/xsv+어야/ecs
한다	하/px+ㄴ다/ef
.	./sf
"	"/sl
이러한	이러하/pad+ㄴ/etm
의학적	의학/ncn+적/xsn
사찰을	사찰/ncn+을/jco
지원할	지원/ncpa+하/xsv+ㄹ/etm
책임을	책임/ncn+을/jco
지고	지/pvg+고/ecs
모든	모든/mma
정보활동에	정보/ncn+활동/ncn+에/jca
드는	들/pvg+는/etm
비용	비용/ncn
일체는	일체/ncn+는/jxc
국가가	국가/ncn+가/jcs
부담한다	부담/ncpa+하/xsv+ㄴ다/ef
"	"/sr
전염병을	전염/ncn+병/ncn+을/jco
해결하려	해결/ncpa+하/xsv+려/ecs
했던	하/px+었/ep+던/etm
의학은	의학/ncn+은/jxc
분류하기의	분류/ncpa+하/xsv+기/etn+의/jcm
의학과는	의학/ncn+과/jct+는/jxc
대조적이다	대조/ncn+적/xsn+이/jp+다/ef
.	./sf
그것은	그것/npd+은/jxc
ㅂ단적인	ㅂ단적인/mag
현상을	현상/ncn+을/jco
단	단/mma
한번에	한/nnc+번/nbu+에/jca
뭉뚱그려	뭉뚱그려/mag
파악하려	파악/ncpa+하/xsv+려/ecs
했던	하/px+었/ep+던/etm
의학적	의학/ncn+적/xsn
시선이	시선/ncn+이/jcs
환자	환자/ncn
하나하나를	하나/nnc+하나/nnc+를/jco
관찰하여	관찰/ncpa+하/xsv+여/ecs
다양한	다양/ncps+하/xsm+ㄴ/etm
질병속에서	질병/ncn+속/ncn+에서/jca
독특한	독특/ncps+하/xsm+ㄴ/etm
현상이	현상/ncn+이/jcs
스스로	스스로/mag
자신의	자신/ncn+의/jcm
모습을	모습/ncn+을/jco
나타내기를	나타내/pvg+기/etn+를/jco
기다렸던	기다리/pvg+었/ep+던/etm
개별적	개별/ncn+적/xsn
의학적	의학/ncn+적/xsn
시선과	시선/ncn+과/jct
대조적인	대조/ncpa+적/xsn+이/jp+ㄴ/etm
것과	것/nbn+과/jct
마찬가지다	마찬가지/ncn+다/ef
.	./sf
하나의	하나/nnc+의/jcm
환자를	환자/ncn+를/jco
관찰함으로써	관찰/ncpa+하/xsv+ㅁ/etn+으로써/jca
다른	다르/paa+ㄴ/etm
환자의	환자/ncn+의/jcm
상태를	상태/ncn+를/jco
유추할	유추/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있고	있/paa+고/ecc
,	,/sp
전염병이	전염/ncn+병/ncn+이/jcs
발생한	발생/ncpa+하/xsv+ㄴ/etm
시간을	시간/ncn+을/jco
하나의	하나/nnc+의/jcm
단위로	단위/ncn+로/jca
묶어	묶/pvg+어/ecs
생각하며	생각/ncpa+하/xsv+며/ecc
,	,/sp
질병의	질병/ncn+의/jcm
종류를	종류/ncn+를/jco
파악하기	파악/ncpa+하/xsv+기/etn
위해	위하/pvg+어/ecs
그것이	그것/npd+이/jcs
드러난	드러나/pvg+ㄴ/etm
장소를	장소/ncn+를/jco
차별적으로	차별/ncn+적/xsn+으로/jca
개념정의하고	개념/ncn+정의/ncpa+하/xsv+고/ecc
병의	병/ncn+의/jcm
원인을	원인/ncn+을/jco
분류하는	분류/ncpa+하/xsv+는/etm
등의	등/nbn+의/jcm
병의	병/ncn+의/jcm
원인을	원인/ncn+을/jco
분류하는	분류/ncpa+하/xsv+는/etm
등의	등/nbn+의/jcm
방법으로	방법/ncn+으로/jca
질병의	질병/ncn+의/jcm
일관된	일관/ncps+되/xsm+ㄴ/etm
모습을	모습/ncn+을/jco
찾으려는	찾/pvg+으려/ecs+는/etm
작업과	작업/ncn+과/jcj
,	,/sp
동직적인	동직/ncn+적/xsn+이/jp+ㄴ/etm
표면처럼	표면/ncn+처럼/jca
등장하는	등장/ncpa+하/xsv+는/etm
질병의	질병/ncn+의/jcm
역사적이고	역사/ncn+적/xsn+이/jp+고/ecc
지형학적인	지형/ncn+학/xsn+적/xsn+이/jp+ㄴ/etm
공간을	공간/ncn+을/jco
찾으려	찾/pvg+으려/ecs
했던	하/px+었/ep+던/etm
작업이	작업/ncn+이/jcs
바로	바로/mag
전염병을	전염/ncn+병/ncn+을/jco
해결하려	해결/ncpa+하/xsv+려/ecs
했던	하/px+었/ep+던/etm
새로운	새롭/paa+ㄴ/etm
의학이	의학/ncn+이/jcs
관심을	관심/ncn+을/jco
기울였던	기울이/pvg+었/ep+던/etm
일들이다	일/ncn+들/xsn+이/jp+다/ef
.	./sf
결국	결국/mag
전염병의	전염/ncn+병/ncn+의/jcm
의학이	의학/ncn+이/jcs
제3기의	제/xp+3/nno+기/nbu+의/jcm
모습	모습/ncn
(	(/sl
분류하기의	분류/ncpa+하/xsv+기/etm+의/jcm
의학에서	의학/ncn+에서/jca
제3	제/xp+3/nno
의	의/jcm
공간화를	공간/ncn+화/xsn+를/jco
상기하자	상기/ncpa+하/xsv+자/ef
)	)/sr
으로	으로/jca
사회적	사회/ncn+적/xsn
구조	구조/ncn
위에서	위/ncn+에서/jca
질병과	질병/ncn+과/jcj
의학적	의학/ncn+적/xsn
경험과	경험/ncn+과/jcj
의사들의	의사/ncn+들/xsn+의/jcm
의료행위를	의료/ncn+행위/ncn+를/jco
통제하려	통제/ncpa+하/xsv+려/ecs
했을	하/px+었/ep+을/etm
때	때/ncn
마주칠	마주치/pvg+ㄹ/etm
수밖에	수/nbn+밖에/jxc
없었던	없/paa+었/ep+던/etm
과제는	과제/ncn+는/jcs
의학의	의학/ncn+의/jcm
정치적입장이	정치/ncn+적/xsn+입장/ncn+이/jcs
무엇인가를	무엇/npd+이/jp+ㄴ가/ef+를/jco
개념정의하는	개념/ncn+정의/ncpa+하/xsv+는/etm
일이었다	일/ncn+이/jp+었/ep+다/ef
.	./sf
끊임없이	끊임/ncn+없/paa+이/xsa
정보를	정보/ncn+를/jco
수집하고	수집/ncpa+하/xsv+고/ecc
의사와	의사/ncn+와/jcj
의료행위를	의료/ncn+행위/ncn+를/jco
통제해야	통제/ncpa+하/xsv+어야/ecs
하는	하/px+는/etm
국가	국가/ncn
차원에서의	차원/ncn+에서/jca+의/jcm
의학적	의학/ncn+적/xsn
자각이	자각/ncn+이/jcs
있어야	있/paa+어야/ecs
했던	하/px+었/ep+던/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
"	"/sl
관할수역	관할/ncn+수역/ncn
안에	안/ncn+에/jca
등장하는	등장/ncpa+하/xsv+는/etm
모든	모든/mma
의료행위에는	의료/ncn+행위/ncn+에/jca+는/jxc
반드시	반드시/mag
의학적	의학/ncn+적/xsn
경찰업무가	경찰/ncn+업무/ncn+가/jcs
따르기	따르/pvg+기/etn
마련이다	마련/ncn+이/jp+다/ef
"	"/sr
이것이	이것/npd+이/jcs
왕립의학회	왕립의학회/nq
(	(/sl
Societe	Societe/f
royale	royale/f
de	de/f
Medecine	Medecine/f
)	)/sr
의	의/jcm
기원이며	기원/ncn+이/jp+며/ecc
,	,/sp
이후	이후/ncn
대학의	대학/ncn+의/jcm
의학제도와	의학/ncn+제도/ncn+와/jct
극복할	극복/ncpa+하/xsv+ㄹ/etm
수	수/nbn
없는	없/paa+는/etm
충돌을	충돌/ncn+을/jco
일으키게	일으키/pvg+게/ecs
되는	되/pvg+는/etm
원인이기도하다	원인/ncn+이/jp+기/etn+도/jxc+하/px+다/ef
.	./sf
1776	1776/nno
년	년/nbu
정부는	정부/ncn+는/jxc
베르사이유에	베르사이유/nq+에/jca
위원회를	위원/ncn+회/xsn+를/jco
만들어	만들/pvg+어/ecs
지난	지나/pvg+ㄴ/etm
해에	해/ncn+에/jca
극성을	극성/ncn+을/jco
부렸던	부리/pvg+었/ep+던/etm
수성역	수성역/ncn
전염병의	전염/ncn+병/ncn+의/jcm
정체를	정체/ncn+를/jco
밝히도록	밝히/pvg+도록/ecs
한다	하/pvg+ㄴ다/ef
.	./sf
문제가	문제/ncn+가/jcc
되었던	되/pvg+었/ep+던/etm
대상은	대상/ncn+은/jxc
프랑스	프랑스/nq
남부의	남부/ncn+의/jcm
임대가축들이었는데	임대/ncpa+가축/ncn+들/xsn+이/jp+었/ep+는데/ecs
,	,/sp
당시의	당시/ncn+의/jcm
재정담당관은	재정/ncn+담당/ncn+관/xsn+은/jxc
의심스러운	의심/ncps+스럽/xsm+ㄴ/etm
가축을	가축/ncn+을/jco
모두	모두/mag
도살시키라고	도살/ncpa+시키/xsv+라/ef+고/jcr
명령하기에	명령/ncpa+하/xsv+기/etm+에/jca
이르렀다	이르/pvg+었/ep+다/ef
.	./sf
그러나	그러나/maj
이것은	이것/npd+은/jxc
엄청난	엄청나/pvg+ㄴ/etm
경제혼란을	경제/ncn+혼란/ncn+을/jco
초래하는	초래/ncpa+하/xsv+는/etm
결과를	결과/ncn+를/jco
낳았다	낳/pvg+았/ep+다/ef
.	./sf
1776	1776/nno
년	년/nbu
4	4/nno
월	월/nbu
29	29/nno
일에	일/nbu+에/jca
발표된	발표/ncpa+되/xsv+ㄴ/etm
칙령	칙령/ncn
서문에는	서문/ncn+에/jca+는/jxc
전염병에	전염/ncn+병/ncn+에/jca
대해서	대하/pvg+어서/ecs
이렇게	이렇/pad+게/ecs
적고	적/pvg+고/ecx
있다	있/px+다/ef
.	./sf
전염병이	전염/ncn+병/ncn+이/jcs
위험스럽고	위험/ncps+스럽/xsm+고/ecc
파괴적인	파괴/ncn+적/xsn+이/jp+ㄴ/etm
존재가	존재/ncn+가/jcc
되는	되/pvg+는/etm
것은	것/nbn+은/jxc
그것의	그것/npd+의/jcm
정체가	정체/ncn+가/jcs
제대로	제대로/mag
밝혀지지	밝히/pvg+어/ecx+지/px+지/ecx
않아	않/px+아/ecs
의사들로	의사/ncn+들/xsn+로/jca
하여금	하여금/mag
어떠한	어떠하/pad+ㄴ/etm
조처를	조처/ncn+를/jco
취해야	취하/pvg+어야/ecs
좋을지	좋/paa+을지/ecs
모르게	모르/pvg+게/ecs
만드는	만들/pvg+는/etm
경우일	경우/ncn+이/jp+ㄹ/etm
뿐이다	뿐/nbn+이/jp+다/ef
.	./sf
그러나	그러나/maj
전염병의	전염/ncn+병/ncn+의/jcm
정체가	정체/ncn+가/jcs
제대로	제대로/mag
밝혀지지	밝히/pvg+어/ecx+지/px+지/ecx
않는	않/px+는/etm
이유는	이유/ncn+는/jxc
서로다를	서로/mag+다르/paa+ㄹ/etm
전염병의	전염/ncn+병/ncn+의/jcm
증상과	증상/ncn+과/jcj
성공적인	성공/ncpa+적/xsn+이/jp+ㄴ/etm
치료	치료/ncn
방법들을	방법/ncn+들/xsn+을/jco
연구하고	연구/ncpa+하/xsv+고/ecc
기술하지	기술/ncpa+하/xsv+지/ecx
않은	않/px+은/etm
데서	데/nbn+서/jca
비롯되는	비롯/ncpa+되/xsv+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
위원회가	위원/ncn+회/xsn+가/jcs
해야	하/pvg+어야/ecs
할	하/px+ㄹ/etm
일은	일/ncn+은/jxc
다음의	다음/ncn+의/jcm
세	세/nnc
가지인데	가지/nbu+이/jp+ㄴ데/ecs
,	,/sp
그	그/mmd
첫째는	첫째/nno+는/jxc
조사업무로서	조사/ncn+업무/ncn+로서/jca
다양한	다양/ncps+하/xsm+ㄴ/etm
전염병의	전염/ncn+병/ncn+의/jcm
전개과정을	전개/ncn+과정/ncn+을/jco
추적하는	추적/ncpa+하/xsv+는/etm
것이고	것/nbn+이/jp+고/ecc
,	,/sp
둘째는	둘째/nno+는/jxc
연구업무로서	연구/ncn+업무/ncn+로서/jca
사례들을	사례/ncn+들/xsn+을/jco
비교분석하고	비교/ncn+분석/ncpa+하/xsv+고/ecc
처방된	처방/ncpa+되/xsv+ㄴ/etm
약물을	약물/ncn+을/jco
기록하고	기록/ncpa+하/xsv+고/ecc
의학적	의학/ncn+적/xsn
실험들을	실험/ncn+들/xsn+을/jco
조직적으로	조직/ncn+적/xsn+으로/jca
관리하는	관리/ncpa+하/xsv+는/etm
것이며	것/nbn+이/jp+며/ecc
,	,/sp
셋째로는	셋째/nno+로는/jca
계도	계도/ncn
또는	또는/maj
통제업무로서	통제/ncn+업무/ncn+로서/jca
의사들에게	의사/ncn+들/xsn+에게/jca
가장	가장/mag
효과적인	효과/ncn+적/xsn+이/jp+ㄴ/etm
치료방법을	치료/ncn+방법/ncn+을/jco
알려주는	알리/pvg+어/ecx+주/px+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이	이/mmd
위원회는	위원/ncn+회/xsn+는/jxc
8	8/nnc
인의	인/nbu+의/jcm
전문가로	전문/ncn+가/xsn+로/jca
구성되었고	구성/ncpa+되/xsv+었/ep+고/ecc
,	,/sp
위원장	위원/ncn+장/xsn
(	(/sl
라송	라송/nq
)	)/sr
은	은/jxc
전염병의	전염/ncn+병/ncn+의/jcm
확산에	확산/ncn+에/jca
있는	있/paa+는/jxc
의사들의	의사/ncn+들/xsn+의/jcm
연락업무를	연락/ncn+업무/ncn+를/jco
맡았으며	맡/pvg+았/ep+으며/ecs
,	,/sp
나머지	나머지/ncn
6	6/nnc
명의	명/nbu+의/jcm
의사들은	의사/ncn+들/xsn+은/jxc
대학의	대학/ncn+의/jcm
전문의로	전문의/ncn+로/jca
구성되었는데	구성/ncpa+되/pvg+었/ep+는데/ecs
,	,/sp
그들이	그들/npp+이/jcs
하는	하/pvg+는/etm
일은	일/pvg+은/etm
대부분	대부분/mag
같은	같/paa+은/etm
것이었다	것/nbn+이/jp+었/ep+다/ef
.	./sf
재정감독관은	재정/ncn+감독/ncn+관/xsn+은/jxc
위원회의	위원/ncn+회/xsn+의/jcm
위원들을	위원/ncn+들/xsn+을/jco
각	각/mma
지역에	지역/ncn+에/jca
조사업무를	조사/ncn+업무/ncn+를/jco
위해	위하/pvg+어/ecs
파견하고	파견/ncpa+하/xsv+고/ecc
보고서를	보고/ncn+서/xsn+를/jco
요구할	요구/ncpa+하/xsv+ㄹ/etm
수도	수/nbn+도/jxc
있었다	있/paa+었/ep+다/ef
.	./sf
또한	또한/maj
빅	nq[빅/nq
다지르는	다지르/nq]nq+는/jxc
위원회의	위원/ncn+회/xsn+의/jcm
구성원들에게	구성/ncn+원/xsn+들/xsn+에게/jca
시체해부학	시체/ncn+해부/ncn+학/xsn
강의를	강의/ncn+를/jco
해야할	하/pvg+어야/ecs+하/px+ㄹ/etm
책임까지	책임/ncn+까지/jxc
지게	지/pvg+게/ecs
되었는데	되/pvg+었/ep+는데/ecs
,	,/sp
이	이/mmd
때	때/ncn
대학의	대학/ncn+의/jcm
전문의	전문의/ncn
뿐만	뿐/nbn+만/jxc
아니라	아니/paa+라/ecs
학생까지도	학생/ncn+까지/jxc+도/jxc
참관했다	참관/ncpa+하/xsv+었/ep+다/ef
.	./sf
그렇게	그렇/pad+게/ecs
해서	하/pvg+어서/ecs
이제	이제/mag
두	두/nnc
가지	가지/nbu
제도적	제도/ncn+적/xsn
통제장치가	통제/ncn+장치/ncn+가/jcs
만들어진	만들/pvg+어/ecx+지/px+ㄴ/etm
셈인데	셈/ncn+이/jp+ㄴ데/ecs
,	,/sp
그	그/mmd
하나는	하나/nnc+는/jxc
의사들의	의사/ncn+들/xsn+의/jcm
의료행위에	의료/ncn+행위/ncn+에/jca
가해지는	가하/pvg+어/ecx+지/px+는/etm
정치적	정치/ncn+적/xsn
통제이고	통제/ncn+이/jp+고/ecc
,	,/sp
둘째는	둘째/nno+는/jxc
의사들의	의사/ncn+들/xsn+의/jcm
행위를	행위/ncn+를/jco
감시하는	감시/ncpa+하/xsv+는/etm
전문적인	전문/ncn+적/xsn+이/jp+ㄴ/etm
의사들의	의사/ncn+들/xsn+의/jcm
집단적	집단/ncn+적/xsn
통제가	통제/ncn+가/jcs
그것이다	그것/npd+이/jp+다/ef
.	./sf
곧	곧/maj
의과대학과의	의과/ncn+대학/ncn+과/jct+의/jcm
마찰이	마찰/ncn+이/jcs
생겼다	생기/pvg+었/ep+다/ef
.	./sf
지금의	지금/ncn+의/jcm
시점에서	시점/ncn+에서/jca
보면	보/pvg+면/ecs
,	,/sp
이러한	이러하/pad+ㄴ/etm
충돌은	충돌/ncn+은/jxc
정치적인	정치/ncn+적/xsn+이/jp+ㄴ/etm
지원을	지원/ncn+을/jco
받는	받/pvg+는/etm
근대적	근대/ncn+적/xsn
의학기관과	의학/ncn+기관/ncn+과/jct
구태의연한	구태의연/ncps+하/xsm+ㄴ/etm
의학제도가	의학/ncn+제도/ncn+가/jcs
빚어낸	빚/pvg+어/ecx+내/px+ㄴ/etm
갈등이라고	갈등/ncn+이/jp+라/ef+고/jcr
해석할	해석/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있을	있/paa+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
의과대학의	의과/ncn+대학/ncn+의/jcm
한	한/nnc
관계자는	관계/ncn+자/xsn+는/jcs
마찰의	마찰/ncn+의/jcm
원인을	원인/ncn+을/jco
이렇게	이렇/pad+게/ecs
기술하고	기술/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
고전적인	고전/ncn+적/xsn+이/jp+ㄴ/etm
의학은	의학/ncn+은/jxc
모든	모든/mma
종류의	종류/ncn+의/jcm
관행과	관행/ncn+과/jcj
대학	대학/ncn
내의	내/nbn+의/jcm
의원들을	의원/ncn+들/xsn+을/ncpa
존중하는	존중/ncpa+하/xsv+는/etm
한편	한편/mag
,	,/sp
새롭게	새롭/paa+게/ecs
탄생한	탄생/ncpa+하/xsv+ㄴ/etm
근대적	근대/ncn+적/xsn
의학기관은	의학/ncn+기관/ncn+은/jxc
재정지원을	재정/ncn+지원/ncn+을/jco
하는	하/pvg+는/etm
왕립의학회를	왕립의학회/nq+를/jco
선호하는	선호/ncpa+하/xsv+는/etm
경향이	경향/ncn+이/jcs
있다	있/paa+다/ef
.	./sf
다시	다시/mag
말해	말/ncn+하/xsv+어/ecs
공공복지를	공공/ncn+복지/ncn+를/jco
책임져	책임/ncn+지/ecx+어/ecx
왔던	오/px+았/ep+던/etm
대학기관이	대학/ncn+기관/ncn+이/jcs
왕립의학회에	왕립의학회/nq+에/jca
의해서	의하/pvg+어서/ecs
밀려나고	밀리/pvg+어/ecx+나/px+고/ecx
있는	있/px+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
3	3/nnc
개월동안	개월/nbu+동안/ncn
의과대학은	의과/ncn+대학/ncn+은/jxc
파업에	파업/ncn+에/jca
들어갔다	들/pvg+어/ecs+가/pvg+았/ep+다/ef
.	./sf
일체의	일체/ncn+의/jcm
의료행위를	의료/ncn+행위/ncn+를/jco
거부한	거부/ncpa+하/xsv+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그러나	그러나/maj
위원회는	위원/ncn+회/xsn+는/jxc
이미	이미/mag
새로운	새롭/paa+ㄴ/etm
위원회를	위원/ncn+회/xsn+를/jco
준비하고	준비/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
상태였기	상태/ncn+이/jp+었/ep+기/etn
때문에	때문/nbn+에/jca
파업의	파업/ncn+의/jcm
성과는	성과/ncn+는/jxc
없었다	없/paa+었/ep+다/ef
.	./sf
1778	1778/nno
년부터	년/nbu+부터/jxc
왕립의학회에	왕립의학회/nq+에/jca
등록한	등록/ncpa+하/xsv+ㄴ/etm
의사들의	의사/ncn+들/xsn+의/jcm
신분을	신분/ncn+을/jco
확보하였기에	확보/ncpa+하/xsv+었/ep+기/etn+에/jca
대학기관은	대학/ncn+기관/ncn+은/jxc
파업을	파업/ncn+을/jco
통해	통하/pvg+어/ecs
자신의	자신/ncn+의/jcm
목표를	목표/ncn+를/jco
달성할	달성/ncpa+하/xsv+ㄹ/etm
수	수/nbn
없었던	없/paa+었/ep+던/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
더구나	더구나/mag
왕립의학회는	왕립의학회/nq+는/jxc
천연수	천연수/ncn
판매에서	판매/ncn+에서/jca
징수한	징수/ncpa+하/xsv+ㄴ/etm
4	4/nnc
만	만/nbu
리브르	리브르/ncn
(	(/sl
livre	livre/f
;*	;*/sy
이날	이/mmd+날/ncn
프랑스의	프랑스/nq+의/jcm
화폐단위	화폐/ncn+단위/ncn
및	및/maj
은화	은화/ncn
)	)/sr
의	의/jcm
재정을	재정/ncn+을/jco
확보했던	확보/ncpa+하/xsv+었/ep+던/etm
반면	반면/ncn
,	,/sp
대학기관이	대학/ncn+기관/ncn+이/jcs
보유한	보유/ncpa+하/xsv+ㄴ/etm
재정이란	재정/ncn+이/jp+란/jxc
고작	고작/mag
2	2/nnc
천리브르에	천/nnc+리브르/ncn+에/jca
불과했다	불과/ncps+하/xsm+었/ep+다/ef
.	./sf
왕립기관의	왕립/ncn+기관/ncn+의/jcm
역활은	역활/ncn+은/jxc
여기서	여기/npd+서/jca
멈추지	멈추/pvg+지/ecx
않았다	않/px+았/ep+다/ef
.	./sf
전염병	전염/ncn+병/ncn
방지책을	방지/ncn+책/xsn+을/jco
전담한	전담/ncpa+하/xsv+ㄴ/etm
기관으로서	기관/ncn+으로서/jca
왕립의확회는	왕립의확회/nq+는/jxc
지식의	지식/ncn+의/jcm
본거지가	본거/ncn+지/xsn+가/jcc
되었고	되/pvg+었/ep+고/ecc
,	,/sp
모든	모든/mma
의료행위를	의료/ncn+행위/ncn+를/jco
판단하고	판단/ncpa+하/xsv+고/ecc
지시할	지시/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
중앙통제기관이	중앙/ncn+통제/ncn+기관/ncn+이/jcc
되었다	되/pvg+었/ep+다/ef
.	./sf
혁명초기에	혁명/ncn+초기/ncn+에/jca
프랑스	프랑스/nq
국민의회의	국민/ncn+의회/ncn+의/jcm
재정위원회는	재정/ncn+위원/ncn+회/xsn+는/jxc
왕립의학회	왕립의학회/nq
존재를	존재/ncn+를/jco
다음과	다음/ncn+과/jct
같이	같/paa+이/xsa
정당화했다	정당/ncn+화/xsn+하/xsv+었/ep+다/ef
.	./sf
이	이/mmd
기관의	기관/ncn+의/jcm
존립	존립/ncn
목적은	목적/ncn+은/jxc
프랑스	프랑스/nq
의사들과	의사/ncn+들/xsn+과/jcj
외국인과의	외국/ncn+인/xsn+과/jct+의/jcm
돈독한	돈독/ncps+하/xsm+ㄴ/etm
유대관계를	유대/ncn+관계/ncn+를/jco
유지시키고	유지/ncpa+시키/xsv+고/ecc
흩어져	흩/pvg+어/ecx+지/px+어/ecx
있는	있/px+는/etm
관찰자료들을	관찰/ncn+자료/ncn+들/xsn+을/jco
보관하고	보관/ncpa+하/xsv+고/ecc
비교하며	비교/ncpa+하/xsv+며/ecc
,	,/sp
모든	모든/mma
전염병에	전염/ncn+병/ncn+에/jca
대한	대하/pvg+ㄴ/etm
원인을	원인/ncn+을/jco
추적하고	추적/ncpa+하/xsv+고/ecc
재발을	재발/ncn+을/jco
방지하고	방지/ncpa+하/xsv+고/ecc
가장	가장/mag
효율적인	효율/ncn+적/xsn+이/jp+ㄴ/etm
대책을	대책/ncn+을/jco
강구하는	강구/ncpa+하/xsv+는/etm
데	데/nbn
있다	있/paa+다/ef
.	./sf
왕립의학회는	왕립의학회/nq+는/jxc
이제	이제/mag
병리학	병리/ncn+학/xsn
연구에	연구/ncn+에/jca
몰두하는	몰두/ncpa+하/xsv+는/etm
의사들만의	의사/ncn+들/xsn+만/jxc+의/jcm
집단이	집단/ncn+이/jcs
아니라	아니/paa+라/ecs
병리학적	병리/ncn+학/xsn+적/xsn
현상을	현상/ncn+을/jco
집단적인	집단/ncn+적/xsn+이/jp+ㄴ/etm
수준에서	수준/ncn+에서/jca
관리하는	관리/ncpa+하/xsv+는/etm
공식적인	공식/ncn+적/xsn+이/jp+ㄴ/etm
기반이	기반/ncn+이/jcc
되었다	되/pvg+었/ep+다/ef
.	./sf
지식의	지식/ncn+의/jcm
차원에서	차원/ncn+에서/jca
뿐만	뿐/nbn+만/jxc
아니라	아니/paa+라/ecs
의료행위에	의료/ncn+행위/ncn+에/jca
있어서도	있/paa+어서/ecs+도/jxc
국가의	국가/ncn+의/jcm
공공기관이	공공/ncn+기관/ncn+이/jcs
모든	모든/mma
사람에게	사람/ncn+에게/jca
혜택이	혜택/ncn+이/jcs
돌아갈	돌/pvg+아/ecs+가/pvg+ㄹ/etm
정책을	정책/ncn+을/jco
관리하듯	관리/ncpa+하/xsv+듯/ecs
의학적	의학/ncn+적/xsn
지식을	지식/ncn+을/jco
관리하고	관리/ncpa+하/xsv+고/ecc
다루는	다루/pvg+는/etm
집단의식	집단/ncn+의식/ncn
(	(/sl
conscience	conscience/f
collective	collective/f
)	)/sr
이	이/jcc
된	되/pvg+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
의학기관의	의학/ncn+기관/ncn+의/jcm
기본	기본/ncn
구조에	구조/ncn+에/jca
커다란	커다랗/paa+ㄴ/etm
영향을	영향/ncn+을/jco
미친	미치/pvg+ㄴ/etm
중대한	중대/ncps+하/xsm+ㄴ/etm
정치적	정치/ncn+적/xsn
사건이	사건/ncn+이/jcs
하나	하나/nnc
있다	있/paa+다/ef
.	./sf
1775	1775/nno
년에서	년/nbu+에서/jca
1780	1780/nno
년에	년/nbu+에/jca
걸쳐	걸치/pvg+어/ecs
형성된	형성/ncpa+되/xsv+ㄴ/etm
새로운	새롭/paa+ㄴ/etm
의학적	의학/ncn+적/xsn
경험에	경험/ncn+에/jca
대한	대하/pvg+ㄴ/etm
통계자료가	통계/ncn+자료/ncn+가/jcs
프랑스	프랑스/nq
혁명기와	혁명/ncn+기/xsn+와/jcj
그	그/mmd
이후에	이후/ncn+에/jca
있었던	있/paa+었/ep+던/etm
집정관	집정/ncn+관/xsn
시대에	시대/ncn+에/jca
등장하는	등장/ncpa+하/xsv+는/etm
의료체제에	의료/ncn+체제/ncn+에/jca
개혁에	개혁/ncn+에/jca
기반이	기반/ncn+이/jcc
되었다	되/pvg+었/ep+다/ef
.	./sf
물론	물론/mag
구체적인	구체/ncn+적/xsn+이/jp+ㄴ/etm
세부계획안이	세부/ncn+계획/ncn+안/ncn+이/jcs
그대로	그대로/mag
반영된	반영/ncpa+되/xsv+ㄴ/etm
것은	것/nbn+은/jxc
아니지만	아니/paa+지만/ecs
,	,/sp
새롭게	새롭/paa+게/ecs
등장한	등장/ncpa+하/xsv+ㄴ/etm
의학적	의학/ncn+적/xsn
시선은	시선/ncn+은/jxc
임상의학이	임상/ncn+의학/ncn+이/jcs
